Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86
EAP,-19.687869737894886,-2.669807923608643,0.5191373701796611,-1.022006100706486,1.7620323866277379,0.017129948470510498,-1.1808908997837833,-2.5519911110631055,-0.02499280664599185,-1.031181453273158,-0.37872260117537093,0.7572814445695775,-0.11064504396879608,-1.159962838264466,0.025144379471521705,-0.06518580081107578,0.21610250459785854,0.2607808148332654,-0.38865357644809706,-0.26197536860295734,0.36920704995700365,0.10511355501570706,-0.17049472215324907,-0.3014341284001752,0.19703857120117907,-1.8931262671418214,-0.6096092911790143,0.4783720913157321,-0.5585148515488425,0.21817666292466978,0.010359581136073825,-0.19018690610635025,-0.08775059547212555,-2.440681823312474e-10,2.4980018054066022e-14,1.4927295510780425e-14,2.076854313526333e-14,-3.6637359812630166e-15,-5.273559366969494e-16,-3.2751579226442118e-15,8.604228440844963e-15,-5.134781488891349e-15,-1.6653345369377348e-15,-2.067790383364354e-15,0.022657569901619434,-2.669807923608643,0.5191373701796611,-1.022006100706486,1.7620323866277379,0.017129948470510498,-1.1808908997837833,4.615553475386578,-2.5519911110631055,1.1609955249534987,-0.722688529841202,7.821905863529099,1.5020322636403578,-0.9604295389542248,-1.983322466097332,-1.4723882565962687,-2.318056574788515,0.5768366684142461,0.0747527169333432,0.8491266400950299,-5.550865026721544,0.7349361618237412,0.5339689709370559,-0.8122563974374659,-0.2126225630628416,-1.2929279502245192,3.2367522895300205,-1.8533899277253303,-0.2008428648186687,-0.7467050100299979,-0.8251204233680985,-1.2857679851476391,0.24132388044712494,-2.1276027891645812,0.3710586526093157,-3.0974658064027953,-1.0215384717350844,-0.8003297752977809,1.2852697202587102,0.7568315290613169,-3.639249604087976,1.9169608964493963
ECA,-12.521886808069123,2.52510123664967,0.015286156328166833,0.6644856865633767,-0.24995305177753033,0.6086336175927813,0.5404098339501621,0.3589238714398195,-0.2759761656769826,-0.7908125322397663,-0.15496570963526574,0.615451105345056,0.08136361175018214,-1.9093447006669944,-3.433854006437598,0.06231759259954651,0.2871673641989927,-0.18781266404137875,0.08225193044239942,-0.3433294050325154,0.0616387129432272,-0.08868034238298948,-0.4842149098444934,-0.5031051759422139,0.37464493538297944,-0.617744051566147,-0.076086490878155,0.7969268479845618,-0.2788551795293317,0.42020557436192885,-0.40852859021625015,-0.21076715055489392,-0.020782650373783823,-1.704448138184489e-09,6.661338147750939e-15,-5.578870698741412e-15,-5.398459457239824e-15,5.0584536559483695e-15,-1.4155343563970746e-14,-1.1761425167122752e-14,1.6375789613221059e-15,-6.716849298982197e-15,-2.345346139520643e-15,-2.609024107869118e-15,-0.3286451400410394,2.52510123664967,0.015286156328166833,0.6644856865633767,-0.24995305177753033,0.6086336175927813,0.5404098339501621,-4.936609522247931,0.3589238714398195,0.4329659268038655,-2.6093716642530085,4.936865064342435,-0.9969192011655025,0.35951409715844357,1.6361661479782774,-0.25464309253922063,0.8220904066920605,-1.2162935450442558,-0.27895357976979385,-2.3158104363387073,2.204725761791391,1.9992932052733323,-1.2296733331609684,-0.027034431996990183,0.7004016550773816,-3.313900511852761,4.224510291563724,-1.702217221176594,0.35296329688902034,-0.06515621536860294,-0.6356368263227865,0.3823775757738609,0.18211976910179323,3.454805687430372,-1.3714284632625273,2.37199799138892,-0.8065853514727777,0.39099898911410397,0.28529277167648737,-0.8047062317561793,1.4761402135337045,1.219580777622654
LAC,-19.803519983990327,0.358829761446703,-0.08920964003160733,-0.6090970300809115,0.3467400574998907,0.9977342948274226,-0.7602037169008571,0.5902320433162699,0.26558420730080995,-0.14490605874767143,-1.470011290734384,1.127190577517073,-1.5672244034902278,-1.3699903784609782,-1.2285009978091848,-0.24969418135156107,-0.40973651039688386,1.3929128873734324,-0.4791391825869761,0.32138944169122824,0.02353585525812049,0.3486046590973748,-0.05551534437878808,-0.09681784295910172,-0.41126499647171233,-0.5143406365694452,-1.196995107812205,0.36036690038657304,-0.3346950811016348,0.4638074111501199,0.07882959640152531,0.140742479089365,0.07450056811566708,-5.542774461630984e-09,5.717648576819556e-14,3.219646771412954e-14,-6.050715484207103e-15,-1.1102230246251565e-16,-7.91033905045424e-15,-9.992007221626409e-15,2.5153490401663703e-15,6.661338147750939e-16,2.886579864025407e-15,-5.329070518200751e-15,0.5894253202089389,0.358829761446703,-0.08920964003160733,-0.6090970300809115,0.3467400574998907,0.9977342948274226,-0.7602037169008571,1.6593653099978471,0.5902320433162699,-0.07140324145871418,0.3120708567000978,6.981261664144211,-0.40419650157401116,-0.248695483808675,-0.07267388201770522,-0.3094634993732435,0.35610809753888073,0.06020840957177621,-0.6632446455106344,2.1339905051116004,2.752055580158189,-1.0088368674077366,-0.26446417399067523,-0.7653448540402583,-0.6748251569384347,5.829514458309903,9.054949413804724,-0.5945567882390508,-0.5718325727920854,0.15394394922844137,2.139298731814428,-1.089501446105227,-1.5779110650831454,1.5447954547134715,0.2553634411385816,3.3728301296986594,-0.29583114047744663,-0.6469333730967469,-1.172110564661803,-4.008715025607706,3.1598718929578697,-1.8041268537559452
LMY,-106.9614496368691,0.6497337818286177,-0.0297840654153389,2.062545343758284,-0.2276866981425058,-1.2271535413284662,-1.7895738781456905,0.273763346495683,0.07021725495543718,0.14620816311482038,0.21317991147412219,-0.10293809171106783,0.02913145957257468,-0.020346382615453074,10.30823362215678,-0.06485586645880043,-0.11304946784882186,0.11210461144255812,-0.05439746385156885,0.08555265409326694,0.10211201441879347,0.13089921998492504,-0.0005519084671240515,0.022404876949129626,0.2873652341589439,2.383705416888794,0.1207994848202707,0.043677127715744835,0.07526912804834396,0.04019566306682165,0.032539378665357166,-0.1271503167241157,0.026311585664802628,2.1564581231814373e-09,6.861178292183467e-14,7.546047120499111e-15,3.447242491461111e-14,-7.827072323607354e-15,6.050715484207103e-15,-5.329070518200751e-15,7.105427357601002e-15,-9.103828801926284e-15,-3.9968028886505635e-15,-3.9968028886505635e-15,0.31021790414789974,0.6497337818286177,-0.0297840654153389,2.062545343758284,-0.2276866981425058,-1.2271535413284662,-1.7895738781456905,-4.808042139351379,0.273763346495683,-0.21804064730256617,0.2863996278050751,-7.62803225356244,0.8109109055012284,-0.9367719918581885,-0.48343292689668593,0.7368278802747483,-0.09676122701301512,-0.2003160337287173,0.6083314285386232,0.2894738991793117,7.234032294643118,-0.6709689403244601,0.1877507485463723,-0.08365664443650667,-0.6566096215607384,-3.8136344815082097,-8.390653205425751,0.0007145989008192632,0.1935682432193515,0.04307024863275566,0.09058837486614632,1.029827774821873,0.5015868717749422,-0.5188400476114158,0.2066325308525192,-2.260158488641859,0.7695952437495457,0.010010525856723573,-3.3901341252352983,3.5815132170009583,-0.11360192452201501,-3.8359380539141514
LIC,-8.107081431187241,0.5062397235008432,-0.443799467131786,-2.4386648445147365,0.05243030609545994,1.329469969013033,1.108065922646287,-2.134010524380437,-0.1692439020329458,-0.193195700986907,0.19936725654084625,0.14033572736242222,-0.29246983849981084,-0.08648524849775771,15.587298753129502,0.8136289566330568,1.0025779412218634,0.08530904268842288,1.082501307904431,-0.2346301182755356,-0.8568290523477509,-0.6376644350091817,-0.03175661467332447,-0.4296239514630255,-2.497143640753886,1.4663401531189169,-0.036217462509421317,-1.1382957710395751,-0.8592016233406417,-0.32228768100741967,-0.03160229959416644,1.0095560154271754,-0.2616052063033542,4.678394588397694e-09,-3.608224830031759e-15,-3.0142555118573e-14,1.772193503057906e-14,3.012520788381323e-14,9.242606680004428e-15,4.9960036108132044e-15,-4.718447854656915e-15,3.552713678800501e-15,1.1657341758564144e-15,7.327471962526033e-15,-0.14863572915187687,0.5062397235008432,-0.443799467131786,-2.4386648445147365,0.05243030609545994,1.329469969013033,1.108065922646287,1.1458317539811302,-2.134010524380437,1.362139890582413,-1.311511320562291,-9.412780623550887,-0.5900614703715465,1.2366098135268968,0.06330081044164765,-2.3223083410736693,0.25040195890510886,0.2471726547190989,-0.3902610011223381,-0.2724541344439304,4.4530819939158395,1.6813589011272432,-0.8567974341707756,0.7107347400884175,1.31006205562774,-6.243873495718575,-11.946800143244566,-0.11928918687335732,-0.9436750210968771,-0.9224408189477888,-0.7849021175957734,2.0131087433815558,-1.5211534120797132,-1.7829525811834575,-2.056172030126286,-2.233648243575957,-1.6820493828057037,1.0523665721779492,-4.267734175548786,0.1960963767233272,0.8311495456423879,-4.035618293080489
LMC,-35.68737306966597,-1.0533837718150962,1.554382673085478,1.034537176156151,0.7562360567051503,0.3975263950198314,-0.05837405857826611,0.4825492160964226,-0.07910283297835488,-0.8121422386404968,-0.529254554658002,0.7134486639860338,-0.40554171400082495,-0.6077453684669039,7.972637874017693,-0.07695499887514606,-0.06392739661336919,0.4239985268202337,-0.11653353727109396,-0.13269316245714813,0.09472850745311545,0.031039967180776618,-0.09170992780165937,-0.13781945751711874,0.11838894788269466,-0.2552688821080334,-0.393356521323545,0.6159315968373672,-0.0014054139343928351,0.33430467618599136,-0.2574553875584179,-0.3229279475721105,0.17625607391606407,2.7862015694601894e-08,-2.481348460037225e-14,-4.068273495860808e-14,2.1121993043493603e-14,2.1135870831301418e-14,7.549516567451064e-15,3.061439990403869e-14,-2.3592239273284576e-14,-7.771561172376096e-16,-1.7763568394002505e-15,4.440892098500626e-15,0.19596528753433873,-1.0533837718150962,1.554382673085478,1.034537176156151,0.7562360567051503,0.3975263950198314,-0.05837405857826611,-6.13707482699829,0.4825492160964226,-1.0629509105779633,-0.4523693488221596,-3.709919113938388,-0.4967417302486776,0.5703552111508102,0.534129187236436,0.4701092886608382,-1.926819794637343,0.36319756049258056,-0.2275254992589155,1.0423345094359924,3.2705973509734516,-0.9892678900323068,0.7142526450329227,-1.0477047773624408,-0.2969255285346274,-4.285398919382546,-11.943634737942649,-1.1103214448110685,-0.7187000077369268,-0.21337205295149936,0.5553216724394292,1.256816352863812,-0.06878023326457644,-0.9596409111113621,0.6058689868750455,0.6886528295687477,-1.7339886557451587,-0.7033417949386601,-0.6391768332495432,-1.9309302706569627,-1.174860460354747,4.011854231618009
MNA,-3.1548933084231634,-0.47629066140587606,-0.658516050196923,-1.0668474608290879,0.19015364061358445,0.8668892705230723,0.6246538410312625,-0.4229749047951059,-1.3494871583854124,-1.0084100553804336,-1.9407656836052283,1.6461267905281853,0.020128238666093964,1.051400557793804,0.3529113748288102,-0.638441698103871,1.2988454379052712,-3.106788350617073,-0.37094834903800294,-0.7847158162979686,0.15752064705768068,0.23208959517726935,0.5328686795377053,-0.8726804472164003,0.2694233262675331,-0.8195930190382434,-1.7957392138774777,0.15326370113376936,-0.164902658190963,0.6207614232011162,-0.22410322462370103,-0.4667631892053276,0.20629510552880814,1.5910578410327503e-10,-1.271899252586195e-14,1.7957965843529156e-14,-2.0605045447652515e-14,5.131312041939395e-15,-2.1811166154434014e-14,1.4759027333610675e-14,-3.1780134079895106e-15,-5.065392549852277e-15,-1.5626389071599078e-14,4.3576253716537394e-15,1.1983330861133927,-0.47629066140587606,-0.658516050196923,-1.0668474608290879,0.19015364061358445,0.8668892705230723,0.6246538410312625,-7.051652873594681,-0.4229749047951059,-0.9225907244680922,-0.4796564669800294,-1.7812020157306552,-0.635873131098937,2.0814269161802814,-0.28672658145276714,1.6809337454724789,-0.5442459334430427,0.6601276893124401,0.6498243553287347,0.44544338109742865,-4.316327245956141,0.06262999137154096,0.9762827226206278,1.333180965785375,0.7464787883653385,2.873666785746775,-4.216012912313238,0.16314402839117859,0.3701034247114715,-0.34519159314962317,0.6990323884582305,-1.4503894615174504,-0.1270200744903464,-0.8945612155042583,-0.7320985320264632,0.8213467974724995,-0.6939424732184887,0.6085045422278295,0.6294552503261434,-1.2530124078827094,-0.10180097969725875,0.21032313492651228
MIC,-88.01898654141937,-1.4983815511539187,0.3137144883883004,-1.0380687556092036,-0.04174936556928879,-0.17277959778945992,0.9933530296684702,-0.6374644658783224,-0.4890684417424757,0.09608104019513442,0.5176004340662741,-0.34275510080235727,0.06956804105304326,1.1556832496403937,5.574121631927955,0.1613724412764152,0.16870731240262,-0.19861371218832574,0.6486088215883223,-0.01414276517032137,-0.14441556863201144,-0.3005550242543024,0.4317298754865517,0.30683291492751547,-1.3733456041438377,0.5233577509656719,0.640725237367018,-1.0673258499537885,-0.473144846938195,-0.41081530184940435,0.33891947832141667,0.7629014008088789,-0.24837502225425545,-2.3612226840441508e-08,8.72635297355373e-14,-3.2751579226442118e-15,4.3520742565306136e-14,3.011479954295737e-15,1.1213252548714081e-14,-2.5091040356528538e-14,7.66053886991358e-15,-5.551115123125783e-17,-8.881784197001252e-16,1.5543122344752192e-15,-0.6872533453007992,-1.4983815511539187,0.3137144883883004,-1.0380687556092036,-0.04174936556928879,-0.17277959778945992,0.9933530296684702,-2.407584873157269,-0.6374644658783224,0.023691230194060053,0.3605568701247319,4.391139209355636,-0.3912709744103015,0.6475430539195057,0.7391854336136561,0.13865045003110255,-0.17547218128843678,0.1737911539369973,-0.48974827210334076,-0.38120255111165513,-0.6873138993689298,0.18851066820614903,0.5054180779929355,0.1054097128545515,0.022603043626187258,3.054470812183604,10.254024841609661,0.7502619356618041,-0.27882559572102583,0.10907436004701598,-0.5983203635496508,-0.5997257811904473,0.3870349971964363,2.3915650558024977,0.09781482663065855,0.8747004826406863,0.059885460123614176,-0.12136471325890363,3.00890834402995,-2.267991367286209,-0.3917876723518452,2.625762850359572
SAS,-10.12112471687611,-0.29930616163211504,-0.5855289365019088,0.4208992699238618,-0.7020591344958786,0.9089317421214618,-0.6641722215514942,-1.06595573511858,1.5081263342397029,1.4223266965906214,1.0302968833080488,-1.7805469149143494,0.9802177626236717,-0.0804915228296551,5.719559023620679,0.337556014437249,-0.5260967837175524,0.09013383734128334,-0.4483562494289378,0.22779212962220158,-0.28458952689301525,0.05193111166401718,-0.7205322420440041,0.42170350573212745,1.5726071142927518,-1.3648723344394817,0.430277790516133,0.09398589954596932,1.1126576749397568,-0.15677562760236766,-0.14172471590331787,-0.703857886444387,0.006928234986733117,-4.024456150275579e-09,1.759703494030873e-14,-6.779299344117362e-15,9.381384558082573e-15,-5.988265439071938e-15,2.498001805406602e-16,1.5515366769136563e-14,2.220446049250313e-15,-8.409939411535561e-15,-6.042041866827219e-15,-3.885780586188048e-15,0.9982319343739667,-0.29930616163211504,-0.5855289365019088,0.4208992699238618,-0.7020591344958786,0.9089317421214618,-0.6641722215514942,-4.1758311515357285,-1.06595573511858,0.4273710776505307,-0.5551694088715695,1.0814027102483266,-0.009286111971481992,0.9402233564676394,-0.5831524796631221,-1.1606541086645412,-0.37589454421640167,-0.26680859591521144,1.3006849318803044,1.428898297502419,-2.3060851459705067,-1.2991765034604723,-1.3821420342750306,0.8716272611668897,0.7368474279231488,-1.44235141198453,-7.439556508689629,0.17337410329295633,-1.1851282392197915,-0.4173887710093764,0.7167329737735106,0.6765298540773159,-3.072726211301938,-0.17177396566845068,-2.5182226283536684,0.7274288480478438,-3.5898188220686214,1.924681573315256,2.2722623632680774,-5.116586442251127,-2.5045744270239387,5.681433457543445
SSA,-15.56305954471259,-0.7691461652532421,-0.9570443679049816,-2.360098976654678,-0.5469964215827989,0.9646662193974147,1.3555086850306277,-0.4740607148450336,0.17470630965761094,0.37993265137842,-0.21317351473913537,-0.31081686907728245,0.12041557751071315,0.04637459540277611,14.58260178503584,-0.4587557753165022,-0.8057049127703018,-0.2630377178739327,-1.037926430442406,0.2548081412101505,0.653989895580767,0.6886283043930306,0.09646973376745935,0.5259948540714601,2.0078459521134646,1.756566241272215,-0.10833484068981519,0.8702383023549369,0.6885308092706109,0.14756142494895674,-0.0039166789933087615,-0.6688824403833101,0.17857178978880692,-8.823285324588426e-09,-1.7486012637846216e-15,5.3179682879545e-14,3.1780134079895106e-15,-3.839636941727065e-14,-1.6653345369377348e-14,-8.326672684688674e-16,1.4099832412739488e-14,8.604228440844963e-15,-8.326672684688674e-15,-5.898059818321144e-15,-0.37440008859865015,-0.7691461652532421,-0.9570443679049816,-2.360098976654678,-0.5469964215827989,0.9646662193974147,1.3555086850306277,-1.8943427935247354,-0.4740607148450336,1.4265999601083736,-0.5557397671978797,-11.76483038296592,0.3627282821208446,-1.1819080486616547,0.6812951754209836,-0.75110756658591,0.6501085083702461,-0.6400812609309134,-0.7138926757763466,-0.9124813770845297,4.624889003106789,1.3737957593002803,-0.9546534153471415,-0.14382470875695097,0.035424030798891726,-7.165701961012905,-14.351353431841359,0.06710373201934033,1.221862096767712,0.990447007028434,0.34552831673883755,1.94751345389502,0.8548223407702323,-3.638695563641246,1.359505141741531,-1.1048491015250523,1.0779985655129196,-0.6444136102282825,-6.707129017849424,0.5856155028575349,3.115125555024823,-4.188936627478544
