Country,SP.DYN.LE00.IN
MDA,67.2556829268293
GNQ,47.4492195121951
TMP,46.78434146341461
TUN,67.6079024390244
YEM,56.8963414634146
BDI,48.62641463414639
CUW,80.89313595190427
CRI,75.2628780487805
WSM,63.998951219512215
NPL,52.5000243902439
EAP,67.7314063269895
ERI,46.803146341463396
QAT,74.7520487804878
LDC,51.1713604400929
UZB,66.9683414634146
CPV,64.8015365853659
MEA,64.38931813421661
GRC,75.90065853658541
BEL,75.5658536585366
WBG,56.37880447344757
ECS,72.01731603519191
ARB,63.629588759971895
AGO,41.0377073170732
OSS,58.4080306330268
SLB,56.2772926829268
STP,61.43295121951221
BTN,50.8984878048781
COM,55.58092682926829
BEN,52.09673170731711
PNG,55.2028048780488
UGA,46.0931219512195
LSO,58.086951219512216
MNG,59.649048780487796
KSV,67.39756097560979
COG,55.8294634146342
TGO,55.5518048780488
CHE,77.2265853658537
MNP,72.33031791284733
LBR,47.211756097561
PHL,64.7916341463415
MNE,74.08619512195119
KOR,70.3392682926829
PRI,74.3935853658537
FRO,75.7146341463415
DZA,65.9894390243903
SYR,69.51446341463419
CUB,74.6180487804878
MMR,57.9730243902439
SVN,72.4463414634146
PRY,67.683243902439
SDN,55.1896829268293
FRA,76.1
BFA,49.462902439024404
CMR,53.3897804878049
GUM,71.5645853658537
TJK,63.276365853658504
ISR,74.4365853658537
FIN,74.57707317073171
COL,68.0547317073171
MNA,63.7131179256549
SSA,49.880238416475294
PRT,73.7146341463415
TCD,46.6636097560976
NAC,74.96835495401609
ARG,71.14590243902441
WLD,65.0448693454249
PRK,68.6576829268293
EAS,68.7367298924755
NIC,62.6199024390244
GRL,64.5824390243903
LMC,58.9261075263799
KWT,71.90053658536591
MHL,60.400984762288175
TUV,50.13261425106282
NZL,74.42439024390241
ATG,70.67973170731709
RUS,69.4643902439024
IMY,55.69548900873757
ZAF,61.4238048780488
GHA,55.693634146341495
PAN,72.5771707317073
CHN,69.0423902439024
HKG,77.08292682926829
CYP,76.19107317073171
NLD,76.890243902439
MAR,63.483365853658505
CHL,71.773243902439
MIC,63.3853145769033
BRA,64.5982195121951
BIH,71.31824390243901
TZA,50.58007317073171
FCS,54.82838362103421
MDV,59.771756097560996
MLI,45.459073170731706
PER,64.5321707317073
MYS,70.2757317073171
EGY,63.6405609756098
SYC,66.81396774568061
SVK,71.2078048780488
NGA,46.203
IND,57.031121951219504
KAZ,68.8487804878049
IDN,62.5634878048781
GRD,68.0974878048781
SLE,38.6940731707317
HUN,70.0234146341463
KHM,52.8951951219512
MUS,68.86302439024391
KGZ,65.8585853658537
CIV,52.9181951219512
VUT,62.331756097561
TCA,52.251622207742315
TKM,62.64292682926829
VNM,69.8469512195122
VEN,69.5603170731708
CAN,76.8092682926829
EST,70.6975609756098
SWZ,58.832048780487796
KEN,59.4496829268293
JAM,70.86941463414641
DNK,74.77170731707321
LUX,74.48082926829271
MDG,50.1849756097561
PSS,63.1474470178925
ABW,73.296243902439
USA,74.7658536585366
AFG,48.16973170731711
ROM,69.3880487804878
EUU,74.57457690613309
TON,69.31519512195119
LAO,52.5405365853659
BOL,54.035268292682886
HIC,74.1088990673249
SLV,62.0714634146342
NAM,60.8368780487805
UKR,70.4975609756098
SMR,63.06415026449159
BLZ,71.46560975609759
BHR,72.1057073170732
MOZ,42.4816341463415
SSD,42.14404878048779
ISL,77.08292682926829
VIR,74.1262926829268
SEN,56.267902439024404
BMU,60.49106649255119
BLR,71.34146341463409
SRB,74.92444086668743
ADO,70.80520857685359
SXM,52.22567379476971
LCN,67.0685197557805
BGD,57.2348780487805
LIE,56.015844431197245
LBY,67.89873170731711
ESP,76.74707317073171
PAK,59.5264878048781
ETH,46.1921219512195
OED,74.2254069341904
GNB,48.3727317073171
CYM,62.96750963877847
BWA,62.9456341463415
FJI,65.1113414634146
DEU,74.77895121951221
JPN,78.3992682926829
AZE,65.36914634146339
CZE,71.6414634146342
LAC,66.2798041338284
HRV,71.4882926829268
ALB,71.9532926829268
ZWE,61.32263414634149
URY,72.18490243902441
MAF,74.2707317073171
BGR,71.6043902439024
ECA,67.7709088107758
LBN,69.6532926829268
GBR,75.38048780487809
LIC,49.5248784217107
UMC,67.9100487935041
ARE,71.1048292682927
SSF,49.8784458350966
VCT,69.6846341463415
NER,42.962073170731706
NOR,76.22048780487809
BRB,70.6966829268293
EMU,75.53036981240709
MRT,57.8649024390244
LVA,70.6153658536585
MAC,74.7573902439024
