Country,NY.GNP.PCAP.CD
MDA,460.0
GNQ,790.0
TMP,252.3865599853707
TUN,2190.0
YEM,370.0
BDI,140.0
CUW,17509.711530477194
CRI,3480.0
WSM,1550.0
NPL,210.0
EAP,829.833926340513
ERI,220.0
QAT,3358.534603160293
LDC,281.99604278508997
UZB,620.0
CPV,1300.0
MEA,2738.20881922317
GRC,13640.0
BEL,26720.0
WBG,1940.0
ECS,12434.8871573001
ARB,2281.00218434597
AGO,430.0
OSS,1747.0560966703
SLB,1320.0
STP,6070.347229271072
BTN,580.0
COM,420.0
BEN,370.0
PNG,780.0
UGA,290.0
LSO,610.0
MNG,520.0
KSV,15302.660706082315
COG,580.0
TGO,330.0
CHE,44960.0
MNP,-147.6450320753138
LBR,130.0
PHL,1200.0
MNE,7721.340353658594
KOR,10120.0
PRI,8710.0
FRO,1445.876388712968
DZA,1530.0
SYR,920.0
CUB,2240.0
MMR,14240.399873479615
SVN,11050.0
PRY,1720.0
SDN,320.0
FRA,25970.0
BFA,250.0
CMR,630.0
GUM,-1619.5384980060298
TJK,180.0
ISR,17720.0
FIN,25790.0
COL,2510.0
MNA,1462.57981715038
SSA,534.8181065823729
PRT,12170.0
TCD,220.0
NAC,31033.7011291929
ARG,7990.0
WLD,5254.86434786128
PRK,20019.09172321967
EAS,3603.75606652813
NIC,890.0
GRL,20440.0
LMC,532.010923653812
KWT,20400.0
MHL,2530.0
TUV,-8188.239852779821
NZL,15760.0
ATG,7730.0
RUS,2130.0
IMY,18820.0
ZAF,3370.0
GHA,400.0
PAN,3460.0
CHN,800.0
HKG,24800.0
CYP,15330.0
NLD,27930.0
MAR,1380.0
CHL,5350.0
MIC,1092.46463912498
BRA,4820.0
BIH,1310.0
TZA,250.0
FCS,490.892189962025
MDV,-12591.848914965827
MLI,280.0
PER,2130.0
MYS,3600.0
EGY,1210.0
SYC,7320.0
SVK,5410.0
NGA,270.0
IND,420.0
KAZ,1390.0
IDN,660.0
GRD,2990.0
SLE,190.0
HUN,4460.0
KHM,290.0
MUS,3780.0
KGZ,360.0
CIV,750.0
VUT,1420.0
TCA,11533.523196825594
TKM,560.0
VNM,360.0
VEN,3340.0
CAN,20760.0
EST,3353.6547439134556
SWZ,1650.0
KEN,440.0
JAM,2690.0
DNK,33580.0
LUX,42400.0
MDG,250.0
PSS,1939.26408950371
ABW,28922.55743842361
USA,32150.0
AFG,14812.598529223955
ROM,1550.0
EUU,19579.9993512666
TON,2210.0
LAO,310.0
BOL,1000.0
HIC,20887.8355271143
SLV,1950.0
NAM,2270.0
UKR,850.0
SMR,-874.2126278445539
BLZ,2790.0
BHR,10000.0
MOZ,260.0
SSD,-5196.668068568044
ISL,29010.0
VIR,10372.58503411489
SEN,530.0
BMU,-5046.333148904139
BLR,1550.0
SRB,2800.0
ADO,19410.0
SXM,4573.777713173346
LCN,4161.86051454443
BGD,400.0
LIE,77530.0
LBY,-2323.8765114776616
ESP,15650.0
PAK,470.0
ETH,130.0
OED,22329.6524463694
GNB,150.0
CYM,-1041.1423059207773
BWA,3010.0
FJI,2300.0
DEU,27990.0
JPN,33480.0
AZE,510.0
CZE,6060.0
LAC,3744.1815868741996
HRV,5440.0
ALB,900.0
ZWE,590.0
URY,7240.0
MAF,17475.179565176008
BGR,1390.0
ECA,1640.78468523987
LBN,4970.0
GBR,24810.0
LIC,231.3425876103
UMC,1698.1863225832801
ARE,16752.65636931863
SSF,535.776360991781
VCT,3180.0
NER,200.0
NOR,36110.0
BRB,9670.0
EMU,22775.600172147002
MRT,550.0
LVA,8471.986291886318
MAC,15470.0
SWE,31120.0
GEO,820.0
TUR,3410.0
JOR,1600.0
LTU,2860.0
BRN,14530.0
CAF,270.0
NOC,6049.120146877989
OMN,6570.0
DJI,720.0
SOM,20319.49512244517
SST,2304.0787110270103
SAU,7870.0
ITA,22140.0
ZMB,350.0
ARM,590.0
MWI,200.0
BHS,15790.0
CEB,3865.33932593063
LMY,1017.8937966625799
GAB,3930.0
DMA,3360.0
FSM,2010.0
HPC,305.847185869619
GTM,1610.0
LCA,3800.0
MKD,1940.0
SUR,1940.0
RWA,260.0
AUS,21770.0
GIN,430.0
ECU,2170.0
IRL,21480.0
ZAR,120.0
HTI,10597.46618434076
AUT,27920.0
MCO,95040.0
OEC,25322.8312121584
MEX,4610.0
LKA,810.0
MLT,9940.0
SAS,422.999203957327
POL,4380.0
GMB,710.0
PYF,16890.0
CSS,3841.4594044230707
IRN,1810.0
THA,2090.0
IRQ,5858.473371132786
SGP,24010.0
TTO,4620.0
CHI,12860.393305483223
GUY,880.0
KNA,7240.0
HND,750.0
NCL,15730.0
PLW,6110.0
ASM,5587.293372092092
KIR,1520.0
DOM,2380.0
