Country,SP.DYN.LE00.IN
MDA,68.4581219512195
GNQ,55.971000000000004
TMP,65.9444634146342
TUN,74.60243902439029
YEM,62.7687317073171
BDI,54.8291951219512
CUW,71.71112153985939
CRI,78.73604878048779
WSM,72.417
NPL,67.9714878048781
EAP,73.1884378044482
ERI,61.46614634146339
QAT,77.825512195122
LDC,61.3439895637901
UZB,67.858756097561
CPV,72.59790243902441
MEA,72.2467705797102
GRC,80.3878048780488
BEL,80.2341463414634
WBG,72.64048780487809
ECS,75.846929030925
ARB,70.0030169216615
AGO,50.654170731707296
OSS,60.8012548080483
SLB,67.0656585365854
STP,65.8546829268293
BTN,67.8924146341463
COM,61.830512195122004
BEN,58.7297073170732
PNG,61.99482926829271
UGA,55.8366585365854
LSO,47.4834146341463
MNG,67.6038292682927
KSV,69.9
COG,59.1431219512195
TGO,57.2815609756098
CHE,82.24634146341471
MNP,75.80492837498387
LBR,59.4412926829268
PHL,67.7833170731707
MNE,74.4167317073171
KOR,80.55121951219509
PRI,78.182243902439
FRO,80.64390243902442
DZA,73.80404878048779
SYR,74.8676341463415
CUB,78.9356341463415
MMR,64.917487804878
SVN,79.42195121951221
PRY,72.3012926829268
SDN,62.042585365853704
FRA,81.66341463414629
BFA,57.0513902439024
CMR,53.6948292682927
GUM,78.1008780487805
TJK,68.5633902439025
ISR,81.60243902439029
FIN,79.87073170731709
COL,73.2778536585366
MNA,71.6895978762165
SSA,56.335066281927006
PRT,79.0268292682927
TCD,49.862073170731705
NAC,78.7745030725575
ARG,75.48497560975609
WLD,70.4711611033348
PRK,68.9000243902439
EAS,74.1318895358278
NIC,73.58173170731709
GRL,70.8368292682927
LMC,66.0680327772289
KWT,74.1619268292683
MHL,56.95784219190349
TUV,73.6643243044276
NZL,80.7024390243902
ATG,75.30878048780491
RUS,68.8560975609756
IMY,70.39457883313432
ZAF,54.390756097560995
GHA,60.6099756097561
PAN,76.8636341463415
CHN,74.8850243902439
HKG,82.9780487804878
CYP,79.3819512195122
NLD,80.7024390243902
MAR,72.57692682926829
CHL,80.2758048780488
MIC,69.5732617400599
BRA,73.2641463414634
BIH,75.8076829268293
TZA,61.6256097560976
FCS,60.6539816994586
MDV,76.2004878048781
MLI,56.1798048780488
PER,73.6398048780488
MYS,74.15778048780491
EGY,70.3402926829268
SYC,73.1975609756098
SVK,75.1121951219512
NGA,51.32951219512201
IND,66.50614634146339
KAZ,68.29536585365851
IDN,68.1471951219512
GRD,72.5675121951219
SLE,48.22895121951221
HUN,74.2073170731707
KHM,66.3856585365854
MUS,72.9673170731707
KGZ,69.3
CIV,50.1514634146342
VUT,70.8499512195122
TCA,73.31289777678927
TKM,65.021243902439
VNM,75.3117317073171
VEN,73.6716097560976
CAN,80.89348780487809
EST,75.4292682926829
SWZ,48.34575609756099
KEN,58.7186097560976
JAM,72.8471219512195
DNK,79.1
LUX,80.63170731707321
MDG,63.36173170731711
PSS,69.140025085848
ABW,74.95353658536591
USA,78.5414634146342
AFG,58.970829268292704
ROM,73.4585365853659
EUU,79.7259224519391
TON,72.18260975609759
LAO,64.3336341463415
BOL,66.40775609756099
HIC,78.42194586488279
SLV,71.67060975609759
NAM,62.480292682926795
UKR,70.2653658536586
SMR,83.1593791574279
BLZ,69.7820487804878
BHR,76.1275609756098
MOZ,53.2269024390244
SSD,53.6649024390244
ISL,81.89756097560971
VIR,79.1731707317073
SEN,64.0144390243903
BMU,79.2885365853658
BLR,70.4048780487805
SRB,74.33658536585371
ADO,69.94055048999103
SXM,61.752665991879894
LCN,74.0285417513372
BGD,70.0802926829268
LIE,81.8414634146342
LBY,71.73739024390241
ESP,81.62682926829271
PAK,65.1625609756098
ETH,61.296121951219504
OED,79.39857718000441
GNB,53.81436585365851
CYM,64.29774600836913
BWA,63.4022926829268
FJI,69.3843658536586
DEU,79.9878048780488
JPN,82.8426829268293
AZE,70.4502926829268
CZE,77.42439024390251
LAC,73.67941961717591
HRV,76.4756097560976
ALB,76.97851219512201
ZWE,49.574658536585396
URY,76.3946097560976
MAF,78.7219512195122
BGR,73.5121951219512
ECA,71.5643786926977
LBN,79.25278048780491
GBR,80.4024390243902
LIC,59.031931454800905
UMC,73.72585771006409
ARE,76.67524390243901
SSF,56.336495038154
VCT,72.3463902439024
NER,58.25899999999999
NOR,80.9975609756098
BRB,74.8452926829268
EMU,80.74824622433609
MRT,62.006170731707286
LVA,73.4829268292683
MAC,79.69039024390241
SWE,81.4512195121951
GEO,73.6747317073171
TUR,74.21119512195119
JOR,73.4358780487805
LTU,73.2682926829268
BRN,77.5982682926829
CAF,47.6253170731707
NOC,72.7420528399043
OMN,76.0528048780488
DJI,60.3606829268293
SOM,54.0236585365854
SST,63.95432087255429
SAU,73.7016097560976
ITA,82.0365853658537
ZMB,56.38385365853661
ARM,74.2263414634146
MWI,56.836243902439
BHS,74.5923902439024
CEB,75.29534872880002
LMY,68.5139069451937
GAB,62.1208292682927
DMA,71.55543194230012
FSM,68.6122682926829
HPC,58.648520635222
GTM,70.77546341463409
LCA,74.4710975609756
MKD,74.72263414634149
SUR,70.36273170731711
RWA,61.4017804878049
AUS,81.6951219512195
GIN,56.305048780487795
ECU,75.02980487804881
IRL,80.74390243902441
ZAR,56.89614634146339
HTI,61.2401219512195
AUT,80.58048780487809
MCO,60.8490454654582
OEC,80.1363170174824
MEX,76.02678048780491
LKA,73.7552682926829
MLT,81.39756097560979
SAS,66.6880628804838
POL,76.2463414634146
GMB,59.3406097560976
PYF,75.69539024390251
CSS,71.3849238773967
IRN,73.98317073170729
THA,73.6943658536586
IRQ,68.829756097561
SGP,81.5414634146342
TTO,69.7975609756098
CHI,80.0103658536585
GUY,66.04270731707321
KNA,85.58525942370312
HND,72.3939756097561
NCL,77.4731707317073
PLW,59.658333443844946
ASM,76.04411687009308
KIR,65.3027804878049
DOM,72.7498048780488
