Country,NY.GNP.PCAP.CD
MDA,1500.0
GNQ,13150.0
TMP,3010.0
TUN,3880.0
YEM,1100.0
BDI,170.0
CUW,30717.850149668542
CRI,6270.0
WSM,3050.0
NPL,440.0
EAP,2770.61822605279
ERI,280.0
QAT,67830.0
LDC,581.326818677431
UZB,960.0
CPV,3280.0
MEA,6328.7608335512705
GRC,28330.0
BEL,46700.0
WBG,1660.0
ECS,24382.658916880297
ARB,5481.04770735312
AGO,20893.939166702443
OSS,3768.6129343805296
SLB,980.0
STP,1040.0
BTN,1750.0
COM,720.0
BEN,730.0
PNG,1100.0
UGA,430.0
LSO,1070.0
MNG,1800.0
KSV,3100.0
COG,1870.0
TGO,400.0
CHE,63020.0
MNP,9108.306778139791
LBR,180.0
PHL,2240.0
MNE,6500.0
KOR,22850.0
PRI,16240.0
FRO,30309.89594728716
DZA,4190.0
SYR,14260.455257728674
CUB,5430.0
MMR,25851.87769645372
SVN,24710.0
PRY,2360.0
SDN,1080.0
FRA,43510.0
BFA,520.0
CMR,1090.0
GUM,54910.3068453087
TJK,570.0
ISR,25920.0
FIN,49920.0
COL,4660.0
MNA,3335.03368261585
SSA,1088.73066642306
PRT,22440.0
TCD,700.0
NAC,48883.9482623733
ARG,8570.0
WLD,8893.642232182741
PRK,1092.5587939352336
EAS,6082.6248782042
NIC,1410.0
GRL,30010.0
LMC,1252.88247022949
KWT,50770.0
MHL,3750.0
TUV,4910.0
NZL,28380.0
ATG,14990.0
RUS,9590.0
IMY,-5373.565615910411
ZAF,6030.0
GHA,1170.0
PAN,7170.0
CHN,3070.0
HKG,33950.0
CYP,31450.0
NLD,52460.0
MAR,2620.0
CHL,10140.0
MIC,2706.87083843212
BRA,7330.0
BIH,4530.0
TZA,580.0
FCS,1164.53510436367
MDV,4870.0
MLI,530.0
PER,3760.0
MYS,7520.0
EGY,1860.0
SYC,11130.0
SVK,17160.0
NGA,1160.0
IND,1030.0
KAZ,6150.0
IDN,1940.0
GRD,7370.0
SLE,470.0
HUN,13200.0
KHM,670.0
MUS,7050.0
KGZ,760.0
CIV,1090.0
VUT,2530.0
TCA,46622.98012573704
TKM,3050.0
VNM,1000.0
VEN,9230.0
CAN,44650.0
EST,15050.0
SWZ,2770.0
KEN,860.0
JAM,4750.0
DNK,60260.0
LUX,78950.0
MDG,400.0
PSS,2904.47653731737
ABW,14175.776402852127
USA,49330.0
AFG,370.0
ROM,8630.0
EUU,35962.0260477997
TON,3170.0
LAO,750.0
BOL,1490.0
HIC,34578.540929435
SLV,3460.0
NAM,4200.0
UKR,3220.0
SMR,52140.0
BLZ,3940.0
BHR,20840.0
MOZ,440.0
SSD,-18349.45622540958
ISL,50020.0
VIR,6801.945945483367
SEN,980.0
BMU,120490.0
BLR,5470.0
SRB,5650.0
ADO,43760.0
SXM,43191.86618059131
LCN,6989.701513811489
BGD,650.0
LIE,121040.0
LBY,12070.0
ESP,32440.0
PAK,1020.0
ETH,280.0
OED,36040.1983456287
GNB,480.0
CYM,18048.992559995146
BWA,5590.0
FJI,4020.0
DEU,43870.0
JPN,37760.0
AZE,3870.0
CZE,18300.0
LAC,6469.82608588322
HRV,13970.0
ALB,4050.0
ZWE,300.0
URY,7690.0
MAF,42930.04494957671
BGR,6100.0
ECA,5442.903658245129
LBN,6960.0
GBR,46990.0
LIC,412.586412550884
UMC,4402.72500040712
ARE,41010.0
SSF,1099.9696123767098
VCT,6210.0
NER,320.0
NOR,87350.0
BRB,15980.0
EMU,39594.6916932653
MRT,1060.0
LVA,13240.0
MAC,34420.0
SWE,55600.0
GEO,2460.0
TUR,9340.0
JOR,3530.0
LTU,12490.0
BRN,34030.0
CAF,420.0
NOC,13876.5789898919
OMN,16380.0
DJI,34645.81519782912
SOM,-2647.790720221754
SST,4931.950690630661
SAU,18380.0
ITA,37770.0
ZMB,1160.0
ARM,3520.0
MWI,290.0
BHS,23800.0
CEB,12303.462254189199
LMY,2482.61831626151
GAB,7690.0
DMA,6330.0
FSM,2560.0
HPC,613.822614352258
GTM,2560.0
LCA,6600.0
MKD,4350.0
SUR,6430.0
RWA,440.0
AUS,42360.0
GIN,340.0
ECU,3880.0
IRL,52020.0
ZAR,270.0
HTI,620.0
AUT,48790.0
MCO,186710.0
OEC,40801.2806176779
MEX,9350.0
LKA,1770.0
MLT,19230.0
SAS,979.895377848938
POL,11930.0
GMB,520.0
PYF,696.0747152765252
CSS,8794.60408100374
IRN,4820.0
THA,3990.0
IRQ,3530.0
SGP,36680.0
TTO,17340.0
CHI,3392.2166232224554
GUY,2410.0
KNA,13720.0
HND,1780.0
NCL,24575.28855887634
PLW,9270.0
ASM,53228.1499466667
KIR,1950.0
DOM,4610.0
