Country,NY.GNP.PCAP.CD
MDA,370.0
GNQ,880.0
TMP,8284.66745587219
TUN,2310.0
YEM,420.0
BDI,130.0
CUW,16417.483676125576
CRI,3710.0
WSM,1600.0
NPL,230.0
EAP,911.737097367167
ERI,200.0
QAT,20563.477020425777
LDC,286.430890026162
UZB,630.0
CPV,1370.0
MEA,2829.6169487582106
GRC,13180.0
BEL,26040.0
WBG,1580.0
ECS,12396.096163566399
ARB,2367.05127510111
AGO,390.0
OSS,1666.4051164947598
SLB,1010.0
STP,10177.371145733287
BTN,780.0
COM,420.0
BEN,390.0
PNG,620.0
UGA,270.0
LSO,580.0
MNG,470.0
KSV,3435.7131838856294
COG,570.0
TGO,300.0
CHE,43490.0
MNP,12916.90399500863
LBR,150.0
PHL,1220.0
MNE,27930.242712469113
KOR,10750.0
PRI,10310.0
FRO,13234.594318474301
DZA,1570.0
SYR,970.0
CUB,2620.0
MMR,16341.03329350696
SVN,11350.0
PRY,1360.0
SDN,320.0
FRA,25150.0
BFA,250.0
CMR,600.0
GUM,6343.771051135969
TJK,170.0
ISR,18800.0
FIN,26420.0
COL,2320.0
MNA,1515.62737822303
SSA,502.281376225206
PRT,12140.0
TCD,180.0
NAC,34749.7240710631
ARG,7440.0
WLD,5434.26702803005
PRK,18569.490006788743
EAS,3756.98896468504
NIC,970.0
GRL,20290.0
LMC,543.61509462299
KWT,19050.0
MHL,2850.0
TUV,14259.058492338543
NZL,14070.0
ATG,8620.0
RUS,1710.0
IMY,21920.0
ZAF,3140.0
GHA,340.0
PAN,3640.0
CHN,930.0
HKG,26930.0
CYP,14070.0
NLD,28560.0
MAR,1310.0
CHL,5020.0
MIC,1127.97610883555
BRA,3850.0
BIH,1470.0
TZA,300.0
FCS,486.052421108582
MDV,-5953.724603848543
MLI,250.0
PER,1970.0
MYS,3420.0
EGY,1420.0
SYC,7290.0
SVK,5520.0
NGA,270.0
IND,450.0
KAZ,1260.0
IDN,560.0
GRD,3860.0
SLE,160.0
HUN,4660.0
KHM,300.0
MUS,3870.0
KGZ,280.0
CIV,640.0
VUT,1430.0
TCA,7933.164448389336
TKM,600.0
VNM,400.0
VEN,4070.0
CAN,22530.0
EST,4150.0
SWZ,1520.0
KEN,420.0
JAM,3290.0
DNK,32660.0
LUX,42250.0
MDG,250.0
PSS,1848.06583399295
ABW,2120.5970010865058
USA,36070.0
AFG,19499.719495935744
ROM,1720.0
EUU,19558.9945806825
TON,2030.0
LAO,280.0
BOL,990.0
HIC,21939.8925604296
SLV,2160.0
NAM,2110.0
UKR,700.0
SMR,17313.394205086897
BLZ,3150.0
BHR,10900.0
MOZ,280.0
SSD,5889.7780598413265
ISL,31540.0
VIR,-1754.0785476167148
SEN,510.0
BMU,30057.528142943083
BLR,1380.0
SRB,1530.0
ADO,19930.0
SXM,6114.459478977642
LCN,4040.18491213868
BGD,420.0
LIE,78630.0
LBY,2745.010721108287
ESP,15900.0
PAK,490.0
ETH,120.0
OED,23587.810766296894
GNB,190.0
CYM,11451.270845501072
BWA,3000.0
FJI,2230.0
DEU,26210.0
JPN,34980.0
AZE,610.0
CZE,6320.0
LAC,3602.3175291244293
HRV,5290.0
ALB,1170.0
ZWE,490.0
URY,7050.0
MAF,5575.127811967897
BGR,1660.0
ECA,1804.21222103878
LBN,5470.0
GBR,27400.0
LIC,228.365136626409
UMC,1768.2566249461102
ARE,25880.792292871753
SSF,503.34349319385996
VCT,3470.0
NER,170.0
NOR,36560.0
BRB,11070.0
EMU,22149.429882599103
MRT,510.0
LVA,3310.0
MAC,14640.0
SWE,31220.0
GEO,750.0
TUR,4190.0
JOR,1790.0
LTU,3220.0
BRN,14800.0
CAF,250.0
NOC,6016.015615367471
OMN,7160.0
DJI,760.0
SOM,3079.644209488244
SST,2437.82634365267
SAU,7860.0
ITA,21820.0
ZMB,330.0
ARM,660.0
MWI,160.0
BHS,20330.0
CEB,4099.29093947087
LMY,1048.37073011468
GAB,3090.0
DMA,3600.0
FSM,2210.0
HPC,299.251397132966
GTM,1660.0
LCA,4410.0
MKD,1860.0
SUR,1870.0
RWA,240.0
AUS,21110.0
GIN,380.0
ECU,1540.0
IRL,24200.0
ZAR,130.0
HTI,-1473.2599762329628
AUT,26690.0
MCO,90840.0
OEC,26682.5768514985
MEX,5750.0
LKA,860.0
MLT,10510.0
SAS,451.0827488452349
POL,4690.0
GMB,670.0
PYF,15990.0
CSS,4575.128268650739
IRN,1760.0
THA,1990.0
IRQ,-2159.1843680448546
SGP,23670.0
TTO,5420.0
CHI,42430.0
GUY,880.0
KNA,8300.0
HND,920.0
NCL,14020.0
PLW,5770.0
ASM,25778.983995547074
KIR,1390.0
DOM,2630.0
