Country,SP.DYN.LE00.IN
MDA,66.6290975609756
GNQ,50.76163414634149
TMP,54.9697073170732
TUN,71.5536585365854
YEM,59.496195121951196
BDI,49.46260975609761
CUW,63.81074043391598
CRI,76.7418048780488
WSM,67.9542682926829
NPL,59.2772926829268
EAP,69.343751207929
ERI,53.22853658536589
QAT,76.002487804878
LDC,53.7664963389396
UZB,66.4317804878049
CPV,68.1231463414634
MEA,68.71250554891111
GRC,77.68536585365851
BEL,77.1873170731707
WBG,69.9606097560976
ECS,72.19625980028499
ARB,66.69359852968199
AGO,42.5016341463415
OSS,58.1580279913504
SLB,60.2965853658537
STP,62.7183170731707
BTN,57.205756097561
COM,58.947170731707295
BEN,54.8318048780488
PNG,57.63085365853661
UGA,43.957414634146296
LSO,55.106926829268296
MNG,61.448048780487795
KSV,68.7
COG,51.659829268292704
TGO,54.329609756097604
CHE,78.89609756097559
MNP,53.52427612840175
LBR,50.979512195122005
PHL,66.197756097561
MNE,74.8290243902439
KOR,73.83121951219509
PRI,74.36248780487809
FRO,77.5170731707317
DZA,68.5092195121951
SYR,72.2122926829268
CUB,75.6756341463415
MMR,60.7459024390244
SVN,74.4585365853658
PRY,69.1128048780488
SDN,56.785951219512214
FRA,77.95365853658541
BFA,49.443512195122004
CMR,52.990536585365895
GUM,73.6991707317073
TJK,62.563195121951196
ISR,78.10487804878049
FIN,76.69341463414641
COL,69.7483658536585
MNA,68.1754828504846
SSA,49.9316238727567
PRT,75.2609756097561
TCD,47.4808292682927
NAC,76.218222569495
ARG,72.88734146341459
WLD,66.652733023498
PRK,65.1241951219512
EAS,70.35297058066391
NIC,67.818
GRL,65.6665853658537
LMC,61.5766916737393
KWT,73.00146341463409
MHL,73.73160026377718
TUV,70.6605948042096
NZL,76.7878048780488
ATG,72.5388536585366
RUS,66.1941463414634
IMY,72.31998616617385
ZAF,60.6054634146341
GHA,57.3407804878049
PAN,74.3254146341463
CHN,70.5628292682927
HKG,79.62682926829271
CYP,77.41909756097559
NLD,77.43560975609759
MAR,67.1490975609756
CHL,75.24160975609759
MIC,65.5466691688379
BRA,68.10973170731711
BIH,72.2088048780488
TZA,48.7481219512195
FCS,56.3663209147781
MDV,66.4037073170732
MLI,47.7974634146342
PER,68.52375609756099
MYS,72.07260975609759
EGY,67.2320975609756
SYC,61.3133254527186
SVK,72.65365853658541
NGA,46.1597804878049
IND,60.9156097560976
KAZ,64.109756097561
IDN,65.3058292682927
GRD,69.4863170731707
SLE,35.974146341463396
HUN,70.3287804878049
KHM,55.5860243902439
MUS,70.3229268292683
KGZ,66.54390243902441
CIV,48.790243902439
VUT,65.8994878048781
TCA,67.24534570979802
TKM,63.2098292682927
VNM,72.45904878048779
VEN,71.2157073170732
CAN,78.2304878048781
EST,69.6121951219512
SWZ,55.004512195122004
KEN,53.4
JAM,70.2582682926829
DNK,75.5914634146342
LUX,76.519512195122
MDG,55.427
PSS,65.5066510544016
ABW,73.5894390243902
USA,75.9965853658537
AFG,53.602048780487785
ROM,69.10487804878049
EUU,76.06588486460801
TON,70.238512195122
LAO,56.656829268292704
BOL,58.4249512195122
HIC,75.1870080193145
SLV,67.5648292682927
NAM,59.3363902439024
UKR,66.8878048780488
SMR,79.119512195122
BLZ,69.2198048780488
BHR,73.7750975609756
MOZ,46.5634146341463
