Country,NY.GNP.PCAP.CD
MDA,3261.2017307435094
GNQ,3278.8503622009357
TMP,1959.7024288802088
TUN,400.0
YEM,-79.351239513243
BDI,70.0
CUW,1757.3011127066986
CRI,630.0
WSM,2544.008569234521
NPL,80.0
EAP,131.514357729003
ERI,2054.8636795959414
QAT,1544.4026485376326
LDC,-218.90029541750005
UZB,195.1762760776407
CPV,286.61373766039844
MEA,-106.9374987196561
GRC,1990.0
BEL,3660.0
WBG,215.19543986178644
ECS,1721.5953292183801
ARB,375.669375288813
AGO,2086.652306275286
OSS,820.9512940784409
SLB,266.27728827505643
STP,2712.472677010645
BTN,3293.1747926257185
COM,-1344.963107498395
BEN,130.0
PNG,310.0
UGA,-680.3751478118413
LSO,100.0
MNG,1382.6782566398665
KSV,1279.6736080995802
COG,270.0
TGO,140.0
CHE,-675.41617677676
MNP,682.5066064073483
LBR,280.0
PHL,220.0
MNE,100.54748312056199
KOR,340.0
PRI,2100.0
FRO,-2025.4479720846293
DZA,430.0
SYR,500.0
CUB,850.0
MMR,134.18702494401919
SVN,2239.813691879758
PRY,400.5350422694464
SDN,160.0
FRA,3670.0
BFA,90.0
CMR,180.0
GUM,186.0709229334052
TJK,1038.6280397387623
ISR,2270.0
FIN,3170.0
COL,380.0
MNA,-1962.9220611342075
SSA,236.61401814163997
PRT,1270.0
TCD,150.0
NAC,6174.95915524102
ARG,1460.0
WLD,968.478425146078
PRK,1555.0832312328073
EAS,387.605778421279
NIC,330.0
GRL,1890.0
LMC,157.17278718736299
KWT,3610.0
MHL,1438.5853767913995
TUV,3104.9796369835904
NZL,-669.9382788435059
ATG,245.88662775346256
RUS,1216.5196945421276
IMY,2067.9805414941893
ZAF,900.0
GHA,260.0
PAN,820.0
CHN,130.0
HKG,1300.0
CYP,1332.4001297446314
NLD,3800.0
MAR,290.0
CHL,1110.0
MIC,206.706611220662
BRA,590.0
BIH,354.56685190110716
TZA,1996.3686569236859
FCS,-276.2538408448852
MDV,1625.7629711077232
MLI,80.0
PER,630.0
MYS,430.0
EGY,250.0
SYC,480.0
SVK,433.3285732465454
NGA,200.0
IND,130.0
KAZ,3296.3542762963584
IDN,100.0
GRD,1412.8327101372442
SLE,180.0
HUN,2665.1086162390948
KHM,62.12231700557675
MUS,1454.5929899231814
KGZ,351.57981834914074
CIV,310.0
VUT,950.7610502231064
TCA,-800.0815258659215
TKM,316.7070964545003
VNM,-171.44635464241355
VEN,1240.0
CAN,5040.0
EST,4325.995692512878
SWZ,290.0
KEN,190.0
JAM,990.0
DNK,4350.0
LUX,3700.0
MDG,190.0
PSS,538.8628049478198
ABW,-2655.7704678445725
USA,6290.0
AFG,532.1049335559753
ROM,1984.0732844126758
EUU,2481.6460887142002
TON,-1607.8957770502539
LAO,555.4935362329445
BOL,290.0
HIC,3036.8030597191496
SLV,350.0
NAM,2467.7680126243795
UKR,3509.013107399677
SMR,2100.6567155469675
BLZ,520.0
BHR,855.8842257075642
MOZ,3201.6099114444996
SSD,3001.022508938755
ISL,3720.0
VIR,4170.0
SEN,270.0
BMU,4550.0
BLR,-1572.7147194681856
SRB,-1110.901642858291
ADO,3970.0
SXM,857.6857132798887
LCN,732.196320859901
BGD,2806.4196737067014
LIE,5120.0
LBY,3960.311377519938
ESP,1600.0
PAK,180.0
ETH,375.49097409787555
OED,3320.1624802530296
GNB,120.0
CYM,1024.1623572229378
BWA,230.0
FJI,530.0
DEU,3610.0
JPN,2680.0
AZE,708.0654237727588
CZE,-219.71046733314506
LAC,595.335560120904
HRV,2627.5047457475102
ALB,683.5585360929076
ZWE,460.0
URY,870.0
MAF,2545.0280579135974
BGR,418.87483570077393
ECA,2503.115772877387
LBN,1313.8910135336296
GBR,2980.0
LIC,4846.057719843674
UMC,252.89528430759304
ARE,3334.944539316918
SSF,236.414694933536
VCT,300.0
NER,150.0
NOR,4230.0
BRB,1455.8696091139534
EMU,2892.2825977608
MRT,190.0
LVA,-926.5849627360444
MAC,-1232.853485766773
SWE,5670.0
GEO,167.81192648078104
TUR,560.0
JOR,2397.5265872417567
LTU,1116.463768366485
BRN,1147.2770034646555
CAF,120.0
NOC,2524.4183886040923
OMN,360.0
DJI,-641.6846239633973
SOM,4529.696369168193
SST,-930.6952464263575
SAU,1370.0
ITA,2610.0
ZMB,430.0
ARM,3339.3504734340904
MWI,80.0
BHS,3190.0
CEB,2047.7209482482863
LMY,200.08662595836202
GAB,680.0
DMA,4265.419816095482
FSM,3173.413050016444
HPC,166.627893026441
GTM,390.0
LCA,1534.4321905371164
MKD,971.5378514447732
SUR,4187.598869242056
RWA,60.0
AUS,3840.0
GIN,2769.745757367334
ECU,510.0
IRL,2070.0
ZAR,290.0
HTI,250.60330153420887
AUT,2750.0
MCO,15850.0
OEC,3613.86686808378
MEX,810.0
LKA,190.0
MLT,1090.0
SAS,127.627830477055
POL,-1284.8274777361914
GMB,120.0
PYF,2660.0
CSS,908.431234706443
IRN,560.0
THA,220.0
IRQ,1066.1211643510987
SGP,1280.0
TTO,1000.0
CHI,5249.186935981611
GUY,400.0
KNA,-208.12149680514312
HND,290.0
NCL,3780.0
PLW,2702.3080689085723
ASM,3074.5745708336885
KIR,1382.2288070106501
DOM,430.0
