Country,SP.DYN.LE00.IN
MDA,64.8262195121951
GNQ,42.4838292682927
TMP,32.6417317073171
TUN,59.9924878048781
YEM,48.54860975609761
BDI,46.5134878048781
CUW,62.66174386174423
CRI,70.9193170731707
WSM,58.969512195122
NPL,45.20092682926829
EAP,64.70890180732749
ERI,42.9167804878049
QAT,72.1583902439024
LDC,47.18515003789401
UZB,64.6980243902439
CPV,59.16504878048779
MEA,58.004180038024906
GRC,73.0310731707317
BEL,72.6980487804878
WBG,69.61620763798012
ECS,69.981537982846
ARB,57.25913850138389
AGO,39.81585365853661
OSS,53.3326935365326
SLB,58.3896585365854
STP,60.17095121951221
BTN,43.406000000000006
COM,49.3891951219512
BEN,46.427926829268294
PNG,51.3934634146342
UGA,49.3253902439024
LSO,52.4437804878049
MNG,56.847756097560996
KSV,42.94886286895958
COG,55.6139024390244
TGO,51.211634146341495
CHE,75.1873170731707
MNP,58.12849458898121
LBR,44.8686585365854
PHL,61.79
MNE,72.46804878048779
KOR,64.9760975609756
PRI,73.5038536585366
FRO,75.98536585365851
DZA,55.667536585365895
SYR,64.66239024390251
CUB,73.2958292682927
MMR,54.1432926829268
SVN,70.7024390243902
PRY,66.549756097561
SDN,54.04907317073171
FRA,73.60243902439029
BFA,44.0397804878049
CMR,50.2884390243903
GUM,68.7754878048781
TJK,61.8578048780488
ISR,73.2073170731707
FIN,72.8970731707317
COL,64.3189756097561
MNA,57.2610253916431
SSA,47.4797621696248
PRT,70.3170731707317
TCD,44.130536585365896
NAC,73.47048383215841
ARG,68.9266341463415
WLD,62.3772455938389
PRK,64.8640975609756
EAS,65.7963696189528
NIC,57.7571463414634
GRL,63.4146341463415
LMC,55.1564926953481
KWT,69.03214634146339
MHL,61.85273707773648
TUV,75.36002474857516
NZL,73.019512195122
ATG,68.0226341463415
RUS,67.3909756097561
IMY,58.70448449560397
ZAF,55.89260975609761
GHA,51.6972926829268
PAN,69.4830975609756
CHN,66.5137317073171
HKG,73.57560975609759
CYP,74.3538536585366
NLD,75.14512195121951
MAR,56.0941951219512
CHL,66.926512195122
MIC,60.1529958878724
BRA,61.5064634146342
BIH,69.7679512195122
TZA,50.0023170731707
FCS,50.7754622675565
MDV,51.088170731707294
MLI,38.098341463414606
PER,58.881
MYS,67.4271951219512
EGY,56.937975609756094
SYC,60.025572689773824
SVK,70.4667073170732
NGA,44.76007317073171
IND,52.849024390243905
KAZ,64.1919024390244
IDN,58.70095121951221
GRD,65.876756097561
SLE,40.0122682926829
HUN,69.3939024390244
KHM,20.064926829268305
MUS,65.9133170731707
KGZ,62.3009024390244
CIV,49.6559024390244
VUT,57.3223658536585
