Country,NY.GNP.PCAP.CD
MDA,1927.1280656174222
GNQ,-1517.7713002935309
TMP,16051.808255930338
TUN,1360.0
YEM,-336.01880308728914
BDI,220.0
CUW,5863.33334745774
CRI,1950.0
WSM,2408.2606094619273
NPL,140.0
EAP,294.41283232665
ERI,-6873.615614092258
QAT,12309.05848902703
LDC,330.096289641945
UZB,10204.184233981143
CPV,6282.783948394102
MEA,3480.573801012219
GRC,6490.0
BEL,14050.0
WBG,10620.986024670237
ECS,5780.19708171192
ARB,2056.64156595468
AGO,1475.8130673687074
OSS,3304.6718299152476
SLB,1816.9839906143006
STP,10946.858468745459
BTN,924.2756075287007
COM,6050.562348063202
BEN,390.0
PNG,790.0
UGA,10571.393463289425
LSO,450.0
MNG,5455.69866568497
KSV,6828.928657213171
COG,820.0
TGO,420.0
CHE,9681.014271738715
MNP,2810.904943536109
LBR,520.0
PHL,700.0
MNE,7248.147656587187
KOR,1900.0
PRI,3720.0
FRO,6088.585235611496
DZA,2010.0
SYR,1560.0
CUB,2150.0
MMR,2434.1319360036878
SVN,-593.4718334589397
PRY,4957.175236425104
SDN,480.0
FRA,13080.0
BFA,300.0
CMR,610.0
GUM,5712.10972205714
TJK,8164.14025721029
ISR,5350.0
FIN,11450.0
COL,1220.0
MNA,581.6165155303311
SSA,671.6438399193801
PRT,3360.0
TCD,240.0
NAC,13230.7583402979
ARG,2940.0
WLD,2598.90161823815
PRK,7830.36722963908
EAS,1275.61614772239
NIC,600.0
GRL,9270.0
LMC,419.1422636872
KWT,19290.0
MHL,13301.659666666215
TUV,7804.229351205007
NZL,7670.0
ATG,1620.0
RUS,4819.489034789375
IMY,-1876.6055351465725
ZAF,2510.0
GHA,430.0
PAN,1590.0
CHN,220.0
HKG,5730.0
CYP,3410.0
NLD,14640.0
MAR,950.0
CHL,2230.0
MIC,573.981823020616
BRA,2180.0
BIH,4046.6075513278993
TZA,-4292.509251602503
FCS,12395.156267607019
MDV,935.3943638124226
MLI,250.0
PER,1060.0
MYS,1790.0
EGY,500.0
SYC,2080.0
SVK,12415.456895440697
NGA,760.0
IND,280.0
KAZ,-5150.861194253255
IDN,500.0
GRD,747.5149851656606
SLE,400.0
HUN,5171.235600067372
KHM,-3160.15992604241
MUS,1250.0
KGZ,-2432.2504080640174
CIV,1130.0
VUT,8015.496444626602
TCA,387.16352173693394
TKM,2516.3527145895314
VNM,6375.239934243407
VEN,4140.0
CAN,11510.0
EST,2447.8180927263784
SWZ,4996.409755759767
KEN,460.0
JAM,1230.0
DNK,15240.0
LUX,14040.0
MDG,460.0
PSS,2529.5246355869876
ABW,7882.161888226854
USA,13410.0
AFG,-3165.3361641252495
ROM,6743.4125980639155
EUU,8463.541737935959
TON,11382.17072709278
LAO,-6428.496998627882
BOL,870.0
HIC,8684.442585535071
SLV,760.0
NAM,9575.539451162154
UKR,132.2806787446891
SMR,-4272.116448316019
BLZ,1430.0
BHR,521.9812830389837
MOZ,4219.775269138752
SSD,2996.7251302759305
ISL,15360.0
VIR,8000.0
SEN,630.0
BMU,12790.0
BLR,6314.172984061199
SRB,-7888.584525555669
ADO,12550.0
SXM,5305.225146807756
LCN,2125.61603777771
BGD,220.0
LIE,22620.0
LBY,12819.38629669305
ESP,6230.0
PAK,350.0
ETH,-1351.2088382669695
OED,9321.64305741153
GNB,140.0
CYM,-2756.667661973147
BWA,1000.0
FJI,1870.0
DEU,13030.0
JPN,10670.0
AZE,3883.1825364230685
CZE,8589.519108869012
LAC,1896.69442010986
HRV,6708.528777886262
ALB,315.8412010291504
ZWE,920.0
URY,2870.0
MAF,3206.3614687233185
BGR,18102.068688079806
ECA,715.0268689479012
LBN,8290.465866358276
GBR,8880.0
LIC,7137.566838293062
UMC,722.4647477073462
ARE,10808.790333236393
SSF,671.416843923703
VCT,830.0
NER,410.0
NOR,15650.0
BRB,6797.482917833442
EMU,10226.290931836
MRT,480.0
LVA,-7812.821626524772
MAC,8081.648919388793
SWE,17300.0
GEO,6657.440860068331
TUR,1860.0
JOR,2000.0
LTU,8730.590964903819
BRN,10528.91749649603
CAF,340.0
NOC,7624.741824425888
OMN,3960.0
DJI,11254.614131763883
SOM,-5015.791571738799
SST,1479.58859897251
SAU,14330.0
ITA,8410.0
ZMB,610.0
ARM,-5919.097215540405
MWI,190.0
BHS,7290.0
CEB,2744.520038795353
LMY,552.738725283677
GAB,4580.0
DMA,780.0
FSM,107.76690347560316
HPC,420.908991570547
GTM,1170.0
LCA,6225.376774796067
MKD,4109.190685122149
SUR,2280.0
RWA,270.0
AUS,10730.0
GIN,7518.181696891139
ECU,2140.0
IRL,6380.0
ZAR,650.0
HTI,9817.473762148067
AUT,11420.0
MCO,52790.0
OEC,10242.7373851822
MEX,2460.0
LKA,280.0
MLT,4280.0
SAS,272.618351418271
POL,2774.2356773423107
GMB,400.0
PYF,9240.0
CSS,2242.68018445186
IRN,2200.0
THA,710.0
IRQ,3930.0
SGP,4720.0
TTO,4760.0
CHI,4583.956858298323
GUY,750.0
KNA,1690.0
HND,690.0
NCL,7980.0
PLW,10084.705323471553
ASM,8823.77982635607
KIR,660.0
DOM,1160.0
