Country,NY.GNP.PCAP.CD
MDA,730.0
GNQ,2040.0
TMP,740.0
TUN,2930.0
YEM,600.0
BDI,120.0
CUW,10405.05417535366
CRI,4570.0
WSM,2100.0
NPL,290.0
EAP,1425.59262374811
ERI,230.0
QAT,37210.0
LDC,358.45447755593597
UZB,460.0
CPV,1850.0
MEA,3565.7427886738787
GRC,19370.0
BEL,32970.0
WBG,1480.0
ECS,16438.944644079198
ARB,3004.2906826562707
AGO,20448.748281434066
OSS,2145.11487853034
SLB,860.0
STP,670.0
BTN,1070.0
COM,540.0
BEN,520.0
PNG,570.0
UGA,270.0
LSO,750.0
MNG,760.0
KSV,12454.602327847548
COG,790.0
TGO,330.0
CHE,53810.0
MNP,37804.506725961306
LBR,90.0
PHL,1400.0
MNE,3100.0
KOR,15650.0
PRI,13820.0
FRO,13231.559569453988
DZA,2240.0
SYR,1390.0
CUB,3490.0
MMR,11793.598299827558
SVN,15700.0
PRY,1130.0
SDN,470.0
FRA,31500.0
BFA,340.0
CMR,800.0
GUM,15618.48891345449
TJK,270.0
ISR,19940.0
FIN,35200.0
COL,2580.0
MNA,1832.8228935095606
SSA,657.152485372153
PRT,16120.0
TCD,340.0
NAC,42269.0418698382
ARG,3680.0
WLD,6583.7522322081395
PRK,-1433.738107867322
EAS,4485.099597327589
NIC,1100.0
GRL,25660.0
LMC,742.133587842368
KWT,28640.0
MHL,3320.0
TUV,3310.0
NZL,21510.0
ATG,10990.0
RUS,3410.0
IMY,33330.0
ZAF,3770.0
GHA,390.0
PAN,4200.0
CHN,1500.0
HKG,28120.0
CYP,20030.0
NLD,37300.0
MAR,1740.0
CHL,5310.0
MIC,1489.86097047188
BRA,3280.0
BIH,2520.0
TZA,360.0
FCS,594.206597492838
MDV,3940.0
MLI,340.0
PER,2300.0
MYS,4710.0
EGY,1230.0
SYC,9280.0
SVK,9000.0
NGA,610.0
IND,620.0
KAZ,2300.0
IDN,1080.0
GRD,5440.0
SLE,310.0
HUN,8690.0
KHM,400.0
MUS,5040.0
KGZ,400.0
CIV,780.0
VUT,1590.0
TCA,-4207.551253162263
TKM,1310.0
VNM,590.0
VEN,4050.0
CAN,29220.0
EST,7480.0
SWZ,1710.0
KEN,470.0
JAM,3770.0
DNK,42760.0
LUX,55890.0
MDG,290.0
PSS,2250.18370531683
ABW,10177.966594731417
USA,43680.0
AFG,220.0
ROM,3010.0
EUU,25475.3667511723
TON,2250.0
LAO,390.0
BOL,970.0
HIC,26868.2964473742
SLV,2660.0
NAM,2760.0
UKR,1270.0
SMR,36960.0
BLZ,3590.0
BHR,14970.0
MOZ,310.0
SSD,23437.00736021597
ISL,41410.0
VIR,26121.771950892835
SEN,670.0
BMU,7932.474990195064
BLR,2180.0
SRB,3070.0
ADO,33610.0
SXM,25686.74548355938
LCN,4023.1607474052803
BGD,490.0
LIE,78410.0
LBY,5150.0
ESP,22120.0
PAK,640.0
ETH,130.0
OED,28820.485428493597
GNB,350.0
CYM,8731.714700406377
BWA,3770.0
FJI,3030.0
DEU,31730.0
JPN,37150.0
AZE,950.0
CZE,10210.0
LAC,3871.7694154458704
HRV,8270.0
ALB,2150.0
ZWE,420.0
URY,4130.0
MAF,9755.461487511231
BGR,3020.0
ECA,2544.1488372775
LBN,5600.0
GBR,36140.0
LIC,268.621726945478
UMC,2334.96266874353
ARE,37000.0
SSF,659.161683662119
VCT,4730.0
NER,220.0
NOR,54110.0
BRB,12630.0
EMU,28323.0287265265
MRT,590.0
LVA,5850.0
MAC,22110.0
SWE,39390.0
GEO,1100.0
TUR,5060.0
JOR,2280.0
LTU,5950.0
BRN,20200.0
CAF,300.0
NOC,7280.02517711812
OMN,9370.0
DJI,980.0
SOM,3078.691753158655
SST,3128.0326225413105
SAU,10530.0
ITA,28220.0
ZMB,460.0
ARM,1160.0
MWI,230.0
BHS,22780.0
CEB,6373.87391338204
LMY,1376.3982714501801
GAB,4320.0
DMA,5080.0
FSM,2440.0
HPC,364.041986402934
GTM,1850.0
LCA,5210.0
MKD,2590.0
SUR,2840.0
RWA,230.0
AUS,25490.0
GIN,350.0
ECU,2560.0
IRL,37250.0
ZAR,190.0
HTI,380.0
AUT,33620.0
MCO,113040.0
OEC,32680.373694290898
MEX,7390.0
LKA,1070.0
MLT,12940.0
SAS,605.898099373102
POL,6260.0
GMB,420.0
PYF,7188.626850324021
CSS,5995.3055448378
IRN,2480.0
THA,2520.0
IRQ,7615.000330959549
SGP,25650.0
TTO,9400.0
CHI,49540.0
GUY,940.0
KNA,9930.0
HND,1290.0
NCL,17292.65900944242
PLW,8810.0
ASM,25352.93256471631
KIR,1600.0
DOM,2480.0
