Country,LEI,GDP,EI,HDI
MDA,0.6157050656660416,1.5803602858707355,0.6672396945604187,0.9544350153657319
GNQ,0.3082979362101308,0.8588039447039948,0.736423383487449,0.6345084214671916
TMP,0.2027110694183862,1.0352672185779883,0.7150934876801927,0.6510239252255224
TUN,0.5969793621013137,1.1839310773973817,0.7079625337234802,0.8296243244073919
YEM,0.42296472795497236,0,0.6253297195686163,0.3494314825078629
BDI,0.35290131332082614,0.9060570607183055,0.5444496392355767,0.6011360044249028
CUW,0.7070317551844332,1.3177075972948484,0.8663709810314806,0.9637034445035875
CRI,0.7418975609756092,1.1577512682252915,0.7664584065249236,0.888702411908608
WSM,0.5533309568480308,1.108336148784748,0.7994504133060081,0.820372506312929
NPL,0.3523410881801122,0.8351645850437561,0.70178455588527,0.6297634097030461
EAP,0.630970515979737,0.950276032063316,0.7845903267849446,0.7886122916093325
ERI,0.2895789868667922,1.2166673397849486,0.9768586161982867,0.8277016476166759
QAT,0.7441073170731707,1.7054538107322659,0.9313501531272301,1.1269704269775556
LDC,0.37018252708032634,0.9382184438046772,0.6625783449829137,0.6569931052893058
UZB,0.6295711069418384,1.5614896382431749,0.6827172024789131,0.9579259825546421
CPV,0.5675305816135092,1.027052911227905,0.8624608188466314,0.8190147705626818
MEA,0.535151237757194,1.273892065594283,0.7718799646535415,0.8603077560016728
GRC,0.7581234521575985,1.439711624276361,0.7827993138582162,0.9935447967640585
BEL,0.7521238273921199,1.5267258718682077,0.9126965208149935,1.063848740025107
WBG,0.5425983465961298,1.418319618607131,0.8498651697118634,0.9369277116383747
ECS,0.7040280227895245,1.4163685451038497,0.880779892257131,1.0003921533835016
ARB,0.5352798493252878,1.2546307614955774,0.7223219616146176,0.8374108574784943
AGO,0.23704615384615388,1.4342909476934345,0.8427341738498426,0.8380237584631436
OSS,0.47473700912610917,1.151019047267739,0.7617032941642417,0.7958197835193632
SLB,0.5181347091932461,1.1071007710712102,0.6721879704116359,0.7658078168920307
STP,0.5483410881801123,1.3718190870339484,1.0262375312701604,0.9821325688280738
BTN,0.32995759849906175,0.97201726528009,0.5927885031626124,0.6315877889805881
COM,0.41389418386491544,0.9635548253850711,0.7293759685273549,0.7022749925924471
BEN,0.3561590994371479,0.9616436667495292,0.7164359292071437,0.6780795651312735
