Country,SP.DYN.LE00.IN
MDA,68.1110975609756
GNQ,54.5163170731707
TMP,64.263756097561
TUN,74.2024390243903
YEM,61.95480487804881
BDI,53.456073170731706
CUW,75.36341463414641
CRI,78.3303170731707
WSM,71.5607804878049
NPL,66.5519268292683
EAP,72.71262984541109
ERI,59.6694146341463
QAT,77.2868536585366
LDC,59.6257290798205
UZB,67.5297073170732
CPV,72.09936585365851
MEA,71.512041271512
GRC,79.4390243902439
BEL,79.78292682926829
WBG,72.0915609756098
ECS,74.9201423056861
ARB,69.3175883583852
AGO,49.4357317073171
OSS,58.92863309830671
SLB,66.2668048780488
STP,65.188
BTN,66.2930975609756
COM,60.7123414634146
BEN,57.8673902439024
PNG,61.3114146341463
UGA,53.654146341463395
LSO,44.8822195121951
MNG,66.0681707317073
KSV,69.1975609756098
COG,55.8013170731707
TGO,55.433439024390296
CHE,81.7414634146342
MNP,64.93092348122086
LBR,57.191195121951196
PHL,67.47902439024391
MNE,73.9172682926829
KOR,79.3495121951219
PRI,78.4258536585366
FRO,79.9390243902439
DZA,72.8983658536585
SYR,74.9978048780488
CUB,78.44919512195119
MMR,64.0936829268293
SVN,78.5609756097561
PRY,71.69482926829271
SDN,60.700878048780496
FRA,81.1121951219512
BFA,55.1888048780488
CMR,52.47914634146339
GUM,77.3074146341463
TJK,67.2074878048781
ISR,80.5048780487805
FIN,79.2634146341464
COL,72.705512195122
MNA,70.97160070578259
SSA,54.1760998284097
PRT,78.3219512195122
TCD,48.5592195121951
NAC,78.08830498847779
ARG,75.00904878048779
WLD,69.6585938573042
PRK,68.3761951219512
EAS,73.6512505507527
NIC,72.5716585365854
GRL,69.9424390243903
LMC,65.03953530376211
KWT,73.8987073170732
MHL,56.005289784025315
TUV,57.60377122343564
NZL,80.1512195121951
ATG,74.80321951219508
RUS,67.4975609756098
IMY,83.49910382194486
ZAF,51.996512195122
GHA,59.635853658536604
PAN,76.3144634146342
CHN,74.4240731707317
HKG,82.3268292682927
CYP,78.86851219512201
NLD,80.0975609756098
MAR,71.2776341463415
CHL,79.31353658536591
MIC,68.7905078106183
BRA,72.4148292682927
BIH,75.37148780487809
TZA,58.0777804878049
FCS,59.434503037132394
MDV,75.39970731707321
MLI,54.26192682926829
PER,72.99695121951221
MYS,73.8182682926829
EGY,69.7822926829268
SYC,73.1926829268293
SVK,74.2073170731707
NGA,49.80814634146339
IND,65.3004390243903
KAZ,66.5048780487805
IDN,67.56773170731711
GRD,71.844756097561
SLE,45.48836585365851
HUN,73.1512195121951
KHM,64.5523414634146
MUS,72.5707317073171
KGZ,67.8463414634146
CIV,48.778829268292704
VUT,69.94873170731711
TCA,75.47337009724463
TKM,64.63882926829271
VNM,74.9021951219512
VEN,73.3889024390244
CAN,80.36987804878049
EST,72.81463414634149
SWZ,46.7723902439024
KEN,55.699292682926796
JAM,72.0408048780488
DNK,78.1951219512195
LUX,79.3829268292683
MDG,62.053000000000004
PSS,68.51309579104361
ABW,74.52675609756099
USA,77.8390243902439
AFG,57.8338292682927
ROM,72.5658536585366
EUU,78.9683181072908
TON,71.737
LAO,62.827268292682895
BOL,64.6941219512195
HIC,77.6884981499692
SLV,70.7804634146342
NAM,58.7808048780488
UKR,68.2221951219512
SMR,82.50609756097559
BLZ,69.452
BHR,75.707756097561
MOZ,51.6220975609756
SSD,52.08785365853661
ISL,81.45365853658541
VIR,78.8243902439024
SEN,61.7841707317073
BMU,78.9341463414634
BLR,70.2034146341464
SRB,73.63170731707321
ADO,72.48926055919361
SXM,74.54390243902441
LCN,73.3699402890408
BGD,68.85997560975609
LIE,81.2951219512195
LBY,71.7386341463415
ESP,80.87317073170729
PAK,64.33873170731711
ETH,58.408
OED,78.7463608433989
GNB,52.8554634146342
CYM,64.58516102135454
BWA,59.0745609756098
FJI,68.8434146341464
DEU,79.5341463414634
JPN,82.5070731707317
AZE,69.756
CZE,76.7243902439025
LAC,72.9808970644284
HRV,75.70560975609759
ALB,76.4648536585366
ZWE,44.17775609756099
URY,75.9510243902439
MAF,78.2219512195122
BGR,72.66341463414629
ECA,70.5148870257582
LBN,78.0833170731707
GBR,79.44878048780491
LIC,56.89281867505221
UMC,73.13264929352191
ARE,76.11117073170729
SSF,54.178389927502785
VCT,71.69941463414641
NER,55.4550243902439
NOR,80.39512195121951
BRB,74.3564146341464
EMU,80.09952431953779
MRT,61.139731707317104
LVA,71.019512195122
MAC,79.05624390243901
SWE,80.9
GEO,73.2484390243903
TUR,73.18192682926829
JOR,72.96119512195119
LTU,70.9
BRN,76.6755609756098
CAF,45.6873902439024
NOC,71.7243200347189
OMN,75.1236097560976
DJI,58.8293414634146
SOM,53.0186585365854
SST,62.5410544308564
SAU,73.34507317073171
ITA,81.4341463414634
ZMB,52.477146341463396
ARM,73.7646585365854
MWI,51.5124878048781
BHS,74.0594634146342
CEB,74.25238333249241
LMY,67.6418526691497
GAB,60.3927804878049
DMA,70.77087792132146
FSM,68.2204878048781
HPC,56.5766165423071
GTM,70.1107804878049
LCA,73.7118536585366
MKD,74.3229512195122
SUR,69.47907317073171
RWA,57.946000000000005
AUS,81.2926829268293
GIN,53.9994878048781
ECU,74.4950243902439
IRL,79.64146341463409
ZAR,55.0644146341463
HTI,59.9773902439024
AUT,80.1804878048781
MCO,63.97957180106178
OEC,79.467270124272
MEX,75.5879268292683
LKA,73.6200243902439
MLT,79.7926829268293
SAS,65.5431950283253
POL,75.24390243902441
GMB,58.5694390243902
PYF,74.8919756097561
CSS,70.7419840951642
IRN,72.6741951219512
THA,72.8744390243903
IRQ,68.8594634146341
SGP,80.4414634146342
TTO,69.25965853658539
CHI,79.41080487804881
GUY,65.77975609756099
KNA,74.42505180315852
HND,71.85873170731709
NCL,75.9463414634146
PLW,70.36685444411137
ASM,68.16287126125783
KIR,64.980756097561
DOM,72.1313170731707
