Country,SP.DYN.LE00.IN
MDA,67.3923170731707
GNQ,48.605951219512214
TMP,49.3412682926829
TUN,70.5073170731707
YEM,58.1109024390244
BDI,47.7652195121951
CUW,69.3872969573773
CRI,75.84192682926829
WSM,65.55895121951221
NPL,55.0586341463415
EAP,68.420664612215
ERI,49.018487804878
QAT,75.2822926829268
LDC,51.9251069606608
UZB,66.50626829268289
CPV,65.96351219512201
MEA,66.5545256032164
GRC,77.1365853658537
BEL,76.1921951219512
WBG,68.3919756097561
ECS,71.9808597805868
ARB,65.0000988129939
AGO,41.2063414634146
OSS,59.1855175400972
SLB,57.21385365853661
STP,61.9345365853659
BTN,53.25192682926829
COM,57.1452195121951
BEN,53.9357073170732
PNG,56.04707317073171
UGA,44.612219512195104
LSO,59.6363902439024
MNG,60.488243902439
KSV,67.9487804878049
COG,54.5223902439024
TGO,55.8350243902439
CHE,77.51463414634149
MNP,68.9724912157923
LBR,47.42273170731711
PHL,65.4812682926829
MNE,74.4730243902439
KOR,71.730243902439
PRI,74.03880487804881
FRO,76.3121951219512
DZA,66.9587317073171
SYR,70.6131707317073
CUB,74.7005609756098
MMR,59.0484878048781
SVN,73.35365853658541
PRY,68.19104878048779
SDN,55.690853658536604
FRA,76.8487804878049
BFA,49.316463414634114
CMR,53.6242682926829
GUM,72.2876097560976
TJK,62.627536585365895
ISR,76.7585365853659
FIN,75.2275609756098
COL,68.4513170731707
MNA,65.9642901410316
SSA,49.909331897726
PRT,74.01463414634149
TCD,47.0265853658537
NAC,75.5847222166171
ARG,71.7632926829268
WLD,65.6867620809138
PRK,69.3253170731707
EAS,69.4233147208935
NIC,64.8840975609756
GRL,64.99634146341461
LMC,59.93689919744561
KWT,72.4114146341463
MHL,71.02750927152684
TUV,63.28176032178821
NZL,76.0317073170732
ATG,71.4005853658537
RUS,68.47439024390239
IMY,68.0206334500437
ZAF,62.2948048780488
GHA,57.157268292682886
PAN,73.2712682926829
CHN,69.6613170731707
HKG,77.8829268292683
CYP,76.67139024390251
NLD,77.0
MAR,65.20309756097559
CHL,73.1213414634146
MIC,64.2736519153477
BRA,65.7426829268293
BIH,70.5728048780488
TZA,49.62341463414639
FCS,55.6895346191858
MDV,62.2582195121951
MLI,46.836512195122005
PER,66.0236585365854
MYS,70.98887804878049
EGY,64.9553414634146
SYC,56.80753229265824
SVK,70.8829268292683
NGA,46.086951219512216
IND,58.438219512195104
KAZ,67.9829268292683
IDN,63.6162926829268
GRD,68.6538048780488
SLE,36.748341463414604
HUN,69.3770731707317
KHM,53.83634146341461
MUS,69.95609756097559
KGZ,68.5512195121951
CIV,52.232731707317114
VUT,63.6477804878049
TCA,60.93278887088541
TKM,62.678292682926795
VNM,70.8404878048781
VEN,69.9944146341464
CAN,77.55341463414629
EST,69.37317073170729
SWZ,59.293268292682896
KEN,58.2289756097561
JAM,70.54834146341459
DNK,75.15780487804881
LUX,75.4634146341463
MDG,51.598243902439
PSS,63.9282304448526
ABW,73.4331219512195
USA,75.3658536585366
AFG,50.6409756097561
ROM,69.7843902439024
EUU,74.9675036642048
