Country,SP.DYN.LE00.IN,NY.GDP.PCAP.CD,SE.PRM.ENRR,SE.ADT.LITR.ZS
MDA,64.8073902439024,1220.471742987398,85.87934435026355,95.95662977574109
GNQ,39.7311463414634,228.01749221027,91.27999568650954,96.02006447042697
TMP,39.5288780487805,2798.027171069414,87.58272388764078,96.03786561833631
TUN,51.142731707317104,280.717397159761,76.09416748458293,96.05698453011219
YEM,41.1464146341464,1344.862881950111,47.04538312888786,96.13387961421118
BDI,43.78192682926829,70.2125072071903,95.83486070563268,95.93551052410584
CUW,63.271270446487065,1257.687766441657,91.3331037038291,95.90204812424902
CRI,66.4626097560976,532.665120043706,105.38225,95.97172812028228
WSM,54.969512195122,704.7422477003383,82.82377,96.00508610992028
NPL,40.5044390243902,72.2430288613269,26.80947,95.91917628077272
EAP,61.1807224885833,113.155310238617,101.919731140137,95.99300574934516
ERI,40.523512195122,188.46771587261264,35.04804372528079,95.94763162266189
QAT,68.50704878048778,2760.39573287283,81.55694826937614,96.02614510237427
LDC,44.2259702694172,2143.9727978350584,51.010871887207,95.95726066843255
UZB,62.7742682926829,-1905.27111305578,76.95674090041996,95.95149113267391
CPV,53.7945853658537,1094.5495688490864,98.89571647128605,95.97518902275387
MEA,52.923986745059786,286.16812871816103,71.1617965698242,96.03787728496462
GRC,70.90363414634149,1494.38785525349,70.7195999601845,95.97564657050417
BEL,70.9719512195122,2780.69881043476,106.47173735480764,96.05009797519202
WBG,47.190837921634134,724.4845377338852,78.39099856187937,95.99820587405516
ECS,69.00872358258921,1365.66558209202,105.53479766845699,96.08123004182652
ARB,52.469320046114795,254.24913790095798,66.0222396850585,95.99399289908825
AGO,37.0151219512195,427.3308308747055,57.93742934842447,95.94246580068267
OSS,49.6719401379852,1453.7918752986516,82.2177429199219,95.9747536871765
SLB,54.3877073170732,3023.4614082239696,74.0032,96.0245238374279
STP,55.868463414634114,1317.2999245566389,56.66757399523769,96.04507295483346
BTN,36.9422926829268,1302.8606596515438,20.13275,95.9205396242295
COM,45.631780487804896,1806.7943427589998,78.37159201869736,96.06983729965641
BEN,42.35,114.73666355959999,73.4572347332128,95.93139128322943
PNG,46.040926829268294,265.134326130531,50.04846,95.90130162144055
UGA,48.8168048780488,133.34233003939,39.614259999999994,96.08496077875468
LSO,48.9082195121951,66.5930137676383,88.95492,96.07450648738116
MNG,55.3464390243903,-36.462729879724066,73.22713212363573,96.00747266129227
KSV,71.74799125884246,916.0865273974468,84.81574294426363,96.08516912083076
COG,53.359536585365895,205.94918684025,62.305621467099485,96.00372529022256
TGO,46.5350975609756,120.053921537077,90.44805447144353,96.10910885449178
CHE,73.020243902439,3119.3962751611034,85.3436487277774,96.01567023511998
MNP,66.51753021271404,596.7888813097579,73.1576796710389,96.06942115924332
LBR,39.3021463414634,227.57859251912998,36.39973,95.93147730514369
PHL,60.81324390243901,186.769275151865,93.57675274040885,95.9746862254967
MNE,69.73982926829271,813.5193517469579,76.23287451011097,95.94828745908566
KOR,62.0358536585366,291.859011207037,67.37011047345055,96.0078441781004
PRI,71.5437317073171,1852.35467255335,83.9193358973599,95.95043912166933
FRO,48.20952071829064,1448.2513771394642,78.99960362283701,96.01258277241956
DZA,50.34363414634149,334.259555153153,92.64314422986115,96.07816851591046
SYR,59.1724390243903,335.546344900841,85.55351923635166,96.0014179481922
CUB,69.8830975609756,653.232919833719,95.21104862337367,96.04038867626667
MMR,50.9676829268293,-2668.6422562976813,87.06526055860922,96.07127822969812
SVN,68.609756097561,3015.1640323718893,65.21410691068087,96.00514843548682
PRY,65.43339024390251,221.80091944984403,98.46378,95.97772963744667
SDN,52.2212195121951,151.31496395655398,117.66710919199025,95.98280707215534
FRA,71.65853658536591,2862.469267733469,81.33297449999861,96.08259744804187
BFA,39.096878048780496,81.4999312337311,84.41650131279488,96.12353231797937
CMR,46.076390243902395,171.32003875971,109.63140089577135,96.01117267303209
GUM,65.8673170731708,2260.9307283862763,80.74373977878352,96.07962075000825
TJK,60.0292195121951,1384.0675240940946,75.6275948414756,96.00203690671972
ISR,71.2134146341463,1806.42269487866,94.13414608406839,95.98845414126839
FIN,70.179512195122,2467.47634653616,98.86661523418474,95.93137958599856
COL,60.8731951219512,326.29090445702303,106.0429,95.96534908553849
MNA,52.35464862546289,1003.2163707498348,71.3878479003906,96.00497268839872
SSA,44.2860297815354,219.09699964317798,54.201488494873,96.05665869499786
PRT,67.0731707317073,934.1739800078219,75.57221597924851,95.92400206955988
TCD,41.304609756097605,128.74573250351003,85.8263257569013,96.02044008602263
NAC,70.9854796049968,5139.899393397411,89.5551223754883,96.0040956565405
ARG,66.59082926829271,1317.48753519866,105.40966,95.91578644154343
WLD,59.491345887359714,801.130607906998,88.8677215576172,95.98816064807205
PRK,59.28263414634149,1218.265295134157,74.8070588212436,95.97333853458063
EAS,62.322295741780394,313.581726928413,102.105087280273,96.0060405880609
NIC,53.6436585365854,324.661841513462,66.95479,95.89173463273214
GRL,52.211679408356915,1498.2764929543698,112.09616218371161,95.95951390708733
LMC,50.987667745322,146.208158964826,75.6011276245117,95.96159052580929
KWT,66.1427804878049,3830.5785414133093,118.66819402943767,96.00810793360802
MHL,67.102734979588,1513.2647715152907,83.0556907948936,95.98131004784942
TUV,72.48629747593276,2763.793747463982,71.4587850499041,96.06774934139455
NZL,71.2731707317073,-705.7263970525782,110.01055,95.99101139015664
ATG,65.5293414634146,168.97879344855392,98.8982558281327,95.97004071197459
RUS,68.1336585365854,-119.66643468666553,66.6931463914332,95.99618160904765
IMY,58.4861608078303,1387.1643380747773,78.68501558130353,95.99021611082685
ZAF,52.8506829268293,810.7661965955431,96.94759,95.97828248877663
GHA,49.3349756097561,257.65203145901796,69.61218890302138,96.05661837031347
PAN,65.5545853658537,668.929582378119,99.04365,95.9050732264456
CHN,62.906243902439,111.822722675711,107.99211000000001,96.01217148481987
HKG,71.4524390243903,960.031961510704,55.342530050125106,96.00247580641967
CYP,72.5229756097561,1568.7817408179199,79.24194761198672,95.9602487682917
NLD,73.5856097560976,2889.71479887468,90.68183850941726,95.93514908890873
MAR,52.5372926829268,245.483483580923,105.22674560105438,95.95520642672673
CHL,62.76814634146339,939.263297040137,112.52065,96.01013747145866
MIC,56.4088826639129,175.02640113784,89.69808959960942,96.06942294567513
BRA,59.1505853658537,440.99310629455596,63.65230684752416,96.03272247461786
BIH,66.06163414634149,-17.151265790756952,57.203965216945534,95.96456798838905
TZA,46.680512195122006,-501.9583753105817,33.82555,95.97882176495447
FCS,47.1711815347521,100.35099081461885,68.4174728393555,96.04662561532867
MDV,44.154731707317104,-909.9981834341097,72.86495473752532,96.01732386976484
MLI,32.393,60.4756622312624,93.71577754348957,95.98981837729961
PER,53.453756097561,542.3209165383171,106.55598,96.05363059250847
MYS,64.4632195121951,354.2305145809069,84.82734,96.04147089663735
EGY,52.1224878048781,220.70672980283905,91.89187720105792,95.88748182380932
SYC,61.42739268960601,343.881182120846,100.85283000000001,96.0648383976705
SVK,70.1387317073171,1801.389412423685,110.6580572087689,96.04435506214597
NGA,41.1810243902439,223.50680449796602,40.84133,95.94658369086766
IND,47.72707317073171,114.663703821518,111.16744328901476,96.03375922766698
KAZ,62.2764634146342,2844.356622819987,102.20246461283641,96.01584448940267
IDN,54.531463414634196,84.0924668456729,84.23291,95.95046285988344
GRD,63.587878048780496,1456.543057876308,92.65152909798941,96.0
SLE,34.6090975609756,172.786111002939,81.54369563093371,96.06580362740978
HUN,69.1646341463415,1609.4042884926675,81.57323443258886,96.0196215153646
KHM,41.57119512195121,102.30450292636299,96.45271111310078,95.99112297696628
