Country,SP.DYN.LE00.IN
MDA,67.101
GNQ,52.39680487804881
TMP,60.3461951219512
TUN,72.8487804878049
YEM,60.6766829268293
BDI,51.7248292682927
CUW,60.360850127127264
CRI,77.5708780487805
WSM,69.8166097560976
NPL,63.0221951219512
EAP,71.09160477111709
ERI,56.5827804878049
QAT,76.6074390243903
LDC,56.099810159464795
UZB,67.0292682926829
CPV,70.0860243902439
MEA,70.1650125841494
GRC,78.3878048780488
BEL,77.9731707317073
WBG,71.09034146341459
ECS,73.34169907968621
ARB,68.0550643114689
AGO,45.97314634146339
OSS,56.159780440622995
SLB,63.4656097560976
STP,63.4779756097561
BTN,61.546634146341496
COM,59.5101463414634
BEN,55.4664878048781
PNG,59.138756097561
UGA,47.404146341463395
LSO,45.6716829268293
MNG,63.376365853658506
KSV,67.9975609756098
COG,50.7731951219512
TGO,53.5265853658537
CHE,80.1804878048781
MNP,66.49287262285301
LBR,52.5334634146342
PHL,66.80239024390251
MNE,73.7746341463415
KOR,76.34195121951221
PRI,77.06682926829271
FRO,78.69024390243901
DZA,70.601756097561
SYR,73.6115853658537
CUB,76.8652195121951
MMR,62.39895121951221
SVN,75.7585365853659
PRY,70.33985365853661
SDN,58.31663414634149
FRA,79.15853658536591
BFA,50.7832195121951
CMR,51.7571951219512
GUM,75.452756097561
TJK,64.0748292682927
ISR,79.4073170731707
FIN,77.9658536585366
COL,71.2603902439024
MNA,69.6243042173762
SSA,50.618713494746196
PRT,76.81463414634149
TCD,47.5871219512195
NAC,77.0073266385492
ARG,73.9603170731707
WLD,68.00325307615981
PRK,65.8036585365854
EAS,72.0569350207048
NIC,70.1274146341463
GRL,67.5521951219512
LMC,63.134368254023286
KWT,73.4338048780488
MHL,65.04360008635634
TUV,72.51073041517377
NZL,78.6926829268293
ATG,73.60709756097559
RUS,65.4878048780488
IMY,68.88726590606383
ZAF,54.570804878048804
GHA,57.1476097560976
PAN,75.28529268292691
CHN,72.6197804878049
HKG,81.42439024390251
CYP,78.1005609756098
NLD,78.19024390243901
MAR,68.872
CHL,77.1987073170732
MIC,67.1216584300781
BRA,70.45960975609759
BIH,74.5009268292683
TZA,51.2807073170732
FCS,57.299108647819786
MDV,71.00558536585359
MLI,49.43524390243901
PER,70.9598780487805
MYS,73.0433170731707
EGY,68.7864390243902
SYC,60.80750453178842
SVK,73.40243902439029
NGA,46.881170731707286
IND,63.019853658536604
KAZ,65.7682926829268
IDN,66.4301219512195
GRD,70.4679268292683
SLE,39.645487804878
HUN,72.24878048780491
KHM,59.2472682926829
MUS,71.7658536585366
KGZ,68.7073170731707
CIV,46.6076097560976
VUT,67.9347073170732
TCA,63.465447380967504
TKM,64.0260975609756
VNM,73.8797073170732
VEN,72.57560975609759
CAN,79.4878048780488
EST,70.2585365853659
SWZ,47.4340975609756
KEN,50.8241463414634
JAM,70.60460975609759
DNK,76.7926829268293
LUX,77.8243902439025
MDG,59.1136097560976
PSS,66.9990672922084
ABW,73.78290243902441
USA,76.7365853658537
AFG,55.487536585365895
ROM,71.1609756097561
EUU,77.492797440168
TON,70.8985853658537
LAO,59.4482926829268
BOL,61.2591951219512
HIC,76.24539573884441
SLV,69.0057073170732
NAM,54.4046829268293
UKR,68.2870731707317
SMR,80.9731707317073
BLZ,68.4441219512195
BHR,74.7818292682927
MOZ,49.0702195121951
SSD,49.6119024390244
ISL,80.69024390243901
VIR,77.87317073170729
SEN,58.1355609756098
BMU,77.8853658536585
BLR,68.5073170731707
SRB,72.2341463414634
ADO,79.55567672488041
SXM,42.67882132275149
LCN,71.81814984051971
BGD,65.93017073170729
LIE,79.2756097560976
LBY,70.71678048780491
ESP,79.36829268292679
PAK,63.01370731707321
ETH,52.58692682926829
OED,77.3650569551819
GNB,51.601853658536605
CYM,74.41285684744513
BWA,48.6103170731707
FJI,67.788
DEU,78.32926829268291
JPN,81.41707317073171
AZE,67.1502926829268
CZE,75.1731707317073
LAC,71.34773680313491
HRV,74.5129268292683
ALB,74.7342195121951
ZWE,40.9968048780488
URY,74.89604878048779
MAF,77.17073170731709
BGR,71.7682926829268
ECA,69.2030976021344
LBN,74.8949268292683
GBR,77.9926829268293
LIC,52.6956356064804
UMC,71.52288423832759
ARE,74.7128780487805
SSF,50.6201370977425
VCT,70.6293170731707
NER,51.3720243902439
NOR,78.7853658536585
BRB,73.38392682926829
EMU,78.5967123531562
MRT,60.10507317073171
LVA,70.7609756097561
MAC,77.83465853658541
SWE,79.7951219512195
GEO,71.9297804878049
TUR,70.5518536585366
JOR,71.9563658536586
LTU,71.65853658536591
BRN,75.483243902439
CAF,44.362073170731705
NOC,69.9983477319029
OMN,72.7902195121951
DJI,57.08824390243901
SOM,51.2228048780488
SST,60.4432525174526
SAU,72.71663414634149
ITA,80.12682926829271
ZMB,44.27248780487809
ARM,71.7558292682927
MWI,44.458658536585396
BHS,72.54509756097559
CEB,73.0978554683642
LMY,65.8340936594555
GAB,59.1167073170732
DMA,62.63664966050944
FSM,67.38426829268289
HPC,52.554490946397706
GTM,68.2274878048781
LCA,71.6428048780488
MKD,73.455756097561
SUR,68.01197560975609
RWA,49.5076829268293
AUS,79.6341463414634
GIN,51.246195121951196
ECU,73.2304390243903
IRL,77.1341463414634
ZAR,50.62934146341461
HTI,57.9297804878049
AUT,78.57560975609759
MCO,58.15478214113752
OEC,78.1011258709103
MEX,74.53348780487809
LKA,71.90095121951221
MLT,78.8439024390244
SAS,63.304902389839896
POL,74.2
GMB,56.073414634146296
PYF,72.8006829268293
CSS,69.5627748670321
IRN,70.5216585365854
THA,70.84904878048779
IRQ,70.66741463414641
SGP,78.25121951219509
TTO,68.6489512195122
CHI,77.77817073170729
GUY,65.107756097561
KNA,80.03274593749323
HND,70.7121219512195
NCL,74.8317073170732
PLW,65.64657412848548
ASM,67.5342540146242
KIR,64.1720975609756
DOM,70.83892682926829
