Country,NY.GNP.PCAP.CD
MDA,9688.100180027495
GNQ,300.0
TMP,-12306.889162396572
TUN,1480.0
YEM,10910.05192081672
BDI,210.0
CUW,2768.92797265198
CRI,2330.0
WSM,11838.902652000073
NPL,210.0
EAP,449.883609676139
ERI,12470.257931508324
QAT,4440.4103040526425
LDC,305.781514748767
UZB,-3918.7979593103064
CPV,900.0
MEA,15476.774556056056
GRC,9900.0
BEL,20680.0
WBG,921.0642350484195
ECS,10324.1631453938
ARB,2109.58441601228
AGO,840.0
OSS,1610.29980533814
SLB,-15484.808863386053
STP,10184.941242920122
BTN,500.0
COM,550.0
BEN,380.0
PNG,870.0
UGA,250.0
LSO,570.0
MNG,1200.0
KSV,14785.371753642263
COG,950.0
TGO,400.0
CHE,37510.0
MNP,7611.342354462071
LBR,16116.439950053284
PHL,720.0
MNE,11034.370286447707
KOR,7550.0
PRI,6360.0
FRO,13733.049366008505
DZA,1990.0
SYR,990.0
CUB,2340.0
MMR,21268.764277333277
SVN,9281.072465657846
PRY,10259.208580978478
SDN,440.0
FRA,21550.0
BFA,360.0
CMR,870.0
GUM,9754.958648885276
TJK,-4827.195633381396
ISR,11490.0
FIN,25090.0
COL,1190.0
MNA,9198.47274402087
SSA,585.585005519658
PRT,8190.0
TCD,290.0
NAC,24007.281651297202
ARG,3950.0
WLD,4331.23705058109
PRK,5937.682913062605
EAS,2850.2257090097496
NIC,220.0
GRL,16510.0
LMC,459.497521061063
KWT,15411.707143116068
MHL,1595.9222344454347
TUV,11522.91052975477
NZL,12160.0
ATG,6160.0
RUS,3440.0
IMY,-13156.891304377255
ZAF,3320.0
GHA,420.0
PAN,2240.0
CHN,350.0
HKG,14320.0
CYP,9670.0
NLD,21010.0
MAR,1180.0
CHL,2510.0
MIC,761.2208901589571
BRA,3250.0
BIH,4567.968658436757
TZA,180.0
FCS,11450.652585135927
MDV,1610.766849397718
MLI,320.0
PER,1180.0
MYS,2530.0
EGY,730.0
SYC,5180.0
SVK,156.8741283337706
NGA,270.0
IND,350.0
KAZ,6967.930917503087
IDN,610.0
GRD,2430.0
SLE,190.0
HUN,7176.729852648641
KHM,16133.704777715106
MUS,2620.0
KGZ,-25028.727128523788
CIV,740.0
VUT,1090.0
TCA,-10374.808594739177
TKM,8297.920829751842
VNM,110.0
VEN,2580.0
CAN,20730.0
EST,20523.540887279996
SWZ,1290.0
KEN,350.0
JAM,1760.0
DNK,25720.0
LUX,32080.0
MDG,220.0
PSS,1424.4477643460098
ABW,-10861.681795823317
USA,24370.0
AFG,-3932.7438968566694
ROM,-6938.937286388823
EUU,15696.6513858944
TON,1350.0
LAO,210.0
BOL,740.0
HIC,16701.6722039998
SLV,950.0
NAM,2170.0
UKR,1520.0
SMR,-3812.9493511032993
BLZ,2380.0
BHR,9800.0
MOZ,200.0
SSD,15486.833267919734
ISL,25130.0
VIR,2627.584575892898
SEN,710.0
BMU,27400.0
BLR,11108.167206383105
SRB,5833.445011578458
ADO,18260.0
SXM,9071.841280618815
LCN,2660.94545070464
BGD,310.0
LIE,47660.0
LBY,13266.350794304293
ESP,13720.0
PAK,420.0
ETH,250.0
OED,17900.8278182915
GNB,230.0
CYM,6350.223232948174
BWA,2870.0
FJI,1790.0
DEU,22920.0
JPN,28290.0
AZE,14250.440576050481
CZE,-3423.0787329736368
LAC,2491.52170146532
HRV,21187.79618819904
ALB,420.0
ZWE,850.0
URY,3180.0
MAF,12269.608554958932
BGR,1620.0
ECA,1506.82663964117
LBN,1780.0
GBR,18020.0
LIC,279.808874306763
UMC,1069.38080037289
ARE,16674.935809468443
SSF,585.884224961229
VCT,2230.0
NER,290.0
NOR,27830.0
BRB,7530.0
EMU,18889.530181931
MRT,540.0
LVA,14679.093064041
MAC,9550.0
SWE,29110.0
GEO,-149.7078095648776
TUR,2580.0
JOR,1160.0
LTU,19722.62271956419
BRN,13680.0
CAF,460.0
NOC,5081.78247278012
OMN,6040.0
DJI,6995.386395748042
SOM,5989.740124499702
SST,1948.53467745124
SAU,8010.0
ITA,20310.0
ZMB,390.0
ARM,-14769.908557170964
MWI,210.0
BHS,13470.0
CEB,9927.71440563951
LMY,721.0014215921782
GAB,5160.0
DMA,2390.0
FSM,-20880.515240893976
HPC,346.331061728529
GTM,960.0
LCA,2830.0
MKD,12664.86652124612
SUR,1120.0
RWA,320.0
AUS,18210.0
GIN,430.0
ECU,1480.0
IRL,13130.0
ZAR,200.0
HTI,6401.178156087839
AUT,21730.0
MCO,82520.0
OEC,20176.9850460918
MEX,3200.0
LKA,500.0
MLT,8080.0
SAS,354.499815829467
POL,2111.6486863502955
GMB,410.0
PYF,16160.0
CSS,2909.32839104624
IRN,8422.944551102413
THA,1660.0
IRQ,-6470.004891256645
SGP,12980.0
TTO,3980.0
CHI,-6719.370872993667
GUY,390.0
KNA,4940.0
HND,620.0
NCL,15200.0
PLW,11646.56198270028
ASM,5026.643152091896
KIR,740.0
DOM,1030.0
