Country,NY.GNP.PCAP.CD
MDA,400.0
GNQ,1040.0
TMP,18908.141994152444
TUN,2280.0
YEM,470.0
BDI,120.0
CUW,13469.633114596252
CRI,3880.0
WSM,1630.0
NPL,240.0
EAP,978.854879182787
ERI,200.0
QAT,11450.431439373042
LDC,288.95617280720404
UZB,560.0
CPV,1310.0
MEA,2916.9761164509996
GRC,12940.0
BEL,24530.0
WBG,1390.0
ECS,11987.495882221001
ARB,2450.4868993326604
AGO,430.0
OSS,1695.4538705159
SLB,930.0
STP,619.7264402996716
BTN,820.0
COM,400.0
BEN,380.0
PNG,550.0
UGA,250.0
LSO,640.0
MNG,480.0
KSV,574.4754120462862
COG,640.0
TGO,270.0
CHE,40950.0
MNP,17786.809809070102
LBR,130.0
PHL,1220.0
MNE,2588.924890408194
KOR,11630.0
PRI,11350.0
FRO,21502.090171227588
DZA,1670.0
SYR,1110.0
CUB,2760.0
MMR,4562.753735906155
SVN,11000.0
PRY,1290.0
SDN,330.0
FRA,23940.0
BFA,240.0
CMR,580.0
GUM,1674.6532120284282
TJK,160.0
ISR,19040.0
FIN,25780.0
COL,2300.0
MNA,1552.84687747939
SSA,489.651670320261
PRT,11800.0
TCD,190.0
NAC,35475.123507082404
ARG,6960.0
WLD,5409.90142021279
PRK,15305.88482697525
EAS,3841.94700315195
NIC,980.0
GRL,19390.0
LMC,561.7893648173359
KWT,19790.0
MHL,2970.0
TUV,2710.0
NZL,13800.0
ATG,8890.0
RUS,1780.0
IMY,22330.0
ZAF,2900.0
GHA,300.0
PAN,3600.0
CHN,1010.0
HKG,26350.0
CYP,14040.0
NLD,27180.0
MAR,1320.0
CHL,4850.0
MIC,1136.9677945752196
BRA,3290.0
BIH,1590.0
TZA,300.0
FCS,498.1484306556969
MDV,-11983.998231939051
MLI,250.0
PER,1900.0
MYS,3520.0
EGY,1450.0
SYC,7310.0
SVK,5710.0
NGA,310.0
IND,460.0
KAZ,1350.0
IDN,670.0
GRD,4140.0
SLE,170.0
HUN,4820.0
KHM,310.0
MUS,3900.0
KGZ,280.0
CIV,590.0
VUT,1370.0
TCA,-5802.173015014746
TKM,650.0
VNM,430.0
VEN,4540.0
CAN,22870.0
EST,4320.0
SWZ,1480.0
KEN,410.0
JAM,3280.0
DNK,31440.0
LUX,41470.0
MDG,260.0
PSS,1795.3120971941394
ABW,-1665.2684500035948
USA,36840.0
AFG,-10557.608296771647
ROM,1780.0
EUU,18911.7881581004
TON,1920.0
LAO,310.0
BOL,960.0
HIC,21943.0086589099
SLV,2230.0
NAM,1970.0
UKR,730.0
SMR,26370.0
BLZ,3140.0
BHR,11540.0
MOZ,270.0
SSD,1781.8380244877226
ISL,30450.0
VIR,4921.3443688936095
SEN,490.0
BMU,405.42734892250155
BLR,1300.0
SRB,1450.0
ADO,21000.0
SXM,23619.646498587597
LCN,3932.739566576021
BGD,430.0
LIE,68010.0
LBY,16340.408052762901
ESP,15580.0
PAK,500.0
ETH,130.0
OED,23565.2749562641
GNB,230.0
CYM,15622.466387065775
BWA,3100.0
FJI,2140.0
DEU,24790.0
JPN,35600.0
AZE,660.0
CZE,6320.0
LAC,3488.7460487345
HRV,5190.0
ALB,1330.0
ZWE,510.0
URY,6500.0
MAF,1929.3755118242661
BGR,1760.0
ECA,1636.6834863535696
LBN,5300.0
GBR,27220.0
LIC,226.990668695018
UMC,1771.7665715017001
ARE,32820.0
SSF,490.840973818396
VCT,3650.0
NER,170.0
NOR,38250.0
BRB,10910.0
EMU,21206.573334496697
MRT,470.0
LVA,3590.0
MAC,13870.0
SWE,29390.0
GEO,720.0
TUR,3470.0
JOR,1840.0
LTU,3460.0
BRN,16210.0
CAF,250.0
NOC,6037.45211749202
OMN,8000.0
DJI,780.0
SOM,10618.499472321742
SST,2485.48603614724
SAU,8130.0
ITA,21080.0
ZMB,340.0
ARM,710.0
MWI,140.0
BHS,20870.0
CEB,4183.40042034583
LMY,1055.45132721482
GAB,3420.0
DMA,4150.0
FSM,2250.0
HPC,293.538015033157
GTM,1600.0
LCA,4300.0
MKD,1810.0
SUR,1590.0
RWA,220.0
AUS,20110.0
GIN,340.0
ECU,1550.0
IRL,24150.0
ZAR,140.0
HTI,27801.728059237423
AUT,25270.0
MCO,86410.0
OEC,26676.2708766781
MEX,6240.0
LKA,830.0
MLT,10160.0
SAS,458.9269842747081
POL,4750.0
GMB,600.0
PYF,15440.808827096545
CSS,4723.76936659262
IRN,1800.0
THA,1970.0
IRQ,14332.00366293103
SGP,21990.0
TTO,6080.0
CHI,41270.0
GUY,870.0
KNA,8830.0
HND,1030.0
NCL,17257.63203684875
PLW,6850.0
ASM,-6269.380051264796
KIR,1390.0
DOM,2650.0
