Country,NY.GNP.PCAP.CD
MDA,3280.630622885228
GNQ,260.0
TMP,729.7982020883883
TUN,1310.0
YEM,10797.928147426954
BDI,220.0
CUW,-9023.661271234896
CRI,2210.0
WSM,18637.798721510568
NPL,210.0
EAP,407.401190092334
ERI,12700.945673450755
QAT,-3547.4495553130473
LDC,320.66760805208196
UZB,-4913.537556985635
CPV,890.0
MEA,9876.388239740323
GRC,8300.0
BEL,18120.0
WBG,14168.372994302108
ECS,9046.421755650319
ARB,1829.74945121135
AGO,520.0
OSS,1374.23323770259
SLB,54.815661767612255
STP,-3795.143183276995
BTN,560.0
COM,540.0
BEN,340.0
PNG,890.0
UGA,400.0
LSO,520.0
MNG,1590.0
KSV,19323.59500909321
COG,930.0
TGO,400.0
CHE,35220.0
MNP,8846.689096302156
LBR,280.0
PHL,700.0
MNE,19417.351927600343
KOR,5440.0
PRI,5980.0
FRO,-2196.432337989404
DZA,2540.0
SYR,890.0
CUB,2750.0
MMR,17150.890588060698
SVN,8773.866759941257
PRY,5102.515183615833
SDN,720.0
FRA,19510.0
BFA,330.0
CMR,1040.0
GUM,1510.4903522573438
TJK,9722.922471240887
ISR,9770.0
FIN,24110.0
COL,1220.0
MNA,5459.601276939891
SSA,625.576898705846
PRT,6320.0
TCD,270.0
NAC,23444.7570357016
ARG,2910.0
WLD,4034.48157129964
PRK,5144.477950681028
EAS,2636.47353555649
NIC,370.0
GRL,16970.0
LMC,487.099807736634
KWT,17700.0
MHL,4673.066015156119
TUV,5661.514006443958
NZL,13570.0
ATG,5430.0
RUS,4068.538639251801
IMY,10441.950949197599
ZAF,3580.0
GHA,410.0
PAN,2090.0
CHN,320.0
HKG,11550.0
CYP,8770.0
NLD,19290.0
MAR,1050.0
CHL,2100.0
MIC,695.906197311964
BRA,2740.0
BIH,5528.871133157706
TZA,762.2019143892026
FCS,-7272.69953571583
MDV,3683.5872282088476
MLI,290.0
PER,830.0
MYS,2240.0
EGY,780.0
SYC,4530.0
SVK,-9070.890675964914
NGA,270.0
IND,400.0
KAZ,16266.377459915118
IDN,560.0
GRD,2120.0
SLE,230.0
HUN,1310.634846921822
KHM,5481.183660777697
MUS,2230.0
KGZ,13475.181074667329
CIV,810.0
VUT,1090.0
TCA,21756.625278971944
TKM,2928.4382669504976
VNM,220.0
VEN,2430.0
CAN,19660.0
EST,3049.724151080425
SWZ,-5603.13048896761
KEN,400.0
JAM,1710.0
DNK,23240.0
LUX,26040.0
MDG,230.0
PSS,1418.54470569994
ABW,12150.219346135636
USA,23860.0
AFG,10618.661051206109
ROM,7102.427061066694
EUU,13677.024914681499
TON,1160.0
LAO,210.0
BOL,720.0
HIC,15319.652051090101
SLV,860.0
NAM,1890.0
UKR,1620.0
SMR,-9263.285986254312
BLZ,2020.0
BHR,7310.0
MOZ,190.0
SSD,2394.2638395281883
ISL,24080.0
VIR,13660.0
SEN,730.0
BMU,26500.0
BLR,13472.8216048566
SRB,7840.444881081396
ADO,15360.0
SXM,771.4304087563005
LCN,2203.2474832976604
BGD,290.0
LIE,43690.0
LBY,-2536.6305978312803
ESP,10720.0
PAK,420.0
ETH,250.0
OED,16447.694519768702
GNB,190.0
CYM,13789.977362663883
BWA,2160.0
FJI,1790.0
DEU,19790.0
JPN,26640.0
AZE,18755.55306492964
CZE,6245.417705925657
LAC,2065.51846334035
HRV,-4633.565843496404
ALB,790.0
ZWE,840.0
URY,2730.0
MAF,1882.1556232284304
BGR,2850.0
ECA,1383.29121421207
LBN,-12266.357123782167
GBR,16190.0
LIC,296.495280670159
UMC,906.200338139406
ARE,18423.641042698426
SSF,625.731972897605
VCT,2030.0
NER,330.0
NOR,25080.0
BRB,6640.0
EMU,16349.7122728231
MRT,510.0
LVA,7620.904849090248
MAC,7690.0
SWE,26090.0
GEO,2371.786790372717
TUR,1920.0
JOR,1690.0
LTU,3692.4894284772745
BRN,12170.0
CAF,470.0
NOC,-958.9501919258455
OMN,5660.0
DJI,18738.67202846179
SOM,8348.044020459396
SST,1800.2885542073898
SAU,6950.0
ITA,17240.0
ZMB,400.0
ARM,19068.764510507895
MWI,160.0
BHS,14660.0
CEB,11517.81463427691
LMY,662.3204757291539
GAB,4560.0
DMA,2100.0
FSM,1983.634997141423
HPC,396.65967045346804
GTM,960.0
LCA,2330.0
MKD,7426.51090073529
SUR,2270.0
RWA,350.0
AUS,15470.0
GIN,420.0
ECU,1390.0
IRL,11100.0
ZAR,250.0
HTI,11215.839247394037
AUT,19230.0
MCO,75270.0
OEC,18576.3240743618
MEX,2300.0
LKA,450.0
MLT,6910.0
SAS,386.26508451582197
POL,21218.81951016846
GMB,310.0
PYF,15050.0
CSS,2843.9255942092304
IRN,2590.0
THA,1320.0
IRQ,3710.0
SGP,10300.0
TTO,3630.0
CHI,14294.582123206854
GUY,370.0
KNA,4410.0
HND,870.0
NCL,14530.0
PLW,12667.30267262714
ASM,-14455.683948009799
KIR,660.0
DOM,900.0
