Country,SP.DYN.LE00.IN
MDA,63.281268292682896
GNQ,37.9317317073171
TMP,35.7334878048781
TUN,44.92385365853661
YEM,35.8128780487805
BDI,42.4922195121951
CUW,61.37682251487789
CRI,63.2794878048781
WSM,51.969512195122
NPL,36.9464634146342
EAP,49.9952127341951
ERI,38.414536585365894
QAT,64.25292682926829
LDC,42.1789226486212
UZB,60.5465365853659
CPV,50.138999999999996
MEA,49.07054569650539
GRC,69.4294390243902
BEL,70.75512195121951
WBG,52.9521026375518
ECS,68.1581441532841
ARB,49.1747733453265
AGO,34.5903414634146
OSS,46.9643935847613
SLB,51.3817073170732
STP,52.67475609756099
BTN,33.815756097561
COM,43.0327073170732
BEN,39.1368536585366
PNG,41.216487804878
UGA,46.321268292682895
LSO,47.971243902439014
MNG,51.7460975609756
KSV,60.615417075327144
COG,50.952292682926796
TGO,42.8192195121951
CHE,72.0778048780488
MNP,43.564723738171445
LBR,36.13
PHL,59.033073170731704
MNE,66.3082682926829
KOR,56.0216341463415
PRI,69.5922682926829
FRO,49.70516602941064
DZA,47.9419024390244
SYR,55.0300975609756
CUB,66.40180487804881
MMR,45.9550975609756
SVN,68.66341463414629
PRY,64.5702195121951
SDN,49.843878048780496
FRA,70.66341463414629
BFA,36.35895121951221
CMR,43.2786585365854
GUM,63.186243902439
TJK,57.801829268292714
ISR,57.76324191768494
FIN,69.2209756097561
COL,58.641268292682895
MNA,48.996024682813214
SSA,41.88377321443321
PRT,64.5638536585366
TCD,39.0498780487805
NAC,70.31320505015489
ARG,65.5824146341463
WLD,54.913003975522614
PRK,53.0548780487805
EAS,52.459337897842396
NIC,49.60807317073171
GRL,41.870601748023155
LMC,48.001199398939704
KWT,63.08034146341461
MHL,58.9707880139742
TUV,62.58594769687271
NZL,71.32926829268291
ATG,63.3785853658537
RUS,67.566512195122
IMY,69.13428397339263
ZAF,50.581756097561
GHA,47.453365853658504
PAN,62.8402195121951
CHN,48.5808780487805
HKG,69.1183658536585
CYP,70.8691219512195
