Country,NY.GNP.PCAP.CD
MDA,4095.116369984735
GNQ,1790.4894698345925
TMP,2516.78562067022
TUN,850.0
YEM,6427.233026169761
BDI,140.0
CUW,1568.2440974786841
CRI,1240.0
WSM,3016.424316274948
NPL,120.0
EAP,226.062552967982
ERI,2541.9212670822344
QAT,179.88282703320147
LDC,240.816318669313
UZB,5597.179912396241
CPV,1264.2257386184228
MEA,-1265.5461131741104
GRC,3930.0
BEL,8260.0
WBG,8108.7145274609065
ECS,3458.3141379390995
ARB,1245.0910166656402
AGO,500.69556208596805
OSS,2582.6550072777063
SLB,498.6631107941794
STP,-26.883661354284413
BTN,7942.405983067463
COM,1962.5072805500258
BEN,230.0
PNG,530.0
UGA,5030.64137958854
LSO,320.0
MNG,-3260.750005036756
KSV,4147.130046304932
COG,440.0
TGO,290.0
CHE,3386.2707368827178
MNP,1785.1518302566856
LBR,430.0
PHL,450.0
MNE,1750.8172171153165
KOR,950.0
PRI,2740.0
FRO,-343.7663778362985
DZA,1140.0
SYR,1050.0
CUB,1600.0
MMR,509.86198569151384
SVN,5067.655164628817
PRY,2393.416715115589
SDN,410.0
FRA,7790.0
BFA,170.0
CMR,330.0
GUM,5497.094978047593
TJK,4463.211491044109
ISR,3740.0
FIN,7190.0
COL,670.0
MNA,1046.2784111540386
SSA,454.46327057882996
PRT,2430.0
TCD,230.0
NAC,9558.77447798979
ARG,2200.0
WLD,1716.58813827871
PRK,-4617.580516312264
EAS,782.453324833965
NIC,680.0
GRL,5140.0
LMC,287.551087006687
KWT,13760.0
MHL,7721.30406371368
TUV,3292.753686110642
NZL,3743.564514800226
ATG,591.3995819985794
RUS,2382.4507292275885
IMY,-1922.049573364162
ZAF,1490.0
GHA,310.0
PAN,1170.0
CHN,190.0
HKG,3340.0
CYP,1530.0
NLD,8980.0
MAR,600.0
CHL,1070.0
MIC,402.965566504009
BRA,1470.0
BIH,2777.6903843873133
TZA,1359.4986703302238
FCS,5471.440786279491
MDV,4697.451558315524
MLI,160.0
PER,940.0
MYS,970.0
EGY,380.0
SYC,870.0
SVK,1793.206988020549
NGA,560.0
IND,190.0
KAZ,4447.083139880677
IDN,330.0
GRD,836.5401905121289
SLE,230.0
HUN,3761.0148871942583
KHM,-1712.5097100568419
MUS,-1299.6880059203213
KGZ,2867.1534466616213
CIV,760.0
VUT,-3286.7471968127757
TCA,4683.656471328377
TKM,4527.771473352743
VNM,4953.0081324026
VEN,2960.0
CAN,9030.0
EST,4849.18026415573
SWZ,5277.263658359254
KEN,280.0
JAM,1460.0
DNK,9850.0
LUX,8230.0
MDG,310.0
PSS,-1127.4555434478352
ABW,6038.565309605532
USA,9610.0
AFG,681.9915138308406
ROM,4449.430234553314
EUU,4994.52606914489
TON,2073.2392913665135
LAO,424.0444094923296
BOL,620.0
HIC,5532.27990831595
SLV,610.0
NAM,503.6346673078806
UKR,2345.118818882198
SMR,-698.0358503936586
BLZ,850.0
BHR,471.22093929613766
MOZ,1043.3129769957595
SSD,-704.0710037439421
ISL,8970.0
VIR,4930.0
SEN,470.0
BMU,8960.0
BLR,-3009.2170214985563
SRB,1329.1934118707686
ADO,7880.0
SXM,4409.094122982016
LCN,1413.91387746831
BGD,170.0
LIE,12370.0
LBY,1549.6092581921257
ESP,3660.0
PAK,220.0
ETH,8245.153274302233
OED,5957.04217399206
GNB,140.0
CYM,4418.779064792496
BWA,530.0
FJI,1300.0
DEU,7680.0
JPN,5840.0
AZE,82.13786716111645
CZE,2598.3644214118794
LAC,1244.81514608392
HRV,4206.919664610541
ALB,4630.791762213183
ZWE,670.0
URY,1420.0
MAF,6301.451662592925
BGR,8930.500719502543
ECA,6268.560220844853
LBN,4496.39654372545
GBR,4880.0
LIC,-2023.3003110128557
UMC,509.793914031439
ARE,-639.1977324324362
SSF,454.187089050693
VCT,460.0
NER,230.0
NOR,9960.0
BRB,4628.906943975195
EMU,6047.551098182779
MRT,370.0
LVA,8293.359491048028
MAC,-1636.41073640803
SWE,11290.0
GEO,585.6659661998419
TUR,1410.0
JOR,1060.0
LTU,-1989.6551424966528
BRN,1604.450422923128
CAF,240.0
NOC,5085.114702342162
OMN,2720.0
DJI,417.5546966433976
SOM,2631.1474607918826
SST,4973.537034394663
SAU,8480.0
ITA,4710.0
ZMB,490.0
ARM,208.4858139836506
MWI,130.0
BHS,5740.0
CEB,3815.886657914549
LMY,387.887609005666
GAB,3990.0
DMA,-5718.957564121549
FSM,3312.0598172988393
HPC,295.685443854347
GTM,780.0
LCA,863.7012197981494
MKD,5436.151099011469
SUR,1560.0
RWA,160.0
AUS,8000.0
GIN,-204.965917750902
ECU,1370.0
IRL,3580.0
ZAR,460.0
HTI,2377.9700398170535
AUT,6630.0
MCO,32490.0
OEC,6516.039700946851
MEX,1440.0
LKA,260.0
MLT,2320.0
SAS,188.32467927867
POL,4890.043195383874
GMB,250.0
PYF,5940.0
CSS,1729.4684204202802
IRN,2090.0
THA,450.0
IRQ,-879.817081787307
SGP,3030.0
TTO,2810.0
CHI,5406.558820789627
GUY,610.0
KNA,9174.441179418183
HND,470.0
NCL,6580.0
PLW,8329.708642741763
ASM,298.94673859687464
KIR,2206.0851451158305
DOM,830.0
