Country,SP.DYN.LE00.IN
MDA,67.2454146341463
GNQ,49.0414390243903
TMP,50.278268292682895
TUN,70.75609756097559
YEM,58.418634146341496
BDI,47.7017317073171
CUW,59.86961994578325
CRI,76.0202195121951
WSM,66.0700243902439
NPL,55.924487804878
EAP,68.6074233831673
ERI,49.8400487804878
QAT,75.44048780487809
LDC,52.229330508525294
UZB,66.3592682926829
CPV,66.3715365853659
MEA,67.03502540443728
GRC,77.3829268292683
BEL,76.35121951219509
WBG,68.7226829268293
ECS,71.9066889871971
ARB,65.2926919177049
AGO,41.313024390243896
OSS,59.27455588196821
SLB,57.8211219512195
STP,62.095097560975596
BTN,54.040512195122005
COM,57.5993414634146
BEN,54.3270243902439
PNG,56.3991951219512
UGA,44.239292682926795
LSO,59.577658536585396
MNG,60.672365853658505
KSV,68.1
COG,53.9591219512195
TGO,55.6976829268293
CHE,77.80609756097559
MNP,64.11363284821365
LBR,47.851487804878104
PHL,65.6484634146342
MNE,74.602
KOR,72.2004878048781
PRI,73.9463658536585
FRO,76.5634146341463
DZA,67.2096829268293
SYR,70.95509756097559
CUB,74.8032926829268
MMR,59.3963170731707
SVN,73.3048780487805
PRY,68.3704634146341
SDN,55.8795853658537
FRA,77.1
BFA,49.27795121951222
CMR,53.6019512195122
GUM,72.5400731707317
TJK,62.4331951219512
ISR,76.5048780487805
FIN,75.4553658536585
COL,68.6402195121951
MNA,66.51374488895951
SSA,49.9047539166292
PRT,74.3121951219512
TCD,47.12185365853661
NAC,75.81014440045121
ARG,71.9889512195122
WLD,65.8564258244174
PRK,68.9517073170732
EAS,69.5961885182379
NIC,65.5914146341463
GRL,65.130487804878
LMC,60.292205981889886
KWT,72.5477317073171
MHL,73.3110117464608
TUV,63.67054823347848
NZL,76.1243902439025
ATG,71.63470731707321
RUS,66.87317073170729
IMY,58.93562781018874
ZAF,62.325170731707296
GHA,57.436780487804896
PAN,73.4907317073171
CHN,69.832
HKG,77.6780487804878
CYP,76.8263170731707
NLD,77.21707317073171
MAR,65.6723170731707
CHL,73.5584390243903
MIC,64.534873069793
BRA,66.1718048780488
BIH,70.51804878048779
TZA,49.28014634146339
FCS,55.863729008726594
MDV,63.0932926829268
MLI,47.1234634146342
PER,66.5173658536585
MYS,71.2142926829268
EGY,65.3696341463415
SYC,70.67073170731709
SVK,71.7951219512195
NGA,46.074951219512215
IND,58.9450731707317
KAZ,67.7317073170732
IDN,63.974268292682886
GRD,68.8256097560976
SLE,36.2465853658537
HUN,69.1170731707317
KHM,54.1507804878049
MUS,70.0585365853659
KGZ,68.10243902439029
CIV,51.7116097560976
VUT,64.1034146341463
TCA,70.17882911205214
TKM,62.706146341463395
VNM,71.1708048780488
VEN,70.1880243902439
CAN,77.3207317073171
EST,68.8634146341464
SWZ,58.9774634146342
KEN,57.4735365853659
JAM,70.45060975609759
DNK,75.19414634146341
LUX,75.7707317073171
MDG,52.2801219512195
PSS,64.2485093207196
ABW,73.471756097561
USA,75.6421951219512
AFG,51.3629268292683
ROM,69.7843902439024
EUU,75.2866904323048
TON,69.7972195121951
LAO,54.556439024390286
BOL,56.198243902439
HIC,74.5324955752344
SLV,65.5779756097561
NAM,61.19
UKR,69.06829268292691
SMR,76.21259245318326
BLZ,70.7466097560976
BHR,72.91473170731709
MOZ,44.0285609756098
SSD,44.925146341463396
ISL,78.760243902439
VIR,75.400512195122
SEN,57.5066097560976
BMU,59.04100649210612
BLR,70.0219512195122
SRB,67.8825543857907
ADO,76.36147470315179
SXM,73.59844290917063
LCN,68.47129404485871
BGD,59.717853658536605
LIE,57.55749464115851
LBY,69.2750731707317
ESP,77.41
PAK,60.676219512195104
ETH,47.913243902439
OED,75.1645457798824
GNB,49.75173170731711
CYM,57.6635835346875
BWA,60.9384878048781
FJI,66.011243902439
DEU,75.819512195122
JPN,79.1539024390244
AZE,64.207243902439
CZE,72.27170731707321
LAC,67.7979632139585
HRV,71.2414634146342
ALB,71.9008048780488
ZWE,56.491975609756096
URY,72.9068048780488
MAF,75.42439024390251
BGR,71.4943902439024
ECA,67.650298070372
LBN,70.87678048780491
GBR,76.4341463414634
LIC,49.938983821173714
UMC,68.95151863625149
ARE,72.2964146341463
SSF,49.9068722955631
VCT,70.3681463414634
NER,45.1238292682927
NOR,77.1843902439025
BRB,71.63121951219509
EMU,76.3784961716853
MRT,58.786048780487796
LVA,68.3960975609756
MAC,75.7796097560976
SWE,77.99878048780491
GEO,69.9477317073171
TUR,65.3002195121951
JOR,70.3722682926829
LTU,70.2343902439025
BRN,73.5333902439024
CAF,48.257365853658506
NOC,69.26417632463429
OMN,68.40548780487799
DJI,56.929585365853704
SOM,45.3723170731707
SST,62.40954109318089
SAU,69.9979268292683
ITA,77.41951219512201
ZMB,43.0046097560976
ARM,67.85334146341471
MWI,43.4606585365854
BHS,70.9296341463415
CEB,70.7323478672471
LMY,63.3534542832795
GAB,61.254512195122004
DMA,73.9512195121951
FSM,66.4226585365854
HPC,49.8368676239671
GTM,63.311756097560995
LCA,71.194512195122
MKD,71.4947317073171
SUR,67.6510731707317
RWA,27.4836585365854
AUS,77.37804878048779
GIN,51.0040975609756
ECU,69.9635853658537
IRL,75.136243902439
ZAR,49.2614146341463
HTI,55.25595121951221
AUT,75.8170731707317
MCO,77.56771748050089
OEC,76.0883188665068
MEX,71.5858292682927
LKA,69.7964146341463
MLT,75.8334146341463
SAS,59.2037944768567
POL,71.090243902439
GMB,52.7114390243902
PYF,69.4403414634146
CSS,69.1091072175338
IRN,66.203512195122
THA,70.2730731707317
IRQ,69.91170731707321
SGP,75.9463414634146
TTO,68.1916341463415
CHI,75.8496829268293
GUY,63.78324390243901
KNA,67.9512195121951
HND,67.5791951219512
NCL,71.6146341463415
PLW,64.36266830240201
ASM,54.818588918976616
KIR,61.299731707317115
DOM,68.8371219512195
