Country,LEI,GDP,EI,HDI
MDA,0.6404476547842399,1.0224416615641612,0.7182707298535955,0.7937200154006655
GNQ,0.3963328330206384,1.0360917248433728,0.66819889469289,0.700207817518967
TMP,0.46107242026266465,1.5939441335035291,0.7327575881318473,0.929258047299347
TUN,0.7162101313320831,1.2807220358213205,0.8268326346358111,0.9412549339297382
YEM,0.5307106941838645,0.9827733153936413,0.7000692968018272,0.7378511021264443
BDI,0.37634784240150176,0.8157278410800057,0.7181159598335223,0.6367305477716766
CUW,0.5970883143679382,1.433320330304242,0.88495278342533,0.9717871426991701
CRI,0.7960277673545969,1.3516037702260273,0.6840734456721158,0.9439016610842467
WSM,0.6608348968105061,1.2154648507956427,0.5882389034050519,0.8215128836704002
NPL,0.52734296435272,0.885835918206851,0.8690684772217558,0.7607491199271089
EAP,0.6822115570450615,1.1285863604566084,0.6591140245933161,0.8233039806983287
ERI,0.4342851782363983,0.8939960572779129,0.9137055725309182,0.7473289360150763
QAT,0.7846536585365846,1.6324869481876523,0.8665733186577269,1.0945713084606545
LDC,0.44256148213753227,0.9347132552109808,0.6343000137622123,0.6705249170369085
UZB,0.6374120075046907,1.066555405786435,0.7822717694689807,0.8287463942533688
CPV,0.6634330206378984,1.1904281563456722,0.8041686135381207,0.8860099301738971
MEA,0.6725000853678632,1.3210872564545548,0.7750058097858692,0.922864383869429
GRC,0.8105440900562848,1.5887559186694027,0.7140982907079512,1.0377994331445464
BEL,0.8028818011257032,1.707276779062785,0.9140886621881177,1.1414157474588686
WBG,0.6917016885553476,1.1982762724741198,0.46952812117545206,0.7865020274016399
ECS,0.7260963046197692,1.5782532622145184,0.575033086890042,0.9597942179081099
ARB,0.6414399773797229,1.2859967668780155,0.5704887380969801,0.8326418274515728
AGO,0.2692559099437154,1.0549832614158416,0.5067632265521617,0.6103341326372396
OSS,0.510123507559237,1.24636251606067,1.1310729028387656,0.962519642152891
SLB,0.5430243902439031,1.2233858583986854,0.5696615219184025,0.778690590186997
STP,0.5802818011257032,1.7453279937218023,1.0164252034600882,1.1140116661025312
BTN,0.4954731707317077,1.071237702346306,0.9094077400199972,0.8253728710326704
COM,0.5222641651031892,1.0243944240905773,0.8240058438863215,0.7902214776933627
BEN,0.45895084427767385,0.9904169515753237,0.7597637535225837,0.7363771831251937
PNG,0.5020131332082555,1.162738177724002,0.8571705268116453,0.840640612581301
UGA,0.29165253283301995,0.9420505249839307,1.088516763318794,0.7740732737119149
LSO,0.4631834896810507,1.0211346831279537,0.6712129304913612,0.7185103677667886
MNG,0.5607392120075045,1.0609487581350816,0.7078431785561626,0.776510382899583
KSV,0.6723076923076924,1.569380706719557,0.8368760238959376,1.0261881409743956
COG,0.41015121951219546,1.136109231435691,0.7629075450403644,0.769722665329417
TGO,0.45122476547842466,0.9673789285403147,0.6580050933432384,0.6922029291206593
CHE,0.8291707317073168,1.794131097637547,0.8021376144752899,1.1418131479400513
MNP,0.43883501736002695,1.464733548802442,0.6011129893533016,0.8348938518385902
LBR,0.39968480300187703,0.7040612576690659,0.6967429334408802,0.6001629980372745
PHL,0.6338116322701692,1.177001791188954,0.8760532874118752,0.8956222369569995
MNE,0.7666003752345215,1.603537814080548,0.2891536196282359,0.8864306029811019
KOR,0.7512495309568475,1.5842128730349085,0.6565546915952494,0.9973390318623351
PRI,0.7594228893058167,1.5700019017972482,0.578180296316736,0.9692016958066003
FRO,0.8079549718574108,1.5772661530449956,0.8220567407785169,1.0690926218936412
DZA,0.6693726078799247,1.2304788610850084,0.9207393804781192,0.9401969498143508
SYR,0.72634296435272,1.141027531375517,0.6490321351495587,0.8388008769592653
CUB,0.7796251407129461,1.2904147524207465,0.900897272589926,0.9903123885745395
MMR,0.5499369606003753,1.510887891511524,0.7126798501960785,0.9245015674359925
SVN,0.7609005628517816,1.550039627482275,1.1006026879685706,1.137180959434209
PRY,0.6786585365853662,1.26904225005261,0.645852297117153,0.864517694585043
SDN,0.4890146341463417,0.9439099991144805,0.6490708222285118,0.6939984851631114
FRA,0.8146716697936217,1.7030872121005258,0.8820044546824799,1.1332544455255424
BFA,0.37605403377110774,0.9180146003442817,0.22221970000000002,0.5054294447051298
CMR,0.4306236397748599,1.08737182431283,0.837520457874986,0.7851719739875587
GUM,0.7492180112570354,1.6750804311120657,0.8016050223203909,1.0753011548964972
TJK,0.5778953095684799,0.8605544687237219,0.7178629818523239,0.7187709200481752
ISR,0.8169981238273922,1.6468226320696169,1.0096751207147956,1.1578319588706014
FIN,0.7952833020637908,1.695258986058986,1.0962514012732787,1.195597896465352
COL,0.6884363977485923,1.3091013973157437,0.9950144,0.9975173983547787
MNA,0.6642381976997631,1.2225037433805472,0.6888682211338679,0.8585367207380594
SSA,0.383563444196257,1.0589378583222062,0.39868838395316675,0.6137298954905434
PRT,0.7732457786116324,1.570165045384708,0.7158542866442514,1.0197550368801973
TCD,0.3458589118198877,0.8981897728463071,0.6219014206562918,0.6219833684408289
NAC,0.7879726549153077,1.7159803774467492,0.6242115049682107,1.0427215124434226
ARG,0.7367283302063783,1.493164227215162,0.8992688886689804,1.0430538153635067
WLD,0.6408112772845846,1.4344662411751534,0.5099988194606924,0.8617587793068102
PRK,0.61729530956848,1.4641474029503767,1.1076766255914228,1.0630397793700932
