Country,SP.DYN.LE00.IN,NY.GDP.PCAP.CD,SE.PRM.ENRR,SE.ADT.LITR.ZS
MDA,67.9917317073171,950.648204362747,96.6526718139648,102.54130291715877
GNQ,54.0765853658537,14162.054888063201,92.0595463104227,60.81541205643903
TMP,63.6895853658537,464.83516924819196,91.29222043624179,59.47002321577996
TUN,73.9,3394.4289798688897,109.73668670654301,77.01622018089037
YEM,61.7171707317073,904.6056000552608,100.87238783083146,76.48245067395277
BDI,53.0538780487805,154.924525713107,101.78356170654301,85.92066478931332
CUW,74.709756097561,17544.59256349275,105.16623840046877,96.26061666263965
CRI,78.2078048780488,5228.02541286506,112.758819580078,51.37915406827612
WSM,71.27865853658541,2793.54311999082,108.60173034667999,78.83622256407273
NPL,66.03607317073171,350.608465014195,131.90495300293,69.881016515445
EAP,72.5407426848163,1951.102125116,112.78247833252001,65.27813597142413
ERI,59.1165609756098,281.375017309712,108.0177789182403,68.75427183608537
QAT,77.1456097560976,61593.672967260594,118.40005505901644,67.03043161829515
LDC,59.0135680008576,505.37956130185995,96.8247299194335,80.87417603855188
UZB,67.4351463414634,642.960414644088,96.32376098632808,87.71370055458934
CPV,71.8356829268293,2316.4794903215397,113.533256530762,50.38545332797306
MEA,71.2838601380448,5018.7905348227505,103.43578338622999,87.64398745551995
GRC,79.4390243902439,24561.3801941,101.776649475098,99.16639452714996
BEL,79.380487804878,38852.361033993904,101.829803466797,64.3085893900604
WBG,71.917512195122,1442.82041027082,87.00656127929692,93.4499664306641
ECS,74.5727167557047,20548.595554027,101.46469116210899,86.97594157599764
ARB,69.0909483803984,4358.29728513177,95.9790573120117,78.79597735878875
AGO,49.007048780487786,2825.07349024961,109.07716925022915,68.17434174897312
OSS,58.191063038415784,3256.64546906253,107.51917266845699,79.26620303945433
SLB,65.9346097560976,950.057695088818,106.369033813477,71.10010913228635
STP,64.8924634146342,858.587830979996,98.10156428358117,69.32230631604301
BTN,65.6379024390244,1346.0857748004598,98.23754119873051,55.61764849189997
COM,60.3883170731707,640.742983808889,90.17654544954414,80.8045681613693
BEN,57.4833902439024,609.018608681583,98.7934188842773,28.702112197876
PNG,60.9955365853659,886.420266945581,56.14315032958979,54.86487903455148
UGA,52.757048780487786,342.837263983568,118.243530273438,71.3731460571289
LSO,44.1483414634146,736.391195738451,117.408988952637,82.69621530904624
MNG,65.6060975609756,1334.4057115741198,100.79425048828101,68.16947649273827
KSV,68.9463414634146,2371.66207856318,79.57922174154069,83.36663858737543
COG,54.6478292682927,2144.83494288074,110.32398223877001,66.84276106093706
TGO,54.930756097560995,384.288555620343,117.56214141845699,56.8883666992188
CHE,81.490243902439,57348.9278823975,101.735610961914,96.41258673487613
MNP,75.17687329964775,45002.1218146521,105.09684251863028,73.00054081994739
LBR,56.1418780487805,178.453139384142,92.5245513916016,100.55511961181911
PHL,67.37475609756099,1395.2126330001001,104.569053649902,86.61637914024487
MNE,73.7309268292683,4383.5950970820095,116.106216430664,93.75560236806284
KOR,78.96926829268291,20917.0302377023,101.900131225586,61.07374892692327
PRI,78.4163414634146,22935.9411493385,102.22436405665188,73.89135260853591
FRO,79.64146341463409,40617.3049771172,93.49265302762863,66.39068344481399
DZA,72.55770731707321,3467.5447400859607,106.580352783203,72.648681640625
SYR,74.89782926829271,1779.8210492615399,119.21745300292999,75.9603890345118
CUB,78.2059512195122,4677.70901427106,100.07894897460899,100.38133389974644
MMR,63.824243902439,6178.638494740386,104.815048217773,91.17966592129392
SVN,78.08658536585371,19726.1257457623,100.05899810791,70.73808852985135
PRY,71.4918536585366,1809.7102314291799,108.352813720703,65.51972927680221
SDN,60.262243902439,868.3227750224139,67.1312789916992,94.15393283085365
FRA,80.8121951219512,36544.5085344191,107.73773193359399,62.43308161457414
BFA,54.4039024390244,422.47993797523696,62.0652389526367,22.472581863403306
CMR,52.150243902439,965.368688278105,99.2547607421875,64.20760495293167
GUM,77.0325609756098,24771.39166801995,104.00329497832423,86.82638011244792
TJK,66.6618048780488,407.252611650134,98.1818008422852,71.92773629072181
ISR,80.5536585365854,21905.0176947466,102.620948791504,73.98212393585236
FIN,79.2146341463415,41120.6765061581,98.1259613037109,73.68752042725598
COL,72.4914390243902,3709.07691441063,119.73303985595699,92.29967498779301
MNA,70.74158714692359,2583.26023936521,104.861953735352,81.924506679254
SSA,53.4298988424644,1007.4495042906599,96.0809707641602,68.47238871304765
PRT,78.41951219512201,19821.444626863202,115.904823303223,100.34062820171772
TCD,48.230024390243905,712.0468098180589,71.4715118408203,61.53566470140976
NAC,77.8887656769488,45834.9557269967,100.285011291504,79.98620392229303
ARG,74.8499024390244,6639.90943461746,114.554077148438,73.45647475565738
WLD,69.3811093953348,7737.8436198445,105.877616882324,81.26248170446542
PRK,68.292756097561,5182.104507768276,101.5558114908601,73.35689461517919
EAS,73.4738476424611,4995.29622746573,111.89305877685499,63.98314153689688
NIC,72.2130243902439,1245.14209541059,116.99307250976601,70.56284027193783
GRL,69.46878048780489,30620.215528891295,99.43928479340849,60.898378710298786
LMC,64.7033307072326,994.592721747185,104.33197021484399,92.71750283170854
KWT,73.81682926829271,42498.7402043786,108.22386932372999,93.2821197509766
MHL,63.23161734047983,2758.38292551498,115.793899536133,82.8585691181302
TUV,57.032850447603735,2353.3560877294603,100.06854248046899,79.12574179457292
NZL,80.0487804878049,26630.3641512637,100.211959838867,77.83121787529315
ATG,74.6181463414634,13599.908857303999,104.08141664199904,56.48679880676596
RUS,66.6431707317073,6920.194397836079,94.9187469482422,99.69008928208422
IMY,78.85887864198466,41232.9206416727,92.22504367409402,80.6243133954537
ZAF,51.6137073170732,5660.116973802011,107.290946960449,59.21015891481455
GHA,59.1842195121951,929.726628584054,95.34689331054692,75.10829532650807
PAN,76.141,5072.21926241639,105.55169677734399,96.0398564126939
CHN,74.2563170731707,2082.18336250102,118.76611328125,86.5547520779428
HKG,82.37560975609759,28224.215060938906,89.23402612182964,84.44841872956583
CYP,78.7228780487805,26455.1323679197,102.386909484863,91.31301855678691
NLD,79.6975609756098,44453.97119462121,106.991989135742,99.04417257355036
MAR,70.85243902439029,2107.89601747135,104.547561645508,69.65960199944196
CHL,78.9791707317073,9500.83516202761,104.601371765137,38.11487321437977
MIC,68.5329251271997,2101.55141846726,108.102729797363,64.50942902058557
BRA,72.1317317073171,5809.189095945861,124.6348332753065,89.61522674560551
BIH,75.2314390243902,3269.5485275044202,102.82399085393983,60.29449891974595
TZA,56.832,475.90876511337194,108.20629119872999,88.71093344806165
FCS,59.0267541111407,905.1589009382981,92.73629760742192,71.82246674148162
MDV,74.9268536585366,4428.52290144806,111.71395111084,98.3978958129883
MLI,53.4468048780488,460.005572265475,83.043357849121,26.1765537261963
PER,72.7434390243903,3143.5500310734,113.76258087158199,88.6993408203125
MYS,73.7114390243903,6194.67190541651,94.8209274847079,83.00192417238138
EGY,69.6031951219512,1409.17787226409,107.177177429199,66.36990356445311
SYC,72.21707317073171,12014.3998729502,103.43352477700829,85.49996819973963
SVK,74.2048780487805,13100.3652701628,101.04662322997999,65.579459912674
NGA,49.236146341463396,1014.7347416177099,101.66729736328101,74.11941078652198
IND,64.9080975609756,816.733776198888,108.8868612182093,62.7544746398926
KAZ,66.1609756097561,5291.575650186521,102.961219787598,74.33969903248304
IDN,67.3674878048781,1590.17790597325,108.09194946289101,91.98226928710942
GRD,71.6059024390244,6764.7228669512415,86.89610702601406,84.26027268654227
SLE,44.548073170731705,359.5337138352121,114.16749340730914,88.89615294656606
HUN,73.0975609756098,11392.0680693742,99.4026565551758,122.18703952598217
KHM,63.795585365853704,537.848582712145,133.514053344727,59.05876059339437
MUS,72.4321951219512,5455.06563037963,106.61074829101601,63.82128734268673
KGZ,67.6951219512195,543.110702403072,99.6394500732422,90.7540872101783
CIV,48.258756097561,962.918442738785,74.4113464355469,65.21482443341466
VUT,69.63675609756099,2047.08828520065,111.666870117188,67.69312237567473
TCA,79.44755191823049,-8931.92216397546,101.53907563267342,54.29848593697412
TKM,64.5318048780488,2140.4554721671493,80.95758009305578,71.81874812227082
VNM,74.7686341463415,796.6715737745178,98.5472183227539,88.2851123884254
VEN,73.30104878048779,6740.236778586689,104.31494140625,62.56185560012803
CAN,80.64390243902442,40243.5522837141,98.6229629516602,29.72962050647004
EST,72.6914634146341,12595.414840361002,98.9765167236328,50.23545655852013
SWZ,46.24136585365851,2636.32001592998,108.16845703125,66.5980257246751
KEN,54.5910975609756,711.7211636716362,104.734817504883,69.30541420574917
JAM,71.75607317073171,4487.49970687553,120.21556807304344,105.2033204150245
DNK,78.0951219512195,52041.0029728889,99.3761978149414,39.23267805656603
LUX,79.2878048780488,88680.2380283837,101.463340759277,78.52406107713432
MDG,61.6243658536585,292.99089305874,138.11169433593798,71.27813451144284
PSS,68.2905496959291,2640.70269315832,110.634330749512,79.23111436384423
ABW,74.3761951219512,24015.420612270096,114.23858642578101,88.24396009859444
USA,77.5878048780488,46437.067117306506,100.446098327637,75.60299552735756
AFG,57.432560975609796,280.24564410691397,100.988906860352,65.08642440323791
ROM,72.16341463414629,5828.7406231023,104.397148132324,58.62561698758571
EUU,78.73790212509459,30703.687798079103,103.338829040527,98.73889548030684
TON,71.5937073170732,2837.07547156741,111.13224792480499,99.018455505371
LAO,62.288634146341494,591.36477247124,110.910606384277,42.19848477428809
BOL,64.11495121951219,1233.59297372996,106.676689147949,117.16127838909792
HIC,77.40736985715421,30694.8756491597,101.658256530762,88.68605216290015
SLV,70.4791707317073,3108.59252933697,112.46331787109399,83.559455871582
NAM,57.3248780487805,3884.64683374719,108.158462524414,78.38676834657643
UKR,68.0775609756098,2303.01883093184,100.99446105957001,59.14683789091261
SMR,82.1804878048781,49682.093659057195,87.88446378655804,75.05187310478813
BLZ,69.279487804878,4187.2328899986605,123.34020233154301,73.94449629360568
BHR,75.5664634146342,19669.3195545631,101.82979225778132,61.15840003059438
MOZ,51.1152682926829,382.37795832183195,103.09307861328101,67.77528292087229
SSD,51.6132926829268,-400.7971689301339,85.21940149480469,72.86193444111358
ISL,81.15853658536591,56097.1150887872,97.9458465576172,43.53737822543442
VIR,78.6243902439025,27144.9830732599,117.08180146145719,86.57167608350295
SEN,61.054073170731705,808.288423856573,80.6337890625,41.891151428222706
BMU,78.8878048780488,83912.6977976846,97.11438751220699,65.11993078502455
BLR,69.4048780487805,3848.5862030089093,98.44094848632808,48.179568396653806
SRB,73.3853658536585,4129.7587410282895,101.839546203613,81.97885739267656
ADO,62.65022036021767,42417.229145698395,98.48026033407562,89.42754602338152
SXM,72.38830676022181,5949.522290244167,108.11774999997616,94.28991327448328
LCN,73.143459095482,5905.40642655665,114.09275054931601,69.16195373352977
BGD,68.4256341463415,495.853780201055,99.6990585327148,81.43718447912059
LIE,80.94878048780491,113830.0285523,107.511962890625,61.909294007277765
LBY,71.63104878048779,9304.30850188586,114.403030395508,97.4983022064746
ESP,80.8219512195122,28482.6094833461,103.34998321533199,100.09269523175388
PAK,64.09939024390239,876.95110885413,80.7861633300781,54.1512107849121
ETH,57.32492682926829,194.077993674435,83.6256484985352,54.825260611251096
OED,78.5342312421684,32343.0537766059,101.907943725586,80.41562157513273
GNB,52.58253658536589,395.97799385472,119.91867828369101,62.87726300633081
CYM,64.27174663336324,64104.75159794621,98.68626480468652,92.7954975507159
BWA,56.873268292682894,5342.1403362253,105.38440704345699,79.57233413840942
FJI,68.66651219512201,3750.03499077416,112.98185729980499,102.34291490732373
DEU,79.13170731707321,36447.8723183195,103.16610717773399,67.85185502837723
JPN,82.3219512195122,34075.978949411096,102.088912963867,61.70330434839745
AZE,69.37473170731711,2473.0857763683703,94.2166595458984,64.1159753576462
CZE,76.5243902439024,15159.1411456575,101.19699859619101,96.22248971295915
LAC,72.74077586664109,5472.4152950273,115.172348022461,43.93132567949369
HRV,75.8368292682927,11363.418445605601,97.9533920288085,51.80366341279726
ALB,76.2905365853659,3005.0129033755998,100.71259680903877,90.41136944471798
ZWE,42.8107073170732,414.680115131526,90.49232203432375,68.97743696397481
URY,75.7964146341464,5877.87960762231,115.28034973144501,97.7896347045898
MAF,78.0707317073171,13677.210875229772,107.42862611797366,67.10932591939678
BGR,72.6121951219512,4455.69022418578,98.6558990478516,80.74354031348838
ECA,70.2407404072995,4192.6979431257505,100.68177032470699,78.22955471025064
LBN,77.59673170731709,5372.47505644041,100.644271850586,90.99382094274209
GBR,79.24878048780491,42534.3062613449,105.30197906494101,73.17007033017275
LIC,56.14015969294579,342.269138085828,97.52432250976558,101.15791705548268
UMC,72.9302711522693,3372.3201391770194,114.182472229004,93.9430172325446
ARE,75.9045365853659,42950.1005841305,102.569793701172,64.41258709031277
SSF,53.43246062600139,1019.5009236319099,96.0817108154297,70.26993524904162
VCT,71.4602195121951,5608.2040022907495,108.38835366086494,80.90623505117097
NER,54.6545609756098,260.563770008326,50.627681732177706,55.94384946998533
NOR,80.3439024390244,74114.697150083,98.6391372680664,65.84499849743293
BRB,74.1931219512195,15646.815008726,100.294708251953,79.54269460667462
EMU,79.8558574313946,33783.4958350479,104.53832244872999,67.36697013943852
MRT,60.883756097561,937.982701714899,93.8184585571289,57.266623332821055
LVA,70.8658536585366,9651.703039569007,94.9120712280273,75.61635980938094
MAC,78.8515609756098,30368.7865154565,93.3164412289727,93.499755859375
SWE,80.74878048780491,46256.4716010495,95.7123489379883,65.96224695360476
GEO,73.08907317073171,1761.1201002395999,100.61801147460899,97.03332625091966
TUR,72.8157317073171,7727.272404537271,103.55462646484399,88.119384765625
JOR,72.80104878048779,2719.82242656351,103.785972595215,88.53197407917999
LTU,71.05609756097559,9240.642547974408,98.8493423461914,76.1805478430407
BRN,76.4281219512195,31157.6884478525,111.68302154541,47.01919038698354
CAF,45.1631219512195,353.894451706416,66.24514770507811,95.08086597583721
NOC,71.1967521194137,10998.766840299399,100.754600524902,87.91621337233991
OMN,74.7748048780488,14575.160399184399,82.51792907714841,62.489691328141944
DJI,58.3766829268293,974.564237418055,47.39376068115229,26.620137829829694
SOM,52.6827804878049,22320.310855772837,112.31309723373286,65.91043092477287
SST,61.9924900262473,4351.6802628958285,106.227989196777,72.30450994778647
SAU,73.2581707317073,14826.916698381101,118.5188585244759,69.22307134044462
ITA,81.28292682926829,33426.1668196693,102.983291625977,89.10921110719025
ZMB,50.966609756097604,1030.31535972563,117.990623474121,47.72623598224004
ARM,73.5482682926829,2126.61866107184,97.7112579345703,76.77770772887509
MWI,49.8169756097561,237.698259172001,126.72663879394501,80.87672945083409
BHS,73.8584634146342,23721.1562800587,108.003852844238,63.07225381672824
CEB,74.09335415927609,9434.64996797188,99.0027313232422,69.4853839925433
LMY,67.3522925590366,1933.9993948676504,106.551551818848,66.53209090246807
GAB,59.8870731707317,7206.968408179409,115.3387428562685,78.8228253491669
DMA,74.85250358997573,5522.2856184802695,98.08496856689449,70.57943193976863
FSM,68.07419512195119,2393.93641180924,122.59896104474682,68.15722243577306
HPC,55.8324070074543,515.407134636549,93.8394775390625,52.91064273133324
GTM,69.8879024390244,2241.00502763843,114.21607208252001,97.87322661074651
LCA,73.36907317073171,6410.200060883039,107.405746459961,77.15891197180663
MKD,74.20673170731709,3351.30259018486,93.54212188720699,73.78656119748216
SUR,69.1567317073171,5295.6236481658,111.57968139648399,52.813843944548495
