Country,LEI,GDP,EI,HDI
MDA,0.626248405253283,0,0.8004558589388239,0.4755680880640356
GNQ,0.3239831144465292,0.8531334559847175,1.005508819780448,0.7275417967372315
TMP,0.26051332082551537,1.2916747871880507,0.7306256858308886,0.7609379312814849
TUN,0.6192161350844276,1.17877950074569,0.7058752666666666,0.8346236341655947
YEM,0.4500859287054415,1.5557678985967622,0.6229720520158345,0.8762752931060127
BDI,0.36246529080675405,0.8915368876857982,0.38533016471823317,0.5464441144035951
CUW,0.7005632127666895,1.3852565266237509,0.6700452215734352,0.9186216536546251
CRI,0.7556093808630399,1.2436986326598831,0.9497319333333334,0.9830133156187522
WSM,0.5686540337711077,1.088803862657888,0.6002218448271158,0.7525599137520371
NPL,0.37468030018761694,0.840027630793812,0.682804276352938,0.6325040691114557
EAP,0.6403963328523571,0.9659420516157091,0.8269347193152334,0.8110910345944333
ERI,0.30069268292682927,1.2518263020910898,0.4143892775549778,0.6556360875242989
QAT,0.7520307692307693,1.649900215147383,0.9412314547790472,1.1143874797190665
LDC,0.38275935422596313,0.9163700859740521,0.7825048645950664,0.6938781015983606
UZB,0.6391076923076924,1.4743623439317872,0.9989320293325843,1.037467355190688
CPV,0.5850337711069415,1.0095989655995947,0.5894194094196483,0.7280173820420615
MEA,0.5551174851571461,1.2678311444574888,0.7458667370176577,0.8562717888774308
GRC,0.7665718574108815,1.4164005019683383,0.5789848984937114,0.9206524192909771
BEL,0.7600750469043155,1.510078072027277,0.8094389911623108,1.0265307033646345
WBG,0.6614105208420265,1.3853294068466993,0.7473868973129689,0.9313756083338982
ECS,0.7074290916812493,1.4027060944137921,0.6726535739714636,0.9275962533555018
ARB,0.5564754272875231,1.2360983651254294,0.6506153707623257,0.8143963877250927
AGO,0.24083001876172627,1.5483807317414464,0.7459660991448742,0.8450589498826823
OSS,0.48892183471023515,1.1407702764833862,0.8849170678251173,0.8382030596729129
SLB,0.5045335834896816,1.1457129519781366,0.5527667156299089,0.734337750365909
STP,0.55080938086304,1.5528960376674874,0.9641648620088153,1.0226234268464476
BTN,0.35241013133208304,0.9853925104129482,0.38850791341535784,0.5754368517201297
COM,0.43380863039399686,0.9545657478350664,0.6345869185951906,0.6743204322747514
