Country,SP.DYN.LE00.IN
MDA,67.0670487804878
GNQ,49.4835609756098
TMP,51.31841463414639
TUN,70.7536585365854
YEM,58.7028780487805
BDI,47.8585853658537
CUW,65.69127585768564
CRI,76.19753658536591
WSM,66.5691463414634
NPL,56.785292682926794
EAP,68.7790264325009
ERI,50.6896829268293
QAT,75.59014634146341
LDC,52.5735488697503
UZB,66.2722682926829
CPV,66.7945853658537
MEA,67.5129375340545
GRC,77.390243902439
BEL,76.3453658536585
WBG,69.0443658536585
ECS,71.58562720552091
ARB,65.6306783529213
AGO,41.4781951219512
OSS,59.1187025126021
SLB,58.4545853658537
STP,62.255146341463394
BTN,54.8260975609756
COM,58.0134634146342
BEN,54.5949756097561
PNG,56.7384634146342
UGA,43.9573414634146
LSO,59.095097560975596
MNG,60.8431951219512
KSV,68.2487804878049
COG,53.3626585365854
TGO,55.4501951219512
CHE,78.08536585365859
MNP,63.25599305381284
LBR,48.483658536585395
PHL,65.7996585365854
MNE,74.7175365853659
KOR,72.6819512195122
PRI,73.9208780487805
FRO,76.8634146341463
DZA,67.4754878048781
SYR,71.2851707317073
CUB,74.9589268292683
MMR,59.7391707317073
SVN,73.2536585365854
PRY,68.55085365853661
SDN,56.081170731707296
FRA,77.3
BFA,49.2596585365854
CMR,53.52482926829271
GUM,72.80453658536591
TJK,62.3181463414634
ISR,77.15365853658541
FIN,75.7051219512195
COL,68.86563414634149
MNA,66.9928021886937
SSA,49.905745847484894
PRT,74.5121951219512
TCD,47.2167804878049
NAC,75.6457449562531
ARG,72.21565853658541
WLD,65.9786718861241
PRK,68.2302682926829
EAS,69.7685114839618
NIC,66.2391463414634
GRL,65.5046341463415
LMC,60.621542445719996
KWT,72.67348780487809
MHL,89.19184321582652
TUV,68.24307143390142
NZL,76.4341463414634
ATG,71.8658536585366
RUS,64.9358536585366
IMY,71.1247212099034
ZAF,62.19373170731711
GHA,57.57980487804881
PAN,73.705512195122
CHN,69.9906585365854
HKG,78.0317073170732
CYP,76.9782682926829
NLD,76.9165853658537
MAR,66.0938048780488
CHL,73.9885609756098
MIC,64.78354667881601
BRA,66.6276829268293
BIH,70.6691219512195
TZA,48.987146341463394
FCS,56.0089338473275
MDV,63.9194634146342
MLI,47.3422926829268
PER,67.0134878048781
MYS,71.43521951219509
EGY,65.8099512195122
SYC,55.32958177090632
SVK,72.44878048780491
NGA,46.0728292682927
IND,59.45292682926829
KAZ,66.7268292682927
IDN,64.3282926829268
GRD,68.9913902439024
SLE,35.885756097561
HUN,69.1012195121951
KHM,54.441756097561
MUS,70.1073170731707
KGZ,67.1926829268293
CIV,51.067512195122006
VUT,64.5593414634146
TCA,80.44842055419456
TKM,62.7713658536585
VNM,71.4980975609756
VEN,70.4094390243903
CAN,77.6851219512195
EST,67.909756097561
SWZ,58.384390243902395
KEN,56.5591951219512
JAM,70.36760975609761
DNK,75.1168292682927
LUX,75.7121951219512
MDG,53.0228048780488
PSS,64.5726114263598
ABW,73.5053170731707
USA,75.41951219512201
AFG,52.0218780487805
ROM,69.5634146341464
EUU,75.3936154291151
TON,69.9007317073171
LAO,55.06782926829271
BOL,56.7494390243903
HIC,74.3788650676366
SLV,66.2228292682927
