Country,NY.GNP.PCAP.CD
MDA,460.0
GNQ,300.0
TMP,-19464.212292267104
TUN,1740.0
YEM,370.0
BDI,160.0
CUW,19829.63729907842
CRI,3010.0
WSM,13985.466331978081
NPL,200.0
EAP,612.641159827621
ERI,190.0
QAT,-4147.905974992625
LDC,247.382301753716
UZB,570.0
CPV,1290.0
MEA,2329.01122016515
GRC,11550.0
BEL,25210.0
WBG,7417.218374977232
ECS,11406.913174494499
ARB,2079.17341053171
AGO,160.0
OSS,1654.2833218270098
SLB,830.0
STP,2495.5624331053045
BTN,490.0
COM,500.0
BEN,330.0
PNG,1130.0
UGA,180.0
LSO,660.0
MNG,430.0
KSV,15272.050756158555
COG,680.0
TGO,300.0
CHE,41860.0
MNP,9687.61872077201
LBR,-3412.942096032965
PHL,920.0
MNE,10219.617521607532
KOR,10010.0
PRI,7340.0
FRO,12546.577912995928
DZA,1610.0
SYR,970.0
CUB,2140.0
MMR,8278.677127207702
SVN,6569.425351783075
PRY,-8210.97773143238
SDN,310.0
FRA,24550.0
BFA,230.0
CMR,790.0
GUM,7557.434510317007
TJK,230.0
ISR,13830.0
FIN,20170.0
COL,1740.0
MNA,-4999.567315905296
SSA,521.943183765251
PRT,10450.0
TCD,220.0
NAC,27053.1197563304
ARG,7540.0
WLD,4913.62993972025
PRK,21922.467170264186
EAS,3621.6460101966804
NIC,450.0
GRL,17830.0
LMC,476.087959409866
KWT,13052.655144730947
MHL,9425.61947245988
TUV,-5074.992698384827
NZL,13400.0
ATG,7180.0
RUS,2650.0
IMY,-6359.8787396908965
ZAF,3680.0
GHA,380.0
PAN,2800.0
CHN,470.0
HKG,21770.0
CYP,11900.0
NLD,25050.0
MAR,1270.0
CHL,3670.0
MIC,872.321506979221
BRA,3010.0
BIH,26365.92616458021
TZA,160.0
FCS,445.2224734073069
MDV,9087.886124811292
MLI,280.0
PER,1730.0
MYS,3560.0
EGY,820.0
SYC,6560.0
SVK,-3417.207643316273
NGA,170.0
IND,350.0
KAZ,1310.0
IDN,880.0
GRD,2590.0
SLE,180.0
HUN,4070.0
KHM,5450.23588976468
MUS,3230.0
KGZ,370.0
CIV,670.0
VUT,1170.0
TCA,10886.159415752316
TKM,690.0
VNM,200.0
VEN,2620.0
CAN,20660.0
EST,-3431.955756779895
SWZ,1510.0
KEN,260.0
JAM,1820.0
DNK,30600.0
LUX,37710.0
MDG,240.0
PSS,1734.38551791469
ABW,13142.275116682365
USA,27750.0
AFG,13594.331410899229
ROM,1270.0
EUU,17823.6405988976
TON,1820.0
LAO,310.0
BOL,820.0
HIC,19423.8002313851
SLV,1370.0
NAM,2260.0
UKR,1010.0
SMR,-9788.433107952776
BLZ,2790.0
BHR,9690.0
MOZ,160.0
SSD,39931.89536682155
ISL,25530.0
VIR,8701.387836537147
SEN,590.0
BMU,31730.0
BLR,1460.0
SRB,27206.408132760826
ADO,17880.0
SXM,11057.642250454275
LCN,3393.24732760322
BGD,320.0
LIE,62120.0
LBY,23175.488502344753
ESP,14580.0
PAK,450.0
ETH,160.0
OED,20847.3727110887
GNB,200.0
CYM,-7144.797355316399
BWA,2750.0
FJI,2230.0
DEU,27530.0
JPN,36590.0
AZE,440.0
CZE,4130.0
LAC,2989.16942151949
HRV,17868.7904559622
ALB,400.0
ZWE,620.0
URY,5040.0
MAF,-9623.04127157654
BGR,1240.0
ECA,1390.42711562446
LBN,2840.0
GBR,20420.0
LIC,220.86220443535998
UMC,1288.67204921489
ARE,-10779.33696057974
SSF,522.467345008299
VCT,2640.0
NER,200.0
NOR,30860.0
BRB,8030.0
EMU,21424.5898569309
MRT,570.0
LVA,-294.98879692139417
MAC,15490.0
SWE,27690.0
GEO,510.0
TUR,2680.0
JOR,1450.0
LTU,13268.572670729736
BRN,15190.0
CAF,360.0
NOC,5809.0608152724
OMN,6180.0
DJI,770.0
SOM,-3245.513793373084
SST,2016.93329525911
SAU,7690.0
ITA,20800.0
ZMB,350.0
ARM,400.0
MWI,160.0
BHS,13680.0
CEB,2734.1046165129997
LMY,817.841543744912
GAB,4130.0
DMA,2830.0
FSM,2130.0
HPC,290.268445344572
GTM,1220.0
LCA,3370.0
MKD,1350.0
SUR,1080.0
RWA,150.0
AUS,18750.0
GIN,470.0
ECU,1820.0
IRL,15480.0
ZAR,160.0
HTI,-7022.745767839106
AUT,26040.0
MCO,92240.0
OEC,23463.720431128397
MEX,5200.0
LKA,640.0
MLT,8760.0
SAS,355.35957328536597
POL,2780.0
GMB,730.0
PYF,17690.0
CSS,3026.78988046425
IRN,1608.3575874328008
THA,2400.0
IRQ,12594.083911674485
SGP,20780.0
TTO,3810.0
CHI,19164.2329458444
GUY,610.0
KNA,6210.0
HND,630.0
NCL,16780.0
PLW,4980.0
ASM,2003.9541341090317
KIR,1090.0
DOM,1700.0
