Country,IQ.CPA.GNDR.XQ
MDA,5.0
GNQ,3.3368867874855255
TMP,3.5
TUN,3.4068843882185815
YEM,2.0
BDI,4.0
CUW,2.979007179551874
CRI,3.3656454441523964
WSM,3.5
NPL,3.5
EAP,3.36363636363636
ERI,3.5
QAT,4.134429109536008
LDC,3.23809523809524
UZB,4.0
CPV,4.5
MEA,2.25
GRC,3.2152081501356378
BEL,3.263456921514371
WBG,3.216802822333429
ECS,4.3125
ARB,2.7
AGO,3.0
OSS,3.45
SLB,3.0
STP,3.0
BTN,4.0
COM,3.0
BEN,3.5
PNG,2.5
UGA,3.5
LSO,4.0
MNG,3.5
KSV,2.8498856184914754
COG,3.0
TGO,3.0
CHE,2.8140098123347297
MNP,2.927976662332802
LBR,3.0920846489074316
PHL,3.510741994674289
MNE,3.5051252716031
KOR,3.3406475313035444
PRI,3.6951294404934636
FRO,4.218818053438257
DZA,3.906988576331795
SYR,3.567463305702958
CUB,3.601777488966378
MMR,3.3954240715380557
SVN,3.8016974959509953
PRY,3.8824532508053924
SDN,2.0
FRA,4.121652160198948
BFA,3.5
CMR,3.0
GUM,2.7307524396101854
TJK,3.5
ISR,3.868710502164567
FIN,3.1377577296118497
COL,4.580320670790756
MNA,2.25
SSA,3.2432432432432403
PRT,3.676901298135689
TCD,2.5
NAC,4.173622543059276
ARG,3.070067144103519
WLD,3.43333333333333
PRK,3.570320352419778
EAS,3.36363636363636
NIC,3.5
GRL,3.8653618112368755
LMC,3.5131578947368403
KWT,4.548129168197317
MHL,3.574624651267492
TUV,2.3519470330910845
NZL,3.275690190087021
ATG,4.2936703098344555
RUS,3.7141061028231337
IMY,3.3008673550745193
ZAF,3.286301237660143
GHA,4.0
PAN,3.202807496260764
CHN,3.916268379169421
HKG,3.4574813290393376
CYP,4.077280748288312
NLD,2.7721920410077736
MAR,3.242330861447813
CHL,3.32349246280787
MIC,3.5625
BRA,4.411983956093828
BIH,4.5
TZA,4.0
FCS,2.9772727272727297
MDV,4.0
MLI,3.5
PER,3.7915296379202466
MYS,2.7912851888090033
EGY,2.7865668218905597
SYC,4.100653218608483
SVK,3.6857739177589295
NGA,3.0
IND,3.5
KAZ,3.3566067349518622
IDN,4.546310236956656
GRD,5.0
SLE,3.0
HUN,3.2081820247455406
KHM,4.0
MUS,3.377983351630227
KGZ,4.5
CIV,2.5
VUT,3.5
TCA,3.1718513287019037
TKM,3.6117844994705504
VNM,4.5
VEN,3.2897284258791433
CAN,3.7115402875908217
EST,4.102579751588246
SWZ,3.9793771774144693
KEN,3.0
JAM,4.0281675743328895
DNK,3.3355392218142903
LUX,3.3322358419952933
MDG,3.5
PSS,3.1
ABW,3.7070349659159287
USA,3.107665818726116
AFG,2.0
ROM,3.9950385740016214
EUU,2.991448432531001
TON,2.5
LAO,3.5
BOL,4.0
HIC,3.1639536903970833
SLV,3.325855045284584
NAM,3.0649111159541995
UKR,3.4068967712445515
SMR,3.710601229970562
BLZ,3.569336711395446
BHR,3.298111151919217
MOZ,3.5
SSD,3.1706284297366585
ISL,3.1972107212551397
VIR,3.673856126822971
SEN,3.5
BMU,3.8976473634856603
BLR,2.7977979981394103
SRB,4.241471097732468
ADO,3.9815460971363072
SXM,3.9264972093282027
LCN,3.8333333333333295
BGD,4.0
LIE,4.74639612716301
LBY,3.3634122202764636
ESP,3.5353136817380237
PAK,2.0
ETH,3.0
OED,2.8178581654621793
GNB,2.5
CYM,4.468286852387655
BWA,3.9273739472798517
FJI,3.9112763303830764
DEU,3.1117937744526847
JPN,3.193429148019588
AZE,4.0
CZE,3.7623787168281435
LAC,3.8333333333333295
HRV,3.9504765721701025
ALB,4.227274084290903
ZWE,2.5
URY,3.970540960658662
MAF,3.2928069540698
BGR,4.10592696199668
ECA,4.3125
LBN,3.4884344684038977
GBR,3.002872240805833
LIC,3.2037037037037
UMC,3.75
ARE,4.406100484414315
SSF,3.2432432432432403
VCT,4.0
NER,2.5
NOR,3.4106652881727526
BRB,3.6983657490528596
EMU,3.6876481038105546
MRT,4.0
LVA,3.428369602955361
MAC,3.652167905180052
SWE,4.206380043995178
GEO,4.5
TUR,4.105005002602585
JOR,3.2996759210452122
LTU,3.2612583582297425
BRN,4.565417563020853
CAF,2.5
NOC,3.545752173843155
OMN,3.5109288265751997
DJI,2.5
SOM,2.697406446938476
SST,3.5
SAU,3.96404389395692
ITA,3.913921814389213
ZMB,3.5
ARM,4.5
MWI,3.5
BHS,3.597375596006608
CEB,3.388342182983271
LMY,3.43333333333333
GAB,3.96744621481705
DMA,3.5
FSM,4.789277411072687
HPC,3.25675675675676
GTM,2.9175669524391505
LCA,3.5
MKD,3.307403743203756
SUR,3.399716263531296
RWA,3.5
AUS,3.562299244923779
GIN,3.5
ECU,3.5127455266616057
IRL,4.351570011040047
ZAR,3.0
HTI,3.0
AUT,3.678841385760846
MCO,3.376084478638227
OEC,3.4790024964934885
MEX,4.270623020597646
LKA,4.0
MLT,3.2004604243083645
SAS,3.375
POL,3.335639442054421
GMB,3.5
PYF,3.7571624957603262
CSS,4.0
IRN,4.484428114860084
THA,3.92146671578357
IRQ,2.96735271975411
SGP,3.707206707256055
TTO,3.3679293466948534
CHI,2.1830231148756765
GUY,4.0
KNA,3.9401369272315248
HND,4.0
NCL,3.599276786177463
PLW,3.365039676688097
ASM,3.814607352897571
KIR,3.0
DOM,3.2938357446822426
