Country,NY.GNP.PCAP.CD
MDA,1071.3561614924283
GNQ,1206.745831246475
TMP,711.2402250847517
TUN,240.0
YEM,1636.3311376501542
BDI,50.0
CUW,-1583.1041932186936
CRI,440.0
WSM,2312.115595436612
NPL,80.0
EAP,96.64958549076508
ERI,1992.8849539237171
QAT,3103.915936578339
LDC,-290.6663432109972
UZB,2856.2882850208916
CPV,590.1414109219286
MEA,1041.2032768679446
GRC,1180.0
BEL,2270.0
WBG,-107.14832515850958
ECS,1292.974421950289
ARB,-295.63134490051016
AGO,515.5455500436619
OSS,1405.9549030064327
SLB,856.084892023975
STP,-249.78193166529582
BTN,2123.9370365214036
COM,902.7726537828903
BEN,120.0
PNG,200.0
UGA,-865.5863469130377
LSO,80.0
MNG,1006.1706799843814
KSV,-285.7131255662671
COG,200.0
TGO,130.0
CHE,660.5528042826463
MNP,-1063.9822733020137
LBR,230.0
PHL,220.0
MNE,-55.56868365552191
KOR,180.0
PRI,1370.0
FRO,1247.0585315042654
DZA,280.0
SYR,300.0
CUB,172.92928311154174
MMR,845.9634123356659
SVN,1983.1124569995145
PRY,1792.9401958036224
SDN,130.0
FRA,2560.0
BFA,90.0
CMR,130.0
GUM,557.4394858196574
TJK,-163.14034134251233
ISR,1620.0
FIN,2090.0
COL,300.0
MNA,2324.413852823653
SSA,170.778751248704
PRT,730.0
TCD,130.0
NAC,4615.259952597678
ARG,1210.0
WLD,698.6477724970032
PRK,1453.963421494865
EAS,241.400418666716
NIC,290.0
GRL,-131.5209589685228
LMC,123.26771037501301
KWT,3630.0
MHL,-288.94394560698765
TUV,-124.98602339225727
NZL,1016.3740086372309
ATG,853.2077611771456
RUS,64.06201840373524
IMY,81.5694718591376
ZAF,660.0
GHA,230.0
PAN,660.0
CHN,90.0
HKG,740.0
CYP,111.64351520398941
NLD,2230.0
MAR,220.0
CHL,780.0
MIC,152.346340887034
BRA,370.0
BIH,747.0508710083577
TZA,1414.664380639273
FCS,567.7474544762108
MDV,2315.1568226965032
MLI,-55.626029354615184
PER,480.0
MYS,340.0
EGY,180.0
SYC,350.0
SVK,1172.4712495940494
NGA,100.0
IND,100.0
KAZ,2110.4885229218085
IDN,2453.1237743044876
GRD,-15.83694973618276
SLE,150.0
HUN,84.30294348545794
KHM,318.5858562318217
MUS,548.4272360420546
KGZ,-832.2290684329992
CIV,260.0
VUT,710.1883849088986
TCA,3117.2289542766302
TKM,566.9166205008842
VNM,1042.40584388434
VEN,1010.0
CAN,3370.0
EST,2265.3566728879996
SWZ,3395.826716581568
KEN,130.0
JAM,620.0
DNK,1409.5499512727056
LUX,2240.0
MDG,170.0
PSS,2621.618364136496
ABW,-546.8322403406501
USA,4740.0
AFG,426.3559222368149
ROM,-890.8767929648639
EUU,-66.53076963956664
TON,977.4763181549515
LAO,2786.378253388784
BOL,-144.48437813191686
HIC,2097.8028012044
SLV,300.0
NAM,-1003.3030286905305
UKR,879.556008385639
SMR,-150.10129489934388
BLZ,420.0
BHR,1154.5507216073242
MOZ,-505.4373451985539
SSD,2254.3400177040294
ISL,2790.0
VIR,-615.4774944693263
SEN,270.0
BMU,3240.0
BLR,-578.627866112105
SRB,882.1479298216127
ADO,440.0600318105826
SXM,1757.4807881653505
LCN,538.224187770095
BGD,735.3039824021466
LIE,637.1709067625734
LBY,1617.302664745951
ESP,1010.0
PAK,150.0
ETH,2368.5219811294146
OED,2310.85613203045
GNB,-748.4629672005221
CYM,487.2463878377557
BWA,110.0
FJI,350.0
DEU,1489.4239456260348
JPN,1430.0
AZE,2332.449990320701
CZE,671.441349270186
LAC,417.643505462651
HRV,984.8849390860669
ALB,2344.311792818735
ZWE,300.0
URY,610.0
MAF,-1185.665660760053
BGR,1380.1408933480652
ECA,1598.779156518286
LBN,1218.0887342932365
GBR,1710.6139281145615
LIC,2154.374405769373
UMC,181.096534264159
ARE,1938.1416468872067
SSF,170.610521531992
VCT,190.0
NER,160.0
NOR,2630.0
BRB,2368.9599157846396
EMU,1882.76936834816
MRT,190.0
LVA,-441.7409426770628
MAC,-146.4220320632503
SWE,3770.0
GEO,1074.5075232301087
TUR,520.0
JOR,-118.64304376776181
LTU,1102.8560145244346
BRN,755.9205192502282
CAF,100.0
NOC,1017.0304637090467
OMN,230.0
DJI,1513.607984291344
SOM,-53.468815144750806
SST,237.33131098433296
SAU,301.08859343069525
ITA,1700.0
ZMB,360.0
ARM,1103.9162513050505
MWI,60.0
BHS,2450.0
CEB,193.23281435251556
LMY,147.88076041763398
GAB,460.0
DMA,1090.1152650360618
FSM,-683.4405522640709
HPC,137.092456255996
GTM,320.0
LCA,1727.160362678977
MKD,1720.6052219671824
SUR,1287.5624499182381
RWA,50.0
AUS,2710.0
GIN,524.5027872740225
ECU,470.0
IRL,2069.1857620551145
ZAR,220.0
HTI,238.13999154895419
AUT,1680.0
MCO,640.4036883135554
OEC,2491.55687368093
MEX,610.0
LKA,160.0
MLT,904.3149171700206
SAS,105.53277791659
POL,593.604943463296
GMB,110.0
PYF,2520.0
CSS,639.272182358971
IRN,340.0
THA,180.0
IRQ,706.8840499818425
SGP,750.0
TTO,790.0
CHI,1063.8009117566598
GUY,340.0
KNA,418.5890518971082
HND,250.0
NCL,2160.0
PLW,761.2735143054651
ASM,95.25766888966427
KIR,899.3809642692515
DOM,250.0
