Country,SP.DYN.LE00.IN,NY.GDP.PCAP.CD,SE.PRM.ENRR,SE.ADT.LITR.ZS
MDA,67.4232926829268,3590.202158286338,88.0738,96.37755
GNQ,47.804146341463394,241.526154215915,87.27860541277717,93.70199144883661
TMP,47.649463414634106,-5771.439401770287,99.75970563915378,95.55532007892386
TUN,68.2100731707317,1269.28644143218,110.02011,94.90248875545905
YEM,57.363,9681.532840538304,93.04275114754378,95.16100580940427
BDI,48.3234878048781,204.222061777071,67.21621,96.87569032756193
CUW,49.382149916698765,8635.139362406502,89.96759718153375,95.25388124019864
CRI,75.4684878048781,2274.43157548659,101.69883,98.78659536615642
WSM,64.5194146341463,758.5669867335249,95.65886091591551,98.70246303130037
NPL,53.3396829268293,192.788863840447,108.89156000000001,93.83191131370782
EAP,67.97957140790399,395.820868849779,122.762741088867,96.73568609185232
ERI,47.498024390243906,18258.81743107434,77.8307583306336,93.20700410533345
QAT,74.93882926829271,14010.892495889499,101.64631,91.59775420728737
LDC,51.41605816743,301.069961999188,68.5037994384766,95.24325239503024
UZB,66.8519024390244,-2992.6224061630273,107.48733,99.54680537344194
CPV,65.186512195122,799.6116670349098,117.462,100.83881609495563
MEA,65.1889946051115,1682.49276337103,92.0887298583984,99.48855823816046
GRC,76.6878048780488,7846.678164014449,99.33372,97.66901905256854
BEL,75.6326829268293,16613.532352038,101.09344,95.0280384029537
WBG,52.51227886587324,13763.929276716517,107.91247693828305,93.76971346150158
ECS,72.0758631111329,8611.76363010649,103.544906616211,92.92613462099263
ARB,64.1086697466033,1497.29294975923,82.645866394043,93.69752783509033
AGO,41.0876585365854,926.600626625954,89.22788,95.54940538401567
OSS,58.741209801661704,1255.25859188166,100.01522827148399,91.88524923853959
SLB,56.3777317073171,1095.72298458141,74.29336931036025,96.01872606350143
STP,61.604243902439,-274.83716123686463,75.51596103667367,95.84205428865091
BTN,51.6756829268293,521.364502033445,113.58698115919864,94.71503704039543
COM,56.130512195122,493.130791144618,97.5698,97.10502619787768
BEN,52.793463414634104,310.632725810469,60.75796,95.54273658084409
PNG,55.422024390243905,874.0708169187781,63.277190000000004,98.22184403394274
UGA,45.5555853658537,314.034038320491,69.7627,91.467911278444
LSO,58.767536585365896,287.557608840468,111.48976,94.44737859017607
MNG,59.9881707317073,1670.69443056208,101.99226,95.81824224157258
KSV,67.5487804878049,-7078.197036921003,107.89442309963235,99.53900663369895
COG,55.46385365853661,1028.2728622906698,129.77431,93.73280771271713
TGO,55.744243902439,367.219379515557,91.03843,93.54659513627102
CHE,77.4212195121951,30325.758932367404,86.96764,96.29922979386231
MNP,69.03441205211527,13779.32077942745,124.51497213224219,102.12304233039626
LBR,47.159439024390295,367.94261910755995,109.7862670580129,94.75555086847993
PHL,65.0593658536585,704.9907929408299,109.03528,97.58600733293638
MNE,74.2127073170732,-2396.0493360781547,107.78797333140717,95.90495534525193
KOR,70.85951219512201,5860.403820057901,104.21973,99.35611081217422
PRI,74.2989512195122,8063.212243093291,116.44093719717698,99.09719859625568
FRO,75.9146341463415,15806.233553210383,106.10336217463268,98.86382364074312
DZA,66.38204878048778,2202.55811770906,90.00057,96.8793836546199
SYR,69.89297560975609,815.0905237387109,106.07524,92.28540586925855
CUB,74.6230975609756,2577.23792417898,100.85927,94.25298071727033
MMR,58.33585365853661,-5458.849857199813,96.61981999999999,95.56770177675017
SVN,72.7048780487805,-6146.111282952435,95.73464,95.8668039820587
PRY,67.8421707317073,1120.87539427494,103.00124,96.00266761933833
SDN,55.347390243902396,610.459509614851,93.4993451586502,96.64870306926606
FRA,76.3487804878049,17704.9589834678,119.00079,97.85542348894961
BFA,49.4198780487805,304.853272645147,31.49873,97.86257920642956
CMR,53.5099512195122,950.7622100320641,97.72203,91.90691773307371
GUM,71.80409756097559,5734.337545522329,79.21581,99.42421799518985
TJK,63.0958780487805,9664.423123685949,84.67605822878934,97.69402
ISR,76.3073170731707,9871.57432257124,97.13068,95.81482684224783
FIN,74.7921951219512,23983.8457535829,99.32676,98.28282405952265
COL,68.1709756097561,1175.9327826333001,105.02333,92.99341445341469
MNA,64.5264031522305,-1422.1579716831766,93.48870849609379,93.1776095903054
SSA,49.9115310248927,611.0182542489,73.485969543457,96.12786374922821
PRT,74.2658536585366,6056.97717731407,87.12711086712947,101.81412347986058
