Country,SP.DYN.LE00.IN
MDA,65.0208292682927
GNQ,45.0393658536585
TMP,38.176219512195104
TUN,63.803658536585395
YEM,52.492707317073204
BDI,47.9385853658537
CUW,70.95706408698815
CRI,73.2233414634146
WSM,60.966512195122
NPL,47.902170731707294
EAP,66.0130835386829
ERI,43.82263414634149
QAT,73.3669756097561
LDC,49.06186426022121
UZB,65.9221219512195
CPV,61.8894878048781
MEA,59.784830454217605
GRC,74.2780243902439
BEL,73.8880487804878
WBG,60.26889252874844
ECS,70.76182148131909
ARB,59.793190206143706
AGO,40.408
OSS,55.857905593197096
SLB,58.678756097561
STP,60.642170731707296
BTN,46.44724390243901
COM,51.903121951219504
BEN,48.15034146341461
PNG,54.05812195121951
UGA,48.802512195122006
LSO,54.8046829268293
MNG,57.2856829268293
KSV,66.1975609756098
COG,56.429170731707295
TGO,53.3296585365854
CHE,76.03390243902442
MNP,60.070302398603005
LBR,46.80007317073171
PHL,62.7324146341463
MNE,73.2557073170732
KOR,66.7841463414634
PRI,73.9085853658537
FRO,55.62083829017399
DZA,60.7863414634146
SYR,66.8757804878049
CUB,74.2032682926829
MMR,55.723268292682896
SVN,71.0536585365854
PRY,66.98378048780489
SDN,54.4247804878049
FRA,74.5
BFA,47.74963414634149
CMR,51.9819756097561
GUM,69.9755365853659
TJK,62.6624390243902
ISR,74.109756097561
FIN,74.29804878048779
COL,66.5200731707317
MNA,58.91850802565829
SSA,48.7772083773217
PRT,72.4146341463415
TCD,45.2408048780488
NAC,74.49043745500408
ARG,70.0353170731707
WLD,63.5187280447584
PRK,66.4730243902439
EAS,67.050932310314
NIC,59.2665609756098
GRL,63.1926829268293
LMC,56.862582108873795
KWT,70.3303902439024
MHL,57.77107666930702
TUV,74.12192275150188
NZL,73.7243902439024
ATG,69.1409268292683
RUS,67.8060975609756
IMY,63.27642195273279
ZAF,58.167195121951195
GHA,52.9104390243902
PAN,70.9354634146342
CHN,67.57209756097559
HKG,75.4292682926829
CYP,75.140756097561
NLD,75.9885365853659
MAR,59.0917317073171
CHL,68.91985365853661
MIC,61.490723806742004
BRA,62.602243902439
BIH,70.6371707317073
TZA,50.7503170731707
FCS,52.4443650921284
MDV,54.897731707317114
MLI,41.1770243902439
PER,61.2497073170732
MYS,68.6594634146342
EGY,59.657170731707296
SYC,68.6829268292683
SVK,70.6890243902439
NGA,46.083512195122005
IND,54.7446097560976
KAZ,66.7878048780488
IDN,60.4394634146342
GRD,66.8355853658537
SLE,40.8703658536585
HUN,69.3578048780488
KHM,39.17431707317071
MUS,67.76536585365851
KGZ,63.6588780487805
CIV,51.6029024390244
VUT,59.6648780487805
TCA,61.78025365457472
TKM,61.478073170731705
VNM,68.0872926829268
VEN,68.6445365853659
CAN,75.6804878048781
EST,69.12682926829271
SWZ,55.567512195122006
KEN,58.79975609756099
JAM,70.85448780487809
DNK,74.55121951219509
LUX,72.6573658536585
MDG,49.46563414634149
PSS,62.2309080743868
ABW,72.6731951219512
USA,74.3609756097561
AFG,43.23073170731711
ROM,69.5317073170732
EUU,73.463955214332
TON,68.0494878048781
LAO,49.7042926829268
BOL,50.9680975609756
HIC,72.9171108770875
SLV,57.197536585365896
NAM,58.6024634146342
UKR,68.901243902439
SMR,68.12642353906273
BLZ,70.2642682926829
BHR,70.53736585365859
MOZ,41.66168292682929
SSD,39.4064146341464
ISL,77.0378048780488
VIR,72.0364634146342
SEN,50.93314634146339
BMU,64.9501196870108
BLR,69.9082195121951
SRB,60.57750278514774
ADO,67.34090017896025
SXM,71.52512964234475
LCN,64.998266563657
BGD,54.30307317073171
LIE,66.13954009327723
LBY,65.4105609756098
ESP,76.1341463414634
PAK,57.6824878048781
ETH,43.7078780487805
OED,72.9625118745557
GNB,46.3297317073171
CYM,63.852720382499115
BWA,61.4814390243902
FJI,63.578170731707296
DEU,73.2309756097561
JPN,76.92292682926829
AZE,64.8307317073171
CZE,70.8078048780488
LAC,64.0381688337813
HRV,70.4826829268293
ALB,70.6851219512195
ZWE,60.605512195122
URY,70.83160975609759
MAF,73.21951219512201
BGR,71.1860975609756
ECA,66.3261017194072
LBN,68.2827073170732
GBR,74.1780487804878
LIC,47.674177610458706
UMC,66.01792143338601
ARE,68.8840975609756
SSF,48.7781214002705
VCT,68.0729268292683
NER,40.40641463414629
NOR,76.0109756097561
BRB,69.1436829268293
EMU,74.1540189066649
MRT,55.407048780487784
LVA,69.3282926829268
MAC,73.0781219512195
SWE,76.3273170731707
GEO,69.44929268292691
TUR,59.9464634146342
JOR,67.12475609756099
LTU,70.8368292682927
BRN,70.9193658536585
CAF,49.507658536585396
NOC,68.7624619717365
OMN,61.5171951219512
DJI,54.4324146341464
SOM,45.4143414634146
SST,60.3320714907556
SAU,64.6587804878049
ITA,74.81463414634149
ZMB,50.786
ARM,70.53551219512201
MWI,45.159829268292704
BHS,68.9296829268293
CEB,70.4551336661179
LMY,60.436895864312106
GAB,56.6513902439024
DMA,71.4634146341463
FSM,65.3735853658537
HPC,47.9970946144872
GTM,58.08595121951222
