Country,Average,Stdev
SYR,1.59183673469,0.603336550983
HKG,0.326530612245,0.651145148308
KGZ,1.02040816327,0.89190911769
KEN,1.65306122449,0.517096304462
OED,0.367346938776,0.522704019382
SAU,0.571428571429,0.782460796436
BRA,0.265306122449,0.598484828515
CYP,0.530612244898,0.758678787569
QAT,0.244897959184,0.554411334988
ALB,1.12244897959,0.872075943642
BEL,0.122448979592,0.38506045437
HND,1.65306122449,0.517096304462
HTI,1.57142857143,0.638876565
SXM,0.469387755102,0.731284606823
FCS,0.65306122449,0.84638536136
GNB,1.59183673469,0.603336550983
DJI,1.57142857143,0.638876565
BDI,1.65306122449,0.517096304462
MMR,1.71428571429,0.451753951453
TZA,1.42857142857,0.755928946018
PRK,0.877551020408,0.91768682269
CSS,0.408163265306,0.697469693495
HPC,0.65306122449,0.84638536136
OEC,0.387755102041,0.527463182993
SLE,1.61224489796,0.564830714412
GRL,0.448979591837,0.70163728317
MKD,0.979591836735,0.89190911769
AFG,1.36734693878,0.774435345347
UZB,0.877551020408,0.895171926509
NGA,1.59183673469,0.603336550983
PNG,1.67346938776,0.510612081763
URY,0.857142857143,0.880630571853
BRB,0.714285714286,0.857142857143
EMU,0.204081632653,0.450831061926
EAP,0.877551020408,0.798791256767
BLZ,1.63265306122,0.560388988479
UGA,1.67346938776,0.510612081763
ITA,0.224489795918,0.580826509011
COG,1.5306122449,0.642127866227
SVN,0.530612244898,0.810694859838
PRY,1.59183673469,0.603336550983
DMA,1.20408163265,0.832492981811
KOR,0.367346938776,0.560388988479
GBR,0.163265306122,0.467164209888
CHN,0.367346938776,0.690869831829
PLW,0.510204081633,0.78564802265
ZMB,1.63265306122,0.560388988479
TON,1.22448979592,0.839467910253
ECA,0.448979591837,0.730144645714
PSS,0.69387755102,0.813259544701
CHE,0.265306122449,0.598484828515
BFA,1.69387755102,0.460881215944
ZAR,1.69387755102,0.460881215944
STP,1.26530612245,0.802432785769
IRQ,0.612244897959,0.828480944089
CUB,0.469387755102,0.731284606823
MOZ,1.4693877551,0.702823483989
CAN,0.163265306122,0.467164209888
BMU,0.408163265306,0.697469693495
ISL,0.408163265306,0.697469693495
NLD,0.102040816327,0.363929683676
SWE,0.122448979592,0.38506045437
JPN,0.489795918367,0.499895865874
YEM,1.55102040816,0.640829325229
GUY,1.42857142857,0.755928946018
JAM,1.55102040816,0.671921536047
SSF,0.387755102041,0.723267148844
TUR,0.979591836735,0.89190911769
CHL,0.367346938776,0.690869831829
ETH,1.61224489796,0.599875039049
LTU,0.551020408163,0.784056029073
NOC,0.142857142857,0.451753951453
CEB,0.387755102041,0.694477531721
SRB,1.22448979592,0.839467910253
BOL,1.65306122449,0.517096304462
ECU,1.63265306122,0.560388988479
GTM,1.69387755102,0.460881215944
LSO,1.69387755102,0.460881215944
VCT,1.61224489796,0.599875039049
KNA,0.755102040816,0.845893133717
MAF,0.489795918367,0.731853921512
ABW,0.469387755102,0.758678787569
TUV,0.34693877551,0.656242252686
TJK,1.02040816327,0.868726394032
AUS,0.163265306122,0.421219743685
WLD,1.0612244898,0.585824493649
EGY,1.34693877551,0.821919614923
TGO,1.61224489796,0.564830714412
TTO,0.69387755102,0.861988248243
GNQ,0.673469387755,0.842439487369
PAN,1.57142857143,0.606091526731
NCL,0.285714285714,0.638876565
MEA,0.408163265306,0.726140688762
HRV,0.591836734694,0.780328746706
PYF,0.142857142857,0.404061017821
