Country,x1,x2,x3,x4,x5,x6,x7,x8,NY.GNP.PCAP.CD
CPV,-36.626932961402986,0.8694844901138882,14.67654146225575,-20.437375135917467,-21.894106192473295,23.13423401893528,19.42249342821848,3.6927799027705697,2110.0
MEA,2.1908712490868996,3.547494237565927,-3.749675280454468,14.946463401513746,25.306557375659832,-9.620893751675311,-0.09723905565929909,7.952086912013618,4085.58559542165
GRC,-9.889290164923716,-14.786731456341915,33.556926217692585,1.1672183542018704,9.87407004392548,6.981625813221334,-13.798218248161579,8.797891996685001,22510.0
BEL,-8.606057800702427,4.568074780516879,41.698688883000216,15.717388071634257,8.82419108007523,-3.4375542143866626,-7.933550866844228,3.429922843277528,37850.0
WBG,-1.0652840231469345,-20.094655867726264,-17.457058462286085,13.13595007735756,-5.705120501134441,21.834302803612186,-5.048972210911426,3.1056391704007034,1660.0
ECS,15.53224933560845,92.13013340684124,2.987318373609868,-3.6832293954209514,24.183673919642903,25.727476971543528,1.3857534765492583,-13.217830279580081,19073.1568642329
ARB,8.058554547130278,1.84805348920617,-14.134140947147738,8.137440159758597,23.072900243120937,-18.038011146800777,-15.314120547852458,13.411774326330557,3465.92403413272
AGO,-24.769567996190833,-1.6480701500046577,0.5864740353913276,-0.9369593562253921,7.189772691815715,-46.76882694281195,1.9034709805737706,-13.475672341014123,17825.93121582629
OSS,-26.20604577217544,-12.838318414960387,-18.819821016254792,-1.7215414456436584,-1.61469946458561,-6.285629895387048,4.338085745693764,6.362400616117182,2643.5002086449804
SLB,-36.83812861334223,-17.31247497671751,-6.879695521235342,0.2959298548762063,10.275422343256533,-13.439773660682203,-28.09394916974518,-3.685916321808334,900.0
STP,-21.89804223790713,9.618731467679865,8.580132665223044,-18.09765756352369,-8.79334040270874,-14.673790141572226,-15.661749609936662,-10.240743915637253,780.0
BTN,-44.345395211453074,-5.48879195473081,-32.06301230447288,-6.0863625600280455,-5.963958798603892,33.18162392305241,7.838974817992517,-17.37087449606285,1220.0
COM,-35.52458611211153,-27.00892396737803,9.1948812587433,-7.657621643394638,15.817195873770084,-17.817479629185055,-26.792482053986138,-19.931818738026873,620.0
BEN,-43.53794601479461,-32.265429342061886,-19.579621842633962,4.5324479801178565,3.9294822764939363,16.161108123741958,5.043446874742811,-2.249925047017618,590.0
PNG,-64.61834501985729,-9.493038253420117,-43.77906849070587,10.786502852582782,0.0412012630498062,-22.234257382098974,1.5752369550637455,17.690270021303874,700.0
UGA,-28.068145948368944,-13.920749263587783,-3.9193369431731977,-14.35577089126525,-13.14331730727884,10.546855469787005,17.667747409863303,0.8763550129316926,300.0
LSO,-45.53653587797728,-10.761264348714757,-8.859043961503314,-27.476869478266387,-5.752946373650825,14.223893828194832,-8.095422173604742,-8.811235093827833,910.0
MNG,-45.67650637051118,10.496648226159264,11.691913988098081,13.570974847461075,-4.6098685443257486,-12.22719092187027,15.173259381200612,16.673720362703477,900.0
KSV,-9.267549396114305,1.0492430921433695,1.3888486116461787,-0.05604691665460053,-4.262489408071918,0.9939171931618406,5.335981307230165,-5.533396378470629,30929.28816643647
COG,-43.24768048661808,-30.310342551685387,-38.85953650313802,-5.479523357323206,12.177953152323672,-5.333548196467738,-14.274167577893584,-27.556465733399662,980.0
TGO,-52.934695132676076,-30.67318639587352,-15.416057834324944,0.12530595457228097,15.06322723981705,-18.054028316429772,-22.39979747009372,-17.507587475462607,360.0
CHE,-1.7096971280542297,0.1499832212561623,7.932656525083443,-42.68871750640592,-8.55039325608949,-12.21761968020732,8.295012577559529,1.5080465109182917,61550.0
MNP,6.631264567624332,-1.3388904623448452,-1.4335576183744563,-3.519133346555906,1.8006984694686035,-0.571244559755641,-6.716274138354923,12.396979074116688,30261.537373495525
LBR,3.387476119336503,14.88946812194228,-1.0556235810961077,14.22120117532949,3.2695106290322764,-3.97799013601131,-8.221069959884014,-7.447364178572432,120.0
PHL,-20.376749380240014,-5.102072316204789,11.919923479638369,3.5878105808064653,-6.3965479405188805,-2.951401138633227,11.001462614625149,11.499984410423686,1520.0
MNE,-53.64771884414406,2.7793095436852786,22.547050382693005,9.860077357842217,15.966927813372125,-1.244191601749885,-4.507761085120174,0.31553180381109575,3660.0
KOR,-12.513683252129601,94.90991486824316,-6.799322711485756,40.22203572419587,-32.05823068109427,-20.134106351014378,-8.559761331400725,12.715382635978843,17800.0
PRI,1.9263609664297374,-6.49310399215679,16.28475892608568,17.92293622297502,11.91650792131954,-0.7235705894537863,0.31491296862854123,-13.785183270108044,14750.0
FRO,3.778898895593173,-2.607164469240552,10.735855696708574,7.631815558817443,9.236047430346051,-3.947495091754556,-11.067384672387425,7.36210583147923,3474.029447662637
DZA,-57.656088789512104,13.662552683029407,1.1661973224130797,23.057405341902893,4.726987169040897,-12.71709411186851,23.17639492504903,-8.621186108152566,2710.0
SYR,-46.529750734140066,-1.9048282169837385,12.893407320029322,10.391513663655253,8.242976690272146,2.558286451477896,4.361062515880877,-8.305871407301002,1530.0
CUB,15.401307210580512,-0.7466554208308921,46.18015147728841,10.119409004204018,-3.8200086740451,-5.888796274302585,0.9911349765464096,-1.0506353052539439,3960.0
MMR,-57.01122404023741,1.7753615080666858,-12.10910771844895,-4.1438334349202215,-10.833604415154815,-1.1406935200329014,-10.63756030206379,20.494973297763067,24042.629014088656
SVN,-9.81576052573079,-10.4784175044158,14.958091729253807,6.395404158388373,6.0131514996451,0.7411314646847446,-6.435672216840352,11.214402452188828,18440.0
PRY,-52.01229467432917,-14.456609998965497,6.921731878864591,-38.87474309572311,-16.956622352792305,-7.499369160007565,5.60183184529938,0.5248752811756384,1230.0
SDN,-28.749322728939656,-23.611875544768367,-21.96279707391151,17.333679378416317,19.476846613501404,-19.02927597175569,-15.060300640100888,-24.638955392182808,560.0
FRA,-21.78641660796772,15.821452061543658,24.73324626784314,3.964783105406478,6.140210173455294,-4.515747078421779,4.122769149366148,11.083870645289608,36000.0
BFA,-35.194446535824206,-46.11471605873495,-94.89794913701448,-0.2908129274819998,0.3556828819512511,25.261864684744907,5.545495713041181,12.132529486621388,410.0
CMR,-43.95762162477274,-30.017219193219947,-14.976597725552665,-4.770820317112223,1.1700580699134961,4.79105268255674,-2.5409639782476052,-14.723447962578291,900.0
GUM,12.620515463418801,4.598803722845649,14.758838778338852,3.9691779631502104,0.26706832940975744,4.432887455550735,-5.294892026878566,-10.497506229394116,28582.35774930502
TJK,-49.02074080053153,-21.136033193184343,-2.6508139122734686,-2.394513445951318,6.364428170588816,4.881369309503901,-0.5397512969164706,-10.74059848206166,320.0
ISR,19.0890635598682,-12.825821783028411,31.785883147319616,-9.131263542876486,-0.9135586852895295,-11.187898461053685,-17.1653002215502,5.289086844664032,21220.0
FIN,0.1339787769399662,-5.128072908807838,32.54033231118413,-6.971294992416403,-4.034463695237901,-1.1417560394171464,-6.202849314480604,13.808010649159423,40100.0
COL,-23.47996692798132,18.644130654398396,12.596069627106148,-12.218533470650238,-23.684726165126083,-13.004555659878692,11.159329612487753,-8.25696401186482,2920.0
MNA,50.96155347311729,-3.7373765848445277,-8.634125918708062,15.930442047325043,14.168797359912261,-10.494691465446103,5.540197461058561,-2.2404583228616883,2077.8823081978603
SSA,164.50252722094166,-35.76663628035561,-40.10488375554535,0.8997129581506729,18.576730611770994,-3.08498534470479,-11.944813425591814,14.180972106257276,791.0380676731351
PRT,-9.441031365655618,-11.686413412225622,45.8011087846226,-4.616691588740976,0.295775360777643,0.981125713378243,-11.499537686508598,2.618288593264268,18550.0
TCD,-49.28031875576803,-37.427401390947935,-77.42358838897772,6.617545142406911,22.801240930595117,-24.695103116155316,19.118927416729303,-11.877647435572687,470.0
NAC,8.003601121737507,66.97896761994632,-8.748140768237691,-29.942803113416776,-0.941935956895019,-1.9292468575273607,5.677001693101497,-1.0895091353903121,45128.0110142141
ARG,0.7586192471168982,0.5168479435073888,29.12674095583258,-6.227927313845528,-14.448211623606351,0.1835991004214105,18.961322401771266,-4.2519175933300595,4940.0
WLD,194.25801744714803,269.5497753286337,-22.44934287073906,-52.52188123688994,140.31352031485775,23.506523002202716,-17.05068063516139,28.52506753018286,7296.826233443091
PRK,-5.50828383342474,-8.211555753205381,-16.09849227297209,-19.609871217876798,-12.590359942455242,7.121814184735673,1.4413093959985956,-0.5010740060407504,785.9965709872595
EAS,10.950254425589666,63.83164993838548,3.0811835813531454,-15.856250677316392,12.489675608084259,1.438510645809467,2.952713002576598,-7.783621819867921,4902.66968075653
NIC,-38.424957784510894,-14.066717239297883,13.699679383195017,2.216323691085643,-8.648856603510437,18.340022444944726,7.7667755818509665,6.872930347712657,1180.0
GRL,3.9593062812843405,-16.977394313459122,8.69128737979491,-2.5192851512111,-7.298422395251117,-3.185431882732422,-3.0427341437357596,11.993426253574862,29690.0
LMC,319.5023912735528,-21.133712184460464,-1.9196840567257454,19.121438745433593,7.871482303707474,2.0103801485163175,0.3469862658401325,-2.276599453776156,843.570834635366
KWT,0.7812739348912933,20.013104864543337,32.76733394882068,43.73594617920656,14.27338090145759,-18.21983032041377,13.398563045523362,6.331480508320055,34600.0
MHL,-14.635284559937297,16.149422112160327,29.76978320924969,10.578595649196787,-3.215405677077611,-2.698800455051139,-14.256828381864688,-13.364115594372258,3570.0
TUV,21.602612363484443,-1.481136980614632,11.559545672778183,-24.104181740441703,-9.488625769067239,-6.115826061110991,-6.8989480219891215,-6.049603246597203,3740.0
NZL,25.483643318286887,-14.449914549185571,27.83227884130027,-7.172882446360687,-6.312434806877405,-3.0059818187967258,-7.171317695703299,2.6926542975476795,25490.0
ATG,-2.8806088396007006,-20.77899328325773,-12.666546144920918,19.96398087199314,8.788251991762662,8.209399917101624,-11.884227390202717,2.1977924876271895,11920.0
RUS,3.415756258365614,15.838772349630402,-10.826649856470402,24.679237652243966,13.373033538547228,-20.398441631198164,24.279826843852153,-12.969489862338737,4450.0
IMY,17.06285855237838,-3.9495881256279217,-20.804385460692632,-9.54499522760122,-4.614735528044745,4.720250188185289,-8.229356325208004,-1.5313426859419135,38690.0
ZAF,-51.68169693712907,-0.02408915702987424,22.89479873656748,18.72081814740617,13.862515621600057,4.165961093694563,-0.5667295519846758,4.925345082509134,5050.0
GHA,-28.627213758342197,-18.427777097130953,-38.583928275469155,24.15806606011504,-5.0505395119454555,17.25218782945697,13.955859316706587,16.443397293066276,470.0
PAN,-26.437506930703872,-9.496441998540273,17.75547279618993,-7.910186006408921,-7.989248953051593,0.04950190774059614,-2.8403515719636663,1.5885736332821172,4530.0
CHN,52.5036641325353,58.083585972738845,-30.222883780246843,4.639130946046603,-3.253300964047702,-42.89249903664903,65.88960378288368,6.24558599034631,1750.0
HKG,-5.143025019018107,1.287430953980279,3.7590165422792703,9.132431269334356,2.3388715631133565,6.201693223556984,-4.393374896093802,19.66178802244697,28890.0
CYP,2.4724013848942294,-12.281009390473315,25.715977025873855,-7.166279184399222,-5.716218380806448,-7.085177248934854,-17.852382124232093,4.660840378636587,23580.0
NLD,2.8069586894130834,0.473198456827607,17.6412500084259,-42.24627692273184,-3.4839236076516236,-5.742068871789558,-3.51236238934978,18.75167519664541,42390.0
MAR,-36.033588388887054,-10.339255521503464,7.157051932420302,10.51199880581285,1.7981096282056237,12.472801404363436,12.442216502894619,-20.383041560341322,1960.0
CHL,-18.525424419382603,7.593599334331005,22.761349359703836,21.08017050451303,-0.26470200387467746,-0.8265913948461309,8.971150811466364,8.18937237575443,6340.0
MIC,899.3461552322494,-39.01070359646645,-3.0066457431718425,-4.576704605181149,-20.28776774376728,2.23423202764905,5.788633825852627,-15.264227002726775,1718.47743185072
BRA,38.89883583165576,-7.962750108014224,5.042587979083215,-25.05397594670657,-14.612759427789223,-16.459390301464715,16.154431507271614,-1.0636223543569858,3900.0
BIH,-49.76388397334087,-8.63326202335509,12.951471655515624,5.847181700900471,0.7984603196068685,13.602089207921805,-0.858253615408016,-8.16350185801852,2970.0
TZA,-27.566655780647213,-16.746163928805313,-0.7289010287289601,-33.1953345659542,-23.45303547239143,17.202403588604383,7.7556102782444,-0.48685661284481374,410.0
FCS,26.458410005710974,-27.085183234851144,-49.95837356992703,-23.748323986702438,22.85809778448245,-15.317254820799302,-25.514598453763526,17.642014338044117,687.0806714473069
MDV,-42.127822720537154,-2.7892606150183092,35.33623482682075,-20.362997284089868,-8.833118777428462,31.462122130230586,3.2499875725728002,-27.965655783482276,3560.0
MLI,-42.31281950558226,-37.31523167409263,-52.25685372962247,21.003238178946074,10.811291380937181,23.46325886839578,4.235799177382246,9.259575556843131,410.0
PER,-16.244597205389802,-11.857000553988904,24.44512740905196,-14.261114051618485,-17.74704921137472,-2.1189146339603453,13.368014872867281,-1.9662638834569255,2540.0
MYS,-20.91658956203997,-0.6353309996403642,11.618899934453596,14.709574598320371,-0.13087477272412673,-3.2252901045380966,9.19024125390255,2.55070336321705,5250.0
EGY,-26.10279501236865,-10.459204299928846,-0.5939404700004419,1.1602575682347729,3.3829156517912478,5.7229180811830345,9.881733105570241,-20.269790071501983,1240.0
SYC,-4.496084511196339,0.556547238667682,17.695865734937804,-10.393702171070123,-9.603529155737435,1.7761983948882352,8.967586501655546,-23.2578968696867,11140.0
SVK,0.12466344460626914,-6.210623550090362,14.811540832339945,-2.4752741565423206,2.049421120980132,4.552548091691356,-10.127524804468123,13.361240010700442,11280.0
NGA,-24.16364876657572,-23.12305019250411,-30.530605630749534,27.467802053002316,18.68446912354806,-3.728899191469431,2.4689018849606845,-1.4493733911009832,660.0
IND,13.215534826746188,27.39454176490119,-12.00662264667484,30.669861694388967,7.118197008105202,6.959748592466474,42.37303688183042,-7.543364809515377,730.0
KAZ,-17.73140175019782,9.518722002779207,-1.597811612471311,6.36600329404663,-6.139576631962944,-9.277585335746988,16.970969532337982,-6.54170214642396,2950.0
IDN,25.88759144600923,226.92678951856556,-82.21969094998165,38.59443164700692,-130.69261782888282,2.2157726720699684,-74.94941023876619,3.601018872208908,1220.0
GRD,-38.676830000553245,-1.9562177372295229,17.098938631985806,-9.90303543367955,-9.129038515576129,10.062589870493039,6.350586889859584,7.0493841819097245,6760.0
SLE,-32.909114418417204,-20.380989271529558,10.515851753692125,11.18258765215921,16.50953131148226,-3.6624005875311383,-18.45742138636503,-12.890333299599444,320.0
HUN,31.551537486228963,-10.337014705719241,34.595094206718294,36.42551898586684,3.687426148467025,21.302410760158203,-3.193176146982298,6.0998309534620905,10430.0
KHM,-46.904660194019634,-7.334670308135803,-9.432704103362793,-14.002771706635635,-1.1675425248503457,-7.262033443978585,-8.462044014039481,-9.499848558880114,460.0
MUS,-60.375007731836256,-9.973260561622435,29.37890383545807,1.6376101271019827,-2.712770806595628,2.4465137398652,-10.91770609015022,0.573607663673605,5420.0
KGZ,-35.24140140823701,-19.990874032583058,3.594773452433273,8.57224194941419,6.410812153876471,11.644334151003429,5.502674730619659,-5.535824095644206,450.0
CIV,-55.611849568945715,-17.63602982203366,7.084329838893273,-0.17646514579126993,10.830266563337965,-18.26112243845066,-19.94244863726558,-14.764038849976064,940.0
VUT,-63.376278209829344,-12.503520790816674,23.71191703551925,2.271611282806015,8.503197915370507,-3.0411966125192857,-10.374342562505877,-9.579971836109273,1780.0
TCA,7.660618973705546,-0.385082909365197,-10.85254106970046,-3.6247093963616384,-7.503890633167624,-3.4788169855218025,-8.356690047385717,8.24042399733014,29065.060350144613
TKM,-50.94955984159835,0.6627084014691953,-1.9996835589926552,-3.7241780957141635,9.872237543959232,-7.159251469570028,9.830301752695615,1.879591404036087,1600.0
VNM,-12.498652563174357,82.01388393251707,-30.000344543895576,-9.421807377169836,-44.11875123216586,10.584408744903513,-1.8677082820662456,-10.312450343033971,680.0
VEN,2.765295520166582,6.279060043896883,6.807900355504057,-0.860807711272528,-11.662140736910912,-11.703439471041376,18.53147076232325,-4.881383904069773,4920.0
CAN,-6.861742340212482,0.11409599373859226,-2.91734007753376,-29.610023181520422,-4.729172134971632,-6.039450880653256,-0.586060594063388,23.114505418176172,33950.0
EST,-14.1944026259632,9.639619541682329,41.50457456525786,12.82772006987718,4.180022075366605,-0.07129680391899153,-6.397007512923591,12.437778903129633,9710.0
SWZ,-67.28270157132197,-5.753677957828429,-13.445766728740844,-6.5247635378368605,8.833673936756323,9.970113557680422,2.2153768131029086,1.0984392037732558,2390.0
KEN,-44.407349330585184,-18.204966451640235,-10.64322979774283,-5.267357938319398,-7.716339889858354,5.835580585008315,2.802730485105607,-2.5268594082499267,530.0
JAM,-30.009740766156952,-3.497490811929539,23.588009617787367,23.06112962222776,-7.502738175600742,12.009013269678626,-3.741110202086108,-4.2575604881983455,3920.0
DNK,3.3156398421799484,3.902069709735999,37.74904601556169,-17.35374359143977,-7.829602440539061,-5.751121547066559,-6.606964379795155,15.756307294933793,49620.0
LUX,9.910791040110078,6.005592316042946,31.11363929716861,20.99660754993012,23.367924299965207,4.549265928415503,-6.085617736722235,5.627936461526267,66390.0
MDG,-22.195051282577687,-34.72919196907488,-46.24509178567307,-31.694121854038194,-21.88018705119169,6.921881576443538,-1.1365027513660857,13.14710601855754,290.0
PSS,-52.54077688875917,-4.473476996415607,18.05061503909112,7.814491531901539,4.556825323235941,-1.9998032598659556,-9.99547942668757,2.323441724389792,2555.82802016089
ABW,11.1101780010451,-3.0804642670237534,52.58149507867611,3.845650417210844,-1.1030340653537738,-11.302535386534888,2.0230375603206365,-5.894924747780437,19683.636846168913
USA,13.327510040217966,106.53139113155167,-27.885868052525534,-5.366973558611397,7.9746446162183275,-47.81830325050907,55.35075286626629,31.53408196151291,46340.0
AFG,-10.87962354340127,-25.141753596307886,-45.65001065269615,33.05896450133314,12.014465560024755,5.8686152196992785,1.093488180775509,-3.333070791519958,250.0
ROM,1.8059286472806297,-8.680558628974628,26.27991392693641,16.28036686341362,3.4290933610782903,9.027190069804043,-2.76740300751544,7.5394269525164646,3930.0
EUU,-10.931753948189574,85.24924730442808,17.57905186240243,-21.2102700064747,0.7492980578919203,15.722224282329728,0.06819925798756493,-8.380270772564298,29271.376879658797
TON,-31.64995579827011,-16.333836946640563,18.41070393808692,-6.718595759858371,4.373918471926934,1.0388902816551921,-28.092097619272344,-11.486338204689012,2500.0
LAO,-35.87274461186086,-22.482629597009744,-41.28868135427542,-3.334618347013115,0.8995040549680736,-7.144289035305533,-3.867382395777182,-2.741661250116304,460.0
BOL,-34.61837100130011,-10.908114504162542,16.625529306130474,-16.526118809669523,-16.760199922741247,1.1965423983951753,16.19920682570873,8.308466210582365,1030.0
HIC,11.13817167718078,182.36154453403694,-17.0866941145521,-24.66988783487234,27.213124027922944,26.43780262969701,17.61908714398524,-30.19839106272696,29723.9293895767
SLV,-20.57982978429308,-21.100093143380892,23.58369683967144,6.190640656585722,2.0345263003868004,9.752425407443488,-1.1685820158364713,1.2270512959348512,2870.0
NAM,4.603515788199689,-20.810693214363816,19.754038674732723,-2.55583137487127,-6.211235562931,-1.0954613736009722,-0.5478897914525607,3.0024139122353426,3390.0
UKR,-20.348625667339576,4.170876853127152,15.123313652322375,8.686616635730033,6.808439971717371,-5.204926059416699,16.87400953466881,0.40339664276524156,1540.0
SMR,16.528364532371988,9.3146384851688,14.031277664696104,3.238994540375262,-0.3105300046524005,6.336172049174594,-4.376928534616255,-4.647301602900311,41830.0
BLZ,-21.625188876492334,-19.381176220416947,26.2310352107295,-9.967329865531076,-8.98867690842135,5.941579992514323,-6.078676120450226,-3.1190563023232705,3680.0
BHR,10.866361567995863,-3.1367214631732145,13.354858420514196,5.8173987616854195,2.373424092283191,-9.20986036766923,-2.913290762132465,3.779231387471476,16970.0
MOZ,-39.86663902444559,-42.67068639708247,-64.205045423769,-35.5382888071523,-14.874598037903477,6.711967780627674,-2.151847908984379,8.234071627933757,350.0
SSD,-7.148128505728548,3.3164656583028824,-1.0396858927322108,-2.357394613180676,-6.713031035900839,4.972384309500312,-6.036228855624998,-7.986435807617451,3775.9514573808583
ISL,24.353035630973547,22.64936291907656,44.68201864466088,-63.498444823480476,5.3833181144769116,15.37371485207093,-29.085618185084705,21.1775086865125,50730.0
VIR,-5.120371328242939,-2.723176391928853,0.778869817922215,5.356690823669781,-1.3979378241101725,2.56775466941679,-1.9981991544266595,-1.0622293054062597,23491.555921205487
SEN,-42.81559116195378,-36.82249871238405,-65.84170524059256,-16.33582355668349,-6.2877526194039275,24.9968623043627,7.9855328485823405,6.9483765620562945,770.0
BMU,-13.74624878786216,-10.168289996131376,7.8477166740744515,-8.785615511512857,-8.867475013147141,9.236886219142027,7.102534738942365,-30.10567370970303,7476.335950945366
BLR,-53.82411657756268,16.127804879374725,23.022756486243882,11.765403037485264,-5.0367765985666955,-7.185735885824538,5.777014090158578,2.556542783940171,2820.0
SRB,-35.215141327206695,-5.711763328770751,20.616987537970786,-4.764121283201883,2.206041271293217,10.80623408087679,8.483940523895685,11.294562683783882,3630.0
ADO,-11.318831686894946,-2.612003528063377,-12.254584877935859,-4.571854939338872,2.0843092006735042,1.6547739632770726,-23.85394073921658,2.6360054264745627,40040.0
SXM,7.030528084775349,4.80576273097535,-7.406785294964655,1.8916877830382413,2.87081073289647,2.4931452320753853,1.3212930012573603,1.1709735512128496,-9446.50577964021
LCN,0.7264312548684655,15.885473553017903,27.13476679429642,-13.46321885159166,-4.580766973451785,1.215712548420866,8.01721456467211,7.671971090155332,4549.61149133428
BGD,-25.110545097809293,-14.05133433538273,-15.157656089087766,-8.54752649909065,0.9670602308693267,7.759488902507582,9.072480939619167,-18.70846835602599,540.0
LIE,-2.5541434371923923,-2.994746519354818,-4.832700728229145,14.38848937825708,14.604121938736949,4.246945740605875,-1.1952927532454563,7.061170443568181,92360.0
LBY,8.336598755887598,-10.553574467157183,3.8988728262023065,32.62086844126175,4.723044626532136,-11.762197560386548,15.249648610128297,4.000250774053703,6860.0
ESP,14.68230325933428,4.657183181479913,45.244226648995344,-10.125838260226521,-0.07278220416144032,-7.0932391990944135,-5.539892136559573,8.189100463529282,25930.0
PAK,-17.955328390453875,-26.95785378097463,-55.25145124369695,25.1569087906038,6.260348222808524,21.84248940366084,17.58789741144839,-4.274854319772099,740.0
ETH,-40.45899037650289,-36.41799410087007,-86.4020659313999,-41.68008257534195,-17.76520395983519,-1.1943555366498277,6.521663041093611,17.66144266509884,160.0
OED,25.336732124096443,178.50737000850427,-18.615137699987645,-20.7642634015401,19.19669047395806,21.13993483217959,6.431710759745951,-31.797428957431368,31731.251949501802
GNB,-23.418170169117527,-28.063595914894865,1.3669848036917722,-11.770652910684413,12.5455370118595,-21.784537984273097,-12.023700023237897,-25.56039325064339,390.0
CYM,-5.2506737834339825,-8.504594772445229,-21.354901165073066,16.73647993690082,-4.632588610149126,15.18401680347512,-13.109730891197428,5.271264648619017,-13145.797208476051
BWA,-68.01567591718182,-0.5123468992432475,14.12795157023901,-30.673087430379457,-1.4310458546718896,-14.399345958600682,1.8699382978454078,10.25064624735684,4760.0
FJI,-57.02742834149755,-15.893352889148007,22.03621534436115,22.845070192782206,8.418101759140475,8.59134720780674,-2.9268914361933187,0.13765940135099441,3590.0
DEU,-24.031804031995694,14.139091870085648,9.555185162059736,-16.395457972510226,-3.1038645065411816,-15.50811718870787,10.138408496931042,12.994057695191579,35880.0
JPN,26.33703028887969,73.8727775172646,-19.046268531493617,-9.154724691681121,-25.85851097395766,-28.228006119564935,14.427193817482246,29.082794069279206,39140.0
AZE,-44.32534076043249,22.031298641154162,-21.23318755011997,13.139434811726145,0.6050187993664304,0.14077909675096345,24.163749016422173,11.140767456999189,1270.0
CZE,6.206776287406197,-9.048670700410424,18.160789445548087,16.994847494221652,6.099563838805173,0.25448134767481795,-3.0369299845087157,3.611738286441042,12380.0
LAC,185.65974980066943,-23.851747117770223,14.994143298291185,-5.100217589807736,-29.431825395764854,7.944239067833072,10.04075079108223,-7.517953251815683,4292.628910678321
HRV,-24.090652179959722,-10.415440183192217,25.723017627168836,4.544682263106755,-2.823180883458608,11.42472479571057,1.2309999639719484,10.463416869160183,9870.0
ALB,-51.42609849045386,-7.397834611728036,5.3506751583582695,8.68648189093343,0.06437952068753947,16.095171453869646,-5.200552913654661,8.341571773581528,2670.0
ZWE,-30.79801810529754,-21.46083367903826,5.978097532806044,-34.42146779284087,15.021467505060333,-51.26946500298143,-27.671644000084306,-36.5299660937933,430.0
URY,-13.602212883271584,-10.01010901114659,36.138814184917194,-1.0398242626834933,-1.5216905931490001,0.13714634387977312,1.8633864639064088,-8.954991407713885,4720.0
MAF,-2.1682086650092907,-3.933732634884988,-11.01090459853191,-3.8908480569116612,-5.0896854441081905,8.88795757320192,-1.9286769088762155,-5.690738161410665,23854.104095214836
BGR,-32.37719739375695,-7.109926117605023,13.845409737962399,15.437029064893938,10.510723246594948,7.07024724996173,-12.434202005248645,9.692096192859054,3760.0
ECA,156.32748043608657,-20.988438522234738,17.279789893018908,11.299777605870396,-17.297104001603405,9.458531641909472,7.6821747352715075,-5.651642300876974,3234.41938382414
LBN,-20.961253165717075,-7.315288234379173,36.93219832996001,13.369099594668539,5.442685132905089,8.537443383652056,-11.297443147167824,-10.621201336182168,5740.0
GBR,11.644127154033093,9.998171464699077,9.428727081305773,-13.939119249935867,-4.522146293345542,-16.61572351268837,4.489206065358313,6.7180819729563614,41150.0
LIC,108.10189737346643,-47.32779740698952,-52.79662785850794,-3.6715850705813295,10.509247990595409,-4.785954636763941,-10.729491692145949,9.000494308813302,300.606568392904
