Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,NY.GNP.PCAP.CD
MDA,-2.211937842672453,7.725488253309741,-15.696246890229151,-1.5837355772308221,-3.898834011960746,-3.2843482230236316,0.7561886486980427,4.508188760412773,-0.6342861656257665,-1.3453863104627244,-4.672321005182242,1.4391485428053479,2.487636826820906,-6.4244420352531755,-2.1701194415070515,-1.3608602065552307,-1.6519912049740308,2.993294630582451,-0.5065721238632042,0.7912555931152089,-1.2664368122770338,-0.9474348218665423,-0.09955253694513276,-0.6271573483593925,1508.8574753310793
GNQ,2.5434260405905444,-12.05000287313727,-9.214664947784303,1.2109481167304013,-3.9995239020438547,-1.0128593413179894,4.500022257209898,1.8778669090416154,-16.00924044271405,1.1260609433735616,-9.264770779483634,-0.45277033380576626,-0.9232892349851977,6.233069449604789,-0.8861849914052442,2.363344787926061,0.13467939756002986,3.0226403640914663,0.8399646084647079,-4.769408868217957,0.3713838081117881,-0.9136474859751816,-1.6070394147316867,0.7789702150678216,1022.1461558575982
TMP,-0.14061971847827381,2.667208845360621,0.8018849683742298,-0.5876901236781393,0.7991998579976557,-1.454909279058763,-4.05977896690263,-7.422528744440871,7.44570827731828,-6.443480793803827,-4.235252065431031,4.604517866407151,6.122315897238421,-9.192698744236633,-3.4060887138055014,1.2396653092548344,1.2156703347649542,-2.2609822352607707,0.6593216308065835,-1.8127813532488102,1.8904926736392276,0.4483105601383327,-1.533141255818317,-0.8568053808888981,-171.87577153019856
TUN,-0.1868520557667489,-0.7295442090830497,-12.41113574139935,-0.38610474474622375,8.231768336224546,-0.8509342869533316,-1.560769602752869,-2.835265577728528,-33.47634119825978,-4.412899631767703,-1.5024836993996118,-3.354685189725881,4.664062597599231,-10.685903419988152,-0.45314378867331184,-0.9247356260574218,-1.631549767948318,-2.350312015160667,-1.0875322538271437,-1.0948081428562664,-1.371764467145316,-0.7491463917038377,-2.2893127308931986,0.5841714714015446,310.0
YEM,-0.46812639345079327,0.11844630458628175,-0.8302028499351716,-0.40771493529493946,7.1676922250125426,-3.0922422373370657,-6.419348906213008,-3.8007386854407663,-50.71477995705195,-3.8258860454362655,5.343579746024414,-0.0542125398490069,1.6767323966954275,3.4177851176269725,-0.3723267191057633,-0.379432082878485,-0.9333099179000635,-0.5418160303438314,0.6165341984701287,-2.8554309872996373,-1.2139067540883346,-0.7571805840171784,-0.08054286795316679,0.15961250914454814,702.5975245117992
BDI,-1.0054038480983578,-6.058240988372207,-14.970357526417553,-0.8132681241931398,-48.70627486179048,-0.6824419347157638,1.61615055616526,-5.052411832913261,-73.14310574460184,-4.828448197401244,1.186365797841157,-3.2868106403515447,-11.274058914494555,0.2634988113042689,-1.3358225807704072,0.9502502143497941,-1.7031800588932686,2.9146973270677026,-1.9270042212754506,-0.4455247927899899,-2.5623200425839756,-0.6958747492914742,-0.8730661071049237,-0.18675737335053236,70.0
CUW,-3.363878037108628,7.794773141582237,-4.667269522599408,0.051815193909483186,10.123938784931909,-0.3562685509583543,-1.1595302359844961,-5.134285157434319,-1.0146462041858344,-2.919877244727862,0.9122054183402709,1.418607227781586,-8.828440922830616,-1.1360904811119683,1.8537567112367053,-1.93465904867075,-1.8197711297810844,3.2183443532158567,0.1797800343705761,0.9389001688275336,1.2777283659144456,-1.8970973853355828,0.1687486606040662,-2.032729056541906,-506.4902732540776
CRI,-2.1817011599216443,-7.109664805430164,-8.155677250239837,0.21523036909564508,5.678460260735242,-4.297465283568609,-4.779802236421799,-3.368980733301715,-43.6360538484463,-1.4048387546350338,-1.5483191171302442,-2.0512347307835084,-4.390285398349203,5.477221563491493,-0.49464965125706495,-0.793174024900972,0.2071015580158727,4.768082539075557,-0.46364064644086644,-1.296804070263086,-2.2328882030701904,-0.7387566967812839,-0.6645184841271453,1.5410535461741932,570.0
WSM,0.5385089592274588,8.111552188576738,2.1043261980467034,-1.1903714431782277,-9.139057704471128,1.9296004521501957,-0.932596887017676,1.9450868652262414,-44.52280229021428,-0.3907638604855442,-0.5873440439688443,4.381049886899156,3.1367334961930573,3.40202513656779,7.191349138674415,-0.9205068560807306,-0.9146976348726682,0.368939558474487,-0.5359581782677652,0.36003592827343495,-0.470784480948073,-1.3652379694663601,-0.8088519932603304,0.0758312695189739,1770.8380786014277
NPL,-0.2618094435015881,-12.826665599104775,-5.89764643263305,-0.9381700220246999,4.88943119263239,-3.1786290854079327,-5.598243759691938,-4.794098939248002,-60.63519460405122,-8.059432505318556,-0.46464692419621273,1.8067580457364054,-5.937347461353318,3.4041651353075624,-1.9368209779272398,-0.7177412105891661,-0.7702773257119773,1.794480835053168,0.28904343746679917,6.592359416015731,-3.5887958881852384,-0.7477081282876561,-1.8228240484626095,-0.2547997114283765,70.0
