Country,x1,x2,x3,x4,x5,x6,NY.GNP.PCAP.CD
MDA,-38.485825763707616,3.634683610984949,30.672973354182144,35.233355415139044,-11.548893765696366,4.445516205412522,730.0
GNQ,1.8061838961612728,-44.00043584491206,-14.978666819472346,-22.589868990342364,19.308741738376142,-13.867939692677748,2040.0
TMP,2.2633111328254008,26.783240303395186,9.620248180601228,21.05376920994168,-6.401877742053414,-3.4845124502236655,740.0
TUN,-28.987157977564223,7.32605468454122,28.609954920544524,11.532327566312244,-1.4951120315783402,2.4454798204534716,2930.0
YEM,-49.5894768045599,28.991075820209403,-60.4723482203373,47.9789081101988,-15.566816765899755,13.33818890314361,600.0
BDI,6.01537081785059,42.038786559687665,-82.36763485800884,-2.8417213815374804,6.973309373761863,10.907865363158663,120.0
CUW,13.37649501014744,-14.711195565412604,1.7055096853187182,-19.114869443833594,5.012951538667204,3.493022494023451,10405.05417535366
CRI,-43.30651821540979,10.321354595181045,17.605457704442873,4.080949664915488,-0.9688853859736404,-5.964884337802876,4570.0
WSM,-34.10970548895346,10.296182034298086,24.085806141848302,20.17874804264368,-4.1306863396650035,-16.04392165825035,2100.0
NPL,-30.299566529603986,31.581338572192692,-36.478979936877494,-21.43892984043953,7.1030620511096965,1.0154137817732332,290.0
EAP,172.77589277707415,-8.136544943478219,-2.203806114076335,-10.196407051314736,16.30740300355101,11.04455628053698,1425.59262374811
ERI,-22.760883144336464,26.37097531355746,-33.62562829644979,-17.430123554842403,17.118476935058027,-11.290697560133848,230.0
QAT,1.230494337345735,-20.537180997265516,14.952431618088815,21.42221308801749,2.701704570756303,7.4947176852840185,37210.0
LDC,10.901146370096942,16.995786662254876,-40.57853821434966,-17.480493174680912,-40.584777751536116,-7.973914941295587,358.45447755593597
UZB,-45.798923238376,-19.33645414396291,-3.6628936516955513,-8.715553318280367,10.231519239773696,25.18018216083376,460.0
CPV,-42.47651270967465,4.384862846772741,16.703030179047893,-17.119378133603277,3.7580426378481184,3.586331838769224,1850.0
