Country,x1,x2,x3,x4,x5,x6,x7,NY.GNP.PCAP.CD
MDA,45.229889087704535,1.280987446995512,-17.69849963369304,-38.6716053303909,22.96200313052974,-13.522066983224219,-20.46812399075913,1820.0
GNQ,43.51784715988383,12.136137521692824,62.41272546524685,18.279712576270704,-23.34851982025181,-5.267773328507121,9.281137732343268,7880.0
TMP,0.7969747095821593,-5.7498963546833,8.048375842571104,-80.50771785442332,41.241596954143375,-6.304124002810584,-6.216547990088168,2770.0
TUN,37.20602699074761,5.234744019284178,-31.787057646052887,-16.601898089427376,16.09441168853337,-6.70747419237213,-7.41206757909111,4150.0
YEM,60.89360335500507,19.499087648571905,48.74494339854948,-21.052095179926823,1.4223627049226721,0.578233636811584,-8.573574160910836,1250.0
BDI,63.74812410179993,9.777354965022802,31.64784562736549,21.718416471001163,-8.040146372263726,1.6361992640869416,-3.6647459125606967,200.0
CUW,-23.772059464276513,1.4988617571540168,-1.8722025808186014,4.656576892196407,-11.079021317271522,-16.53378180378378,-3.6303136931096214,24367.821115566287
CRI,63.01240351417501,6.709464757258459,-18.399303223034494,-4.805706382998781,6.1494114287204305,-6.283219776938869,-3.712187036247256,7100.0
WSM,32.55411320459386,16.577524529823485,-29.69631544842741,-2.2803915900217673,2.1970641777950646,-6.5449927932271965,-16.658590135212535,3230.0
NPL,39.96604110821183,5.136605390829543,2.283278429366795,12.946284148380233,-10.547660463124346,14.743055324187297,2.111798342689658,540.0
EAP,-227.08854171169156,-29.25264310393044,-6.813676195072544,-17.189499950117888,-9.683813129530408,13.06665966605165,-7.796824720383715,3755.0124638620296
ERI,51.21938691209605,29.608624705999123,12.964401046448122,27.48627165093508,6.844497990570304,-5.733345989568162,17.158511454493816,380.0
QAT,-4.484843348734961,-8.610484683458893,-14.230024594482392,-10.593614060112346,-0.09500747330810068,16.524580586678116,1.1918460717618526,66890.0
LDC,-49.85342039059469,15.250150443820312,61.97433713205012,25.14224415362432,22.43482431618316,6.708756551578229,12.858556458103966,675.553092685205
UZB,51.28223697288674,-20.90039760729615,-1.3457551476318141,-14.718306002900587,-6.75717405232292,28.031416446168937,-12.331861243731142,1300.0
CPV,30.946577718776933,-1.0758590290666812,-35.438891369179416,15.734456442631702,-20.298044855207568,9.268588659437258,-0.8517182823575729,3410.0
MEA,23.64321440216154,-6.03994182235931,-14.500665508860813,-17.84577627110473,23.087401340267014,7.631787776591149,-4.036545686779239,6911.6802853822
GRC,-1.9234358522489394,33.13333532768658,-34.96094798227985,8.194559050604735,11.697222074971119,-8.347936456245154,8.568799071762099,27600.0
BEL,-8.68282441189212,-4.036591772979399,-38.86703565626079,-3.5927281054774824,16.28096192581379,-12.45446136903225,-4.132878342413829,47700.0
WBG,-18.14382810529491,36.03725216228552,-9.306568632181135,-29.260482828086204,15.969548297368197,2.020201914404162,-5.2372294505867645,2310.0
ECS,1.5109941982426645,-87.81598598405476,-17.001820477848607,14.137102332554702,19.554750530011834,2.9874081545683526,-15.714059620444942,24329.7003119261
ARB,-11.806122338190013,-10.340060139572527,21.927711824237363,-35.79889789848201,21.235742794033964,9.909277088489022,-11.253230850492159,5795.9248298797
AGO,55.26878503833123,10.93389654136297,45.11918728718436,7.3347024167678665,3.248350061233205,1.6072630772129897,3.228945289813892,14687.83721295186
OSS,18.287926711170194,21.288860283667056,18.77395029362895,-3.313446941886411,9.637297767607519,-9.447004528176617,-1.9350810803754726,3723.171186813921
SLB,55.24026147897103,-3.333459596696626,8.734853699517366,-18.297003547795317,11.119593567235901,19.99096973007403,6.019831569773471,910.0
STP,25.396538586347997,10.263061828809047,-13.238217289135696,-11.621716330252273,15.640382445543286,2.2871528764127045,1.0240142662744829,1190.0
BTN,34.0098945705537,-10.099628775494912,11.2820282855899,15.478947231797436,-22.733778332591307,-6.298831689587263,-11.070157789205089,1990.0
COM,51.68427192308683,19.0414596541851,-0.30034255320635045,-16.019133586159576,25.199841049480828,-2.9840152670042195,15.472560036358553,760.0
BEN,51.26466753839187,27.20215821318097,21.692108282816303,10.406495833345893,-2.670257850347019,3.1167920892804677,-4.938344434975445,760.0
PNG,46.080691138171275,-8.173048152957385,16.117608352647707,-6.019577059181416,-11.879888949183195,14.79542574086691,9.726684312809422,1270.0
UGA,47.41211213449829,29.939840617776934,62.36181516740214,2.730208649542756,-9.284972316838417,-8.429326002037508,-15.661933033505509,550.0
LSO,53.84781484035866,2.529705526514323,15.084207454772166,6.1993423807113315,5.910410902756518,-13.644217873875117,-1.4281850331026635,1160.0
MNG,41.73508760486756,-19.77069340408622,-26.656417992007146,-15.11983455509308,-2.60768702261018,21.888457157844847,-2.8766399212048253,2000.0
KSV,44.76939180940685,12.889664504919216,8.414728347044047,2.647895434671117,-5.161538953020221,-3.3803502610641107,4.3279353067970785,3420.0
COG,49.34061581217611,-3.6003659470013805,20.583669570513567,-0.7183882865941735,1.5685290440906512,8.498956139544324,14.923167467636326,2230.0
TGO,55.447439956446075,25.463304040388515,3.1348943667905838,14.652964329143488,0.1693526080453114,12.445098268738155,12.107127641042833,450.0
CHE,-10.560098198485688,-6.527182188777023,-18.871006538279833,26.03012110397567,-5.528582406216422,-7.836024236045522,-10.847514052899625,77360.0
MNP,-8.336750895504972,-5.53504124632096,-7.642205098946092,6.9760363778731485,-4.216645250159496,-7.216228798950142,4.576643853977318,8745.75685319251
LBR,25.124381372768948,9.740082606664497,22.67239939030348,-12.056589813124406,9.078866207907689,-9.312723210479072,0.7937528326522888,250.0
PHL,13.96400198722135,4.949660672856518,9.985936558942702,1.3001233017771738,-13.101100362540045,3.1892049503682465,-10.0182807464363,2750.0
MNE,53.66320715141151,18.70222134480725,-11.315159308597005,-15.529405139680115,18.735355552806357,-5.873404541429294,-0.43970904050004656,6890.0
KOR,-11.112138558691179,-82.1839823098852,-4.673718808552662,-66.2581195129958,-4.577894515750743,10.43648176430947,137.45627185962766,21320.0
PRI,6.738117909779741,19.083141675934783,-13.89954520908972,-10.94582487778664,19.304895139092395,-5.2278521790643415,-2.750523490503823,16640.0
FRO,17.29423164788222,4.00705417414363,-11.217511072283823,-1.7543355917563936,-3.380656902050452,-2.3249256710430766,11.578563597442306,35704.35053552584
DZA,86.92678684039969,-17.191886247187984,-23.14074742223123,-37.21713521956956,14.081597870628633,23.756351147086704,0.14833741281388738,4470.0
SYR,61.669730331971635,-2.3477966481583907,-1.35301395770408,-48.08849696836016,31.404272555499094,2.9463065682155696,-12.762791431960672,12318.121537971801
CUB,1.371423544241966,7.834761234275663,-48.21493451980483,-17.873170348835888,27.50086558762102,-9.153864034916275,-3.015494090210596,5570.0
MMR,65.71004183931545,2.8656372261659766,8.327176972236181,15.68429584220119,-16.611239366393693,1.372835524028715,1.6449021492729294,14527.93286223938
SVN,20.104258044554125,15.197135731010789,-36.76768386519171,-3.5490446093241887,0.15016178447325687,-2.770389718171339,-5.695713883964604,24560.0
PRY,60.94468804526511,-2.732621552253688,14.496806728522898,10.278368210771777,-11.720476811181184,-1.2209643507615622,8.749766493858356,2930.0
SDN,10.33314623784525,27.531092489507706,53.03764087861884,-37.01493647832184,12.419952440599952,24.842776768391186,12.17865632461024,1200.0
FRA,-10.965305487482876,-4.320043807393843,-32.99783513576929,3.7169268953876466,-1.1675740582731446,-1.06917724907283,-2.2820317660404457,43790.0
BFA,51.4550314757069,18.874746577338634,68.61371859642006,12.707118541936167,-16.34333928774306,-10.353149091970236,-19.559355713478563,610.0
CMR,62.7595192099658,33.003802465052914,45.693639127303165,2.7767084556529307,1.432270702821241,-13.39656302842361,-1.4715231972463978,1170.0
GUM,-17.35118909175914,-13.674644130879841,-9.576067503702523,6.488002254702658,-7.780846484542918,-4.4037125764207765,-0.35143227599678933,31157.78668706899
TJK,39.35742592421677,16.20845437559883,1.6002253309544194,-12.3705992373759,19.432857877144674,-0.4484062031947206,-10.598269791646898,730.0
ISR,-0.0017978857433418025,4.626703181162361,-31.047687125513995,17.23230457876395,3.5133431238533794,-5.415499719282833,2.52422961278667,29460.0
