Country,x1,x2,x3,x4,x5,x6,x7,IQ.CPA.GNDR.XQ
MDA,49.53628493037663,6.511892820493728,13.502362919593452,-41.68807672625722,-23.917236086621962,-21.805459954134033,-4.117011036730526,5.0
GNQ,6.775180570625559,19.272376814482318,-44.45499652411294,26.076414391728708,13.360429538743025,12.852153059584158,-10.82756513341969,4.499153410120195
TMP,5.338196510093337,-19.142976094139513,-45.506658713340656,-45.690119684005325,-14.512276455859928,27.365381068552743,2.35668833468241,3.5
TUN,39.45762344117633,1.1316653728624217,29.12788731565543,-20.08281617458573,-8.59525174719148,2.3064642750579303,21.932206531568653,2.7272651550093854
YEM,50.723619591578576,14.909481389559787,-47.27098856368454,-9.37096302677513,-9.653411603016616,-10.169179974208772,-1.6003295361630308,2.0
BDI,28.316375088630014,17.558008859018226,-1.5621328759471724,22.092921895065466,14.725781506792355,14.642150670240422,14.723904994098126,4.0
CUW,-1.1433358323409437,-3.2802847505758423,17.196886793579576,-3.194266212210702,7.73098946065837,-3.4846063320459955,14.569885779629812,2.9707041669872645
CRI,47.052998150713165,9.675759529764441,16.10665924228962,5.482023741701384,-0.5226582299563669,-2.109922915815342,14.302251854969612,2.983564938302079
WSM,44.28024797196334,9.018462244529,24.407968106764855,-28.52397585703933,-13.012820909809424,-23.042993483281503,-0.10152891903412309,3.5
NPL,38.76423181911975,22.732739398763492,-12.553164695070105,45.599833013197745,18.66883991660823,1.3340614250222549,-0.9168156994669392,3.5
EAP,-160.7715145854034,-15.029403801824962,11.403588100545713,-4.200532843881689,0.1569097206701322,2.4507623489612174,-0.5875799027182822,3.36363636363636
ERI,51.72527690174837,48.04230996611444,-4.03712780782636,42.375459806725516,11.084622671709372,23.5815520973713,31.306882114221867,3.5
QAT,-4.764822756125432,-28.607615044603676,3.834119807726779,6.302063770812528,16.290918861628832,27.02410212081221,-28.39263821849289,2.647604365395668
LDC,-45.18646896194096,24.453678666581368,-41.635931757403704,15.781952978051656,-25.738170411645967,2.254215087259693,10.324688820944424,3.21428571428571
UZB,32.61180615197685,-24.012117116222164,-12.466945008444815,23.15361454841073,11.782238792043493,19.70041560006816,-4.66793408940003,4.0
CPV,41.71669727169199,4.165345177513652,14.39841144239454,11.785922429033517,9.577513499656735,-23.692588127553655,-4.186605384747182,4.5
MEA,8.83734490236242,-12.21302858451021,1.5356230859508113,-32.90173528209559,-32.2394650240376,13.12721035805241,-4.171471027725639,2.25
