Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,NY.GNP.PCAP.CD
MDA,-8.744851940502679,-0.44201817520306835,8.636385228658302,2.4495488132015293,-3.710761629500286,19.949521674556077,-14.703385487265672,4.8129349688159735,-0.3874223516334577,2.5301510464124033,-0.15287187585127615,0.8347153105868996,10.418709098058331,-4.525563990260103,-0.8596163689295047,-1.8861733332016073,-0.93695884304022,-0.14968511524204664,-0.5104853560551585,-2.1412280091297644,-0.8583687593936307,1.5831251316232777,-0.917354042536538,3.7314276238033073,-0.3624877281932939,0.7568276043882924,2.519735198362456,-1.5681116453671369,-0.19117594835850227,-0.07346178087774141,0.9659823714341259,0.23870015755741814,-0.0015501401345605053,1.6865742590269783,2674.42570233849
GNQ,3.0183864067535944,1.6719075863423714,11.284714349037012,-0.5462613064749784,-6.50850603001234,40.649814755254134,-43.43514916699438,9.417419440259875,3.9362025157528207,-1.999055032756602,2.9436297832844205,-1.2090233844361937,-6.969697047461987,-2.5594113379268157,-0.7171670952471277,2.5045212122939695,6.459812777032013,0.3550577419678513,3.898711966416905,0.18291250095286427,-0.9708778350368235,-0.3801203130508659,-1.4577541503866902,-0.5626451619112669,0.9470572353792345,-1.1716772468823449,-0.7640027115037288,-0.06039361831756403,2.4911794298475956,0.8872915095951638,-0.16590829932056472,-1.8541546088607126,0.06554249802011977,-1.4992061834139676,230.0
TMP,-2.3729278284820836,-0.7563915343426426,-1.6139427554419907,-1.1550119551909703,8.657423203642004,-2.143309981837693,4.078732114405902,-12.001421184859886,-2.3680646757225645,7.9526171319886965,-3.5037958647061926,0.2037670371976339,6.855129025916542,-4.439819052370299,-0.3703053088137622,0.5457774809367991,-1.897637077265784,-1.6994490824008457,1.2398926739017604,-1.8594395094395488,1.5508854011866764,-0.4869586602850889,1.3398442076805173,1.4754766402387647,1.6963374594924805,-0.7814152569814459,0.22649912582211634,-0.7481689422322426,-0.841448060172314,0.6899902337014455,0.6625723864074667,0.8885772934724949,0.05216185412655492,-1.288238854129344,9575.142604124705
TUN,-0.5771124077832706,0.07728795043610305,-4.993629522678086,-1.7793382330298118,-5.994649268857134,-14.189286911469678,-5.282066416570209,-35.618386522009345,-1.1279712212303508,-3.974136742069868,-0.6074005426144005,-1.1745988306344708,-5.807874222005037,-2.7490417106867606,-1.901833747079407,-0.8123506337182878,-0.2288670241154822,-1.1604649438052765,-0.11823732679659726,0.17064906027313276,-2.836450281051417,0.550956401879026,-1.2685222858159872,-1.796291226609382,0.7937004370223872,-0.5874315151228127,-1.1360806152918446,-1.0688581731840392,0.4519107886671701,1.0581142283250349,-0.16575525150048875,-0.0647362356990522,0.08846081095398937,-0.16427633632007205,1270.0
YEM,2.8770541512627696,-0.9453185534231004,-1.207281973740188,-3.922496346610478,-5.058915855739635,7.379952522766038,5.496018017527969,-32.87369269544422,9.06787952027891,3.997774379642894,-0.5882239153035453,-2.9182829928607363,-6.4568687072211794,-8.017814414512001,-2.9198182353752995,3.961344227271791,11.36835504647851,2.142543629226115,1.2128642998740156,3.6756004304134775,1.9667864568167113,-0.5464690225274044,-1.4279966505693436,1.0041130739639952,1.0065160792689019,5.122040232917376,2.6348115988128944,-0.8597944754345203,-1.0978819101844293,-0.4085195755841977,0.6702205654235522,-0.25050631573271454,0.0217267875374137,-0.3366105805809709,10598.222088187325
BDI,4.668788225246934,-0.7127635564032228,-83.5609049449881,-3.572958801435607,4.910432457673676,-5.677669790641204,-12.986781803450675,-37.394427522923266,4.21854138287167,1.170248567396043,-0.1030604846243176,-0.5180358460143474,-5.734080598170137,2.7972859169847033,5.863495173737329,0.5459372191362339,-7.581356367266699,-1.2307057527035539,-0.47073603636820294,0.1351558140366996,2.5024691638073495,-2.7528790072924565,-1.471702827217237,-1.717372631764982,-1.1868917326116883,0.9019866627962966,0.9085396685625785,-0.3832309020410152,3.6660455934448795,-0.7974805914390276,-0.16569281961893442,1.4039041096970846,0.025555606545748632,-0.6953147404404377,250.0
CUW,3.145128003933723,-1.4096208059931414,8.655664190893757,-3.516013316747305,4.286804226261216,2.732645207596055,-8.111110382304167,-2.0633101494297312,2.5652452929836116,-2.412298063699485,-4.427986794934787,-4.874598567268455,-6.469213564296034,-4.159628805324851,-3.7419089424381844,-1.250234385185009,4.301961981001419,3.8315927890255157,-0.47645924962433384,1.9109812677231957,2.670509090104055,1.548024546753914,1.4244937895307594,-2.2202989162859774,-1.13171338730736,-3.013521898428948,-0.9358844134281008,0.6050854673504407,1.0030960834287066,-1.2235113101720723,0.8820684837341941,-0.25960782776693386,0.045625224210388754,-1.864002109327332,4246.83613021578
CRI,-3.251912763232762,-0.21646054383792138,1.374008117030364,-3.955173892009623,3.9529745820167004,-7.329610416430762,-15.811207387566181,-46.49918764437369,-1.3484982823029403,-3.103980997625651,-4.63284215576804,-4.6780360582664775,-5.136527840618067,-0.1427438741135802,3.8283191768363096,-0.12681522977392568,-2.181220631486167,-1.1372042992162918,0.07156245055039981,-2.228654203011605,-2.4232584673008235,-0.8691711038748537,-0.9187798027809204,-1.858289340898608,0.6610595848246116,-0.5679215657681352,-1.590202072087363,2.5291952517047913,-1.2576804267759731,-0.09634662446384881,-0.16591019877031615,-0.6186012334858854,0.06717176836222287,-0.14931393433829176,2070.0
WSM,-0.3582707131334689,0.45835512222822855,-16.567029722691082,-6.558504392854791,-1.2084942157101541,-0.9379540352174585,-12.525721401845052,-37.45912910952644,-4.517691347071014,3.5093131427324185,5.145246151362924,-1.2120486500208167,-10.055433245911225,1.8348015874192023,9.705799819095903,-0.7980400075277134,1.9948930227505177,-0.5498295301939251,-3.3001363023249835,0.39580832886429995,-0.8147825391646288,0.3824700507272696,-1.3250354326620348,-0.6281024603789418,0.7493520889990388,3.66353711064884,1.6073549392691295,0.6712803571614185,-0.29818583884907635,-0.1383541650669464,-0.165922008154629,-0.8545660032244762,0.042856745395735314,-0.805766506954619,9236.079149304333
NPL,-0.19029479891332324,-0.7839532071366714,-33.01526758006397,-6.2759814463357575,4.3889912299329366,-4.743580892338574,-14.83461609148476,-35.5642333722909,2.96153711418883,5.4799740289357475,-2.9417227116146605,2.9411377001591474,-5.021382024361809,-5.11599916258108,-17.8942493537606,-0.5814500092866297,-5.3090201849106915,-0.9113854066721634,0.3921371499219317,-1.7262541366645727,-1.2245730128791137,-1.6979155757258624,-1.4685674857134732,-0.4653016985300573,-1.117886739757345,2.980319560931828,0.337314322875708,-0.09654009540989794,1.5718453386196745,0.9253828871825385,-0.5275458241764772,-1.6469017723301564,-0.0904461499132889,-0.6961195337463271,180.0
EAP,4.577325110655315,-0.4013720486154283,19.172228886750343,5.726883064760145,-5.543003731884668,4.522350935794625,11.758811475565368,190.4324116663241,6.171347569078197,-0.2915899460163659,-0.8991796965128791,-2.5278882581375792,12.945586945422253,5.684987910388965,6.873973121153314,-0.6742837171297899,10.291743979891704,-0.6960562506916486,0.29031264354326236,-4.12121313146668,-0.10809888973588139,1.6136989215107849,-1.20663112162669,-1.3137136129809703,-0.28220639544627873,0.8116275128781257,3.7431718737491066,-0.43829947317738416,-0.7586659463133791,1.1095550294665426,0.03875449712914389,0.07703720580039157,-0.2074758903490361,-0.6727246408877793,382.503737221297
ERI,-2.8690474876124417,-1.2103632610349182,-3.595904895095878,-2.98840890377045,-1.2454379497420671,8.285181778268502,10.365810694968298,-0.3727341151911905,1.735711275421934,3.4372837251424104,-0.48463340635293717,4.240310266180298,-2.2011440512473373,0.7055847314142369,7.234953112924878,-0.34151304153711315,-6.720079935799164,0.02004022846821507,2.8460168585448393,-2.755785017403,1.3773430005158742,2.2552600574316006,-0.19693991974229985,-3.5088635519507023,-1.2181153511730753,2.08430887220734,0.14647793686031174,0.6332169274506483,0.43480044714303345,-0.9382006979740178,0.37418168032818716,-0.21182009391276077,0.02846766607321464,-0.954524838253547,93.73561713650906
QAT,-1.04099852629352,0.2067837349349321,17.527458060907033,4.932539717588007,-4.728893887675309,4.153240842862442,19.64522395540491,-17.94491510556429,-13.972559251473568,-1.3200449041713522,4.7157455793603384,2.6182506271308648,5.161121113992751,-9.164269200425815,-6.546104467628518,-0.7812375052471143,4.162873611257412,-2.972193617926159,-0.3743808872328247,-0.22022173473781992,-2.711033557753875,-0.16614057483857586,1.8472548609611184,-1.596281204307745,-2.0490231003341717,-0.4028058283440594,0.6178713580562469,-0.6491494106830649,1.6146613071646077,1.8335120114187464,0.21732595818066994,1.6556316670074969,0.09420269129078461,1.200245009203116,5588.05468713935
LDC,-3.234680433007475,-0.7426723346101484,-48.15946103324851,0.11812044375497699,0.6134972041652942,-0.45383160372353526,-6.511486093298912,29.131816743889537,2.7034978835844745,-5.866294834060891,-3.608366421765596,-7.630763252362523,39.194280683162624,1.2181853930629631,3.177725188527406,-0.6094731334755842,2.408611902180926,-1.1399963487115694,-0.23925541414198417,1.5301648194699973,-1.7655418983081193,3.841432867767812,-1.4449943760699195,-1.0109693801630943,0.29779312246249656,-1.270989206513721,0.9056561595411989,0.06454980455929032,-0.4424983112084925,-0.8112839344376221,-0.6530774517078759,0.9721480018151788,-2.4765796376646896,-0.681660201998758,318.39618344737096
UZB,1.0322139265475225,-1.9064795407363098,2.431377635159042,-1.9983923720608607,-11.65701493517448,2.6657352954771008,5.090001774755338,23.57553612009461,3.1117225187590893,2.2406074011381154,5.373787664700796,-11.338258919867688,4.092264527502763,-1.6503858687701527,-2.067238533969131,0.9913629715284754,-5.577609758269849,0.7506826655906662,-1.090780255199515,-1.8961199160651885,-0.2686972437486954,3.5898570401742766,-1.080855492909702,2.48147045441379,-1.3678580917724807,1.2512239672374232,1.7108045292864604,-1.2639686682662965,-0.6294719346780859,0.5867099425574771,-0.5595587508263943,0.1610161169529716,-0.20640880927681882,-1.8702950993791265,7783.99943154765
CPV,2.7133798320431377,-0.14504857304588453,-21.095882440501693,-6.5604852436905094,-19.47120924831831,-1.236576946583482,-13.046086293435593,-45.41370786600596,3.1722462067173267,1.6008045533442061,-0.48877594464291596,-4.703159660600218,-7.7808948992276825,-8.672933023101587,-1.2493897930525253,-0.019541237776613624,3.1190413679175997,-0.2607998288273115,0.4840830169506918,-0.11523615791622474,-1.0962168471129283,-4.5574079121005955,-1.3715081488875078,-2.0860199144845843,-1.0953934169743929,3.0029255913467567,-0.06673641799203019,-0.2710229742525561,1.5328293138214695,0.18605453215434348,-0.5142904384368742,-0.44454713766123183,0.036720523664595724,-0.5196037413434528,640.0
MEA,-3.752618869039318,-0.3557504745653348,-24.20629096467296,2.018617850585087,-13.621663187358962,4.909501400674407,2.8736266182031716,12.329625799712485,2.6132023610559383,-0.8429558553854386,-1.9480138340994435,-1.786680072313874,5.268413458992101,-2.588184328822775,5.301457691763601,2.266497739079066,4.4441628855064605,1.3800025406363163,2.05812056795933,-1.0670676228484635,-1.4974617263290178,-2.3274429180027685,-0.9115000432258442,-0.40593964223028056,-2.1534799853823086,1.1636874128515071,-2.950886366585762,0.22930384806747783,1.2689436032121335,-0.3931465057216282,0.3721928241976886,0.6725199078628932,0.6664473296884368,-0.38131051008875655,-2858.2147734158807
GRC,-2.0260851656189662,-0.616945983854562,24.53989338562744,0.8589369894376562,-9.017980950365178,-14.321277186624545,-12.692531820798283,-14.39803645409001,-3.4780702155102565,-5.056727058731473,0.06599409194004702,-0.4387478900294277,0.41375441866121504,2.874152674102506,4.833817878632946,-0.16974404075370075,-5.158643435128659,-1.2499042393068982,0.3622700523885658,1.0933535232805018,-2.249955815697147,-0.21614507331510813,0.8718691800187823,-1.6701686627144452,0.2936574543016034,-6.015837222532924,-1.0652239409715263,0.19651785459246113,-1.268752641260034,0.025355991787198575,-0.16594527625933814,0.8818169058249269,0.1625349770081987,-0.2565117093244913,6130.0
BEL,1.5002942978152256,1.7792100809419285,30.770875999955155,-1.548459702688042,-6.539218445402641,-4.402712159337903,-3.9394288364923105,4.305182271520447,-6.956529045241641,-4.871544253753128,4.061285442220074,2.3242522255925895,-3.3040673128911546,2.8985028884447677,0.26758836223112337,-0.6367266016148825,2.990601001880549,0.9261072377206527,-0.3822363527532613,1.9581483485153375,-1.8299877135175493,-3.737658478990638,1.0634384471827467,-1.4979471355392446,0.892801454246082,-4.169019495841349,-2.9528601084459476,-1.6059994361389713,0.8250374639449523,1.7862787870790109,-0.16587096566237636,0.10363756164104936,0.08562627152968508,-0.38949235350441913,13160.0
WBG,2.937782680074889,-0.8476552957936362,1.9994964536143196,-0.2618377036967192,5.832686724948175,-4.4557776223714125,3.092300179381442,19.726505893564987,0.23442450459385883,1.8963333700723828,3.2733008344198997,3.1601683464056936,0.40882804512449367,0.7734227616373717,-0.1696838009672481,1.3619704856132944,3.8811925246588865,2.949688465172046,0.4664714080685159,1.2527027828539632,-1.895354070009177,1.6207322947101572,-0.8080422033125162,0.863007864145426,-0.859595813954912,1.402536599717819,-1.1769421922210253,0.38331786489359043,-0.7663874962339842,-0.14222868215717288,0.8940071356180089,-1.8892432060278694,-1.020987579007622,0.46315430319373746,3930.805773974287
ECS,1.3887146353281543,-0.2757875181029034,33.86896538408299,-0.20685750094434485,8.122783819485026,54.58530404638936,29.15480675139508,-24.538223753442434,2.8096331979223375,4.072828290527348,-1.1941926309776227,8.354312073216786,-7.697408367388849,10.775220100992184,4.66185579300061,1.5958281191737456,5.774236470881537,1.7244607865776491,2.773481812023734,-1.7501165297847043,1.179519626964283,1.8470918607494256,6.409337569451473,-1.5340401188916062,-0.8370442402184498,2.3956460589265256,10.84146491954798,-0.13224885663183014,1.5415096428139972,1.7902995208819013,1.9969857636469313,1.018755694893162,0.6951425755274878,-0.5966006291783938,6607.594129976021
ARB,-2.933601419913755,-0.25004447831192556,-24.335012445157055,0.09687571991772703,-3.6033556389729022,9.64892543711335,0.439697866558602,-9.083229336704074,1.241603865774055,0.2501319482255501,-2.189367249142291,-2.4315896626715197,9.736364183488826,-0.35984632530282623,-7.927617679339685,1.1514172910375953,8.491020112679525,-2.425827150525594,1.5944578916225784,-0.4002455019531954,0.40671352227999596,0.3635120386244773,-1.0336741879260136,-0.49267854678162115,-1.536008424136543,3.132600140246435,0.1713665023351305,-1.2462159317696107,2.6227267172909423,-0.48300753153155973,0.8503889114432743,0.830946441071481,-0.6332210155281266,-0.4188788871541201,1867.94787230156
AGO,0.43192986896117747,0.03356402105368882,-14.154279564585577,-5.986167990824966,5.710933685539578,-8.24903001790763,-1.0136501384285324,-30.373734579005706,4.684136672850439,-0.46666010708907363,-3.755447920392,-1.1070557276791906,-6.521240039234867,-8.05296747349947,1.9878304728032106,-0.8215214373886178,-7.924833784809918,-1.5281862825816912,0.4300471780741866,1.1982433044444332,-2.253642751255322,-2.3571909994318645,-1.4370286964660586,-1.1496071096302067,0.09229848009189955,-0.8130159492902703,-0.586182437578443,0.2626005669615097,0.9490929544216584,-1.1620661364616187,-0.5268465816386435,-0.7967427053398959,-0.04587209059530523,-2.33514848688969,750.0
OSS,6.483716350027369,1.1737475580998549,-17.436295230748783,-2.9029089451496577,-10.183279606033604,-4.810381499898228,-1.5920302352396662,-8.350642803261573,4.484022541502236,-4.874217067457564,-1.705380603886566,-3.5768236329086847,-2.206794540598852,-2.4467714030147487,7.173505273735926,0.28986062021716996,-8.180694666120774,1.229534379475802,-1.6284239285171738,-0.2630211871365022,-2.2431977117519857,1.9548226164825315,-1.3684392364723101,2.575417436005787,-1.9663499818256573,-2.925381857646526,-2.728926969901897,1.108379135362606,-1.8685268565091133,0.6816417407122332,0.24156742564188638,0.5879120715310556,0.08920095941722032,-0.5274926533470441,1027.0979212197
SLB,-5.047934770140802,0.29602627183328256,8.21606422586715,-0.6274581444246188,-0.8174458848954078,10.554710926861397,-28.015562877567962,-44.521420290919906,3.1775978176100126,11.170108056901334,0.15826796912875346,1.6378438626052085,-10.203928851412364,-6.629146697156544,-3.0253893278142105,-0.7993509280553979,0.418217015638792,-0.7137638415384616,0.39390790913754603,-0.38396384572228237,-1.2737453548346405,4.283845152305706,-1.4169064384089136,-0.9944423068272836,-0.9275942161067615,-0.8140129971090233,0.18427448534867635,0.4691665219717947,1.2330608345085008,-0.8664505511102224,-0.1658920048112543,-0.24755907795540993,0.054196251268659644,0.1586757671881477,3714.40130643076
