Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,IQ.CPA.GNDR.XQ
MDA,-4.091012255434858,-3.0925595610898715,-5.2471495682342235,6.129604655937541,7.674073916538301,-0.8100940486647336,-42.45707818483121,-58.81605023743031,-16.14245257983947,-29.13890396156279,2.1503980740664836,-8.773932985924134,-1.6254976350185184,-1.0037958269464484,4.989674747932343,2.1449286617868824,-1.8036350689594864,-2.7972844792806346,-9.66930436197217,-0.8181655320275265,1.622178359831878,17.794166302938653,-1.7251743879175219,-0.34890086002644305,-0.7961380318018509,-2.1169141764234496,-2.5175221376452805,2.1599481791018134,-7.2894644292447754,0.05093027363736735,1.3154356394609739,-1.153758139591212,-3.7710685116910723,-5.358701504649214,-2.2239589713776327,-1.6068095333924497,-4.5205878448139565,-1.90133568632169,1.4977428393019943,-0.6086827574200513,-1.7856188221651745,4.247820222804219,-3.839347989038899,-3.4316000388079377,-0.5673559287662714,-0.09656042102411722,0.10157617089571566,-0.5396293246772635,-0.34532729940193574,0.6191597231353354,0.06965784427590212,5.0
GNQ,-2.0734545847920156,0.011673217905048966,-2.0706912815607614,-44.51153471220966,38.818816850918736,0.7636633540620946,7.409993044275201,37.54719936408748,14.156943808608354,18.45887892663131,-4.262327488676732,7.3415060675564705,4.510465151857369,1.4346757517936184,0.8531895144285211,6.880270952699364,-0.6750955034063134,0.8186913076511515,-3.9535008497442115,-1.497802685012665,-2.508117085211299,-11.171929032000268,-0.9356220209153806,1.8551388445317216,-1.3375458270862628,-5.832610568971749,1.3051743259947752,0.17975243140522157,-8.6354712218174,1.381426696211168,0.008192003979255347,0.08811623620233724,6.67147917269237,8.52157427951148,-3.0739767854296156,-0.17896279475293317,0.9084166052648179,-0.29352557629249865,-0.37383799611349666,-0.023266882539165985,-4.003226582810736,-0.025546472219464267,-1.2592872945570563,0.5186232643172498,-1.5389353213563908,0.8482678321502379,-0.013706331371224303,-0.7205387333283063,3.045413180140394,2.2638084495428106,-1.0603187183931333,2.8813231522023495
TMP,-2.2885281744946417,-3.6621048239350307,-7.13815872232572,-27.333070545135755,-1.9590498698178629,-2.375998767750805,-9.635794045249424,-40.63340282206347,26.533955022739388,-6.561224836915726,-4.042075054681242,0.7234042622042641,5.406828588848879,0.5485421476774366,5.565368356294947,-5.734869895063125,1.0849857974974744,-3.4359135653897828,-7.61302852934596,1.480811232726522,39.898164834439655,-27.750028486512953,-1.4205337907917601,9.967181532965817,1.151634871813739,-5.450799529081736,2.019427771814886,-1.9109065482300867,0.47278809364331464,-1.8495082070760223,-1.0342480854547786,-0.8407717614056646,3.5341467284801427,3.9538638804586776,1.0948066931139557,0.12035537911982519,-1.4408857240865658,-0.3262395495058539,2.0512497627677457,0.3995939461744982,-2.244640025593691,-0.9355117181346635,-0.528219022075503,-1.1085685410658408,-0.5712722399478203,-0.7378403530269573,0.13737160597386006,-0.6070182215728984,-0.3067822768749084,-0.751806052010673,2.993466114052333,3.5
TUN,-2.1074880438981336,-1.8190559701375784,-4.624713340903034,13.424356415341304,3.396172438988607,-3.8217841988760113,-31.17124952663521,-22.565882112756373,-5.42518337183094,-10.872826809280658,0.05489709943351673,-5.333141132210467,-3.0527538392858267,-0.512383468021531,1.8642904422452464,-10.76865647830207,-5.225942992012708,-1.7049904012344597,-2.924668326827013,-1.8188617347715055,3.7251170627948227,7.010495969038228,-1.7907746197583632,-0.038440310428813254,1.9126989412336028,-2.2043054423321062,-0.1146728414632121,0.027960751638292813,0.399897966623157,-4.165620746354101,1.7879298792862128,-0.7822764210287503,-1.3837352578628457,-1.034374289726035,-1.8467167730832286,0.08575458191307508,-3.085868729530133,-3.0255076618874632,-4.166896490616541,-0.40673536513217273,-0.5170845056832812,-1.1307182526184762,-3.2333834644705766,-2.467003906843556,-0.5697622595784102,1.21559234831606,0.009109199531856217,-0.37093943464040474,-0.45182233814058703,0.4235562835805622,-0.2521649146130082,3.832309634954366
YEM,-6.465289697971402,-1.2006403036890847,-3.5581980349958062,-17.115812922526462,-2.4592519264820387,-2.834497062545468,-52.544593014857824,-25.286207995128578,-4.07705096355187,-5.710657564057191,-2.924646355887137,7.618551549097082,2.6615051616141123,-0.2164250064365482,1.0225684710904013,0.4850300800906979,-6.46371202004834,-1.0858329297573435,-8.570570086105272,-1.5966480848514606,-15.979383964827928,-5.928067133955505,-1.342035390823195,-0.3045387245243101,1.0798638402050165,-3.758129056624747,0.4713859610412592,1.5318883483124799,3.4964115714662736,-2.4605355370130924,0.5045683046487801,-0.3725038177151996,2.7227447922190313,-1.4081918433585456,0.21931314829152068,-1.053404673716854,-0.3642868108369747,-2.8066527744252867,2.465330550959674,1.060610445963255,1.0935582234907377,3.5879402871990558,-1.9989378545752388,-2.5465532579830024,-0.4837851019863875,0.09777684346601798,-0.3638598221902134,-0.8875006458238031,0.866965234195063,-0.24870726152225076,-0.5127405831085599,2.0
BDI,6.392677688566685,-3.472062373688314,-2.1773350283551958,-17.00622483518754,7.486591920265123,-0.36016382694961957,-28.53124248517117,21.743393551758,-3.3552937473339517,-11.67436492434109,-3.1695542158623424,7.984037667931236,-0.04863140791140541,2.045761808483919,4.439553268515047,17.708407279780737,-3.0720471104494758,11.445797943792023,-6.199093949813568,1.771726910472918,9.73302900615421,-16.8466949279133,-0.18157734919843188,-0.34563467829277966,1.31772731878317,-6.421095621119693,-2.896274471384561,1.0374083761201403,0.38132754369781807,-2.381828407826772,1.655616167425177,-0.6518454662061535,0.885509619365803,-0.3042387842838139,2.197996602323329,0.664687230800574,-0.004717448774122834,-1.4058433063754103,4.415188545193745,-1.0324177145553253,-2.78820916048462,-1.1030509669693922,1.57188349343915,-1.4483786984273397,-0.4974370467436988,-1.27465729592651,-0.039173784922360066,-0.6258718763226288,0.7146100417098464,-1.0486300144124379,-0.4677176850699167,4.0
CUW,-3.762464893636393,0.6113529424630364,3.8973006892447675,-7.872269587142107,1.5070174707807684,3.268383842503722,3.588014418229787,-4.664121336066322,16.228854230933887,-7.6943628739152015,4.163819470946177,2.0395959031854622,2.011955401127837,-0.6330852811099501,1.5247694218097132,6.601301434205136,5.687516321483966,-4.1552715572534655,4.51406779659933,2.7654135437894274,-4.21809024909293,-8.419898528243138,1.5875924495410125,7.561816126127074,1.5877434235648793,2.7731687807819596,-1.8624987384544525,1.612946665869439,5.926456875712078,1.148498698778258,-0.9591365868689179,1.9798473979812727,2.5016474896159346,0.48844241139765154,-2.047822700914443,-0.4699724299110161,-0.09091151207036163,-2.9443017045944124,0.09064425956608976,-0.15746427479554786,-0.38390330242891246,4.06837150828893,-3.8351267596692287,0.3755802341032257,2.240407263911751,-0.319018249101342,0.6743387128388993,-0.23864909299216025,-0.6427596556297454,0.6115517743087299,0.3233422758873353,3.9992879074477052
CRI,-3.4970327689288405,-1.5898874422009526,-7.134444302144479,-8.820077218710772,-15.76866559406377,-4.8243107435473345,-44.68818328516183,-7.601637005464582,-11.203695470634571,-15.828847396992415,-0.6709201258969932,-8.025250627753167,0.16961822890727563,1.7170728347622473,0.8971233317789991,1.8926815310722018,-4.11097524031147,3.7765126654648724,-5.496254334980016,-3.637027379256099,-1.6941091374485506,3.5054850691521144,0.038456118869133485,-0.04565222678458336,0.1612337504326991,-2.107114585987823,-2.8724529712343267,0.7033872806113315,-3.8192902642605953,0.4883011520353162,4.95324995910506,-1.1036273707313342,-0.4677736728013461,-2.155564623327454,-0.4094586221762214,0.8030931292705177,-1.3504006330702745,-2.5539296133269054,-1.9071998668921046,-0.5913434469478684,-0.4189964601153682,3.0625314931798244,-2.7578034349088396,1.790719821905272,-0.5614053027923888,-0.006304726015824547,-0.16763697696733684,-0.29603934926644393,-0.9045485319408822,0.17387815990557126,-0.26754546545224067,3.007117812634333
WSM,1.1453907806776589,-3.29921181996153,10.925946404389713,11.480761897300516,-5.758693775282659,-3.4608687181732156,-64.76392992283255,-14.341103442507888,-1.1280498183167826,-16.72849891016139,3.6207024229107785,-9.825276975841694,-4.2860576799843235,-0.5206853689889382,-0.08959658529284059,7.862987882896287,-1.5698544148470417,-3.7582548519859262,-2.932616937761885,-5.801141129260561,-10.503186725812947,29.801028384004606,-1.1028122975953611,0.07686605972529988,1.1095406423997916,-2.615484273918444,1.3254960058672332,-2.261948304296201,-10.391106858578105,-1.9412749658536246,0.3319446890775263,-0.7399886028332727,3.397524780650243,-5.328803815569669,-0.5534074671029818,1.025372342405721,-4.528658531836188,0.8465894808718135,-3.4031179507396008,2.052013610166678,-0.26484779612617176,-1.3853024999874322,1.0616857559582475,-2.322190906227711,1.2286713167993286,-0.2075454408841756,0.017000653619756268,-0.46016404318580617,-0.840402791012492,-0.45669844171193497,0.5693748257325815,3.5
NPL,-0.41789641860907767,-2.665920062232826,-10.32335860668199,2.454541536769676,31.80563481750804,-7.465293109521486,-35.9861755571473,33.09835937642505,-6.776008641046299,-9.16943604955636,-2.3530186531142494,-0.9759158907660199,3.5890936924691177,-1.1514834429423508,4.493092930315897,4.919745412280934,-1.4720190836670588,0.2573492519270961,-10.448185413139964,-1.1750243302733014,-4.574657588405097,-3.6143210493574607,-2.2464860839742538,1.9808183624310294,-2.256308886952652,-5.965263962610273,0.3731015354993624,0.708304922442099,-3.713645721706733,-2.589525798987312,-1.4067183899560638,-0.6065053570534014,-1.8140359534220243,8.538937109767797,-0.2954772258300926,-0.017439883744241325,0.039636425135328945,-0.28056453005020454,-0.6305764055183603,-0.9047070239621322,-0.2873554791143814,-4.37838808312706,-2.6081556717864074,0.08414113940994439,-0.5132142926401371,-0.23451966952926678,-0.007937940844843054,-0.6171852342452777,-1.1351664059064845,-0.6522948891142579,-0.504218808153038,4.0
EAP,2.109181933416462,2.4351121001923985,-6.879513985111808,15.38173798542934,0.5161210165993293,16.0288450555252,196.08639280948626,3.679399906390233,14.07342717858895,35.29004153674175,-5.003752866879681,5.112680157109118,4.655634428523052,-1.1841407436779805,-5.360395475405053,1.5885871389927304,7.776029411107611,-2.629315290788913,14.18339614442436,7.607103980528424,2.920167676218839,-1.2301698764136737,-1.3855298053696914,-2.478985439668931,-1.520961253780118,4.916703922454785,-0.6034581643316699,-2.4559155896841274,14.894916194366536,1.5278745890933687,-0.8838066001284482,5.881928386541887,0.7164279674961392,-0.6752870841068838,7.978213244797548,0.37548987529115746,4.038793453343008,2.212044504695599,1.881093343708505,0.41657619477381413,0.31387529689714555,1.8395327505831667,5.225805530373895,-0.04051821294568542,0.308425369416018,-0.03363151120958914,-0.6244077813401387,-0.5921867652725944,-1.7338235083607982,-0.35942579165703437,-0.6545357956231801,3.36363636363636
