Country,x1,x2,x3,x4,x5,x6,x7,IQ.CPA.GNDR.XQ
MDA,45.55897305388556,5.746001823568371,-17.91130586990166,-32.74784807712276,33.53812793891262,-13.439909046243603,20.140183738576614,5.0
GNQ,43.23795437587661,9.771258210217892,63.36270377352122,11.666737311044546,-27.817691661909485,-5.628514365450247,-8.38150741997078,2.507795731940556
TMP,1.0991533490816263,-3.2075807495584767,5.088111756063839,-74.4419779919798,50.94065102049605,-0.8913359621360422,7.292945322654026,3.5
TUN,37.410534823690206,7.813954908842577,-32.625862084618866,-11.9490879533737,20.35222651398312,-5.78116456549853,8.6420166467966,2.624085199281142
YEM,61.151626350898745,22.370413159452475,46.3062978724074,-22.38756597496731,1.6783052625322417,4.570741974368051,11.208337324389143,2.0
BDI,64.11281025452077,14.837178073461025,30.842921795212746,21.275747536812347,-9.127495273113208,-6.232524006479335,-1.193421886634856,4.0
CUW,-23.706401602972345,3.079750297939218,-1.1623145110973399,5.039674929034555,-7.8290173518307,-20.132829729891114,3.430249374162307,3.6755775968618654
CRI,63.100665348404405,7.701770244322415,-18.420066811730898,-3.11065395112289,8.003875040805086,-3.67739066806281,5.0459231405074405,3.749718169136525
WSM,32.707283317597536,19.12256044969296,-29.333948999325894,0.6418101633248294,7.236473187392052,-13.400411954611494,13.873024688202552,3.5
NPL,40.31760540082721,9.686373474945642,1.257479354332273,14.760537917240656,-7.599455619981179,-14.713810395055182,-18.321417172777597,4.0
EAP,-226.7713570667201,-26.280259549642597,-8.492272229488186,-14.749997648064612,-5.0375299964782485,-1.801849756751868,1.6332942663393868,3.36363636363636
ERI,51.573588013250635,35.009978018487026,12.194617085740775,28.38489282511671,2.613945214241619,-4.577842201984614,-17.635005613022503,3.5
QAT,-6.147544625740517,-31.68880326030488,-12.138888354306768,-20.609341697847047,-13.27054105549747,33.08735657880551,2.1865212854596128,3.1303221376116714
LDC,-49.497877344166035,20.271179869307762,60.994611389816605,23.783980977740033,14.361765197558828,28.914306385512923,-3.8214522055054005,3.2441860465116297
UZB,51.55773893941679,-19.795889237533526,-4.188853587795021,-13.66361895303796,-5.240661859872613,9.708657041578633,1.075075909296846,4.0
CPV,31.222099632695407,2.6029196415715883,-34.937523555747305,17.907332326627007,-15.120667886000149,-12.838515595634062,-8.427378855218112,4.5
MEA,23.588197927507668,-6.83728385944326,-15.172580558543943,-14.82608559221987,23.5703877420152,7.367949872404511,2.2182583616756713,2.5
GRC,-2.1469096230940057,30.774014054735368,-34.12723807173286,8.247528648647508,8.19675131096988,4.987549202815551,-1.692114869964347,2.840102029854852
BEL,-9.248927415846557,-11.602704383451398,-37.27771402690446,-4.299742518006521,12.140751417459079,11.280649178241683,15.189632784143642,3.266133138492293
WBG,-17.836978170589184,40.54468651618732,-10.75205754499501,-25.079211297073783,22.49762593233991,-14.736532902182304,-4.163118447682494,2.8297617401485198
ECS,1.3157946911635046,-87.80317407170475,-13.203885352211806,20.498278521700072,24.660379139295127,-15.41492617958378,3.6104420132224315,4.27777777777778
ARB,-11.55991999154216,-8.020379311333592,19.50453563651975,-32.82865823253767,24.457284288529372,5.110823748226715,6.577896487596456,2.9
AGO,55.55913754633833,14.511375179497911,43.43325308904142,6.4289762442254155,0.3318875777895177,1.5580110914136023,-5.127199954345083,3.5
OSS,18.461360698552575,23.443873772046743,18.019088649062354,-3.6240062956930044,8.691445805598303,4.331407317338423,8.766841993253852,3.5
SLB,55.53687710807264,-0.5836169571786894,5.979042452803414,-15.363077153304586,12.923654219060582,-0.265070812882191,-18.982009408431907,3.0
STP,25.141505533201926,6.59001879073849,-13.699527080758825,-11.185965070230491,13.916362024231882,3.6199754127801738,-2.837034908071757,3.0
BTN,34.297778073727166,-6.500896842479744,11.360614466867318,14.680223032892798,-20.365707543703174,-7.9136568778735406,12.958393020866643,4.0
COM,52.02076076482835,24.731066919597566,-1.2157449753669742,-10.282645767348303,30.50885998809931,-19.01947148099501,-25.118297174215762,3.0
BEN,51.61192850617126,32.6244440535765,21.089305357161457,11.294969633013581,-0.2728079674927738,-12.881441316147892,-3.9058121798337924,3.5
PNG,46.44458710725833,-4.8335445783599775,13.63841381715278,-6.00786566818169,-11.75655647447776,5.440554034284618,-13.025803110331188,2.5
UGA,47.73844687844609,34.338456299785264,61.26991487810835,-0.47386719013852147,-9.119634958739884,-1.4384861793788914,19.816722162077106,3.5
LSO,54.19053586406308,8.412861402006147,15.66252162003176,8.712451529515683,9.649230508883123,-10.7644532156638,4.216827894334153,4.0
MNG,41.86182305685844,-19.631715359789787,-28.388612354220097,-12.309072928954702,0.753553169617368,0.5536500515092673,-8.91362801620405,3.5
KSV,45.039839412376786,16.81215322020444,8.174674444081031,3.0999801212353635,-3.2684746889896825,-4.386864683881702,-3.0127663506498714,3.5
COG,49.60136266873642,-0.33670595317437313,19.08405194667333,0.6213351808119951,2.0688836104263704,-4.11618392999967,-22.010943617824797,3.0
TGO,55.79491300952843,30.722519570174832,2.049886215436471,16.887399775519693,1.0199549393371714,-12.546083679772295,-26.095536896033906,3.0
CHE,-11.560261004018999,-20.6826267491198,-16.434257363384088,18.069769220609455,-18.50796871783058,25.46050301908765,25.33857631815011,3.745508591402347
MNP,-8.486084385521265,-7.734898572145406,-6.904294217305503,5.509502005548785,-6.358808131237396,4.498307422515959,2.140039762694389,3.977652245545243
LBR,25.477289208283224,15.124002999507194,21.29725743424498,-9.143959393682508,12.650930735261342,-15.910624610597882,-3.802001867401972,2.5
PHL,14.24708439476459,7.019458221996028,8.45323727697041,-0.3111156491692077,-13.704812128378364,6.582082918907573,12.317869617783234,3.996769707475768
MNE,53.82738661891884,21.29223530040923,-11.608605006778815,-12.387524581382824,22.01772721604661,-3.8774894957264996,1.08532900752724,3.4312994715953717
KOR,-12.37486362985018,-99.47613129838403,-0.7396378059594416,-72.86454830746497,-6.367950974386352,51.61141640173193,-107.16000206134252,3.898713915137173
PRI,6.6046269731970835,17.536259498389,-13.544541632284128,-10.004117172150178,19.30374191694818,5.142645249850504,6.604573013945216,3.7765747632901974
FRO,16.93774196136985,-0.6403778851167998,-10.006654696591115,-4.0527745331778835,-5.2291418256623245,3.856516209210661,-8.268278961970973,3.9901804354973254
DZA,87.09926840960678,-17.273533291003982,-25.96198213493648,-33.47701710255223,17.605574104891907,11.236863574074405,-8.429736494577915,3.385245882110726
SYR,61.580986972996335,-3.4002621110939955,-2.1788933590881596,-43.868284083652384,37.941497902321366,-6.973736616762077,4.344916449515899,3.41315353658437
