Country,LEI,GDP,EI,HDI,NY.GNP.PCAP.CD
MDA,0.6128191369606001,1.5870287589685526,0.5882911321772442,0.9293796760354656,6332.868615054242
GNQ,0.2987692307692308,0.8396935114701174,0.9595189590321531,0.6993272337571671,7928.861169206073
TMP,0.17213095684803079,1.5397219376281437,0.7958198421179686,0.8358909121980477,-1704.4545408527847
TUN,0.5839200750469048,1.1942875173001157,0.6995046207832712,0.8259040710434306,1420.0
YEM,0.40832833020637865,0,0.909558628762675,0.43929565298968454,-997.7876841954858
BDI,0.34776435272045075,0.9031970027040901,0.5802881336839603,0.6104164963695005,250.0
CUW,0.8357028247626643,0,0.595801347396633,0.4771680573864324,-1278.5900918323605
CRI,0.7338138836772985,1.1633706274362725,0.9958583970221362,0.9643476360452358,1420.0
WSM,0.5456694183864923,1.1445434929482046,0.8015335058247599,0.8305821390531523,2013.9870233701295
NPL,0.3415110694183862,0.8303351390417525,0.38288069999999996,0.5182423028200462,160.0
EAP,0.6259891550828232,0.9460654461664227,0.7546577743007128,0.7755707918499863,312.7193690357321
ERI,0.2853834896810507,1.4701214228350503,0.5024895837779698,0.7526648320980236,10335.125157882838
QAT,0.7398056285178233,1.7459165049148277,0.7791089709473047,1.0882770347933186,-3005.3526463445014
LDC,0.36356157754232304,0.9428679412378846,0.5678946876682017,0.6247747354828032,338.507549282173
UZB,0.6245016885553477,1.2465213067001337,0.966411497293025,0.9458114975161689,-3769.7432421291014
CPV,0.5577879924953093,1.0288969363232756,0.7953458677834273,0.794010265534004,6104.39905519766
MEA,0.5276056514097123,1.2803437251856027,0.6768487314181086,0.8282660360044745,9939.966082200423
GRC,0.7533767354596629,1.4336456530841324,0.9463788333333332,1.0444670739590427,6360.0
BEL,0.7480262664165108,1.5481467363575625,0.8111862437953987,1.0357864155231573,13260.0
WBG,0.805826790708788,1.5887906378446564,0.8221405090272698,1.0722526458602382,68.7363513917735
ECS,0.6995438576620013,1.423539601829085,0.8032144532723924,0.9754326375878262,5805.349319679251
ARB,0.5250272803490399,1.271648343926715,0.7587316147829315,0.851802413019562,2275.44407531919
AGO,0.235210131332083,1.3756425856437784,0.9426042670096249,0.851152327995162,7821.281666412571
OSS,0.4647542873273061,1.1657428791522542,0.8150187787635004,0.8151719817476869,1620.3100975728885
SLB,0.5212825515947462,1.1116377412408633,0.8684676267027115,0.8337959731794404,6508.008340108303
STP,0.5474814258911814,1.304198132900225,0.9083490333333333,0.9200095307082465,6698.759077658033
BTN,0.3186266416510323,0.9732427736226658,0.5767741740857399,0.622881196453146,17901.200899587668
COM,0.40375909943714766,0.9796084061308096,0.7305292499649074,0.7046322518442882,2171.1182161693796
BEN,0.34875272045028144,0.9694976680708703,0.7670063862034355,0.6950855915748624,410.0
PNG,0.43894296435271996,1.1052343500711554,0.5374315140106255,0.693869609478167,790.0
UGA,0.36967354596622926,0.7666826849912877,0.6183602586629237,0.5849054965401468,6058.672332291921
LSO,0.45006454033771076,0.9623582858545504,0.8857746765596723,0.7660658342506446,530.0
MNG,0.49330056285178286,1.2002831042183906,0.825567389287881,0.8397170187860181,7356.946831274065
KSV,0.6291932457786109,1.5381012436688002,0.6909514856322425,0.9527486583598844,5100.725243285255
COG,0.4812739212007508,1.1641999262079845,0.7398922294194613,0.7951220256093989,1080.0
TGO,0.4281260787992492,0.9716999720030915,0.672774244135399,0.6908667649792466,390.0
CHE,0.7798949343339584,1.6268435081328698,0.7850692045094965,1.0639358823254415,9223.379241661176
MNP,0.3703783163550986,1.4840955360080854,0.7453990103080124,0.8666242875570656,-3871.665633224962
LBR,0.3301373358348968,1.0108609646812194,0.6196288195866717,0.653542373367596,500.0
PHL,0.5757080675422138,1.0997474170556392,0.8982042345253579,0.8578865730410703,750.0
MNE,0.739543714821763,1.5271135595757828,0.4447092732131199,0.9037888492035553,8017.764167724665
KOR,0.6355272045028139,1.2656125327208159,0.8812026399187334,0.9274474590474544,2070.0
PRI,0.7507459662288938,1.4187306558079251,0.8510698037976483,1.006848808611489,3890.0
FRO,0.6073348592313951,1.6468085428408614,1.0136113293659068,1.0892515771460545,10627.606714201997
DZA,0.5305654784240154,1.2859716026232046,0.8472030899087812,0.8879133903186671,2220.0
SYR,0.636277673545966,1.2383358395655177,0.6901084666666666,0.8549073265927168,1750.0
CUB,0.7544056285178246,1.2714372528050568,1.0054669666666667,1.010436615996516,2430.0
MMR,0.46668292682926765,1.621364404338016,0.707140297688311,0.9317292096185316,6562.2296165286025
SVN,0.7108442776735462,1.4160881570371013,0.7772550073226991,0.9680624806777822,5846.683526445202
PRY,0.6442915572232647,1.2304228703288902,0.7343912860690757,0.8697019045404102,8494.153663180245
SDN,0.45125666041275847,1.0295493299229328,0.8003507967614059,0.7603855956990324,490.0
FRA,0.7584615384615384,1.5547511998873385,0.783804631953493,1.0323391234341233,13200.0
BFA,0.3373587242026262,0.9213043469759666,0.74709418815476,0.6685857531111176,300.0
CMR,0.40943864915572314,1.1208915815318183,0.8766831387921562,0.802337789826566,810.0
GUM,0.6874851782363984,1.514593991749707,0.7289864490880232,0.9770218730247096,4080.221269388101
TJK,0.5760236397748599,1.582713180318784,0.8926525241359666,1.01712978140987,-2033.528307764922
ISR,0.7578611632270169,1.4480149749828568,0.7226912758457575,0.9761891380185438,6070.0
FIN,0.74994746716698,1.5520851564525133,0.6880668459494677,0.9966998231896537,11980.0
COL,0.6311527204502815,1.1938423082090657,0.8246300111662925,0.8832083466085465,1310.0
MNA,0.5144531809275784,1.4827279102367181,0.5945672837484441,0.8639161249709136,279.70164206689515
SSA,0.3612262255525725,1.0906219211594261,0.8131999554373375,0.7550160340497787,715.7217299073599
PRT,0.7171482176360231,1.3492276962034475,0.9331537333333334,0.999843215724268,3430.0
TCD,0.30702514071294607,0.8718213552709383,0.7774407734531507,0.6520957564790117,230.0
NAC,0.7561743907771785,1.5912505637197727,0.8031390891354436,1.0501880145441316,14192.9205888011
ARG,0.6890255159474675,1.3218817225257196,0.7905308493552361,0.9338126959428077,2810.0
WLD,0.5879587479172246,1.3078983765518992,0.7122016276875791,0.8693529173855676,2699.9395443031303
PRK,0.6326953095684799,1.2545583577819266,0.9502969790891163,0.9458502154798409,-597.3165553130893
EAS,0.6418452784904076,1.19068186517122,0.7692179281936341,0.8672483572850873,1327.28787068219
NIC,0.5211249530956846,1.1017116112802714,0.8987006701752293,0.8405124115170618,660.0
GRL,0.585767354596623,1.5108921804801707,0.671215955864657,0.9226251636471502,9100.0
LMC,0.4844426517205571,1.0136180950226892,0.5736846006207483,0.6905817824546648,454.734488461927
KWT,0.6925080675422138,1.628229054147728,0.8202122456395382,1.04698312244316,21140.0
MHL,0.9022981164848023,1.1474977124534151,0.8113838055751912,0.953726544837803,361.66547349667235
TUV,0.43105101210116853,0,0.700103522854849,0.37705151165200584,5726.277985676908
NZL,0.7480300187617264,1.4959710427458843,0.8673010098048105,1.0371006904374738,8240.0
ATG,0.6749069418386494,1.2491540020761371,0.826635220195214,0.9168987213700002,1810.0
RUS,0.6502138836772986,1.3791158778125232,0.9000917465359275,0.9764738360085832,10920.163183887362
IMY,0.45895597554158574,1.3710841301777066,0.8257946103822214,0.8852782387005045,9967.760511148488
ZAF,0.5009636022514076,1.3400646311565412,0.7990647470967521,0.8800309935015669,2940.0
GHA,0.42428180112570313,0.9893139139168385,0.7590532579761968,0.7242163243395795,420.0
PAN,0.7017433395872417,1.278662677107392,0.8168748185759979,0.9324269450902105,1850.0
CHN,0.65073320825516,0.8765908027616486,0.683696432135652,0.7370068143841535,220.0
HKG,0.7742213883677308,1.4516147218278395,0.8121947903401945,1.0126769668452549,6360.0
CYP,0.7684814258911814,1.3855014744657694,0.5112757113352306,0.8884195372307272,4070.0
NLD,0.7836060037523461,1.5586554219014919,1.0125457618466043,1.1182690625001475,13830.0
MAR,0.5121823639774862,1.1199885061005712,0.7428678926463721,0.7916795875748098,920.0
CHL,0.6681242026266416,1.3282524220805942,0.9843741853888421,0.9935836033653593,2640.0
MIC,0.5565034970280647,1.0687960140105388,0.8957935358084186,0.8403643489490074,615.4250057697631
BRA,0.5739133208255154,1.2769298046633886,0.9893545203434301,0.946732548610778,2070.0
BIH,0.6987272045028139,1.4648975027996582,0.7232066064909825,0.9622771045978182,10631.853903161486
TZA,0.3942326454033771,1.5410638072137088,0.725380976934124,0.8868924765170699,4078.434037855346
