Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,NY.GNP.PCAP.CD
MDA,-3.4555362679671098,0.3596728739217556,1.2784442978780073,15.20451522720223,3.0203116292709735,8.607229776239352,-15.979710601943138,-3.3531428310819944,-15.014084401444789,-57.98195399623764,-5.413149728712774,1.5094792412229046,-1.9092426064571666,9.918936541014581,2.9393008057697436,-1.9921720950803032,-1.6930895785394706,0.2713865974139984,0.1411386181379204,-9.75273453334259,-0.7865705811977748,-2.24125893008512,-0.37400761138923805,-2.0776366374424016,1.0604472379188086,-0.7631844623887123,1.5565813456573236,3.142955403791519,-0.13011536603583196,-1.7498290842688056,0.057948169707537245,-2.2328891740290406,-0.41525851909032596,-0.7741187919060319,-0.3155081155728035,4.617286514479921,-0.9486522718178466,-1.200010251532268,-0.5986782604352777,-2.249406260384405,470.0
GNQ,0.7157828611448218,1.5334477694575455,-7.157151626660022,-21.320097274427177,0.46659487788311416,0.3403198282791854,14.452771617334713,111.70506861595729,-42.368040244327894,-2.269457546727608,2.0921828923782115,0.894930035792538,0.058759627358906275,-0.35167322696742215,-2.316786784120877,0.30408595640434705,-3.2440104293352805,-0.7531001110816387,8.105489210529928,7.528900303051062,-0.20824033866386243,-0.2660658268827439,-1.5665141619226621,-2.48947516418952,-2.497406799717921,-1.05270113173472,1.1748392737803146,3.0433085875502197,-0.682536599268083,-4.988314423360389,-0.21586203675685356,10.073010983793306,-1.3324524806771976,3.8008576695504868,-0.5132747205802312,0.014577970316898219,-1.3243654232198738,0.8806552715881998,0.7652421882335215,1.2308830510754292,280.0
TMP,-8.010628326547613,1.0182570524287842,5.5249867208413725,-8.948123789622915,0.5015351122186105,-1.534936334239438,-17.600880008950494,-0.11496828269773107,-9.963951041574834,-5.079540636814198,4.503655361295995,1.990818489608318,-2.233207582215083,-2.015778254528859,6.669879098552094,1.6083495216689232,-2.092064456368343,0.14984731696369635,-3.5962252840373745,3.5506847896909077,-1.4378523073833316,-1.9260709750773275,-1.7884803435154446,2.7176556074194442,-1.6177378758210779,-1.258768725390695,0.26115016007682745,-1.8632057340127925,1.3492042140013722,-1.888894916364224,0.5242661731515177,-1.553853808940132,-0.39625972854111713,1.1290629488413921,0.4969073367467659,-2.5195514577034057,-0.22503380173226253,-0.10132141409208395,-1.2587272989150502,1.5287471718188987,1263.758773004969
TUN,-1.820779797256554,0.13491141056352265,-4.121149134471767,2.8729075428790347,26.86429476787231,-1.04351852910411,-1.472842577870157,-12.041023830712035,-10.643621816886478,-36.90482500656956,-1.8208580845846447,-4.251292570820094,-8.225068609331146,-4.33059757603508,-2.654529666193953,-1.3967873920627185,-2.051911725076865,-3.4697646549707164,-2.028875534286524,-4.242745854606429,-1.0087972757148502,-2.0659235669657856,-0.1938855521455685,-2.080868808749118,-0.37743256519727214,-1.6219566547270363,-0.3971143697958801,-2.266185986039243,-2.6034451246703485,-1.7237983383427196,-1.5103940656565114,-1.3315152377928887,-2.2246178484171004,-0.026470234122056097,0.057030395281962486,0.44734190474456814,1.1258240155837513,-1.5418390024397843,-0.35228285382719365,0.6104413512406899,1820.0
YEM,-0.6654342167871512,0.25440321847521263,-2.194411724980698,-27.07688131367448,-4.717296847703397,-1.5943986863685216,-27.840936425470463,-8.185856620985035,-4.853027476390518,-47.812543856088865,7.42467309934427,1.7981145110920798,-7.143265653951181,-8.807557662373688,-24.708244054265887,0.26550024016850804,-1.800312007594792,0.6341560822155559,-0.17962453585058524,-5.963612801799566,-1.2171691807146219,1.486852802964179,0.2701492948785957,1.2366164368582464,0.5501134779496853,-3.4365411721596475,0.10125449238209591,-1.203864319388894,0.4258423148756671,4.080477093545074,-1.3237394153532402,2.6544003095136963,-3.518507610150091,-1.4640150421869862,0.19500144568246425,-2.91314463308227,1.0299335003616783,-1.6747706412544687,0.6267193458104062,-1.7027477640551065,310.0
BDI,-0.6651552325370691,-0.4232976914988326,-2.6772328762925337,-3.656919805077202,5.485135896017457,-0.1349092762272166,33.2812109648419,-5.715699733551659,-12.586234691554282,-25.275640783321965,3.294460785563792,0.39294362303774677,-7.674090459505216,1.2762097824823573,10.553719677116703,-0.7244342795043516,-2.354795826607301,1.2700737826944732,6.534266018634863,-11.324582391924478,-1.093215988134412,-1.4277591910766896,0.3688502330648677,-0.5034450543565165,2.056293032113047,-2.0630119247295085,1.7811291032118843,0.9329164471676717,3.6423594380330724,-1.0925829599687735,-0.9368075143252772,-1.1904855432794714,-1.8620126674029098,-0.2743292779877233,-0.23946761086036497,-2.0002226041986684,1.1821275680243353,-1.1698577976981444,-0.6625726260987607,-1.7943264004575046,150.0
CUW,-3.6059701112368234,-0.9632473878242114,-5.727441395383367,-7.2475716609504,-0.6211960376213703,-5.618723323036867,0.9298658525074999,-12.85258956103873,-9.568020542502687,-21.153712101660147,-7.952262912744363,-2.630663947166963,-4.319154420521011,-0.879368170705972,-2.132406904904907,5.820868804597402,0.24230944311414565,0.8803369844952479,-9.113630314735063,6.776376320070055,0.08148067934450232,3.0071642378973626,-0.31645570726421385,1.3911522506252099,0.3979641392707741,-3.3754008926369257,-2.8065548738584076,-2.7552073712866614,-0.6202897427473453,1.7502267701281484,-1.2359312562687435,-5.2280977683071175,0.4252067924633057,-1.138552419468176,-1.3311977949985263,-2.7525615468554387,-1.401660599326018,1.017611616354349,0.31209501097089565,-0.17753966164344726,-5415.397788329061
CRI,-5.7473364785859795,-0.007784197662779276,-6.169209984971448,0.7293446497988023,-4.470071200400121,-7.7611480669329325,-14.235642140504014,-10.703916535446833,-14.383209617266129,-57.67403158460363,-1.797957744381791,-5.092055892723098,-7.119658179294213,-1.8221551478005205,0.4262004182402585,0.11690613891732878,-1.3058787820819635,0.3718967307444154,3.3090359788526404,-2.44391615895034,-0.8677937774416727,-2.1896359678509794,-0.6275939272944012,-2.060796898487249,-0.061813951809367405,-0.8286217298830862,-0.7558352171698398,-0.6254564963748079,-2.350748694448166,0.8126110207204408,-1.0721610670997324,-1.7582461072709124,3.4086004938866976,0.6733499028584715,0.7644831710206617,0.25238090581088113,-0.466106782685009,0.1301230565951771,-0.16941133395924607,-2.4628914506615684,3220.0
WSM,-2.169142721823586,-0.25205167106874454,0.48072607966552194,-2.984825482886139,0.07824637048116323,-2.353947188827067,-11.785571971676932,-5.610544303215696,-0.33240856285323184,-45.58213021388089,-4.4221666299401745,-3.004395367411923,-2.470781797196064,0.22863142388470198,-0.14940494396628212,-1.2276970950378099,-1.281144210406159,0.30212390371016407,2.201788830678332,-1.1011567012778516,-0.8451093738407103,-2.76728263578298,-0.6613074401741525,-1.4577261551408356,-0.020264795401356915,1.9782756716254783,-0.3037192887116891,0.26985673925788356,-1.1448696906736637,2.4417268450327265,-1.2413307697940414,1.3600744844900547,-2.24480690378015,-0.44683951710141717,0.09143512292376632,1.6898399496618879,-0.9209879522611398,0.840302139899719,-0.2787216280440443,-0.8873223611307384,7310.043972719008
NPL,12.343728734270403,-0.36455556951298784,-1.7357149400987733,-7.822811563826252,5.386044029302322,-3.9016619889495567,18.636307924082686,-15.922129405852784,-8.853125885727007,-44.71770103788823,2.0415106431325323,-3.8787016807139296,-6.731958148055038,-5.146344353985262,-10.333854441457918,-1.9390996511734724,-2.3492707617461903,-4.125053997549302,-1.5590730430528406,-3.755085858880778,-0.9210425529485644,-2.2232685857571135,-0.28776983540430645,-2.1085792306309643,-0.5861668038517774,-0.49540890089763323,-0.8989549394535887,-2.911548117054394,0.04061276469922319,-2.597882704729021,-1.2443037207908458,-0.9694881384133208,1.3739644866063374,-1.171816347390149,-1.4611667602067886,-1.0512514030358422,0.8130354369262552,2.97731616827133,-0.6534670413583857,-0.7220837673310923,210.0
