Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,IQ.CPA.GNDR.XQ
MDA,-2.856263062158757,-3.032539757474334,-5.5753107390547365,8.551689779561114,-2.626225833830319,-0.4658259716514865,-47.59593462763182,1.2460099635429223,-19.542967478245064,2.0044020064051704,-43.67911429615674,-11.05964707605395,-1.5784764661817146,0.6258882743051164,1.783974544050425,3.6366637818741467,0.342297830085751,-0.11218911955969635,-7.050506361716847,-4.37813027704948,20.440932331081587,-3.7421601951202037,-1.9293885557634838,-0.6722318066347104,-1.6051734161794253,-2.1114423295136406,-0.5735033588526551,0.20588172116985137,-7.62961766920919,1.7222821124502148,-5.775938588865543,-1.8422285855186462,1.9437755281582882,-1.2009567270400523,2.9251751315027077,-2.098484083280283,-2.446437146391875,1.5160102871360863,-0.7709030699043804,-2.1137150905268918,-0.4662690787391029,-3.0872420443401616,0.5034413945425191,-0.8482350796817115,-2.3475562153630785,-0.4957615627769404,-0.07136441743245885,-0.9961126754627335,-0.5391479556764961,-0.27104434833222024,0.9653860121704007,0.20971423125784172,5.0
GNQ,3.325657174165093,4.67422639593039,-5.535432534307833,-2.2577276053602224,38.366453111744455,-3.3039663844719445,33.69367122780706,-5.0654474127421745,22.674283866342616,-0.31962841355273675,-36.940891716677065,-0.08086470869507534,5.3565494938787594,-2.256556389606075,0.975155636880991,6.503494800153411,0.9512703287939261,-4.812210578597145,2.5411496479861215,-1.6546984831467435,-5.011814902381539,4.359851230072628,-0.5220533500929168,4.837391602511729,0.7869749714661097,-4.016393534685593,-5.252595214343562,-1.5299805617923303,4.66860165169023,-0.20153962872889036,-2.3879191994798648,-2.710963799199402,-1.8957556617844609,1.9579456626790606,-6.871590194400912,4.638678011229714,2.064844149464906,-2.36008726444581,0.683688649075259,-0.08869267697221184,1.7522172512524257,-0.9066767339894046,0.08427490037469879,2.437242304399839,0.3394442359109029,-1.0611046822988492,1.774955396755966,-0.9402321999363062,-0.3732422192205963,2.0172570235500027,1.1037251215606692,0.9290907390437446,3.3368867874855255
TMP,12.526507564208845,-3.0749305625302457,-0.06523311570130613,-30.470066049375383,-4.652546238753068,-7.108045460399208,-44.31321389149708,21.027644265126327,14.105886668109836,-4.002452455778281,30.07039244213412,5.545237916400734,3.1632700166071284,-3.7880080600148434,3.069436768827993,-1.3934631300733844,-2.3431085644477077,1.2403231869529767,-3.1807993051549497,-0.7978099882832159,-37.907021693467065,25.623599208098288,-2.9140935367348986,10.965673365210318,-2.1787326613791316,-6.055417516671936,-1.9035171178902124,0.8039712601058167,-9.738673514498107,-4.001117660144936,3.8556185216918855,-0.44633295991157884,-0.9086623744490394,1.4817546149074696,2.483596202400927,2.4295745479435102,-2.6368020806086236,1.6112300504628376,2.4604945483290703,0.9836470294952886,-1.0673396096330616,0.6428919294881248,1.4809843102593951,0.03423028989872656,-0.8721465702466926,-0.5140082377407881,0.26582533214775605,-0.458651856876655,-0.5784907956369697,-0.9155418523486054,-0.8542875594213146,1.6722833308080909,3.5
TUN,-1.713784455314402,-2.5379360286373327,-5.414019424302519,39.08542914834927,5.976296458784784,-3.4688832286588505,-22.832055298560565,-10.56093581346306,-13.55626924777597,2.4441093644011076,-29.84866057449842,-8.092389515915302,-3.6085445675064234,-0.20205980555014402,4.550186174135795,-7.774159302835566,-5.486489269964119,-3.1091678761713024,-7.525377207243794,-3.3959836443990894,4.342146362888334,4.352174190323536,-1.7853567161963169,-0.059967763700878376,0.13366155052305567,-2.5407352607380926,-0.4303908647112902,-0.09865705390181545,2.00098377278219,-0.9742637149593545,-0.9807378384423446,-1.7930480292281796,2.7448719984405807,-1.0240010548423637,3.4359952629380377,-2.1118015307145126,-2.3376601206835637,-0.3638763789852845,-2.764431662020062,-3.2217866972038594,-0.31194228329448453,-1.3306259651196226,0.758976837289286,-3.63632639571096,-3.0647267454157197,-0.49325406519047815,-0.02094697127538181,0.5166106497980417,-0.33889148891126114,-0.6105951363214478,0.3692740972418727,-0.2518998172242493,3.4068843882185815
YEM,5.323738707939786,-1.7819699283318458,-10.377359416800195,-20.062140473920763,-6.705439672192646,-4.005481476010415,-29.343400540107925,-3.5604602335894406,-16.589985710739587,-0.7574322633889166,-48.81450777680247,1.1984956055867086,2.1834029785835263,-0.3075672324705353,0.673045563762821,-3.046137989139164,-5.978568545957887,-3.6226916924872143,-5.295020200116066,0.37083462357433516,-4.319224180967895,-13.357460694925978,-3.1136144937253167,-0.2053738075342117,-0.08789023950718705,-4.928480560510151,-1.00756285410755,-0.3226013450510877,-5.904605985764944,-1.6786600436878576,-2.185246821574795,-2.2405317488681114,2.0688705778873153,-0.2186009600705141,-2.022659117448261,-2.135188851450736,-3.8404319097351323,-0.4908859721602953,-1.6307518472513327,-0.9768894283634375,-1.146230930794307,1.7023761483412816,-0.4712791279106183,-3.057585057943049,-1.7357010285242152,-0.4277708346693274,1.9856548131113527,0.6775418947277851,-0.41709784487898777,1.1456159527403917,-0.31835822061261765,-0.6019985473837287,2.0
BDI,1.985416895986864,-2.9465808916539347,-3.3970163238458846,-43.99127278198893,10.016192665820924,-2.533578332481617,22.577197217914815,-12.459575511073771,-15.789583824688128,-3.5823584312972225,-20.485534392659112,1.374777373544094,-1.1339917970113156,-3.865235758917008,2.632762856824815,17.737062707816804,-4.835625302128776,3.0891628263783364,-8.996264715704962,0.8402782976885068,-20.126787602364434,4.616688082135757,-0.34034052898874667,-0.5438584269255899,-2.823879782245336,-6.502108561536071,-2.2121400810470253,-0.08972883717521146,-4.603865727456637,-3.708174617392678,-1.4414712207007412,2.029447547799788,0.1249025418687083,-1.1604611709709993,-8.889644236160242,-5.055649845015728,-0.7432679696123641,-1.6747462323989866,2.466142761995693,3.1174191128039848,-0.9085879120553169,2.5747531244564077,-2.4237214635787474,8.260939264848664,1.0822180235184427,-0.20318950317610646,-1.3841763142236851,-1.2024405850987596,-0.5974177207447234,0.24593263566368706,-0.9971893445606175,-0.38731102978261045,4.0
CUW,0.4675205132699387,0.9949035767810921,3.6469454041819804,-8.226287537394656,-8.486366246727881,3.3402799386027366,-11.874644631528014,8.931945770274147,-8.18487380851069,0.43883958041499604,11.396975669700847,1.398977464598302,-4.106265180281832,-0.4062132285973873,-0.037488663127836636,-2.8747903432392885,-1.2927554627717577,1.1894002823238508,-1.8575334526645946,-4.163949000126025,0.7700059160438344,15.8319528207373,-1.9209529317950842,-2.3541556016700675,-1.4020469602469123,4.0071114476543475,-0.8311901056880086,-1.7200522975243295,-2.0396043635296346,-3.145752581316438,-9.17679358539472,-0.0439906211631762,1.9791420134630537,-3.0676737312889406,-6.158288312256444,1.53958825147486,1.494788174792256,-1.0308121382933688,-0.755709205605852,2.819155930403937,-0.3294848591760598,-1.7242720748017724,-0.9559316978849808,-0.8226404220002318,-2.049341784271252,0.27285703796961436,0.4449985967694834,0.6199420389083917,1.1013313595999434,-0.7984432740962062,0.982291740870226,0.21147930545393784,2.979007179551874
CRI,-0.5296460618189119,-2.6144500003083615,6.601159999995763,23.50368309966497,-12.013507400538879,-4.683210682708389,-2.3661422705606125,-9.710847337250428,-16.479245861666744,2.632036863116523,-51.512154567209706,-0.7026833719141177,2.2200345495268867,-0.46932579418534687,2.308827538754345,-0.568538583590678,-6.197759750446906,2.8038181618195015,-3.3408468133841405,-0.7329549523940029,5.221393994825973,13.870421889265879,-0.06768729232641614,-0.4129782318668294,1.2594761718108378,-1.7164535797649603,1.117680793847056,0.13253230632444513,-2.4731645695601903,-0.7401752559074378,-1.3515831564621623,2.0963037359331755,-0.8943202850221739,-1.0651875387897072,-0.0315588445701917,-1.4137328460884888,-0.21278601901724312,-1.1532834452388263,-0.43353889128507117,-2.4211799584293976,-0.6989327865560084,0.6007280386537196,0.2770311149897878,0.0893052750189468,-1.6947818953046867,-0.46934440055732235,0.1098295614298877,-1.3811583881892846,-0.2179811345402429,-0.8023559895913468,0.2924055219948807,0.08071205032338541,3.3656454441523964
WSM,0.013926467083210325,-3.1633389869581774,-2.1003815505552828,3.9909142658598826,-8.605679501505037,-0.36461855738016175,-19.886263551462886,1.2487025046603808,-16.883411360081382,-0.9204567141846207,-40.47418610919923,-1.1971731925874232,-6.518658087141989,2.314954905535945,-1.0612902808644737,-9.038011676346212,-5.030328278668416,-9.24514920211013,-8.352086840492456,-4.6002600963422156,21.402569718706538,-6.055186594560215,-1.220009560370784,-0.3352358222856861,-0.993823440609165,-4.901147649858799,0.02340911177153454,1.168505136922272,1.2393406798020987,1.300511558639754,-4.111294270671596,-2.4281699863618105,0.9971405751847999,-1.2290297504593197,-2.626923415558916,-1.0835786859646652,-3.0264494128578225,-0.9796620932211079,-0.06308519904766952,-2.724187328175824,0.7392467392579422,-2.1419440259805187,-0.8452465058862917,-1.1733790581223495,0.8000989295257794,-1.3359847689663424,-0.6755638073087129,-0.842398382783893,-0.3972525978233885,-0.6445592235413158,-0.18509379329185857,0.6174967163143644,3.5
NPL,2.235743239778151,-4.519917101415629,-6.961589055154809,-9.170777548520274,22.547653981336506,-4.647467661196013,25.755180776470997,-18.44190124918486,-21.496177922022085,0.19746585131146607,-26.90922753387161,-3.919817007606503,6.179377669760967,-3.895439744353318,-0.33996476638525674,-5.155420501012098,-3.131288334525822,2.229155890257316,-5.667513252604721,-1.3301533764548839,3.0128917450189014,-7.7584927120081755,-2.2454085445409713,-0.0006655404971361578,1.526013914661809,-5.383126319689539,0.8068850039721782,1.8096480744834076,-5.875471717290816,1.7766205658655498,-2.2073040374855433,-0.5627922709941635,0.1190191295555037,-0.6661569344830847,-1.1395760971154552,-2.3985562678391,-0.5935925324518125,-1.9432407192791352,-3.437417819249846,0.0528000523067957,-0.31561062967708975,-3.1843674480921202,-1.110675280024605,-3.219190347139129,-1.2028699975479065,-0.6931383930907399,-0.6700448932610351,-0.9353597703839653,-0.5887823883138962,-0.9252803182571635,-0.7526859589090963,-0.5312867098393027,3.5
