Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,NY.GNP.PCAP.CD
MDA,11.63505246607079,-10.261621730475682,0.3986665256537454,3.9606903219944503,0.22694414780111694,-2.064707434881753,-6.530114884594292,5.217143253935223,3.759712517354375,-2.6455429414050466,-3.859717535328106,4.793703226227565,-3.0758147944197534,-2.75184560156134,0.05197071532028863,-3.6696713523599556,0.49765243229196704,-0.784825102653431,-0.16408611436014686,0.1645983640028141,-0.4198945412902966,1407.2526603381034
GNQ,1.3886316850758655,4.111160124109611,1.5454873552795565,-2.054994152658129,-1.0600329609975678,-3.9419134972088843,7.897268152836908,5.389508474780179,1.97333774605047,-12.041359593248233,-1.8025081779162038,4.057696723791604,1.5314990143097342,1.4417869585906975,2.631964251671124,-1.6947591264333137,0.06205366000527274,0.16130190705639036,0.6520250105793938,-1.6465734533180878,2.605134847597617,598.9551007057346
TMP,-2.949158494960992,-9.523931799583192,0.8576034229691855,-2.0648969420883696,0.13952461394709023,-3.6290841260880464,-3.4054137984409776,-0.9490015518958161,5.379382484212787,-0.24255959343273026,-4.626387560450472,-0.14638984405697264,-10.357496071150424,1.0182869740175753,0.7717882281463134,2.143845170268285,-1.0488550733953792,0.10523218016630498,-0.0723250781881537,0.6112588592230609,2.2875412185801323,1234.640162107066
TUN,-7.170646505260905,-19.65885888145314,-0.13747639091770042,-0.1827771370995384,-0.13834348734211213,-2.7299894431545706,-1.203853772457806,-7.134485076608039,-6.271884956607952,1.519044089071865,-0.13041060939028257,-1.979176537456167,-2.062151425396562,1.1969158352723395,-0.8648790923208096,1.9421688493804723,-1.90376674759533,1.5401033596753675,-0.7301263040094557,-0.3047577142818335,-1.4217556664544075,3186.0762715128826
YEM,-0.3666445296651285,2.705788324898684,0.720575683774331,-2.152980179950682,0.06489862966963078,-6.561930565060347,-4.857838943739544,2.8090608513115525,-0.9987852923511611,-2.180765817068976,2.693354152433662,-3.591987092070788,-4.259861194513943,-0.7971230248727732,-0.7097443985669811,3.5378833376136605,1.057959110127291,-0.54722512642401,-1.201956656803699,1.506314031843645,-0.8951359679190559,2105.5826980919965
BDI,-10.492458577576372,-9.1551513135855,-0.8393106315423612,0.21924558115342763,-2.3358315902985036,-0.05863254309043775,3.154669217174455,1.6730192824575711,-7.5755773435779465,-1.2056887081357035,1.4656894367886824,0.3381467433645273,4.161562739514454,0.39088818159776006,1.2826693844295756,-1.0102088580734265,-1.194102151407621,-0.6804236392938557,-0.7743974336266726,0.16792398847981288,-0.23086877460704142,60.0
CUW,5.63746368558972,2.558276742727398,-0.17972505952428666,0.16633343524296573,-0.2134365289026594,1.886471287202535,2.343892987347792,-0.16755530923709733,-1.536804259918323,1.7317485938325685,-2.4360341765346196,-0.9744663436922882,-0.742795091143069,-1.1451197023798636,-0.3989925869152544,-1.0161542887270747,-2.3852810969687823,0.5415915123696365,1.1277223152637104,1.7173103411528865,1.7556771029329783,499.1954494766003
CRI,-5.400903937573054,-11.536029659000379,0.2617507329564254,-2.3848453672260828,0.04617917904093061,-5.848710961244671,0.04623299024290645,-8.673630008769441,-4.20158646125282,-1.3799083470754125,1.3129223224249538,0.278164989899947,-3.210863946488278,-0.5419287604875044,-0.7142605731128682,-4.338016616678999,3.9731711179677403,-0.17429486571457314,-0.7535589410533705,-0.5099226684461791,-2.0946965493654233,390.0
WSM,-1.407222370966394,3.110658190034381,0.3097662004637708,-0.14471520645552666,0.2629418026204988,-3.500330869679833,-5.622700555000006,8.838796656262906,-2.1010986256996063,-2.677097157269069,2.92459439410777,4.4331119307716955,3.05591039137318,-0.539625641547218,-0.8600842381618039,-1.9623270095995644,-0.09028214333257786,-0.9196680610070259,-0.7850216176051728,0.3613802341169701,-1.2408421614083536,1162.1042810764816
NPL,-4.8712801229404326,-8.97377561787652,-0.9905745895594688,-1.8906907502926793,-2.395192402447367,-5.72327206457895,-6.216153093423181,-12.378174574742303,-3.3910283242068693,-4.389844188533212,-2.00949776278978,5.86856803978309,2.177965467166624,1.6961583235832745,-0.6897362791654007,0.5821740617883722,0.8178860440868685,-1.8173440927448263,-0.6870916419970601,-1.1401649215105052,0.1245810885016087,70.0
