Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,NY.GNP.PCAP.CD
MDA,0.9127643337483673,3.7774626183311364,15.832913472055035,-0.32232557312143895,-12.242508574094469,2.5127049951633733,1.7217988424569308,2.117525547223401,-20.031752628036813,1.9153073138253949,-4.479673089947002,0.49066273681602224,1.6544777087665217,-0.04515638896438243,-3.4818430130458227,2.2658425727749085,-0.4883305375572917,-0.8268305812157615,-0.5771093953539802,-1.1577350785701004,1.0580867851188354,-1.3867148109399015,-0.7427732906783848,0.20697812592263976,-0.5567468381244974,0.7827613208246839,0.6163450778466151,-0.4796171902018143,-5514.413111353562
GNQ,0.35390753273578607,-11.230460805947429,-4.048808791005076,-0.2178306689686729,-12.572569454608686,2.9197509374882022,-1.6110162913972788,-5.605393303017319,-4.953976052776444,-1.982264804981559,-8.989142315476137,1.31660390276113,8.40098819296311,5.14345427971697,-7.523180645749758,-2.7495788134669708,1.6862550704551165,0.6691709579778212,-2.2594331818070073,0.48769736408199305,-0.1762947602486481,0.5037661109348035,-1.8776907888092307,-0.16178086207424325,-1.1680034073000096,-0.6926369014007348,-0.774674812721418,-0.8372276810802316,1677.6491401963185
TMP,-0.5577517110609234,-18.3940180796016,-5.14576946970964,0.2657308510711913,-18.038121206185565,-1.5385037960257657,-4.210486822140056,-0.11393345533713234,9.039027131788009,0.493482699489055,-8.714037828284617,0.818335980011741,-3.4917537861032324,2.8467026501278974,0.17768444574682252,-3.8898284304706303,-1.0449750933173962,0.059983425967356174,0.83362375770822,-1.2439480153739035,-1.1880253909882086,-0.9749905671079223,-0.7481661956828803,-1.8245178932727986,0.5562781022235699,-0.8250527467584665,-2.219904813359488,-0.8286764787743739,4169.928143767118
TUN,-0.8877873880387875,-0.7601398472959298,-5.347919036895006,-0.09787678808123333,-18.24122845724024,-0.44872200905526094,-0.5443756677437355,-2.4551038795380338,-44.342147821152935,-5.5926009412787945,-3.2390455983654114,-1.158783560851794,-2.098102400972155,-2.133853107788847,4.221301123611598,-1.0609111949336238,-0.9188387328781036,-1.7697228543646328,-0.8284268186355518,0.17989251497660608,-0.14161822019142167,1.1544945509295375,-0.7789754169560199,0.6329449312320751,-0.7852797486292911,-0.8743640482945487,-0.45691165714031634,-0.6576127170048935,770.0
YEM,2.203686841234162,5.53395376644499,-8.312753451537029,1.0092376817320974,-14.707657439823054,-3.4713462976835,-5.913956632918743,-3.452705938254676,-54.99677639768015,-4.568652875173729,6.51339066203264,-0.20506986336588606,-0.3033551052808656,12.59120964706019,-1.6194696825134345,7.6885890790152835,-0.18851271539171957,-0.3760492168125269,-0.20777440084762216,1.0064208001019508,4.342932082278868,-2.7527799972886386,2.1205277694429125,1.5457748203771835,-0.8058933910437209,-0.6542699210597971,0.5872021638536106,-0.10924680098468763,-789.2444108144095
BDI,1.6367034166158143,-10.371338246795046,2.9521964966096528,-0.5270579470552353,-41.7148169232309,-1.4121478279667634,2.157270018918101,-0.19222209962282277,-48.21007749667005,-5.507959144043294,0.48281406480336725,0.6762476564483385,-0.9495765992769296,-8.112984986861033,-7.813103352569836,-2.7234809081017284,0.781860844282726,-1.6420790250508461,-0.9449574108729522,-2.1972440170024994,-0.20622883026367644,1.4579861348779595,-0.7204032662246436,-0.3891458955664623,-0.36116901613645713,-0.6190270593993576,0.975224033265954,-0.6592722508223519,110.0
CUW,0.7717535644019102,4.996483616005216,-1.3215842847680368,-0.5057317665802242,5.430694058110887,-2.131592234775207,-2.3662223560481137,2.160592581160556,18.050437471342715,-3.364505973683008,-0.3568355900824083,-0.45902510008361697,-8.8711198256788,1.2161403177470311,4.336345694516342,-1.0340539610876296,-0.8233283667557074,1.905303743044875,0.36081866833863835,1.444219844486315,1.3604376342640347,1.7229785820760948,1.0759396502408733,0.6464947300127473,0.16280942481955585,2.354817521555412,-0.44524055619245206,0.26669146565029145,2080.323087217017
CRI,-1.2306043348949944,-6.184038722833685,-16.302357616875735,0.013418531977098781,11.929156542817267,-4.328289458251355,-4.162916562344153,-3.642360765115076,-40.82826177891119,-6.970497093745559,-2.0605232367999418,0.12260975971161797,-2.792752912911534,-6.349935548838328,3.482727304773179,0.14135990554627686,-0.7415412325446584,-1.7116154595488655,-0.5374236967635684,0.33860109657963033,-1.3570093957044733,3.2386487106478414,-0.9955297162413066,-1.7255196861744042,-0.790464290011218,-0.8197331086958417,-1.0581428134552313,0.04736024803728472,970.0
WSM,-0.18577265037546037,-16.409410679552195,-1.411052450015926,-0.5241296441797132,4.028777494576809,0.053553990191940626,-1.1771715917120598,-6.090147288262814,-44.62017975294954,-1.7644454149919686,-0.7860159122490495,-0.27223068068715167,3.0711064433518604,-8.204382582899099,7.252936102749169,5.649965864543445,-0.913834815500826,-1.4568011544685622,0.6086095492507276,1.6582215883376512,-1.4767871372841528,-0.1217817685320175,-0.9611176625948106,-1.0134706630314465,0.24172573777311773,-0.7385768548310223,1.4964565120010132,2.4478564333246005,2048.876535289814
NPL,3.1407350797480085,4.3398318815585055,-18.695889820222174,-0.5965222145598336,-43.65699523215483,0.5397922793283976,-5.121614172129311,-4.73167511123032,-51.05200513157656,-6.37281134814363,-1.1242378460598994,-0.6511880792539553,-2.78135303734103,-10.217368664980032,0.9547351889756366,4.891824555639209,-0.6950557374794626,-0.2592079832971417,-0.9467266545129341,-2.6036471870989204,1.1113362577511274,0.6987691940719039,-0.35696960880224327,0.1599018825388786,-0.7957799365878855,-0.7209133487388427,0.0059569961165178535,0.24235808986339585,110.0
EAP,2.2857875332406126,9.799890405986345,5.327933100237376,-0.551526947117481,11.029082256089968,-2.013320167144398,6.0936175735732245,5.513989134483283,104.86708844250403,14.434655845738165,4.371971316262869,-0.43559288780435884,-4.475272495063645,8.086674867017209,10.069569883195221,-3.0950682965288365,-0.35476021775881317,0.20082633060666966,-0.8449623815305836,1.7196556376714491,-1.1648610245375546,0.05008056126217508,0.10383461663733962,1.8908701823387974,-0.21631747968737794,-0.5707229519685239,-0.5054488474609856,0.40700441814302224,217.001608904345
ERI,1.2303990507494829,9.514150197379468,6.0458197384143215,0.29725406772053314,14.050882832525478,-3.9589177536014297,0.3886439728359149,-2.7301840507772455,-17.373772565713573,6.285396540897932,2.3983221521558447,-0.8479182584405367,5.161357693587218,-0.4534541030608653,0.7365467889647888,-5.64390452395007,0.25641217641875724,-1.9311975254076803,-2.1408180652430007,1.522518918407001,-1.7358891865853434,-1.2026503384187333,-0.7877084172680322,0.8399219911544586,0.9783187605408369,-0.8942778568034575,-1.747652861814522,1.5352129080855297,3884.8001662902534
QAT,-0.42732669378885557,13.262368410058288,-20.090192021867857,0.4040452628529624,11.945110472569448,4.54360617943043,-6.211168781191855,10.566701758770984,-7.095562162979061,-0.5739057362283313,-7.060205185525295,1.654427986337669,-0.322985521560422,1.701160459123674,0.8849417156042284,-4.692689974106578,-0.8422466857330588,-0.6818295504434475,-0.1698431979074188,-2.5994989470732444,1.5851429446164873,1.467580343499926,-0.8302009455182773,-2.1308190970452894,-0.8008253245827703,4.728839197340329,0.2860866926683853,0.11422462801545996,-46.23095286245825
LDC,-2.45401239375761,-18.75913275677862,-3.8527951115381263,-0.5251773221368241,-26.415637578440954,-4.479089660388839,1.5307766761964374,-0.9445102642020718,2.453044209454031,29.177619539662036,4.575613179248936,-0.6424085480937771,-4.839724150623183,2.2417569878692185,-1.2999049197992902,-2.4222881446480833,4.026971744026279,1.4148835109943358,-0.9251562751629351,-0.06044367730210509,0.7240946586602766,0.7914633217743698,1.1760389404111005,-1.8518976414130772,-0.4981714229420825,0.06673185269635296,-0.4302961889435241,0.22044714458714387,242.267193535106
UZB,1.3595856367634578,3.1826752479643696,4.523920218461411,-0.22442977971171446,10.2526818212338,4.228165311843317,5.4196836940186195,1.1850307122276071,9.317764714889764,1.4275606363587494,3.1673356020336714,-2.1757590327353014,-4.00255824941175,7.6593914270272965,-0.20366870121029823,1.880953790923525,-0.2854074697631947,-3.021791195227465,-0.6797842407091945,2.4686222561472255,-0.6194832668867627,1.7308211802213531,-0.1410354456469085,-0.041105360929910795,-0.4992470178607095,1.232734419510044,-0.9528584656454029,-1.5290151181991178,6571.664253388934
CPV,1.1629484646921393,4.160685008164247,14.55603052511475,-1.6429329935431225,9.791140405595101,-3.6781946654287445,-8.555628506554227,-4.6291378391443745,-13.917190814122588,-2.40084879934858,2.4212919897898795,1.1607716466348732,0.9137490715835457,-1.407953636680367,-5.720860854250317,1.697184771007283,-0.37310237634132437,1.8255615486453638,-0.9028072136974858,-7.2616594527973035,-3.4701724927094926,1.3451584033913702,1.8889217875045272,-0.0687275760175674,1.6641476698087414,-0.7110535443930877,1.485621732980193,0.5042500643676566,1902.9672002657699
MEA,-0.6753796012180051,2.735923385015298,-9.765733146576414,0.014963924015001689,-14.008259895125574,-3.4615947170979826,-2.182482727565951,-0.268585265054735,2.34877035422944,3.2933718480217022,1.8142717567201503,2.2117828003927116,-2.937746535133605,12.183229773393455,1.0148819923547239,-2.5945601617505987,-1.8847602631680198,-0.7189308503986334,-0.693224539247048,-2.4142639305318694,1.0403637805110506,0.648021541535561,-0.022085214293113144,-0.24767711906044976,-0.07727498302190763,0.16678287826551091,0.052169911247734034,-1.1469372888853764,2188.7120624759777
GRC,-3.749138458115884,-6.825650827164761,-7.586432489962597,-0.4619844637382027,30.633454159026037,-0.5944201624531098,2.644038888270978,-0.3529403672496791,12.012649087541375,2.209224747227102,-2.7650565681648254,-0.7535274485907697,1.4001277387242548,-1.6648844969902612,-2.3858683885922436,0.9689046629091174,-0.6469693715661876,-1.5031403689864034,1.0509872007312266,2.037891760385492,0.2684322186525608,-0.23644737389405268,-0.26733739280878427,-1.877274958197324,-0.7151788978429195,-0.8105683609884156,1.0576307931013798,1.461186608837168,3470.0
