Country,LEI,GDP,EI,HDI,IQ.CPA.GNDR.XQ
MDA,0.6632476547842399,1.1869173209023673,0.8384992697532714,0.8962214151466261,5.0
GNQ,0.45409718574108765,1.617572468581656,0.8991355772133993,0.9902684105120476,3.3368867874855255
TMP,0.6040577861163231,1.0522735720349035,0.7310277093694442,0.7957863558402235,3.5
TUN,0.7569606003752354,1.3757738896319975,0.8717029825846361,1.001479157530623,3.4068843882185815
YEM,0.5685354596622894,1.180077533776837,0.9129495651414739,0.8871875195268667,2.0
BDI,0.4377857410881801,0.8414021424241287,1.035374276671155,0.7715207200611546,4.0
CUW,0.7748217636022524,1.631879613473535,0.8841879505402386,1.096963109205342,2.979007179551874
CRI,0.8204664165103185,1.4525255014215523,0.9206179596517344,1.0645366258612017,3.3656454441523964
WSM,0.7163196998123832,1.3431488490079808,0.8466161941866783,0.9686949143356808,3.5
NPL,0.6392604127579737,0.9964426006230409,1.0351792899497205,0.890294101110245,3.5
EAP,0.7340404591601706,1.3020962927933555,0.9322737559917407,0.9894701693150889,3.36363636363636
ERI,0.5333756097560969,0.9488999375383864,1.0122056650491749,0.831493737447886,3.5
QAT,0.8044131332082554,1.856220606339498,0.88759716696647,1.182743635504741,4.134429109536008
LDC,0.5327035243049308,1.06416593431421,0.8680816684403112,0.8216503756864841,3.23809523809524
UZB,0.6543031894934339,1.1209873006995537,0.8130615075939448,0.8627839992623109,4.0
CPV,0.7246056285178233,1.3439638885317142,0.9045325193061019,0.9910340121185465,4.5
MEA,0.7155698657155692,1.4473041301726515,1.0136352312602357,1.0588364090494855,2.25
GRC,0.8375234521575985,1.7122032283425777,0.873649860879816,1.1411255137933307,3.2152081501356378
BEL,0.8428142589118198,1.7860369922513517,0.9828288816633435,1.2038933776088383,3.263456921514371
WBG,0.7244855534709199,1.2283982891141303,0.9167355346679686,0.9565397924176728,3.216802822333429
ECS,0.7680021893182477,1.6828996298950856,0.7860796412493034,1.0789938201542122,4.3125
ARB,0.6818090516674645,1.4209262923109554,0.9446196112497025,1.0157849850760408,2.7
AGO,0.37593433395872466,1.3570650537532245,0.8215382139781627,0.851512533896704,3.0
OSS,0.5219789707431802,1.3713772555352584,0.6046999024291015,0.8326853762358467,3.45
SLB,0.6348739212007508,1.1601460723686399,0.9133737964398398,0.9027979300030768,3.0
STP,0.6182769230769232,1.1365397975461349,0.986594286285431,0.9138036689694964,3.0
BTN,0.6352784240150092,1.2463879206575172,0.9257208766762451,0.9357957404495905,4.0
COM,0.5494206378986862,1.095184416512705,0.8336102333455602,0.8260717625856504,3.0
BEN,0.5056521575984985,1.0887961863181312,0.8535948083176687,0.8160143840780993,3.5
PNG,0.5586371482176354,1.150929301708491,0.8613595688767335,0.8569753396009534,2.5
UGA,0.44083302063789837,1.0021826068427027,1.068407563772088,0.8371410637508963,3.5
LSO,0.3058803001876169,1.1182243090156572,0.9470090989448224,0.7903712360493655,4.0
MNG,0.6318180112570353,1.2343536336433794,1.0410753873581806,0.9690823440861984,3.5
KSV,0.6799624765478431,1.3238163732572261,0.9579671684784343,0.9872486727611679,2.8498856184914754
COG,0.47386641651031847,1.288625891996791,0.8891615162091118,0.8838846082387404,3.0
TGO,0.4682067542213892,1.0096451516873104,0.9280620779904598,0.8019713279663865,3.0
CHE,0.8729455909943723,1.8450176760004506,0.8206987583788404,1.1795540084578877,2.8140098123347297
MNP,0.6143218997110901,1.631286353898052,1.000142382108632,1.0819168785725914,2.927976662332802
LBR,0.4952491557223261,0.8886001841948683,0.6345949920869587,0.6728147773347177,3.0920846489074316
