Country,x1,x2,x3,x4,x5,x6,x7,IQ.CPA.GNDR.XQ
MDA,45.48127958396607,-6.256105729511195,20.901998142363944,-37.72108622869162,-23.931346157902315,20.066840203142668,7.4233041681771725,5.0
GNQ,34.79196892361319,12.469686974837959,-16.452334097341264,37.54815742772203,12.491715926948444,-20.409981711106038,-2.504382426367442,3.3368867874855255
TMP,-29.31147413771603,6.897251238292589,-35.07129142584458,-42.99212969655845,-26.193481432889616,-23.992911026007288,4.49137485666625,3.5
TUN,30.47134205601253,-1.964582610138037,44.470791303576384,-12.528048292307407,-9.437941935114138,0.1426103583973788,13.511143476020642,3.4068843882185815
YEM,51.819155887232554,-18.50742841422796,-8.52407715869601,-24.342713260837012,-20.234543036958733,4.031689521161884,0.2116768467530541,2.0
BDI,25.151199545218883,-34.22894839632331,-42.3689124413204,17.4803913048142,5.839965257929358,-12.050392159436013,4.948843825868273,4.0
CUW,-10.389766473959524,-4.415655257317737,-3.4371503431539954,-12.501663980164738,-8.375422149424033,9.301175415698676,1.8281848734786255,2.979007179551874
CRI,51.438006855293224,-2.9827477874805055,28.573067848863776,1.6826913678588946,-4.4961834116473005,7.576991599670886,7.237180048685376,3.3656454441523964
WSM,42.472112547170354,-6.687927448757366,16.18774855479866,-19.2748943728353,-5.735260712655288,24.491249348127024,0.9070749982600247,3.5
NPL,30.150266505973768,-28.80826595946997,-6.164608858677749,25.548915765914238,11.964807076971397,4.131672710372104,8.8692530181405,3.5
EAP,-156.92546507733297,12.877535219843075,0.18259131384568805,7.240696901364782,12.001851467860353,-13.077213764346201,-5.636863893751611,3.36363636363636
ERI,51.22648042104719,-42.34457935590989,-3.764441877572433,42.01990754807184,8.774346853213311,-31.610847804410128,9.980200543359807,3.5
QAT,-8.412298559873886,30.356061468984,9.858205914435842,5.751529542644733,26.070146332173962,-13.806214765283478,-26.1472379859414,4.134429109536008
LDC,-28.71355135740852,-25.858937946172702,-42.143149365410906,21.093032298283898,-25.614843133849543,0.9043151667830385,-15.651103857057532,3.23809523809524
UZB,44.49424259111935,28.532537784917206,-10.48794409446709,0.16764478978009656,11.105626278286207,-34.8963198819147,-10.894240209731004,4.0
CPV,44.07293274236764,1.492783513938578,18.673937398982353,22.024357319835115,19.461415396672457,31.861338010569984,-4.943531757240622,4.5
MEA,8.64558194195191,15.457186433712831,-3.7854364138701584,-28.296621816166635,-26.861207828363774,-4.86627279437147,-3.6835222057881634,2.25
GRC,-12.657184613630498,-13.44865693952718,32.18876916665927,-12.123901727601416,-7.239325315610297,7.035216139950921,1.442043956160962,3.2152081501356378
BEL,12.966704638405552,9.971702812345344,40.31265955287538,-15.687555246219981,-7.457767995539857,-3.860934065352686,-6.028529669322027,3.263456921514371
WBG,19.893766191784728,-33.76168204194629,3.867057828692377,-1.5245849898806902,-0.6798038150820309,8.314001378931199,0.3938801467866053,3.216802822333429
ECS,-22.651196041120002,78.9329247759662,1.2466749044132728,13.611523039379662,-24.554493148500733,8.859143312657267,-1.9379351571167263,4.3125
ARB,-10.795292935684438,-6.092381482735355,-28.564155383938242,-10.760037475910883,-18.346454421206587,-15.031092782292832,-3.6937282505508024,2.7
AGO,35.82092166054971,15.360589037202026,-0.4494297197934767,21.099871439844524,12.122534023291777,-35.10293612209316,20.271450166014652,3.0
OSS,24.490375204885755,-24.92881334693208,-27.736058995334645,8.425732219662518,8.030333041752492,0.6544745781416774,-3.7590219090984487,3.45
