Country,x1,x2,x3,x4,x5,x6,IQ.CPA.GNDR.XQ
MDA,-45.60773064293083,-28.850685707115623,-23.874451316170788,-42.329431258232454,31.104660647575074,-13.524422404313853,5.0
GNQ,5.43836703661917,8.996612839537265,61.0869609598601,23.546648805221984,-23.596991891230232,16.99257271774051,2.8813231522023495
TMP,-10.56444851991467,7.1836756432659685,26.389075341997486,-36.46916910172468,27.123798061586665,-12.922798670102638,3.5
TUN,-31.556298604913557,-7.863329440593929,-20.60021049964662,-14.52940509906586,11.365387141235447,-7.948661820071089,3.832309634954366
YEM,-55.04233267737503,-7.1409176158419925,10.681898145796325,-25.186414562738598,10.570758367317497,3.221443618145811,2.0
BDI,-30.60607039059707,-10.978539314332487,24.495045623741714,19.496481711416212,-4.628679670351914,5.275880424414383,4.0
CUW,4.460948535778877,7.47228976754769,13.194311130760488,-5.498714540908362,6.6050463258976135,-7.010135626701953,3.9992879074477052
CRI,-47.38460456851021,-18.890627297860757,-3.0471869406350427,-5.984480876995799,6.424389172585159,-8.191162600436455,3.007117812634333
WSM,-65.32834007900018,-5.218505929192812,-23.123189213680668,-10.481190451647004,5.052556133370704,-21.471073709089552,3.5
NPL,-37.78874785111928,-9.573088604927692,7.956925408578608,33.319230433651704,-16.037440230031855,10.155608039168174,4.0
EAP,199.9744554883789,19.93531412589942,-0.6075107744289375,-2.181776793540958,-10.595315473992576,17.902011116900507,3.36363636363636
ERI,-55.011763220090465,-14.501460772534319,24.72598726368861,14.05444239180952,-7.091021337495286,12.152535789196499,3.5
QAT,-8.403243784076354,32.62584494260721,-12.453897112668649,25.332281445275648,-27.488822594268008,22.61650525137271,3.3562001286988097
LDC,30.022138609344772,-12.725932700825945,44.96626981743273,6.10869676639359,36.468825334315746,-1.9940989005558423,3.2209302325581404
UZB,-42.38240641070773,30.24176861600455,6.970444136524529,-0.8166659775970014,-9.382789924306389,37.31191275825582,4.0
CPV,-29.613864322525792,-8.67391110590143,-25.138184815587156,16.317715833770976,-9.883673831190249,-22.80807143570549,4.5
MEA,11.419470494978421,8.077005509964275,-8.869523674905274,-28.778242437809993,17.45251806533743,10.118773890307718,2.5
GRC,-3.3784502837125903,-20.972502636957735,-11.620130464060354,-4.405458638035805,-1.3673902999626948,-8.19078113527259,3.279871326388167
BEL,21.456559314785515,3.6351274383595524,-48.244177835385806,-8.315535410938939,10.212530901152057,-2.845980390499865,2.8088244502194932
WBG,4.530855319716971,-7.808939181903852,5.3649780313822015,-28.082038021772036,9.193321354714763,-16.39475873187521,3.2270357049574017
ECS,30.864101146964096,83.0281100336401,-7.27175226944954,17.782588363358208,22.337844432200747,-4.961536911158101,4.27777777777778
ARB,-13.028245304149142,6.303466971879221,15.860867835364665,-24.273296017216133,17.28694078288917,19.520294850178352,2.8
AGO,-50.507304751651205,-5.376816011558781,41.7872152893665,1.3251331545311233,0.34399539818777963,17.142025491537705,3.5
OSS,-10.129688306480901,-7.125499540443842,28.41754757835795,-7.182148696061014,8.455054546631429,-10.494181213783113,3.5
SLB,-44.332516506360726,2.257482312163098,-7.956763287901345,-14.70827319817664,6.960257782407506,26.452264746097462,3.0
STP,-26.094295850813882,-6.178554108750696,21.2715854132945,-1.2166673516928586,3.792332764002711,-0.579433313444724,3.0
BTN,-32.274211155220975,-7.31391949615033,0.015871958715315344,5.999855692708853,-9.424661484817776,-16.675418586721975,4.0
COM,-60.50791259047064,-15.433399652252834,14.631295077017825,-1.0604998771290257,12.26374201353975,3.075240050219205,3.0
BEN,-50.04172832290474,-25.682161814649174,37.29173467221233,-2.04586089562332,9.98222270625954,-5.908450267302409,3.5
PNG,-52.19247663952519,4.428834007711299,5.93482699321506,-11.611740514688732,0.7691569240310462,10.342991649243173,2.5
UGA,-40.4211152622455,-11.17285304387709,43.902909308950704,11.028184598001362,-10.334303043239704,-7.636648444729438,3.5
LSO,-47.20075868442608,-5.866663369204743,13.128503401577527,15.116117959200869,-3.6473914802946026,-14.808579968424768,4.0
MNG,-38.65186931813839,6.358876535477639,-34.13908131345562,-8.326129679048108,0.2855276322174835,13.184581635182054,3.5
KSV,-55.65687523586464,3.7614533110423864,-4.715076393956678,34.102542908208136,-18.98624722024393,-5.240734949066996,3.5
COG,-46.524810510349816,2.507476720460515,14.739349534373995,-13.603105449808297,0.5521826143266958,33.70904012907481,3.0
TGO,-42.68876627323337,-14.696022446628014,9.448152909216967,4.004288829761859,4.374743815963949,5.345252214691619,3.0
CHE,24.80286893322534,13.713727502137996,-22.071483857613348,29.3458758519785,-20.839470870578054,10.380481952313568,3.768137061021224
MNP,24.914210686862827,-16.972515356987095,-4.625674667041289,-8.215744461285622,-0.6534277868351948,-11.206069684840788,3.4689036686421124
LBR,-56.769049926227304,-7.364902093804267,58.999664705738695,-23.557853873385053,20.9636521510328,10.446476428996066,2.5
PHL,-24.400986225370335,-5.407250470911204,-12.557001446217885,1.0443459605958358,-10.925195188194733,8.427315878003432,3.2733116736366497
MNE,-54.69199750137859,-30.890643960418668,-23.409394464919433,-14.492783739559705,21.9719168020935,-7.905328346276437,3.799467697664859
KOR,7.224484038659602,94.89248992391862,-0.6180616528881558,-39.95856134882761,-20.809772528899376,16.30012729029698,3.6654100320033964
PRI,-21.47699289599778,-6.917172980089889,-23.660828529747263,-10.327919435950893,20.343024498839366,5.008918529872949,4.096663475425891
FRO,-16.054958309638696,-0.01274449491643692,-4.473532442799596,-2.43200529572128,-7.57862864409877,-10.047879685666905,3.726984328881462
DZA,-68.3368760386917,12.313318262859946,-15.827375453474785,-29.66851411044684,16.184475040775936,28.20705364202088,3.191549219994276
SYR,-56.0257807908603,2.8998972577227002,8.32568031755599,-36.42875437295411,20.98585941172161,8.929088366988777,3.3932849836551764
CUB,-8.089527150070321,-10.742891546857322,-47.4155493330935,-12.72174828287986,9.303683616682626,1.3510297873088952,3.1657816685590756
MMR,-69.84703795649543,5.107356709511434,19.106284482648206,22.478024621813347,-19.509418942994017,-3.432996027722121,2.5805630991307247
SVN,3.9902041783431472,-12.49039505986902,-37.106229831977444,-13.307486791988575,6.9212153419409885,-3.893171299232386,4.581323609657937
PRY,-55.766393715492576,-19.026261338729213,13.953346340201225,26.073320305313388,-15.180694580078352,-1.9022404544080165,4.455572253743497
SDN,-18.770424341545734,-26.08451100983075,36.51816835180042,-7.395982220490936,0.21808981430074137,21.808620434776856,2.0
FRA,17.488779853884303,8.23322450742867,-27.28057207269652,1.6887452561217529,-5.220083397648187,11.27317199249604,4.405310650798672
BFA,-51.14698450910529,-31.863792843759597,73.44816810676774,21.251108027516274,-7.66800689767626,-23.57418035458747,3.5
CMR,-56.03933422634368,-25.593107991572804,31.591776758382718,12.511447644457396,3.6730391931583006,4.846930139767046,3.0
GUM,-10.160260334953058,2.8026433549733767,-3.729768049994651,3.8874873955677516,4.305485291888672,-6.4429790574818435,2.8971411792353097
