Country,x1,x2,x3,x4,NY.GNP.PCAP.CD
MDA,-51.78317674214911,-12.064524886676615,-11.35862113384976,-7.225687448573606,460.0
GNQ,-6.326646756769097,21.351149082188606,12.210073676952192,-20.54399672618426,300.0
TMP,2.882695141864536,-9.272128947914036,-0.5394583840390097,15.505285854108854,-19464.212292267104
TUN,-36.019428728295246,-10.65907475098331,-25.946615434317987,38.2494533956881,1740.0
YEM,-50.91740763857302,-11.33991168866654,-8.149385801613036,72.49516068285531,370.0
BDI,-23.22842001500107,-7.374552247930027,-2.9767899687808295,-31.922070122718832,160.0
CUW,19.28274117741025,-3.6046088655926765,0.4201779344248263,-8.320672943540165,19829.63729907842
CRI,-49.44714216234708,-13.618945725205869,-13.512108990867723,23.43721833035726,3010.0
WSM,-59.183649349369794,-8.081100929004876,-17.119890502898915,16.37845933993558,13985.466331978081
NPL,-40.28736660580357,-16.809936089134986,13.323194324224763,-26.65996854530001,200.0
EAP,305.47794915160966,-6.260101710335663,11.916027618389704,-21.130961677309426,612.641159827621
ERI,-47.92874805407612,16.42762050190242,16.81260880894793,-8.954641156649206,190.0
QAT,-26.627170756229752,12.796958499905584,-5.355648171193048,1.698749893011897,-4147.905974992625
LDC,31.563516596790834,-21.126598617871654,42.924109955922496,-2.0943260147983054,247.382301753716
UZB,-52.29648264316851,-3.1383713348214095,1.8682951050633838,10.189051382545175,570.0
CPV,-38.30794703642337,-11.12294223814313,5.651236181121953,-1.5862048997198521,1290.0
MEA,8.428428666141468,10.90044097815703,7.699247023471038,13.439010771035548,2329.01122016515
GRC,-27.321336295675696,-13.6438323210753,-16.505550110449395,17.7812601643539,11550.0
BEL,14.821816544046868,3.837385631820319,-42.36372555387495,13.05857986630169,25210.0
WBG,-4.596590546592705,-16.52600772980057,-0.34792878904594926,22.48427615907203,7417.218374977232
ECS,32.3987008885763,85.27226025476914,-13.94468198883401,4.176571034002676,11406.913174494499
ARB,7.2839234732111615,-7.3657900449693,17.435826385240716,11.444229893538218,2079.17341053171
AGO,-37.495587436553954,6.584025078716319,4.6695857670026255,0.27224641193348886,160.0
OSS,2.2684793718365466,-3.6936646865800915,15.155557805483875,14.602427293651933,1654.2833218270098
SLB,-45.21614635816213,-4.633724462489421,10.280286621054273,9.829571013073592,830.0
STP,-36.78755293901447,-4.323414481803924,-16.422686897663375,-0.5636657434741575,2495.5624331053045
BTN,-36.555516315873305,-18.878856289178444,27.273555502491536,22.26041226177892,490.0
COM,-47.27867670849188,-23.07075635843903,6.200660411324589,12.114229577259483,500.0
BEN,-47.975838107518776,-34.78462124089911,48.92657201566207,14.784465103482399,330.0
PNG,-48.84645796651359,-0.482482997205993,28.713687385573834,14.660532000595554,1130.0
UGA,-29.617480237282763,-14.037019810982278,16.704644398327478,2.3392682952213617,180.0
LSO,-39.81966569977789,15.874478215978113,2.5691223685752966,-29.55379681230742,660.0
MNG,-45.341142713091486,11.779429568442328,-3.5321139014458836,7.017230958231377,430.0
KSV,3.9084094492402675,12.57421673832969,-15.94303990672574,-14.534816845458094,15272.050756158555
COG,-2.369623610208805,26.24508205170339,-7.982443146366386,4.050250225526676,680.0
TGO,-62.29520000679827,-23.386046381775326,34.13222363533037,3.9958952555219915,300.0
CHE,16.76823566313166,-1.586463787906807,10.517373901164044,-36.556160386900366,41860.0
MNP,-15.38320682886019,10.076068067169423,4.022219219059954,12.394451286375194,9687.61872077201
LBR,-48.223598731293244,5.036274379604652,11.236885723898315,26.56984548514664,-3412.942096032965
PHL,-18.0794936095405,-8.535315690507586,-8.71098192554899,-14.162905794852634,920.0
MNE,-69.08221403212154,-0.6303573945070485,-6.16642915739592,23.055630754323314,10219.617521607532
KOR,39.128540025469526,132.05939196521157,23.38855718462809,50.625311120558145,10010.0
PRI,-5.047085660440081,-3.6274098284685485,-6.832545475440447,9.220698064221477,7340.0
FRO,9.24987360190455,-9.373307900002038,-13.357219283161943,17.3931545239207,12546.577912995928
DZA,-2.044460606678682,-7.047997639521334,1.2623752528082715,14.553503047817077,1610.0
SYR,-52.057472040724235,0.8323335375084742,-6.016600373686866,13.974537886147798,970.0
CUB,-28.51663027949882,-19.497049378765404,-21.640598366544694,22.603964725696777,2140.0
MMR,-45.22245176614022,-5.489438626343181,12.673341163168883,-2.465567680082034,8278.677127207702
SVN,-5.136383898539876,-0.668827575849403,-16.38280614703014,4.111347447310609,6569.425351783075
PRY,-48.544277364445925,2.3165081266392704,4.0626756997964195,-17.68353623421071,-8210.97773143238
SDN,-45.24561308711429,-25.547462080661308,-11.56258301281279,20.231383380876405,310.0
FRA,-2.4413141877169804,18.317948416503427,-33.38092697517661,13.324057527617684,24550.0
BFA,-43.547334049882984,-41.49570931162402,85.18581848008749,-36.1495844626691,230.0
CMR,-30.20598979033756,-24.19228054847092,2.7217315813959413,3.872480733122287,790.0
GUM,0.09932890655324125,-8.439559319289506,-1.3031210659206072,-4.005429999570012,7557.434510317007
TJK,-66.79653608994698,-29.79460656430078,-6.617723499125626,-3.2918118794057936,230.0
ISR,-2.5282437744087836,-4.168988875310515,-10.8473720887634,10.274523272568148,13830.0
FIN,-6.13475346732716,0.5291604675355268,-33.12453978736879,-7.2692424567306,20170.0
