Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,NY.GNP.PCAP.CD
MDA,-0.3585949151926939,0.9258409064769434,-6.9039046553852925,16.890085489189616,3.1247665503864743,0.8569840829144123,-43.86867786669349,-8.24705953724194,-8.896885794975274,1.0511292792804832,-37.97596790223384,-5.190730509655456,-2.104618827030551,1.8966067099792063,-0.908002951613794,0.07311057378332497,-6.828847721108522,-2.9609993807506747,4.080225868095825,-8.102821298172552,-1.9270534726931325,-2.4141850573166534,3.2798405191937565,2.283823634090381,1.981508477449914,0.7197438188034788,1.6757578140540845,-1.794002639512205,0.8047523049759084,-0.7137420520155726,1.5754644316690676,-0.5460607759635632,-1.8981590287678631,0.49329868274392563,-0.7023123644462275,-2.168685923684304,-0.04838126343554308,2.401295865386694,-0.6835863674601428,-2.6342442306172607,-2.5095086801849713,1.4315568704872088,-4.5532427204915935,1.98308384579652,-3.7045612926947973,-0.5645813477459412,-0.08373515204017667,-1.4089118645287304,-1.3163111618628425,0.3041095663543284,-0.3079524905351773,730.0
GNQ,-1.2420278194831624,1.4806198255627843,0.4043321298407464,7.51233413916529,2.6818552433351543,0.9925381940110856,30.75507778269247,53.57672303756639,14.835545888144429,-2.322996341682317,-1.078901556963432,-0.011882335558360824,3.3604033495981342,-2.6184176950670275,-2.7333232025397494,1.649582009385569,-4.225906541847269,-4.638173283965042,-4.796500861662197,-6.563907394385628,-0.5798556931909996,-0.814744911279079,-3.474349102852959,1.9977120356114888,2.185743509081363,3.238630310203768,-2.4989400565374114,1.773692411406086,-1.1637926330603983,0.616629185520666,-13.63021780858761,-0.5649786587629743,-2.130621842481861,0.9624796524498067,0.47056088864228474,-0.410572427521269,1.0985905960476778,-0.06884551322706578,-0.6915189352627398,-4.69971901589736,1.1079451652439196,-1.8043148951403856,2.627899639868925,1.0846060422086925,0.7018460254785195,-0.7814549253232675,1.973711386988724,-0.6408216256101653,-1.0166300811727784,3.0018856483320806,1.4244568938228301,2040.0
TMP,-4.696177092689812,-0.8333095249995268,-7.53414163972743,-4.20579313212756,1.389882293574262,-1.8188493967072652,-23.46892082391004,-11.061752086645688,-22.356667363390923,0.3760594395830818,6.087209066807314,3.144987729614501,-6.752018936151849,-3.412303668433546,1.925453051319911,-6.641967078613527,-8.212943929334838,-3.2102972759781974,-0.5214307526868038,0.9593926908643425,-1.1308428338047054,-9.29027960719435,-3.295175012687891,-2.6192053394261334,-0.8307537187024221,-1.331519971300518,11.138305792014783,-1.9652156744230307,-2.260498467164882,-1.1502122439882538,-7.581074922703172,-0.6048120727886336,-1.9854388439379926,-0.7634817198588267,0.6782240280279912,-0.2060608312915123,1.5198264237154935,2.977893715656509,-0.6028144390091534,1.679230661267527,-4.324490882303469,0.3997301845272608,-2.935586639049015,1.6626478542939678,-1.8421790504739917,-0.5730922688406654,-0.6116774656881858,-0.6558572540062868,0.6706397392714154,-0.5954439586525596,1.5296640469439216,740.0
TUN,2.615786997532601,0.11137768497538673,-4.889120746931647,24.841801873319746,44.61287646987292,-2.174304569323883,-19.915566315172782,-12.7043692753357,-12.030532884942513,2.9129088220379056,-28.416792063625625,-6.874217799730026,-3.4504952775337707,2.807746471033804,0.7634640203351204,-2.9717173930721543,-7.984845890886338,-3.0423210564134937,-4.358203089200682,1.7217127222855138,-1.4491533606222107,-1.7763416913617063,-0.9252475052229934,0.8047464424494158,1.638651518991652,-1.2673148557143943,-0.41122875864066216,-0.4623994924656596,-1.2976693949962201,-0.6403647383290502,2.618061355194256,-0.3561218229094217,-1.9058340681226156,0.07672942407901623,-0.8921618529398279,-1.99423124716172,-1.4803393656990216,-2.8187208373624904,-0.21909410372945035,-0.9443003296882886,-1.9237171330141787,1.3026378365909288,-0.9762770683055828,-1.5492199898102452,-2.393650696591762,-0.5713788362777142,0.8614516909049115,-1.3878802239915038,1.3994159676373472,-0.16068418091574654,-0.5331601966573916,2930.0
YEM,-5.330876996090429,-0.22759826440722766,-5.405566953197338,-79.46918870111475,-1.8259406984873738,-3.2680026205155253,-34.772610762679925,-8.046314347101527,0.4586142639489928,-5.229466751330131,-42.64092211608403,2.951883395812041,2.9070874403675893,-0.11465209729423709,1.1500715745356085,-3.856608875516952,-7.455885509718439,-1.11535420184321,-9.697192383792949,-11.16543944437483,-0.5754805381506019,-8.308124012488925,-0.7724096932331089,0.7458652537819683,-1.968947783151029,1.0927668965420834,-5.185186349020978,-1.521212787758943,-1.9730840108336922,-1.32041294884498,-5.442209077359197,-0.1327658099862736,-1.9340156749521977,-1.3120371250051277,-1.34039991858797,-1.3237604622890051,0.9565506448180916,1.0146398106715915,-0.5197737997261275,-3.519326992901713,1.9090801117508074,1.658547232706248,2.5386617041306834,-1.35910017089553,-2.4755574959437334,-0.5331631010746498,0.3626656745575088,-3.743626295248332,-0.23387692437140262,1.4206247769630829,0.9535849371985127,600.0
BDI,3.683071265328663,-1.039305719662761,-1.1931980569365874,-88.09204253447945,-3.945201409965542,-4.822533225686729,24.076584471188465,-16.337849424373957,1.6338814611655383,-5.046967583808347,14.069389778779657,5.211998435763265,-0.12969815651477037,1.1205852573989308,0.7407782398981952,4.701982948617923,-7.535231318366023,-6.340299642915866,-2.9579044949457054,-1.9623310375950314,0.03147300099138656,-2.289088104371731,1.1857796436403691,0.7788632299354291,-5.243304631235065,-1.2429332767758738,-1.1730212858720876,-1.359803909186141,-2.4369864745124263,-0.9080614251408403,-3.7163755790997066,-0.623939384382511,2.0545419151869897,-1.340170406056752,-5.819504409334467,-1.8748360940114794,-0.3190250711666758,0.29631339296850623,0.38701844124450246,1.3804747596345253,2.2613666426435484,-2.3215817452259673,-5.094325653447195,-2.823605302846089,-1.5287258647368829,-0.19306233805011846,-1.502537476023328,1.8210659735030261,-1.1264980641732298,-3.0192521750575856,-0.6288609308558192,120.0
CUW,8.397732062691052,-0.6890001256876581,-2.9160949301226404,10.76180999851937,-1.674153224135916,6.708195789462879,17.318968841009642,8.494831247918787,11.236486320479159,1.2735488562597967,10.981411145106865,4.67151148633669,-1.2351572797637107,3.8881183146950358,-0.45552093574763447,1.678110758824609,3.2242165187322,1.250610210870635,0.4210696105845755,5.12887876509998,-0.18234166925211764,4.35098363725905,0.8841640145306273,2.3083978572237904,1.6621226608402344,1.9394986861050705,6.97954139728117,-0.3543684744241109,1.0952709977088042,1.3529360167853453,2.103605580106401,1.3927869458503603,2.1106772428752567,0.5032529690083988,-1.821034521479611,-3.650259395687353,0.6645328122052163,-0.9785674862740039,0.7767615456812041,3.7443363648949237,-0.22205234022039086,0.76220542511954,-2.501709575949234,-2.434004252167378,-0.0060961157567944735,0.806125231686754,0.12441929890299837,1.4388812576657246,0.6996565908624813,-1.158887039740424,-0.04463991908637487,10405.05417535366
CRI,-3.7383930699926045,0.2602808139649712,1.3437183554047871,9.365696840696437,-10.112100257596273,-4.589169009325017,-7.39534991017181,-11.65009382183054,-13.32932357381895,0.24094545133495093,-41.8079500931857,-1.9675868763732955,1.017028525531862,0.28252714105237803,-3.406669604385603,3.628470070247067,-5.303834224327147,-1.6129994233339713,-6.505679602475455,-3.259362158622522,0.17881178236765055,-3.439429049373239,-2.2910759154823266,0.2542012266972177,4.171814984056654,-0.9348414248994197,-1.0784708426678653,-0.277263274028417,1.2249064624806345,-0.5555696168269655,0.6301174492918926,-0.313291009929654,-1.0901283162497188,-1.964279260099175,-0.6481119178582286,-2.0985993727630303,-0.9649230179980812,-3.018537822545836,-0.6542365815650715,-0.9108143398758163,-1.1720816204018871,2.105099299115264,-2.3473662011011527,-1.6415801925815952,2.024337946477715,-0.5670477610967423,0.12386911066837672,-0.5647092040772852,-0.95089135295164,2.3498242662620585,-0.7484710746353368,4570.0
WSM,1.7575910704158813,0.06534988491975322,11.790825057000783,12.952159734246154,-8.34735477970488,-3.900073053580557,-23.267205526157838,-6.375536284752333,-19.892946002789444,1.2312193395302642,-32.970506707371264,-6.1601707646377895,-3.6783121685649856,-2.8128194361346806,-2.0184317197832504,-3.225931254004816,-1.1770008075330578,-4.30529526326912,-3.2131358677480684,-3.999800913954353,-1.076428726876853,-10.195788901565589,0.6491368939852336,-1.5897031545278386,3.063103069229453,0.07490929238169775,-4.00078349180138,1.1338147894281299,-2.252272979095995,-0.4433213510897953,-4.858919622029026,-0.4461649452212753,-1.4868926291658717,2.1288736719418524,-2.535604871583879,-2.173683799254255,0.3819721583022757,-0.33989868795871253,-0.9223939387245623,-1.1011652007804262,1.0861112638989565,-1.0289402133296348,-1.91622194054986,0.6020120863061733,-2.2414762636200782,-0.9605081751216199,-0.1832514536294417,-1.619328128120547,-0.4260573584326779,0.41249856021147746,-0.40420484004384766,2100.0
NPL,0.08525671489502143,-0.7294174756501004,-4.715150403079472,-36.944462569398716,23.088613727419702,-5.952370354159996,30.413499638084335,-16.74847503329061,-13.761418733178372,-0.47289861710829906,-25.452272122254826,0.5509666031756338,2.5775495088220954,-0.2243336666083644,-5.011069996297318,1.6562085153191048,-7.011595423723529,-4.119575719103096,-1.2772016895782283,-10.591299117556776,-2.041847496204908,-5.39510393105755,-1.283757561745404,-0.25503861189778865,1.6482669062536857,0.22030876688816808,-3.2351671375409095,1.2790681907832295,-3.4505847862641157,-0.443005627443765,-1.28334488498701,-0.6165627912648397,-0.5353412952327732,-1.7879200564167401,-0.7313671466595563,-2.1555745416264536,0.22367534128337513,0.17332705162684348,0.52784471246187,0.18036021328796764,-3.6664110615277687,-1.2756075005360665,-3.440374063309524,-0.9820879206054669,0.6770625244613884,-0.4989695450481292,-1.006801802788118,-0.9578813439013683,0.1518132410342288,-0.8926760954456764,-0.7893163297775323,290.0
EAP,1.6191415661909199,0.06335999684870593,-0.636995521795537,14.6562694701814,0.31035541656832866,11.591599186887095,15.301515271781204,9.166172508928222,19.45314394837658,1.4718676410592437,170.27256760619127,5.958526847952393,2.733997769152493,0.42350881723865874,-3.2442821402611157,-1.5389048240914147,11.987523911358391,3.469711968502532,6.179345797608744,-6.316932170066362,-0.4038145304136613,12.38834601437396,5.599948629372519,0.7200370010014623,1.1032302493161588,-1.6845972070375619,-2.4589247957194673,0.21065359125654118,0.9178250256545463,2.1268625824334837,0.4631574019795168,-0.5972328430534746,6.0003157498910324,-0.29596928800489486,3.1348711221482164,2.4479114696889877,-0.26703868904293626,-0.39069504088981755,0.24518291531693553,0.9737593380437171,4.877976269357354,-2.417191456226395,-2.0960548687838703,6.133564930027061,0.11205348740362392,0.2088528337766198,-0.6576772216481597,-1.5865279939430392,-0.5210664596733744,0.5047788452625542,0.08682831600366761,1425.59262374811
ERI,-5.524426463293283,-0.5595862981202943,10.898369327395606,-35.25329629178456,-1.0239529304523032,-1.7284667681735908,30.731652457770476,-8.988955061046227,-16.881371014349487,2.689425592356546,-17.4654220439781,2.424823933794958,-3.8125991561010393,0.9938937260721463,1.2747782391844233,-0.23071168143970988,-9.103966399972952,-4.3357655209084704,-9.962014602240565,-3.161375852268236,-1.9969794171348534,-6.865671445976779,-0.9772969556732752,-0.10468179260895305,-6.298509693788676,-1.3982639417167881,2.4738779786443548,-0.1142214586096425,-2.280841783847417,-0.9120668987277035,13.777252613172585,-0.6269337077663489,-1.6505160744783005,-0.4728362251504554,1.5685812724343347,-3.2775736804794757,-2.6871470835810056,-2.3281286551692584,-1.2224728814857257,8.91597157130391,3.284026882380794,0.66271699682637,-1.0424554581821555,-3.2523618216217347,-1.908071608766086,-0.47586375512901646,0.3185014000684793,-1.0107534873489097,-1.0469401838440011,1.4330903948554583,-0.9650127482748942,230.0
QAT,1.7435917931481355,0.24709557302376997,15.206466774177173,15.235478443610036,-2.7496781517236273,11.395503722765014,-23.100209334686145,3.9943080367367294,16.57856761179899,5.36532701460429,-0.6113607635923357,-0.3584157745829426,-2.4072915791323806,-2.156649043399707,-4.4443965261806175,6.578777947388855,-3.0941181066080845,-0.4946412585740614,-0.7774584207452768,3.205314264335203,-1.4707316470677825,4.274364460588239,-2.1490608434951888,0.51844546227817,-1.715329727929051,3.3224708221509203,-0.8336518620215305,1.2013500939665864,0.039244720775612585,0.4124914682947867,2.6299222018920543,0.20666107072251255,0.8890448646056319,1.2041278124319916,0.5493563593916281,-0.03142936546348951,-0.40644330921159383,-1.9460822630175665,-0.4609634395388352,-3.1142867247597077,0.5656433085558092,-0.43915790392410226,4.0371003110128,0.27837816597143217,-2.34080132484538,-0.5732197606489529,-1.1430798138521479,-3.4656703101254838,1.4700621170397339,-0.3317191126435154,1.0753450652011365,37210.0
LDC,-4.972848035653357,-0.4775998893431187,-3.046604050779334,-39.13315441940629,-1.55031008033168,-8.667563461589097,14.842972374159887,-12.520348840917086,0.5795158309409827,-1.7707280231332847,6.482491659972272,8.979746107203997,-1.7866076382507157,0.3452640302373339,3.0927940420947126,-2.1079098222624304,51.75972120023069,-3.7186161676313647,0.2743431949586038,8.276411296223804,2.9246072036900044,-2.1548883838423736,2.3517822518026623,-0.9503836991368189,-2.6868244316826235,0.8582545007248239,3.5064673325748124,1.7008684779890624,0.7355631431557889,0.627803984010859,3.027175012664988,-0.6122825526021345,-0.9643999085974106,-0.5279532120635395,1.8260377798752554,-2.327705455333349,-0.38421271560162573,3.7353703204691953,-1.1220325824628894,-2.042099021830217,2.0265674627360464,-1.2862328284261413,1.5451212728623753,-2.5478712829179857,0.7359098455314268,5.06518876103568,-0.7399169835906441,0.09098605151224423,1.499141772833323,1.7217316311549262,-0.1018268167583994,358.45447755593597
UZB,-8.410074363068041,-0.09063153621112519,5.197891342568222,0.573080513087616,-1.2958715132655303,23.009487597399932,11.083642430510832,-3.008089807978633,30.739572954045062,-0.8995137583284918,-46.51897742965469,-6.94024335238752,6.908086138088316,2.931446908635611,2.6154157782294805,2.8673562209509385,-9.301225509187143,-4.69663592129192,-4.823391594484127,0.48721664846721313,-1.9355087221036427,-3.8425483260378686,-1.7073526933224346,-1.0646539863224858,-2.3820866187091942,2.5853921383308314,5.072837008986292,1.0142665829255955,-0.3967625190387591,0.11527649104515168,6.1941324228406325,-0.5488712251331391,-1.9144988677195518,-0.2511895787739368,-1.5102876007927977,-1.93877201595155,1.7679544646912337,-0.619158229456608,1.0520468648939916,-4.1258068497463,-2.797780762171106,0.4798267610911984,-2.2023863743521757,-2.258040843969917,-1.8039352321867206,-0.5419103398271429,0.16248269291444328,-2.621717953126701,-0.17676211274643955,-0.5637968269284749,0.8374934763854169,460.0
CPV,-0.8297010181262554,-0.463350069655355,-8.97992331933254,17.266211073261076,0.505388289682513,-3.632661570728816,12.607694404026656,-8.802679697224885,-3.391369950237605,0.3392615117689729,-42.10198706681109,1.0919739780921471,-2.0981024833484234,-0.17149182890074732,3.3754385857469154,-0.39967843978005513,-3.6659677162855537,-2.350886907179304,-8.085344611950587,-16.001305968212698,-0.8325266899552861,-7.522788771635692,1.1162455688466892,-2.1097233170863636,3.0054593368116196,2.0968217744029727,3.8341707893296064,-1.7218310543756075,-1.651269618540457,-0.63946483297323,-1.3506306161555013,-0.45451105282493404,-3.2669378311221644,-0.589153274492092,-3.6193927569480326,-1.2950711016811849,-0.1952249693614162,0.3746940979568281,0.058279690983450795,2.153494217710632,-3.6507238618463336,0.07977280255812555,2.6150271816565445,0.27059735646858846,-1.958237635308408,-1.1510832491444352,0.5020715607716089,2.0080980072641044,0.40500827316465854,2.7564766756359527,-1.0464974876102258,1850.0
