Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,NY.GNP.PCAP.CD
MDA,-2.6977687731278106,5.262119507095786,9.907062128759105,0.6234411675365735,3.2241193173234777,0.2696581590039915,2.502377112663363,4.380342360769414,-0.3346146526460172,-6.0035880511991415,-1.5944550221053766,-7.602657226248509,-3.58569794791834,1.4084524061930581,-1.2358849077242082,2.628018985135034,-2.3287834880910556,-0.16759582886192345,-1.479779957324211,-0.24321713739813727,2.2724300940399234,1071.3561614924283
GNQ,0.0287489460445045,-4.072567251761898,-1.3014097206979993,2.117337232452681,0.16686249655586788,-0.6268974642402607,-0.22024098480927673,-3.3448168399708944,-4.867777310743783,-0.714272284000157,-5.374067976009679,3.4351966605762603,-1.119809490076093,-2.029778016521307,2.7050418554768476,1.2743757928345996,-0.13322966035982287,0.8792438138022503,0.29360983137288055,1.5596588929706692,-3.902555796515628,1206.745831246475
TMP,-6.031439735048843,-6.865066241802588,2.1358239322909847,0.7663348102207784,0.6059691550221722,1.2661966985531785,-3.2691385103328026,-0.8281992546320873,-11.150208924430197,1.289273268290986,-2.3450021612979763,9.72327513112239,0.013927098622560252,2.7513893330804624,2.766434943683625,-0.9178892144347119,3.7639865105916255,-0.2537556611244194,-2.190762919761541,0.215240566557804,0.07410868071731525,711.2402250847517
TUN,-1.6718619806394937,-0.9118177070264577,-22.373381186871885,-0.3482780247360774,-1.1112882927809804,0.6821226404215881,-2.514288649781351,0.3592526760106243,-0.48150075149887794,-6.226801894852283,0.654432854062573,-0.11265803349654546,-4.017909557084033,-1.8828582458041645,-0.9747663357792442,-1.9528796209999943,0.7944272551864429,-0.24631245876407307,-0.7014465272269517,-0.5403534357010479,-1.3595743833313194,240.0
YEM,4.201771223458264,-3.307028336535447,-23.820446473272657,0.19155913296779742,-2.191015887684585,2.0923721418133336,-6.443297241133909,-5.557432954747176,0.7381847354554905,-3.6182651696114134,2.9529317345946,-1.463265093854954,-0.9287510272361129,-2.1098435158638096,-1.1271265515905255,-3.1748407957262303,4.255002583685448,0.33241508446182055,-0.15528769336304277,1.0964211069431316,1.6230970078346256,1636.3311376501542
BDI,1.808516131365598,-8.901426675804386,-17.723572834391728,-0.7156445017063834,1.0104741006211237,0.42195468899819555,0.7109238165728284,2.403451824882904,5.3598634444020545,-8.891154690641295,5.160283353605326,-11.277321732520138,2.4934186144055532,-1.3108808115637585,1.1419347895842364,0.5518735726096751,1.7651971086093952,-0.5069595937350428,-0.7541114114433544,-2.485946816450943,-1.7528745199452267,50.0
CUW,0.21900646487548203,15.690543036734281,5.572859373682562,0.44052670522771536,0.6898498453107729,-0.807404600039907,-5.492115365206729,8.360549410365103,-0.12319817832233682,-4.027158282503973,3.696133019879634,4.197194854376046,-2.3709273531972013,-2.191626463843545,0.04135064648897341,-1.1879531235612975,2.21278202003151,-1.3468927861141298,0.5768863704884762,0.425622169838794,-0.565506611191273,-1583.1041932186936
CRI,-0.7445887948630945,-4.916489661433281,-10.213977923519117,0.314953436433721,-3.021949975369535,0.05014983252750871,-5.255892038866138,-2.5826942332289597,-2.0187198911910778,-5.559350987580354,1.9896020834657997,2.2805419996275282,-1.833596482722975,1.1200442635784689,-0.8263112985311969,-1.0708702239753998,0.16420853598102447,0.8176536763770633,-0.7253157652839228,-1.0988726355580514,-1.860358210310403,440.0
WSM,1.8980869029148244,1.7934930004213134,9.191807571686986,-3.5034879951746043,-1.7280459617887434,1.1784768977162368,-3.45112687592882,-0.9876767203390859,-9.470336296720967,0.945260905411007,3.5379052315406705,2.683123024368192,1.2455243511978404,2.2391242792315196,-0.9699946016023169,-0.0868034508434295,-3.9470567187711922,0.9965139009856213,-0.7538635794314783,-0.48346166676242236,-0.7222185189618984,2312.115595436612
NPL,-0.33151737715420276,-5.832786098304001,-14.4959647513831,-0.9642070505820836,-2.476276504869949,-1.5635587601057885,-5.53414687937715,-9.41269291125231,-10.501225308828475,-4.863718991144744,-5.4680635245482065,-2.0851736702940826,-1.1409713143675513,2.797568305957485,-0.7521175129341306,-2.4274532880892266,1.602970583351052,0.2838059272462359,-0.6576722774332463,1.0410714820325704,-0.27375493377985655,80.0
EAP,5.19050814419687,-3.427813042994295,2.7404677585518695,-0.9658901003697965,3.0833865606024546,0.3167759704910902,2.6323135230994845,0.8040886563316816,6.854643894572609,6.948493937344476,-1.553057845856422,-1.111458034978824,-9.924785584723267,1.3018666185610888,-0.6175866416966499,-2.7418044504765215,-0.9721539952696795,1.7383019001763083,2.603201399777633,0.5076851424924457,-0.48665341713170274,96.64958549076508
ERI,-3.31567297523267,-3.536533518224574,-2.0049393546336707,-0.4597608128649053,-0.3176992267481962,1.9341102931875298,-0.2835808632189017,4.993195451416327,4.14783285831799,2.5649112399342138,-1.2248301585668127,2.1963238195001855,-6.475621797483741,-1.8569111369507754,0.2883441985759192,-0.16571002576530636,-2.0248912624016104,0.38865258842630446,0.25573998498044836,-0.6225378060313549,1.826461634944192,1992.8849539237171
