Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,NY.GNP.PCAP.CD
MDA,-1.1491617214454635,0.0677223769075625,4.441218980524011,14.558013037577844,-1.0658103878074148,6.331825690544912,-8.897527121847299,5.537502992413771,-8.183743036009597,-9.528481150648398,-1.2459920515359737,-1.8908359388910747,5.021366809544216,4.1611479580245785,1.744191026617488,12.187348694910924,-1.9915389654931328,-0.04557935265622712,5.104585972123058,0.3274395903044531,-0.5346832582910628,-0.7277250327459386,2.1095291400661966,-0.8975433523554354,-0.6647196671614186,0.7023426363824634,-2.2390589332604875,2.275362085631235,3.712790409977929,-0.7711631211519763,1.1518193624252582,0.10621033024282833,0.11294280719039307,-0.834638337955748,-0.6037991244672374,0.9884007443619607,0.7766005298328901,-0.7175511611283755,-0.03344469687733091,9688.100180027495
GNQ,-2.9177609033893157,3.334955829692982,4.714130170718882,-14.38024874735015,-2.028554181518765,24.125493902342008,51.72426152905501,-28.98382151219545,-20.272886499528546,4.908016613269682,-2.0177318921257354,10.297542975017157,-5.6583682404164035,-2.9473876195288673,-3.7264288382270068,15.114587494764093,1.4275383687993395,0.5201896497764824,4.0263278049153515,-1.805224752456321,-1.5504588550641816,0.8371393399228554,-0.6248247298664602,-1.2409004789648876,-3.247090606529739,-0.1193757662671371,-1.813334135077259,1.411732293434169,7.3349226156555165,-1.0823952212168289,-0.3650066513146667,0.17531603503172768,-0.006457919946405488,-0.94295087501572,-2.4906401553012154,-1.075255601702687,-0.3377406009997974,-1.385595104093254,0.9385119044360032,300.0
TMP,1.757998161406074,0.49223889801938636,-0.20004843263420524,-4.820486770090124,3.48209083448082,-0.8137092918470311,-2.902879950489462,-9.741330616782594,5.943008319793219,-0.5241159578742383,3.9139127487144725,-5.348559394681414,-9.18487359559252,-3.8786735158870034,-1.886253759992041,2.3018774696171955,0.7134671218968729,0.17511971505300034,9.923519537219423,2.2845065067821615,0.5890800557786069,2.750555014738835,-1.811328105817928,1.5541084288622442,-1.0417497354318648,-0.14894833925455575,-1.2563374334359798,1.5432674182874158,-3.1398713668579807,-0.6138616445056807,-1.388921825365911,2.7382176075531803,1.3324864145425137,-0.01720015732367442,0.18565721404118912,1.3570903364767815,-0.8814201555611652,-1.3485998248555187,1.3820270493462365,-12306.889162396572
TUN,-0.8509867092045498,0.36985501023822687,-2.2385061297018054,-5.927361199449748,-0.17499759413551413,-8.930453104753012,-11.09579073978083,-4.892889960039644,-39.535541757888716,-3.150933375215817,-3.4632770711520724,-2.4396713818782207,-8.180747533425643,-6.155598777993442,-0.9487873123408341,-11.452398606626717,-1.7368272097190474,0.46058439252387706,-1.7728662286629815,-1.0339554111993596,-2.5101088136603837,-0.6779078735066613,-2.018563658946816,0.6199390533272856,-1.880546854233243,-0.9852656246676352,-0.8512834939572917,0.6557061053548414,-1.4295843565571553,-2.0354067328934953,-1.5866055251084217,-1.0770487657921701,-0.7244324917263485,0.8153793161228896,-0.08200076957910712,-1.2994072090678763,-0.12239823127089904,0.3775153172501514,-1.244194366864846,1480.0
YEM,5.452936848026882,-0.21747358000128456,-2.277927657451359,-7.196205158631898,-3.536588625493721,-25.018223961877602,-5.555045554839223,-6.375377512745926,-40.04089763590972,11.516807107414845,-5.131812831776621,-1.2523636116975951,1.3472122102130963,-7.885282969229273,-8.60488932022378,12.534535302255682,-1.4582273002513269,0.4826837362338172,-1.6943444950943485,-1.1395186142914149,3.1090648796478284,-3.063731089681415,3.4781236874754287,-0.6678880972551977,0.5659489465791229,1.7688101949425308,6.141815842902128,1.1983861972308245,1.3829814614864475,0.46466074781409644,0.6300323741935319,2.0320024569607287,-0.712289179433145,0.7821803936004696,-1.6139134041423562,-1.3867789969185929,-0.09368467709919301,2.1694290591625736,0.3171661268526879,10910.05192081672
BDI,7.036277341703227,-0.6234831094005235,1.9885769523246155,-36.65451448289914,-5.8246325738345455,27.407456811648583,-14.875287652039301,-16.356255419936133,-35.916048007522136,2.394448853642036,-4.032287202994818,4.134213736034126,2.7580720846725404,-9.794132301234011,2.514553176239468,-2.6295780845734065,-0.443315017684412,-0.7211451875149566,-2.08326876985168,-1.0438521854363854,0.03236120861986436,-2.6601799931953827,-2.0277862416153183,-1.2313600388192647,-0.8308032767557492,1.100377713657919,-1.1772275030921286,0.4726704826251624,-3.132816275760222,0.2716429549537107,-0.7280037578167847,0.5059118022474742,-0.5320493678934399,1.139645272729118,1.0312044496428454,-0.4376682133811806,-0.5709025863347589,-1.4824450057466525,1.472289256076972,210.0
CUW,-4.756731312753116,-1.3556388698215451,-7.611850558991018,-0.7749427265153366,-1.7569408702999683,-2.476918584085297,-8.668284022731756,-6.733393900013744,-6.43787056496858,-1.7064305215026188,-5.273258351734662,6.753161679295634,-1.1470908441097007,0.9051427698104522,-3.108945694078753,4.291872886982656,0.9890158458244476,0.8345746382668153,10.057743820190192,0.9556108823842002,1.729931751671191,1.8558088901598409,0.21489874516424357,-0.12323014163313524,2.6764322977863353,0.9497407355982244,-5.702925751714119,-3.1229695913840914,2.666729004225325,1.020443660274865,0.026017894441259348,0.7641883756848711,-1.2197807820896052,-1.2385624344351533,-0.9464399831272781,-0.5088588108160913,-0.5864667031840891,0.9792714117255529,0.6352844910707903,2768.92797265198
CRI,-6.780466921886444,-0.1332581132301398,-3.5006531571730712,-8.827528524761934,-4.344110177176302,-19.788447720801997,-10.934801733042738,-13.170043545318318,-58.42488132264217,-1.9173106493081555,-2.6555116652337194,-0.14030865169210294,1.9194757658465176,-7.1369146316503524,-2.7324297983479076,-9.621020430298184,-0.17534452566806957,0.6749229317230452,-2.012584758218564,-0.8221798001440761,-3.9963212071499985,-0.7582378574436317,-2.004822195052313,0.5914008914656493,-2.4769668198553343,-0.4121568079530751,0.1308385826914562,1.1835523117214477,-1.7052757688061253,3.8424250960973865,-1.346670836126557,-0.09270798499350866,-0.6767208901760139,-0.8322088751227602,-0.9219801685002419,0.7770674448498519,-0.11466614061485396,-2.6633731533820066,-1.2311285886747412,2330.0
WSM,-2.0679941457555624,0.670799129953845,11.640255492109713,11.407663786173933,-5.645812261932467,-7.537082137077584,-5.945794677356067,-3.93517105844847,-51.82077180120642,-4.708273474008793,-1.6470735733835378,-3.722470627517684,-1.5762091978293329,-2.3702621901464953,-4.627266274827261,2.9894845897908686,-2.003339414973225,1.2478234818703737,-1.560824693989948,-0.3346018557073368,-0.22246996651403506,0.35767621180889264,-1.7341318533208814,0.3557713806481233,1.2201035279364993,-0.5672521373656572,2.1450531973273983,2.171986682548837,2.2353794862316603,-2.043168184617672,1.175577195602728,0.6888587609307231,-1.6339133761188473,-0.9100168236083268,0.2204170690624827,-0.5167051458377019,0.7107956472900165,2.237177070907819,-0.8718196884468569,11838.902652000073
NPL,0.03041459229044291,-0.7321947726317886,-5.312371244357044,-30.685165262333765,-6.775929827913133,20.624694354865344,-12.259818627722453,-7.793249182261182,-45.431121890235936,3.042328704736188,-0.773345710207891,-1.7544522931472963,7.289989985737537,-7.566684492337839,-4.939285899348325,-3.283680537466055,-2.033002952367303,0.4544002062732859,0.7614014134504585,-0.8421408117717357,-0.4736644518343318,-2.6495860875905297,-1.8685183553288176,1.086842263437624,2.0098776650915195,-1.5789858525619185,-0.1738847109784427,-2.6619463630699656,-1.0828030365717065,0.30542766520915576,-1.267714722053557,-0.8867349658159976,0.0840416375984584,0.3617130062572543,-0.5589270536001738,-0.8698282361051205,-0.5658740725784818,-1.4455572278732405,-0.09440588613561587,210.0
