Country,x1,x2,x3,x4,x5,NY.GNP.PCAP.CD
MDA,-32.612265332629036,22.311930604882022,-16.735128056879354,9.995834651203028,5.038684939359206,400.0
GNQ,-23.221666259305568,-20.22207793730503,44.520601315739384,-37.54040066149865,-20.615267473989576,920.0
TMP,-14.08995045164461,6.618024615737572,9.265361201096676,6.601203827420303,6.920167041783385,-646.6083030159211
TUN,-26.3561559555452,3.9999130123205413,-28.63445695162423,12.177466604160536,2.4236456721843123,2300.0
YEM,-37.065745356322935,29.210544038562873,66.01408299184523,60.3827893492634,12.041551347831104,370.0
BDI,-15.637399620240057,28.696612597563355,3.0506041083475233,-26.524521616989606,-6.183805382285544,130.0
CUW,-7.538371324862022,-1.8218238750355633,-4.767819503957326,-9.360807675766031,-7.247833439505534,-1071.1900162426723
CRI,-50.3103129610921,12.237882088869743,-10.78882408741135,9.30679472981219,7.087615967658604,3470.0
WSM,-35.78427383479735,3.337040692991579,-16.676556405216388,5.684672405718193,5.379575898637942,1570.0
NPL,-37.71490280227504,26.400356030339704,42.945871396609625,-47.50873764365324,-13.30593996882517,220.0
EAP,227.5794472322302,12.129880245674762,21.340026528930874,-11.367473782806183,-20.220170727264758,853.472080142709
ERI,-62.98429093358225,12.457925279498562,4.257733829746977,-25.009720564724297,5.195181583878556,210.0
QAT,0.2685477645071155,-18.33939501226378,-11.444822874860764,-9.192639228080973,-11.180361168222028,-1375.880484736369
LDC,24.63878155131102,13.495218469901882,54.78863808380076,-5.711393124094865,26.04143631107941,281.078337207681
UZB,-37.54400182615577,-6.567747543390181,-14.323957698564344,11.02158528518996,0.9736968171834601,650.0
CPV,-38.239227413401416,4.096204470777333,-8.908096708231295,-1.150127209948476,-8.395145222530491,1340.0
MEA,-13.058209336492588,-7.187878978337724,-2.194462316679023,18.34006182223262,7.545143589406365,2700.90654239452
GRC,-10.164568253846628,7.632211299442002,-16.36993355979285,10.116476062194803,5.000515485028292,13210.0
BEL,13.775620039765041,-4.425695830655503,-35.037811284390884,12.957355446947968,-1.7975174048302596,26180.0
WBG,-0.046304331937854104,-7.98997776463531,-20.121584992250778,54.56066868130984,10.849428154133857,1960.0
ECS,17.84550647489281,-73.43804373152403,-2.023115397392141,-3.035775691977887,24.12876635270113,12309.0076542713
ARB,2.659493375658156,3.906007854317926,14.629646483733882,28.47695062812513,4.663758804110753,2265.74041279343
AGO,-31.445007559737572,1.4941423743051043,34.79785055174817,10.129389066610688,-4.189741744839203,360.0
OSS,5.5387964407248855,23.9343481346528,22.211591894702277,-19.08168637672353,-4.689551149751577,1663.9196120567099
SLB,-43.36636105479667,27.346610536832223,18.77665256905224,10.554893928092932,3.306856970103657,1220.0
STP,-46.69178404567093,-22.140378018634877,6.604924035035714,26.54253127800397,-0.04520728089304171,-1445.3427711583845
BTN,-59.55300672850293,5.127026429780311,31.30943302753938,14.06736855927234,4.698520049022239,620.0
COM,-41.2136765824222,24.634383743613206,18.496742272670843,27.42381560072597,12.488330563532777,410.0
BEN,-41.56390773024669,31.093045987138886,48.284735030636675,-11.455188914584316,3.455225940404851,370.0
PNG,-40.01706065031866,0.32565814038421337,4.18021484941411,-0.12146584470605992,-8.424240380077487,690.0
UGA,-19.493397295486478,6.138027011026534,4.407062179020652,-36.740655187077564,-4.951301447460682,290.0
LSO,-40.16019625340141,13.348038523093217,23.011116886780673,-42.08290213931997,-5.238761867841701,600.0
MNG,-33.337345631144075,2.080365077358398,-3.9380654299858904,-1.724683255456838,-5.747649087917555,480.0
KSV,-2.7334333771233403,-4.2072354617663645,3.232052949204056,1.6220360962974445,-1.8748828160960662,16854.12342000773
COG,-42.4084529908765,13.996277003055317,6.429832493014166,18.545873787203202,4.955511321946561,490.0
TGO,-34.17055428635439,37.29021843710939,45.7413133749859,-18.482501777951086,7.101704937426969,320.0
CHE,-3.4025634457505562,-8.792485268101093,-14.293801785176745,-36.506280821931036,-9.955975751750676,43130.0
MNP,4.0381173531416295,4.028666117622434,-5.5124759902835345,6.274350808163325,-1.2618644177149676,-4800.482363278326
LBR,-32.76592187910275,10.226367556060389,33.85242382909543,4.937715804809024,3.1297496199556605,120.0
PHL,16.428404902233297,10.316508244504767,-12.906325983876641,-5.106364411213595,-11.350434688462265,1180.0
MNE,-57.473200418469176,-4.9000203500555,-7.086146771599235,-3.1688120476472106,4.765250314806634,23479.66182115284
KOR,13.152431735152058,-144.05159280564868,16.466495151407255,45.83150532879823,-50.39742894549947,10160.0
PRI,0.2789046061593903,12.389481007705172,12.150249176794073,25.074754877485265,6.265423984863226,9420.0
FRO,-17.10469133073346,3.524579098471336,-7.6806191545939555,-18.310424254318598,4.377845717858069,5989.445939452526
DZA,-45.50912972649512,-11.019724237854746,-21.102096724615507,-1.4220938163676753,-5.464771368206623,1530.0
SYR,-53.61958320030314,17.892375988578273,-5.128358188234962,24.663484527288343,2.7536344394833376,890.0
CUB,0.06506143823181954,4.010380113434808,-40.53165267479158,9.562895993120215,-0.9089543470310657,2400.0
MMR,-61.220936055540406,-5.614079087922692,21.21796115010396,-0.5636953922411727,-0.08243077732665904,-25119.169750283105
SVN,-16.927245680420615,-0.6486021285402728,-35.219804695905054,5.086507196906951,1.8614756592342134,11370.0
PRY,-35.63466645013349,12.799325283590019,-17.69142730691494,-10.537357962428107,2.234880096685308,1560.0
SDN,-43.55077769686659,26.439782902681273,10.21836657656328,37.89351407129796,12.100404764730184,320.0
FRA,26.2075557294409,-22.471630569828108,-28.736449950857278,8.882053385682418,4.988573582383187,25560.0
BFA,-38.275184592934934,39.94906964767681,77.93043324826853,-21.03037296357406,-0.06852415136215484,260.0
CMR,-34.07075350731019,30.078870171474982,33.83771024583297,4.125123885868772,1.235070642107856,630.0
GUM,-14.261052754109732,1.8725881235158615,-2.1546959190642,-5.100497184665224,3.023211102929042,9663.71573628547
TJK,-35.323577805687954,15.179157627073801,2.7171924291028633,9.191362449961762,7.346177226920171,180.0
ISR,16.349756137043496,6.782441372245237,-25.44259951137127,3.2816161973361897,0.02488335291611876,17410.0
