Country,LEI,GDP,EI,HDI,NY.GNP.PCAP.CD
MDA,0.6443590994371476,1.0220870926923553,0.6720574356150923,0.7795012092481984,460.0
GNQ,0.3834671669793616,0.9062529314883662,0.8558175343322612,0.7151792109333297,300.0
TMP,0.42252195121951225,1.552444003411373,0.865674491248462,0.9468801486264491,-19464.212292267104
TUN,0.706979362101314,1.2486743474978743,0.7844566,0.9133701031997294,1740.0
YEM,0.5226559099437154,0.9405795481653959,0.6734390703343907,0.7122248428145006,370.0
BDI,0.3575272045028138,0.8320101590811344,0.4997434764545149,0.5630936133461544,160.0
CUW,0.72095237952459,1.5315986401801598,0.7114149260272342,0.9879886485773279,19829.63729907842
CRI,0.7904052532833014,1.3405396519846329,0.748128924063096,0.9596912764436767,3010.0
WSM,0.6469508442776738,1.1974047966316528,0.700575733927258,0.8483104582788615,13985.466331978081
NPL,0.50204765478424,0.8760621972513039,0.760404785374573,0.712838212470039,200.0
EAP,0.6760785936303185,1.0741134309832008,0.7793056723911553,0.8431658990015582,612.641159827621
ERI,0.40848217636022466,0.8514925622552121,0.8553292219860629,0.7051013202004999,190.0
QAT,0.7805043151969985,1.6036652342910285,0.8259885798904185,1.0700527097928152,-4147.905974992625
LDC,0.4299846467513108,0.9031848733733161,0.5978664653259095,0.6436786618168454,247.382301753716
UZB,0.6347508442776739,1.0596512046549316,0.814924745325641,0.8364422647527487,570.0
CPV,0.6497249530956846,1.1640438728239826,0.7884765325020913,0.8674151194739195,1290.0
MEA,0.6606323472343538,1.2863891937084544,1.0068632624118834,0.9846282677848972,2329.01122016515
GRC,0.8098311444652908,1.55382537297783,0.7108237002801947,1.0248267392411052,11550.0
BEL,0.7952570356472799,1.6856665817046481,0.6505733461593928,1.0438323211704403,25210.0
WBG,0.6824690431519709,1.182880599977378,0.8686758038248619,0.9113418156514035,7417.218374977232
ECS,0.717716869677534,1.553085291208361,0.6908839854224693,0.9872287154361216,11406.913174494499
ARB,0.6303838778877247,1.266401719708042,0.6488646717670581,0.8485500897876082,2079.17341053171
AGO,0.2571729831144461,0.9151318815168376,0.7675149254406911,0.6466065966906582,160.0
OSS,0.5216615305416462,1.223544577049792,0.8649380158344371,0.8700480411419584,1654.2833218270098
SLB,0.524365103189494,1.2000429097771614,0.9775728079228465,0.9006602736298339,830.0
STP,0.5756108818011262,1.6732716029952284,0.5316754187799978,0.9268526345254507,2495.5624331053045
BTN,0.470910318949343,1.0453688313706728,0.6799410535736876,0.7320734012979011,490.0
COM,0.5135782363977492,0.9973762810256744,0.7508590121112243,0.753937843178216,500.0
BEN,0.4576934333958725,0.9353574208339104,0.7449645752791402,0.7126718098363077,330.0
PNG,0.49316810506566605,1.1823346296271218,0.6977911256576916,0.7910979534501599,1130.0
UGA,0.28914221388367695,0.8818058685170315,0.6754074800082948,0.6154518541363344,180.0
LSO,0.5104660412757969,1.0132579549914236,0.8518164596924391,0.7918468186532198,660.0
MNG,0.5540859287054416,1.0005693466846035,0.6729480616972044,0.7425344456957499,430.0
KSV,0.6676923076923078,1.5363730225728527,0.6747305149473263,0.959598615070829,15272.050756158555
COG,0.4271373358348968,1.0843607811826712,0.9025423390984896,0.8046801520386859,680.0
TGO,0.4632836772983122,0.9079521449994615,0.75453826772658,0.7085913633414511,300.0
CHE,0.8207692307692307,1.7757061042520217,0.6560044128039417,1.0841599159417314,41860.0
MNP,0.5872928076230638,0,0.9373972247217002,0.508230010781588,9687.61872077201
LBR,0.37364540337711094,0.685760115053149,0.5993641453830019,0.5529232212710873,-3412.942096032965
PHL,0.62982851782364,1.1416254568812148,0.8316247837728552,0.86769291949257,920.0
MNE,0.7663212007504692,1.4945214517578282,0.774798217789429,1.011880290099242,10219.617521607532
KOR,0.7391257035647276,1.541701147850806,0.9021974951384081,1.0610081155179807,10010.0
PRI,0.7534908067542218,1.5511948276752276,0.9913716829260373,1.0986857724518289,7340.0
FRO,0.8017636022514077,1.449035755696027,0.6852580619748455,0.9786858066407601,12546.577912995928
DZA,0.6580851782363984,1.2200914910483613,0.958642424400757,0.9456063645618389,1610.0
SYR,0.716982363977486,1.0984409000119932,0.6764689662091117,0.8306307433995304,970.0
CUB,0.7717534709193246,1.3134692631462987,0.7341263360157018,0.9397830233604417,2140.0
MMR,0.5396469043151967,1.5288446396950761,0.7276561688240837,0.9320492376114522,8278.677127207702
SVN,0.7446904315197,1.3695482534428478,0.6836120292903747,0.9326169047509743,6569.425351783075
PRY,0.6727808630394,1.2402782387855698,0.9972186759897104,0.9700925926048933,-8210.97773143238
SDN,0.48151782363977536,1.0132668217367033,0.7050454027454349,0.7332766827073045,310.0
FRA,0.8099812382739218,1.6807056307966342,0.49117511874250697,0.9939539959376875,24550.0
BFA,0.37350318949343386,0.8743960398289845,0.45719612264998283,0.5683651173241338,230.0
CMR,0.4368750469043154,1.0875872371156563,0.6593139587590489,0.7279254142596735,790.0
GUM,0.7397530956848031,0,0.6253500404304597,0.45503437870508756,7557.434510317007
TJK,0.573870544090057,0.9086795274593407,0.7100345278724051,0.7308615331406009,230.0
ISR,0.8061913696060045,1.5913109505546295,0.6190558779890591,1.005519399383231,13830.0
FIN,0.7907016885553477,1.6554256946548522,0.8404587166535422,1.0955286999545808,20170.0
COL,0.6789166979362108,1.285601714857528,0.8280809706525163,0.9308664611487517,1740.0
MNA,0.6527326515868985,1.182447907029932,0.7602706012576952,0.865150386624842,-4999.567315905296
SSA,0.3832394367029969,1.0372586384043612,0.8628874042798068,0.761128493129055,521.943183765251
PRT,0.7679174484052538,1.5368039835471405,0.9508588060805622,1.0851934126776521,10450.0
TCD,0.3432836772983108,0.8567822097199546,0.5611229712046609,0.5870629527409754,220.0
