Country,x1,x2,x3,x4,x5,x6,x7,NY.GNP.PCAP.CD
MDA,45.16364896720015,-1.4842849604190276,21.195914718072505,-40.34066054229418,-16.842315682042653,17.41184530582586,-8.031642768955068,1160.0
GNQ,35.332377310117685,5.481191971401132,-16.00707028583912,39.64341511341724,6.22409563045793,-15.879292793379312,-10.96926993868807,12110.0
TMP,-29.640345948960974,9.49077949791923,-36.95214096457673,-43.8352557329396,-26.745851792209876,-22.55600162940504,4.480425406801375,1860.0
TUN,30.25985857378059,0.7882486883700306,43.967790583711185,-13.911762333746154,-7.149951270226551,-6.2634200840723,0.5553347149259,3560.0
YEM,51.59970263531356,-15.658140606054005,-9.550752182748996,-25.289356490268464,-18.78988514644807,2.2865666864978347,-4.549650093079251,930.0
BDI,24.781524870337293,-30.339580078285856,-43.49513175848641,17.972276163846416,4.2087826804549,-12.122844354570578,-0.7195444737996581,160.0
CUW,-10.145900474857175,-6.114817279386266,-2.227033457553903,-12.608277215033244,-6.905211621198051,9.225508231014853,12.46286720072529,43494.66159612549
CRI,51.36462669028636,-1.2423321858471814,28.946755228590114,0.7988014723917098,-2.521151804723923,4.0208557181085665,17.593551566458657,5640.0
WSM,42.28074576947162,-3.6650512181416666,16.49325662221019,-20.57589281266337,-0.785924549139521,21.184316085912766,-1.6995166388886456,2850.0
NPL,29.80216090945335,-24.60435601194184,-6.837511659853066,25.545331320015606,12.433413727036807,-0.6909320665620307,-5.720070949089339,380.0
EAP,-157.14572467672576,13.816321057250992,-1.3810456206996093,7.75949969504864,9.481755974903946,-12.95700209992953,-10.975411772265034,2274.04750541676
ERI,50.87269560923295,-38.77495750032927,-5.424219705059818,42.89533249747527,3.361370130623401,-33.519052952578754,6.772235273367269,280.0
QAT,-6.87750439509114,11.46042279003002,12.999807477863458,10.118612370720047,17.973806497142235,0.49285447688936457,-4.81742963077944,59970.0
LDC,-28.975588321282707,-22.813769619612664,-43.01873194140524,20.70060726818777,-27.828260742111695,11.506885957611276,21.995091349118983,506.17479439001403
UZB,44.17954150723405,28.35795241371529,-13.728326462335566,1.153854462760098,5.406068486854614,-30.440225977306387,-22.596589177231323,760.0
CPV,43.78500472929113,4.869704561687482,18.95613643733327,21.473769568127565,23.33079216088872,29.79951678603472,-3.8807899880716104,2780.0
MEA,8.517030768000678,16.420090739899052,-5.010671468667217,-29.3799102517947,-26.737974927988127,-3.0554768044130842,3.2558941623553865,5444.63809140474
GRC,-12.40338970713518,-15.464720813415719,33.26176704630588,-12.268037011560263,-6.261228512917199,6.613925339256189,10.063583163477091,26070.0
BEL,13.486438480353657,4.012681639418372,41.49713404788013,-15.164343213661008,-9.082245109314275,-0.13566502712480322,8.059832226682277,42760.0
WBG,19.585602819164976,-30.076934597902607,3.0654107856270763,-1.9287777344552293,0.6862989631254468,5.855213793172757,-13.24797199615364,1600.0
ECS,-22.4103254920362,77.75321235686727,2.792474722481657,11.381094004146332,-21.716110411970636,10.235646567534257,-30.885768978402886,22419.3607851186
ARB,-10.949821385774417,-5.199990738045072,-30.071814112193085,-10.859166429416476,-20.64402858780462,-11.145514173240437,-0.3270406058607662,4675.565717852461
AGO,35.828231168039075,14.797096202506015,-1.369313314571622,21.797492508076967,8.131783497540487,-41.860503505424184,5.227620814810013,-2922.4190034613566
OSS,24.14596709348837,-21.598465981029868,-28.804369757533454,8.868430456254554,7.377365827276459,1.4049252264383512,2.792977350811836,3433.53572447648
SLB,58.66348560417675,-6.702781025627098,-27.532958436306693,-9.772570794273493,-13.098546718593509,-31.10511727038972,4.0058195549360835,960.0
STP,19.22615275029509,-2.983348836416524,5.648419875806993,-2.1932328113950152,0.14881705728293504,-16.71732089810528,17.59062922922933,950.0
BTN,49.23697898439303,8.381192208655385,-21.71566270037689,11.874357785014102,13.21041272700019,13.910590032807043,-16.104482476831123,1630.0
COM,45.15183875155042,-34.935991762685575,-8.668126702428847,-4.999901784238951,-22.347529908743063,-25.721965676277065,17.2481068560861,670.0
