Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,NY.GNP.PCAP.CD
MDA,4.12011601086949,0.7797300597339476,-3.1279560320234103,3.593185215261868,-4.847768192260399,1.0137630648764653,-12.762374857310746,-19.904229602671144,-19.51746597236579,-30.610789990309858,-9.523179574908589,-2.3377769972074414,1.723214550453984,-1.3121787777741254,-4.035825375393748,-3.395145602511975,2.789794547797112,-10.472331533046619,-2.4078733332908717,1.404858739399511,1.5051232090293518,0.18045192141808641,-3.5640522385847873,-0.9092056142893562,-3.7580743852723653,-2.5205770304981145,-2.0049208413588593,-1.2169691106156075,0.4123011500705539,-0.11907388402909944,-2.013194620414395,0.046278622278140044,-0.30759739644526,-2.0982054649119997,1.614174504672838,-0.0982801124195247,-1.0296648235430625,0.7795078513078533,-0.6020065633262475,-0.2949703563549587,-1.1930595543082152,0.3912451296663508,-0.6006182541035343,-0.5971273492788898,400.0
GNQ,0.5030990756207177,3.284343928496887,9.025796492966162,-29.218181599415416,-2.121523709060312,-6.859213306443762,47.81848874318571,31.942769451622155,15.430057028294257,-22.799442253953316,3.951249935398105,-2.136410008842091,0.591064626329966,0.4695028205831792,-4.337923671920984,-3.1060626049731987,-3.660819722746473,0.0741458935377447,-0.8448932827233243,1.2178916491295155,3.1077773201833763,1.1787384899858733,4.157660265884735,-1.2011919984950263,-2.569132326607942,0.3563605862275164,-2.881631311321709,-1.7261493984303267,-2.587891257793382,-2.4361148837564794,-1.7230287409665253,-0.7543860605610753,-1.5138863479781142,-1.6969896284707746,-2.2813621850452344,1.6019562053814256,-1.4430511789918923,-1.160122989574173,-1.8799695302318093,2.3377524908879033,-1.2558819011027607,0.6765672009524849,-1.2966399896627305,-0.9487824106149845,920.0
TMP,1.4539963103463385,-0.3837284434396571,-8.329123201699028,-12.957874561006372,1.958656173840709,9.281471230283344,-5.980519172982492,-1.5050595699812013,-4.307632983062844,-13.315520957087701,-1.3632746066060955,6.319370337017913,5.590599395143137,-0.06372732317192609,0.45487407074061603,-2.9650207790482206,-5.359564914279314,-1.6382629699015754,-0.21389656009064112,-0.1280875601134673,-0.7860851969427156,3.1807362657283313,4.705848127205823,2.630810162537738,1.5214653144336583,2.351153320771532,-0.380989215715416,0.22993176185468056,-3.0802630714615726,0.06676595635117266,-1.218067976959148,2.584007320512551,-2.55469512303276,3.0145584785329285,4.577375487784625,-0.667902463487555,-0.8190087428242452,-2.2795870779699383,-1.0924702650546554,-1.5594948586193191,0.34105513416023736,0.2356978067873985,-0.03211808187311185,4.210782029557635,-646.6083030159211
TUN,7.609676532637458,0.047510697419329104,-4.72855397666889,22.07013035089388,2.9753281069508923,-2.464748056498248,-17.967452991549294,-9.059459704144542,-8.899589017228756,-26.027057577218265,-7.377041513924669,-3.313178201142572,-2.067336140161715,-2.050597597022691,-6.998515534321024,-1.9126161261907808,-0.5131547686955666,0.001429617628559643,-1.5482800184885825,0.7872155649441653,0.3500594529663147,-1.1912406326795197,3.687368144319245,-0.7207438389153356,-0.5897671970914851,-2.355368055102269,-2.00775278148343,-0.15676815445442413,-1.6657660858508567,1.2891853421175465,1.7240476349875697,-4.102159261230586,-0.8118764988375994,-1.7583770188174865,2.4265285202731652,-1.3512059692294813,-2.3679122713056993,-0.06229883881774834,-0.6025138912004872,-0.6115385636237254,0.8020499863754736,-0.38291377083857897,-0.3340676093689516,0.5123088105981337,2300.0
YEM,-0.49045966709882594,-0.06884837816475656,1.1745145637567012,-81.91344115836378,5.283947891871552,-2.5104030996140327,-49.50452033265535,-9.756469479643211,7.258390002887521,-31.479646749351815,8.557021612479426,4.605471662471049,-0.07703112379609434,0.04480279588036973,-5.452099424951604,-1.5941836017809639,-9.231252016146753,-3.708429149306768,-0.8036329423976003,0.5362209830268224,-0.9348035406537519,2.9757550041198195,-2.564744055609615,1.0364587207488638,-2.4274278799913076,-0.6664726622288024,-2.0356353423659104,-0.5146350622887289,-0.9304170821635767,-0.4101902737789537,-2.525657608693388,1.3500571472497664,0.9258433917213869,1.9273513394857558,4.846273621169311,0.26000176920725815,-2.45225415948326,0.21967339340593917,-0.5688941037409676,1.0348721906052352,1.1392270075151543,0.6352604607248332,-0.1968331800931702,0.10477278134697432,370.0
BDI,3.0063896398711223,-1.0644967659745788,-1.8820955945833449,-9.038139050730484,2.2557264586139896,-1.304978120208696,27.183443112305678,-24.378417384564663,-13.716803513073517,-12.513747918729468,3.733558463602077,-3.09379414331416,-3.6527259127158533,3.152727151484018,-8.601260524881965,-1.8533509284206773,-0.004336108014472206,0.15697023979699376,-0.6309106580016336,-0.2673345888436702,-2.454139145835395,0.7205694327720616,3.0682962221410692,-1.0279629225624975,-7.097985031458546,-3.483428578872461,-0.836621786346226,1.445571961244241,1.9707637496200408,-1.6483987223826937,0.3415535650072684,1.0821373308687368,-0.7079611727810776,-0.29476130885948026,-1.463419418646979,-2.1542119661459367,-1.4833278263890355,-0.28531049016812027,-0.2508584750687682,2.192858082184819,0.4867698996076227,0.6104200516228098,-0.6534910644135793,-0.7514614671384797,130.0
CUW,-2.269758284464621,0.17921463474343732,-5.172858567998425,4.178872776764481,-3.224730829388146,0.46967208779082265,9.869342291918198,-2.603417462185324,1.2236348201850857,-6.42306106349522,-10.740379941828394,0.2090139181266496,-3.9911983034695124,-1.3888635793069135,-10.827454406742794,2.2438789738547316,-3.8642367990002926,10.610696007525387,2.0027229225758165,0.4972163915599366,0.15674567784236493,-1.6382827953778838,3.748283899838465,1.768281938889255,7.651641803060513,4.7185069725329924,-0.603722886074838,0.3542779386696932,-2.8013856624839204,-1.1188947554788886,3.463858756448702,1.1172514322439373,0.4548478328059546,-0.3371241437965583,2.416569641628877,-1.6868411262468526,1.7008620960051157,1.4748941483538183,-0.08902666011779689,2.1130221244296026,0.006286007097480617,-2.906947963846023,1.6039821484047216,-1.5017603752301039,-1071.1900162426723
CRI,-7.764211083504264,0.562971656409132,-2.9220554344214467,0.6733741442630575,-12.841074447628365,-4.781848303345078,-12.051041424040822,-10.22075539220872,-17.571240326446368,-48.79708741008829,3.5420213385034183,2.455896923660013,-0.9394388334541761,5.325884916965168,-6.748256431905007,-0.3645092403909339,-1.985024579016586,1.691606588818349,0.23291663985867253,-0.9760613360214614,1.1458997983544565,-1.8395879500544383,-5.295681279062956,-0.6321251800268302,3.942468098356635,-2.4404783627120046,-2.0325801084524064,0.6909431074019657,-1.295561735969688,2.102067202479254,-1.2992496765538668,-3.5363976810492197,-0.8986927913015702,0.6032293785936881,1.7680322819770662,-1.4138680434706616,2.6714138514567995,0.02807673413659073,-0.5908801328898449,-1.7322316534231148,-0.4366176303557838,-1.1479719451187016,-0.25779743755732776,-2.66536786506567,3470.0
WSM,8.86251827809541,-0.23209549583351977,-0.26412730312015775,13.284643440251147,9.879147961647652,-1.8613260250679733,-10.902683657360933,-1.1814962978394778,-12.067801932484677,-36.198155014029545,-1.9295438450518938,-4.526931769411719,2.0355274136440684,-0.656786906954244,-0.06874773904651016,-0.662204706962867,-2.1277475600075864,-5.715711954542571,-1.3512179536232165,0.046911033761509485,-2.285508333411892,2.8574838316883167,-1.544458532760818,-0.621142157251412,-8.575483827405858,-2.52333595743435,-0.8794173871175783,0.1677864387773714,-2.6365557696051645,-0.243338616412492,-2.2270618133001365,-2.4853581041802806,0.05661825598364448,1.9122994130568618,1.3068717726435128,2.5667695190765873,-2.3392487930807726,-0.6892165425761141,-0.3680209930312973,-0.5351611109200549,-0.7573387685003908,-1.336138819858115,-0.3988285315311497,0.8492149514220997,1570.0
NPL,-0.9003661451365161,-0.5542385094405123,-2.9915089435855826,-42.13043829447419,10.253168825381398,-8.27817215327372,55.82924566447218,-11.384269213956074,-7.203010586885134,-33.50643051467331,3.343960334246099,3.5544263512978107,1.375219156638258,-1.691308177049141,-9.373278917699592,-1.555744968638898,-5.542036637912067,-1.40301282225888,-2.2295399721160285,-2.5459165102265082,0.665423357985212,3.92298436073772,-6.340783082321227,-0.7272700446028674,-3.667127378810357,-2.501972502319091,-0.8595782129783459,1.5427586912817488,-0.4448173407622662,1.9613268198293226,-2.4180487666523756,1.0772319453503016,0.8072182401685001,-2.3781503881897725,-1.857599381949288,-1.9669045973499222,1.2022207869752726,-0.29107923788066736,-0.5328597561277493,1.1915388027137992,-0.29269953268425825,-0.9046769959670519,-0.647756915038893,0.014886076228554534,220.0
