Country,LEI,GDP,EI,HDI,NY.GNP.PCAP.CD
MDA,0.6471853658536584,1.0774580682818453,1.0501062357306445,0.9249165566220494,640.0
GNQ,0.37667016885553534,0.9630431044307106,0.8797799182524144,0.7398310638462201,410.0
TMP,0.4048986866791753,1.6469240532246918,0.6616873209832541,0.9045033536290404,8582.579123227877
TUN,0.7039024390243909,1.2414592602782115,1.0740652839380906,1.006475661080231,1700.0
YEM,0.5185058161350846,0.9915570562014154,0.8905696676187382,0.8002108466517461,450.0
BDI,0.35167054409005694,0.8377539722151416,0.7233593563127367,0.6375946242059785,170.0
CUW,0.6260196285797791,0,0.7529436596747526,0.45965442941817725,1831.7407388041538
CRI,0.7876544090056293,1.3294962896458091,0.8618700406214135,0.9930069130909507,2760.0
WSM,0.639525328330206,1.113918036043343,0.6295498733379203,0.7943310792371564,9217.28658634881
NPL,0.4890045028142584,0.8625760553744947,0.827024928260298,0.7262018288163503,190.0
EAP,0.6735234835769369,1.0451723252565006,0.9074851348875916,0.8753936479070097,548.711865221577
ERI,0.3952258911819892,0.8293532289117747,0.4478385584344577,0.5574725595094072,-7826.668270000688
QAT,0.7783099437148217,1.5996932455945607,0.45998885563709385,0.9459973483154921,5461.12757107548
LDC,0.4242084441500046,0.9209806960725236,0.5903121933230123,0.6451671111818468,272.51529548086603
UZB,0.634957973733583,1.065540085520849,0.8292228986783146,0.8432403193109155,590.0
CPV,0.642993621013134,1.2000930204072586,0.9116129948333777,0.9182332120845902,1180.0
MEA,0.6540451928316077,1.2832725107647611,0.7002716972173872,0.8791964669379186,19090.506227893784
GRC,0.8060037523452154,1.5436659860590916,0.6109141429152671,0.9868612937731914,11120.0
BEL,0.7899287054409001,1.6718375153328227,0.5876132171800579,1.01645981265126,23520.0
WBG,0.6776056285178231,0,0.7278277060688265,0.4684777781955499,3978.496735122889
ECS,0.716701957008014,1.5459745933213402,1.019995889922859,1.0942241467507379,11214.022621366299
ARB,0.6250873592757122,1.2668783069579106,0.8067252494487076,0.8995636385607768,2101.11623388999
AGO,0.2535106941838646,1.01065956174926,0.5500029101775805,0.6047243887035684,290.0
OSS,0.5249031155784938,1.2220556219623058,0.9014886786525147,0.8828158053977715,1703.7234363868
SLB,0.5146859287054416,1.1841687910374867,1.0077837086698882,0.9022128094709387,750.0
STP,0.5731560975609753,1.3855440132173824,0.7338104365558538,0.8975035157780705,7332.050320194325
BTN,0.4588630393996246,1.0192068201846844,0.6341168693776018,0.7040622429873037,450.0
COM,0.5078994371482185,1.061144601505388,0.7199278817059735,0.7629906401198601,630.0
BEN,0.45530731707317074,1.0011828988592713,0.72533372043874,0.7272746454570607,380.0
PNG,0.4882840525328338,1.1696939026631246,0.640248430543805,0.7660754619132545,1080.0
UGA,0.29165140712945536,0.8504965887032987,0.8872389040025476,0.6764622999451004,180.0
