Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,NY.GNP.PCAP.CD
MDA,-6.567636149163578,-3.1969531685770995,5.809475546374503,2.946720871130702,-6.128743333533361,-4.135311334925669,-44.18894682999654,-53.55212495617123,2.2402256004277317,-10.317025001107464,2.7998527012000953,-6.670960679794925,0.3475346955182243,-6.360808376177767,3.5520777942382766,3.1668944159760004,-0.9831323915341066,1.7254463516881862,-8.786709027164285,0.12063834901873693,19.491248177182296,-4.07941603273966,-1.722049665014352,-0.4613113102573721,-1.4121067838443846,-3.0064118630300634,-3.5292349215955667,-5.049262806025884,3.0108452120394738,-0.16913347209503837,0.909889604888303,0.20798173497947178,0.8691668054072007,-0.9792419786197215,-2.4226004853878393,-2.5127161809993925,-2.149240499942354,-0.7603392070410022,-3.3412686020929367,-2.4233656485684114,-1.9160760355663433,1.1474519088401234,-1.1394495414672554,-0.6136323300313039,2.0418458229679293,-0.024844775257532568,-0.2732551742893819,0.1252463968922822,-0.5106414383620028,-0.3470517520285798,0.6889812532366107,1.9348361740323754,-0.025792626955069373,1820.0
GNQ,-4.417483759654683,-3.396440862062734,0.3623127227409144,-59.90184374498622,12.812834892335232,-8.052631000986715,-39.32386463982974,38.231247389032696,7.836528140862464,-5.362658333332998,-1.2452270885903611,10.436565236393783,5.700279334790043,3.1119269838254535,-0.7134830508995273,7.926915973396462,-0.0996633611855493,0.6411888194107361,-7.262826702535881,-4.690489294455347,-10.330298433525263,-8.097194117862974,-0.48937472801478776,-1.248316283019013,-5.002851775676134,-2.6680807550129004,-5.557621676668637,1.0190670328544151,-0.821078732002582,-0.16664190595414802,-3.9280296554263194,-2.9358690081004157,-0.1024495269009236,-0.19163979430803393,-1.1432350528735475,8.447500901963165,0.32406068016067424,-0.10565546576413465,-3.164622067889635,4.838290563426244,2.2116527039041,-1.6548848132735943,-0.011026333054978243,1.3321008304500537,1.0674719875829712,0.5497624377637735,1.716964806283089,0.125246396892374,0.9554648810247891,2.3548877765132685,1.415356175652502,1.685355757106268,-0.43807046079799616,7880.0
TMP,5.503194288110158,-3.6654390396230756,-1.9325125021467437,-14.484723130912966,-2.46145723480738,-13.102497093555636,0.41070584188449877,-85.22143794786706,9.609743654119455,15.47490140697501,-4.140685639347261,1.286639477958741,-0.171075583557027,5.200310103967928,13.413468439896327,-15.905182243568532,-4.595802447038131,-5.136287823066613,-4.073595666652357,-1.772968351922318,-21.40253271014007,-14.530178616829115,-1.4552330040133898,10.608062687123837,-6.245333968266625,-0.16824644023510604,-0.830242162243958,-0.9946321432172567,1.088415227172698,0.5002478282686251,-2.7611363896946175,-2.3749337335930174,-4.16943983738149,-0.8519720912349137,-0.43120830768937124,-0.5751818544855776,0.15333125972676287,-1.4401961554369105,6.126115188905754,1.2480993171414254,2.4916077546541753,3.9469328023909993,-1.6687219590512399,-2.51815388667733,0.6406377951683805,-0.0372146558602926,-0.3853884379527382,-1.9722358054611695,-0.5881680630883098,-0.26907860442151404,-1.0699309924746883,-1.648927394059386,3.3077404277800673,2770.0
TUN,-1.1707166805570661,-1.0502889188380709,1.5398204353112308,22.418414929268888,-4.209327810634675,-4.138767234116553,-36.6827733893909,-28.785292939521046,-7.8898866505107,-11.770762317776557,0.18033756343114205,-4.720380069406383,-3.2482583940495937,-5.439079169435425,1.56077761226261,-7.49438391388176,-5.026173686823797,2.5198556535459686,-5.89962712524262,-1.7338386254385452,5.6530805266821975,3.019012111571314,-1.8183289646848213,-0.4706530842540819,-1.735013872452331,-2.8130162407906583,-1.1437106007284772,0.3244712879446667,-0.9257236625640515,-3.232286124008054,-1.4926628825855057,0.42747569808115343,0.2287455686011587,-0.9113109328191358,-1.3948163825422664,-0.6433343896072168,-1.3743032868555778,-1.5011356154159372,-3.008471448355375,-3.2056911793484386,-3.0482152459017127,-1.5653167758056334,-2.230372546323366,-0.32378479815559513,-1.9434036707943299,-1.2536605462034316,1.0832787560664594,0.12524639689209865,-0.38463622421929694,-0.564656548045969,0.549282766395993,0.054380839834303474,-0.22615943668704055,4150.0
YEM,-2.116228348091948,-2.209155625019535,-3.2289146179561388,-59.2373519516817,-4.766381629082573,-2.280273797935052,-56.078229008902035,-11.307901281745433,-9.908606256008646,0.07027074416849155,-1.9719490124512178,-1.5912238638339185,1.1120367906263586,-1.3850924385489642,-8.242024669314198,4.521820242675917,-6.389306833028624,-3.5938951631711387,-9.906533171890478,-0.9615427100291665,-9.766057008516892,-10.994329105519384,-0.7298434671272098,-0.21379807881683896,-4.793694319909432,-1.3604793142870308,0.8396727325639113,-3.7101877999257704,3.090516200692128,0.9160749682571571,3.299505167948098,-0.012347332939287914,-3.245083174147599,-1.6088464791998272,0.8897105850045812,-1.917840091866965,-2.1732460097127584,-1.2607609967064561,-1.0188297067293657,-4.4635141474053315,-0.4106507951853706,0.9252827076083152,-2.782035228840373,0.7167500818896028,-0.4930124151310702,-3.9916550879692068,0.9118600474532825,0.7022215464605006,-0.38091802327831226,0.8293820925193048,-0.30841174258296,-3.221744232378547,-0.5111647347917045,1250.0
BDI,10.557605639442126,-6.107712908198967,-1.8569407959193809,-24.682365265550754,14.936892892914928,0.852057973526646,-61.63045428302567,26.717134027248978,-4.121908776337633,-3.6875837350081127,-2.729138745921941,7.744015937760145,0.31776666071255877,-10.287210977293181,9.521514984490016,14.901093414312644,-5.515679914745225,-0.870580971147634,-8.576079159012304,1.003870265492482,-16.796985596082187,17.026284364143407,-0.16136356743567581,-1.6691916407915603,-6.233233603457835,-2.424609937036042,-0.07246507671895053,-1.8614515816694899,-0.8058274426344465,3.245924963442474,-5.419025316678518,-0.6493143657354445,1.1614273891561742,-0.5966583672641597,-0.043250869474773856,-2.0848471267726807,-1.7515636109055954,-1.410805257828169,-2.0104432876227807,-2.374233671795575,-0.6309471895893464,2.111305487366729,-0.2957334107787706,-0.9724934400184618,0.6615635108811926,1.2860797267977542,-1.459289175905437,0.1252463968922822,-0.60494716870045,0.941472408952253,-1.0164511922611095,3.044703484045343,-0.5110657435400697,200.0
CUW,-0.7212041083542483,-0.7196328395359785,-0.40771593005612816,4.210868209215513,-4.123800869974604,-16.12334437704943,24.62581293739029,9.094632249278774,12.826748538263777,-7.100698935792926,-0.735288663295605,4.920976532530725,-5.38254255732379,-11.129809137111186,2.096465723614464,9.75378897107128,-0.11525517624760634,1.0206638473229117,-1.6189296401806044,-2.042672650059263,4.365083638991655,-7.613455388533227,-1.919550206387788,4.234967858721933,0.8274075161414098,-0.8508266714329599,1.5157124727245062,1.8139036465796647,0.1944312248321729,3.391955778748389,4.330299862442359,-1.4653736168958948,-3.0012339761523483,1.097947947516816,2.0480676132013906,-0.931454757393606,0.33955833811877373,-1.08131394860576,-0.6606369302931546,-4.294296756641847,-2.380563652685666,-2.341980022804558,-0.576273088259597,-0.34012913714647125,-3.2327391253209856,1.3259097723282642,0.9683028199924355,-0.6680961151045486,0.27158806472044633,-0.2816319646790533,-0.4851330013427839,1.3595327490286417,0.45582799886691355,24367.821115566287
CRI,-6.4619291994147305,-2.2764330104721697,-0.9664966498385128,9.11829693091251,-9.01050803298187,-11.860742385593175,-61.621155753960274,-10.42868895805957,-7.641066459438587,-11.137110796105178,0.270365454187972,2.313709367944196,0.782045499012203,-3.4104112037869996,2.1424692893219035,-3.4809145330086273,-3.66381825606728,7.4065720385295615,-7.237051615099553,-1.1784805263104356,6.0490515980623645,-6.578030102229076,0.3192131160829976,-0.422151521902666,-1.6350963909719844,-1.7891070116636416,-2.146800907101176,-0.08662876977555299,0.8884838360034972,1.1960490394285341,-3.2093237397564636,-0.3175251643456592,2.585772346610449,-0.9603346029244115,-0.6717268139473866,-5.315560777738016,-2.0942682033110707,-0.7958299457117568,0.19487605618805426,-2.7579218124155247,-0.5594575015589791,-0.2679630918228819,1.872788038691826,-0.5628989222486526,3.028757424783156,-0.44635071355977113,-0.20581721506688788,0.125246396892374,-0.2651177623341991,-0.9824665556187443,-0.11118891985233002,0.40149474432658017,-0.2975099796632914,7100.0
WSM,-5.588504301951858,-4.012655892664098,-0.10340787230307902,14.173002026260438,-2.3458235277554347,-4.829159893432599,-30.736184457392536,-13.717393313328492,-9.363877801686492,-23.355124858733532,2.9679858172954443,-4.539150223661356,-4.273221521277582,-13.637027312312584,-2.670443105899693,-7.59021858177412,-1.4275366259356868,3.006043817373433,-4.766751336709696,-4.687143255167871,28.920568793712782,-12.453131928013029,-0.8113613052347547,-0.36492349851262557,-3.8634663642675617,-0.18034213122508053,-0.7105749013525969,-1.466395405247243,0.7798522365402374,0.10928379271325439,-6.488592225635399,1.873128216356966,0.8339196052967726,-0.5327081593610524,-0.8406167592446041,-5.326383452032105,1.034169977016945,0.4509176430189228,-4.746411343057883,0.4131035968790377,-1.2166629321663205,-3.146471909297671,-2.3074358897912512,1.4169533617814722,0.8528501872635276,-0.47352863088291286,-0.06917377658989303,0.125246396892374,-0.45048162931454366,-0.8526381527335527,-0.26172710735729665,-1.3174874211012555,0.4877732061476644,3230.0
NPL,-1.284215938770017,-3.2845275709965898,-3.738294180228089,6.526068908238941,30.337986600898844,-6.989491520567288,-39.01179262403743,18.582095597519064,-8.000589544040864,-2.021787254378514,-3.9277494960389348,2.22628269719547,1.4079176010314578,-7.431546426006837,1.7962161862025303,5.300163817508482,-0.048661624513564886,-1.6149563981263642,-6.517226229378546,-0.755594565476499,-4.3389565301986135,-6.7817755906128685,-2.085052858430342,1.7240674217120737,-5.39984816545803,1.6922146656149601,-1.928829748701249,-8.054509425839267,-2.03240191140942,-2.5050371789811736,-1.9494137880981115,-1.9227863001487389,1.516788545171103,-0.5193803631652605,-1.3419008957492935,-0.8321242629495755,2.6573343875195654,-1.2037324250502095,-4.40534822866302,-1.1634986820850355,-4.264619854506467,-0.06863016311295944,0.9179872941394983,-0.7770499306264746,-3.9827523585804547,-0.5023717856210586,-0.3142383775039162,1.8763679115171055,-0.5968678949103926,-1.1611000667360114,-0.8172636157687185,2.2440953333762783,-0.6048613825753953,540.0
