Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,NY.GNP.PCAP.CD
MDA,-1.5478057361034794,0.7175804218715618,7.641003485429013,2.0292553017350685,3.9799839053664656,16.485909083323033,32.80360042606682,-3.998434122570301,3.4531515277428646,-4.3789278248888,-5.677270748634146,-2.1238614976857257,-0.37748067981387234,-2.382585981615762,3.8538798867130404,-1.1220486675219719,9.339982410470792,-1.1621331053804473,-0.7332736641609063,-0.841322887875118,-0.997666778910999,-1.8723543101466786,0.8389066012677401,2.237387757408095,1.2342622255588833,0.5381747646684231,1.655769607656448,-2.8746144418755106,1.1535066581612787,1.4691148784050656,-0.3048314498396076,2904.9007654755073
GNQ,-0.7194468934484809,0.22980221726843683,-1.0139853458802581,-3.7401292866435343,53.09374692316594,-18.001689690623405,0.23376300213388407,8.16158120920581,0.6237668626551599,4.101924331908957,-0.547719891442751,4.513983760862617,-10.04350709077928,-3.0934906484536713,6.534208207344515,3.2099517269164473,4.405746130549898,-1.3435721458131875,-1.6374257859428818,-1.3146016793281086,1.2700725534314046,-0.6751414225087478,1.6423400935006147,1.5792833724558535,0.05528007843516433,1.192663663682651,1.7224679589948404,0.9745813045954548,0.35674436436571777,1.7047947205273566,-0.46665212099357173,150.0
TMP,0.5899308533991928,0.9934766576048739,-16.957430784746474,3.023211058748962,3.487055471208386,7.102955327618947,-23.712338785428486,-4.97733836543075,2.4457199070063194,3.021372907136696,-0.3518026729089432,1.8524623533732945,2.304251484569685,-5.027780144752512,-14.838378191170902,0.6573971335787789,5.670480076590186,0.3868034401735397,2.4422547301494553,-1.3469245685346087,0.19709990500890506,-2.714191978751828,0.5881607328627043,-0.8544311446230249,-1.6139370699592948,-1.8158421387567902,0.0295574191788045,-2.101163011690729,-0.017170106694178008,0.6082789365316896,0.16863405692526995,5230.803724017088
TUN,-4.37924982824523,0.0798058424751572,-11.187982434144844,-1.3848895354948658,-7.580343603793714,-1.5801232394647398,-35.8342156313615,-2.6293581113335516,-13.393909006566469,-4.667440424621254,-0.26609337959580054,-2.2211716038790628,-4.643645372466866,-1.6117306375566678,-12.321387020654857,-0.8556423418451091,-4.415841568530907,-0.797862429621286,-0.3460742386799142,-1.1593536596672813,-1.7585619837997903,-0.8494470298171009,-2.070041357096856,-0.471039037457234,-0.955111831302655,-0.826950932546517,-0.22961528275874807,-1.7512449044658795,-0.08907611452036074,-0.441698895307791,-0.22424766340239993,1180.0
YEM,1.642280826300323,-0.8575907602000473,-1.7149620543283621,-2.837620497645314,1.9279159484346633,3.2700699550483425,-29.772763969709704,9.520296450655227,-2.5928889614473247,-1.224560630168206,-0.5069581815943631,3.4128163591524485,-7.0586899367634235,-6.69805459911013,7.432354883281793,-0.5580851098499221,-2.5314301719988195,-0.8333468313700052,0.3400280881574236,-1.2883503532427503,-2.2445215010047956,0.13649169924527224,-2.2873630793931023,0.6427632165240524,-0.15036650470567015,-0.2305728872386593,1.0205424547674218,1.965851539999347,1.974958128050082,0.23621248267312836,-0.6540515746007198,5444.341475916992
BDI,2.754658738325941,-0.7796526009742495,-92.31672094165356,-1.5776713691944806,-16.536504420956966,-2.9278880670227,-44.84987038587749,4.332115757122881,5.166319027998434,2.2680091434192793,-1.1721970649216276,0.36331796232584607,-2.625048327947384,1.5243318080944221,-9.434730033516066,0.46716233675100505,-6.309221886324458,-0.938557245310061,-0.8987512497304351,-1.3280090013502845,-1.2672542598797993,0.9622836143397131,-0.3939991497477394,-0.0839324449289438,-1.7573028365148085,-1.347359670923033,-0.15452737789721954,-0.9045990498492416,-0.08851281545069208,1.9571933677455553,-0.6448048208779743,220.0
CUW,2.351878854755471,-0.1191600810584295,14.96034314595188,-4.387944882491494,2.3127755894090467,0.14828898112760336,-2.3531185409672783,-1.4443911398729767,14.132824867199108,-6.207404787870508,-5.803401979150916,2.9953441740750186,-4.439515931978625,-1.7959533654053297,11.904291810750554,0.38078458115897196,-3.55612267222027,-0.4993691546182412,0.7089418719747772,-1.5990397284405424,-1.1599821269343238,0.7234447726658959,5.10871402216703,-1.1473292787233185,-0.9479521884479891,2.692991963141695,1.337294014000001,0.13918353361616032,0.153073788790863,0.572632605547867,0.363879469775761,3701.538316761891
CRI,0.7221749202416077,-0.3226143587225824,9.903698155666653,-4.048224292712627,-7.158700466657625,-8.05839068889379,-41.692115390265116,-1.5697972550495547,-1.2806089660123396,-0.07559701055386403,-3.781459332922801,-4.685104395244181,-6.616883677928689,-2.881202124005803,11.495297971273041,-0.3689772933419223,-1.5834070083697442,-0.8122646545415203,-2.4871283082412323,-0.7825636667956177,-1.816736343507211,1.291094650040069,-1.141650814872911,-0.3649337132996219,-1.0313939037141902,-1.5831764698816466,1.475803092189326,-4.2049917430122274,-0.09780015012071178,-0.9266341476658075,-0.10016983717806423,1280.0
WSM,2.620243209839833,0.18873930862732854,17.92610367794552,-8.043419535224116,-7.137738116295999,-5.734139972925307,-48.71514855518694,-5.424185955525075,-4.024366622010273,3.5418903069868826,-0.3494532998578487,4.606896693878676,-3.8607973148292656,-1.3684067513781497,-2.7968225622531717,-0.8435693588886761,-1.715091373084265,-0.8873283744255359,0.016746840725935352,-1.1712856658159025,0.5560913021227822,0.19891825776515604,-0.30508440207772003,2.218793223839738,-3.384553261792169,-0.6717275056256449,0.9784442899068511,-1.3306787406117668,-0.09735793328086785,-0.040922770699501024,0.45790394975916726,661.4409927746888
NPL,8.682683897380242,-1.0076955691807938,-38.50520782936087,-6.170057851401378,-16.086280502694237,-5.771892576587736,-40.29765138595615,0.9052782107703794,-4.681178523157884,13.778619246170816,-2.925483923384298,9.339804730355388,-7.963243130008761,-5.341512790074887,-10.385387707281458,-0.6893783433947582,-3.938970436200251,-0.7657075185449633,-1.3387436279736225,-1.3251785444678412,1.9260901007056668,0.03205822573399537,0.8546460483688227,-1.2438109170935325,-0.06366491980413774,-3.604231540348681,-0.6885744003205022,-0.46345780241138806,0.6384279332183147,-0.4572846187173915,-0.6390380332775419,160.0
EAP,8.403450479829731,-0.6613640450284665,-7.182041415525504,6.4710547080223435,1.68603974087605,14.332619266437465,174.03480069426277,3.7687412946882897,2.593428173140967,-1.3079259661218519,-0.6040558233915534,-2.8772447540063917,13.42980619673144,6.045671956569109,4.387091467614862,-0.18120694291734296,19.87679869116354,0.23961099626211124,1.8500787079888603,-1.1384238738994112,-0.341163871445172,0.7020493234705655,-0.16490400475208067,-0.07725697749359411,1.3180952283253422,1.8159313550172391,0.8170730081312358,2.9145853625004783,-0.05661865761507403,-0.061532273104559033,-0.6163861466073635,324.757844089295
ERI,-2.366621887563369,0.17948663280894492,8.323057476527769,2.525724372333279,13.214320414256537,-17.813015387727585,-5.3165413477128585,3.076986945771973,4.69389511366872,-5.135719490311691,-2.866275511353702,3.549533119990526,-3.3459192345542226,-0.627931028756624,-0.654722232420244,1.296301979307145,1.1380198122788858,-1.3927327339208806,-1.2142249853270757,1.2012920149794049,0.21085336135300298,0.9960518077753938,-1.2241232443740668,0.6372963298758361,1.7284248154717108,3.287471988837586,-0.660181861418498,-3.034864311358322,-0.11314460158759704,-0.7368328471161061,0.9158305756187979,-2729.1681893459854
QAT,0.32072919128444544,0.7599867622410573,24.93222045600686,5.682948575763523,-7.128228509090598,12.371950703101298,25.187822548448963,-1.4484056409064712,-10.369623502768421,-2.1005735549402886,7.234179503740462,-1.0856801056360812,-2.6627433040263515,-7.460637653890604,6.475527946154945,-0.8237973705550525,-3.8797818669889503,-0.48501828646596135,0.21425699226096728,0.0843468844904609,-2.056989218415907,-0.3024224100462093,-0.8280106681458154,-1.5006362176815884,-2.930295128689554,-1.2888042427762945,1.063983383405575,1.4419253627529434,0.6117192477892263,1.4064572741694468,0.030036411353768614,4810.336234514098
LDC,-3.4509743039919454,-0.8076881026934339,-28.24468639503367,-7.845703258733936,1.6472032850831528,-11.624526912454101,-3.601744402298465,5.203802152749002,-14.735910390982497,-0.1719220977508702,-3.9741524918215743,-4.432327328352806,38.60489919244953,1.8452920848211685,1.0619394241170288,-0.12430964246781484,2.635257287382325,-1.1095720967541494,-3.6436091881333272,-1.3011752291019247,0.3418611707499786,-1.036940289745444,2.444652268434796,-0.672128974514861,1.05990407354431,-3.570194210119465,-1.4918469205284635,-1.7071368148591284,1.5358178530084508,0.9866675945338853,1.9889829901119822,255.28866282221298
UZB,-0.06444916529458689,0.3935066930686684,1.8565755757442526,-5.99852884268313,-1.6206446192902877,8.956638314359404,11.906349515074744,-0.7785139856051826,-4.820708850474585,-0.4342071405446335,-2.1411256029532146,3.029465649401825,-4.81471983517988,4.0428540553754075,2.9441581505184953,-1.009882774585236,2.227560663424836,-1.9319861111748904,-0.06828204399303245,-0.9766294718104025,3.5474706483402527,0.06451074228681139,4.754468722160109,1.0765122420199762,-4.071419282401953,-1.1089004420227175,-2.47126271921456,-2.376050383209093,0.7850401737604467,0.2078671347633029,0.818963316071372,7209.878865462215
CPV,-0.7567245178054415,0.2176510717799079,3.1271066311308546,-4.025472948940993,7.590861873038407,-19.51348630904262,-40.419469273359816,6.4321368385385345,4.274980919231303,6.134537613311333,-3.2744732808518395,-3.4946288937414907,-4.765094565578796,-8.28748086957306,6.596671539570008,0.07975355647305493,-10.963528167161172,-0.5810536956924435,-0.4958301743213235,-1.2860555204234108,-2.588734728524552,1.8046745416667167,-2.2882629323280614,-0.15538410292550875,-1.532465529709274,2.454299842645243,3.6425817142683097,-0.6451604086683844,0.9721036493539523,-0.6437552504565716,-0.563542818410308,450.0
MEA,-2.64211369667417,-0.31326224943913594,-14.959038025830068,1.824859305150233,9.763472417681598,-2.023568122025624,8.833937874195948,1.8707812937435802,-6.306245512155046,-0.08575612231839377,-2.0577128843019397,-4.357368449040129,7.014922757770912,-3.0755130196723863,0.39599210411499763,0.19314372227017568,9.434011050742491,0.22981902686613087,1.0219129468231825,-0.831610524944252,-0.7839398313866652,-2.3879815174869474,-1.2043794987810335,2.027907155125695,-0.5934971130856195,3.5820868106823465,2.353555087368107,-1.2042027726634006,-1.9197347469451058,-1.222137482745372,-0.3823064195993122,620.752989862292
GRC,2.514869341636884,-0.7685070690462389,22.04288040673293,0.9762402840177404,-16.221062033939923,-7.432519030823946,22.942349406013474,-1.8097204068507784,4.045375289186812,1.096246149618739,0.411940982447936,1.1860999941393704,-1.2905790322093469,3.4380360304523965,0.0809473430780333,-0.3755721259975694,-7.4598419601164885,-0.848258466283162,-0.6484751135476867,0.8274903471737791,-1.6235476043198187,0.2127686504645243,-0.4216957046880464,0.1622027252830172,-0.8885020483873888,2.77975851870751,0.03407966625363018,-1.4842729632463842,-0.09897067631020195,-0.7052859881619344,1.8461574498461784,5130.0
BEL,-6.721274111106628,1.9686151791204223,39.02898759287709,1.3380334227591248,-2.6105519500830443,-6.282601120064971,6.982910148816199,-5.142222325402883,-0.5124687431977133,-5.590281674347098,5.267432649649198,1.0134218742049748,0.08979161094993099,4.8848703605206785,3.4370620577040603,-0.6051507818460976,-0.7026792314934669,0.9105416285786454,2.5666350623582725,0.8276498736573852,-1.3980489925386999,-0.8236196382815237,-2.9947953801405447,-0.8936895610053237,-0.4002635300591082,-1.2317402645208249,-0.42707818531431907,-1.3510983981321676,-0.09795895419019374,0.9160360998329412,0.8543733591940185,8910.0
WBG,3.713360300638524,0.7281272127742973,-3.78632333785073,-4.1778302176408575,5.9422574119014095,6.827443441452645,-17.555948852473307,-3.0060052524802607,7.650719574922614,-1.6410006667362071,5.681475938686509,3.8018122748769625,-9.61478856607132,0.3636637582767958,-6.076693675041404,-2.517935397150505,4.279294166663034,-1.5562182976938512,0.9759250076866033,-2.5035124130536275,-0.957067326380832,-0.5180540805823457,-0.392126129037504,-0.024203809533431153,-0.5254033276848816,-1.6526142620144444,1.3566511426258692,-1.774173717279017,0.7891247177821629,0.3154447158701636,-0.32965455664773136,-3426.316847771878
