Country,x1,x2,x3,x4,x5,x6,NY.GNP.PCAP.CD
MDA,-36.40711572900691,-8.349626189781752,14.010875973911395,-24.19548949802722,8.713956183066916,-13.916574015630069,570.0
GNQ,-16.91866854416114,-31.706687341324646,-36.93302370700274,15.018222803141066,-23.139895501159632,-13.901198806277282,1390.0
TMP,-2.8165470966787494,18.024887994126246,15.245703373328041,-6.166652481702693,0.940683944184039,-28.990666786351337,700.0
TUN,-18.644792035180775,5.459187704674024,30.71700636131216,-22.817126666106994,11.634052592383414,-33.085645885399394,2480.0
YEM,-48.076121653052994,29.901467381250473,-53.14859423644445,-28.019741564999933,12.528833195548703,15.433871623416522,530.0
BDI,-28.609481531091518,41.41467585036195,-68.47706366553315,-3.7028788957857555,0.316981234213946,5.6199387389428175,110.0
CUW,-29.718248721677096,-3.4150587042530107,-4.846754029234627,2.377444996173075,11.209578727171884,-9.586555346851119,7530.578290725753
CRI,-37.99534053924077,13.896877889369751,-2.8869332597088437,-4.179112099109136,-1.0182663468576143,-0.5341286297157536,4200.0
WSM,-30.612191809170614,0.5724724165365479,11.253729548357219,-11.817779307238785,-3.5622873052087574,-4.054072778008132,1720.0
NPL,-32.27654826095012,30.2455086940144,-55.31334112800345,47.460898603163514,-13.44229024432227,-9.768613668046267,260.0
EAP,161.59709618135562,-4.131839290670437,1.538529793692015,0.2603293277807976,-5.916091973685414,11.829203249182104,1212.8787056413
ERI,-30.823983798358128,14.48176524961087,-7.893981456947626,23.093619168544333,-13.417915035051792,-3.0227713135133354,200.0
QAT,-17.620225408140286,1.767044374584284,13.238755889008905,4.524859486289601,4.545753652111981,5.0803706399010355,14393.192375972129
LDC,33.04837793333016,22.628167366252537,-43.49912909332336,6.772167549129349,40.246476961062015,3.2930839359317297,317.285553765234
UZB,-36.540053130219015,-23.47695761770159,10.18935677084906,-12.47066822050068,4.62589655675622,10.770571296863059,420.0
CPV,-41.187642969348,-3.440706170364288,12.681892530945523,23.03246216697658,-8.120405064185322,-14.374474295205681,1480.0
MEA,-13.43774441568211,-10.068106775174455,11.023326436441419,-22.761867494914764,16.122250436507393,16.393234289264992,3135.6802661905394
GRC,0.528920996116558,5.825886857833404,21.00058213704569,-9.465914026134753,5.523799096060021,9.471920344297047,15550.0
BEL,2.372832369533401,-10.023354736001975,58.96610952324349,-5.46901000333993,1.6316637256554596,2.621211864628836,27120.0
WBG,-9.817938718874284,6.1584334030731895,12.031844193651647,-28.942088424772027,6.46088437934647,0.05672711166838435,1390.0
ECS,38.16305350792804,-81.68621911470669,5.71625119686393,-0.2344365162335662,15.670114577705977,-7.023193781879786,13499.1375339196
ARB,-11.220309398514678,9.009766987352204,-18.793780455280753,-12.112449503808815,15.555019177344688,13.352869302512511,2618.77197638541
AGO,-32.931675041041174,-3.3080152710413273,1.3378321000201818,-7.590711990102494,5.857837827371909,11.753116646806046,16995.346062618228
OSS,-16.94897241885209,16.422319651321494,-31.663293177413657,11.494888787128886,-4.913974717155993,8.190506858964099,1806.9878003291296
SLB,-49.9078545393751,5.703296120625934,7.443383405965641,-5.341607577437611,1.8174755224927739,0.0893819594557057,840.0
STP,-11.079376562159334,1.2547737733052355,2.744512976400341,1.9335081376746366,1.4155912169935825,-4.080431489319475,590.0
BTN,-42.8493415223423,-1.596874893343741,4.6191438656459205,13.831244123643208,-6.138507819686673,-12.41391133533228,950.0
COM,-56.05903914067838,21.715130186862318,-22.775597359064015,3.2037790162965316,10.752689445615843,-11.894201981026653,450.0
BEN,-38.96539941265983,29.46898445448717,-36.88232200833023,4.963073766451368,1.7982495317730096,-7.297484452825871,430.0
PNG,-55.32513756548253,1.746555934125443,-20.01460901992928,5.369930247869743,-0.4069320180692384,28.668844933847165,500.0
UGA,-24.876204042224963,23.10524983222756,-35.307178735154466,10.38404458183368,-6.406212779072186,16.083645850966857,250.0
