Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,NY.GNP.PCAP.CD
MDA,12.253442371368148,13.277452513556698,-0.5080236097447068,0.9995711624201975,0.25232271829696096,-2.3081760701382943,4.629732404225695,-9.157278411426764,-7.512047755855596,-0.4373192538238214,-3.5555497326040086,1.3810344069551723,8.04762563396307,-3.903888134095741,-0.9296043771813728,1.4356431650524986,-4.059982240126129,-0.38442428113831834,0.4586074279342544,-0.3877083406651809,1.7502041900178185,750.9450612
GNQ,-7.525520819128643,0.14503882234694243,9.622824745132181,0.6483510683151145,-1.1422739249527807,-0.21062113239009123,2.6185126455999383,4.038354742912609,1.0177294461975719,-4.153479567757061,0.9336740826857779,-0.4447267225479223,1.8517530224085499,-0.0637641856494412,4.99698812367923,0.42466881827601355,-1.261224880261032,1.3964555656602724,-0.04680518907949208,0.9709675993380097,-1.0432470000191854,647.3159164
TMP,-12.40517197011857,-10.650693306459385,0.5499717592029909,-3.343132664499368,-2.499952443012697,-3.254386078936733,-0.2515060844732513,7.029550191250914,9.080248167505438,-5.071235352060536,-4.0690982061600725,1.2442159524115797,1.8851387867898923,1.2764892791828117,-0.02119747745634956,-2.8935173202223936,0.5891816478383157,-0.3828125942167502,-0.584930545510778,-0.008817079306725142,-0.41631979613239734,625.2308256
TUN,-14.158972186903704,1.6067194344818978,0.1677194982191042,-1.117349366308109,0.3817228476194859,-2.003398306055218,-2.430516320744461,8.460118416272026,-2.3271946415835725,-0.48725291197269227,3.7189025227834778,-3.9407724620874323,-2.2887308147567347,0.9688390305131593,-2.514236859357852,-1.998134621258633,-0.7006252614341879,-0.7964411140343166,0.12750190906900286,-0.1483138539023697,-0.9202422581976428,646.8188159
YEM,-4.4567060428632,13.42746601502714,-1.0725917415480717,-2.9573214354335233,0.11735037400452675,-6.0063976720082835,-4.931198766512713,-0.849810774157443,-0.018217393445097985,1.924601144078792,0.7206960365208525,0.036059680907284286,1.0865655598688333,-0.9390597124559751,0.9906516151021618,-2.4426731077544566,2.8217694998543115,-1.2368377516876259,-0.06035966472064966,-0.16429073912574169,0.18704447528313561,1251.009212
BDI,-0.46892144846271017,-3.972057178869552,-0.7893327889321561,-0.9472721207652621,-1.4001757710408362,0.18514949176445855,0.7559574077939584,-7.771049912055394,0.25683174276257537,-0.7637686274491654,6.678998348399107,7.774411691738698,3.336510979276059,1.4095303448531986,0.2836901005039281,-1.5067943739908152,-0.4459076334312224,-0.8391390845438625,-1.1807964715824553,-0.6673670444967509,-2.8675335038122416,80
CUW,15.048015681641079,-15.184478693331725,0.0177417405646208,2.469222932499493,-1.2128337063196635,1.3055630997309247,-7.747686123683164,-2.613088046426032,5.3829224360724925,-1.8758073817236818,-5.145268548287157,-0.36372362608616515,-8.359471771933464,-0.30342191606948477,-0.2684203407507201,0.5758643184909843,2.317872175736597,-0.6613739638146696,-0.4606481750197722,-0.1967485417476558,0.6680724238131088,1977.443272
CRI,-3.2995197504307527,-13.818193669027238,0.09497003052145239,-2.154510038835953,-1.4464430472482188,-5.738536171837723,0.211546606209166,-15.928007305950233,-4.0706658294139135,2.0070132196353674,0.5541377132837746,-3.2372995442296197,1.1488022766606707,1.4655862037129082,-0.7642400903366822,2.886637466663446,3.296352764658965,-0.8281282945736512,0.09568164754912899,-0.2465229559661198,-2.1527896771443897,340
WSM,-9.411510189790935,-3.188241288229279,0.27561941151424346,0.6765910634224446,2.0822438888095407,1.6332547864712386,1.5122507556706863,-1.1689576510237465,1.0662508079926465,4.108323662787409,12.567718717873401,3.6153151836346367,4.26373126009912,1.8104327301765744,-0.9072988679521213,-2.861421926758944,-4.323213005327184,-0.8571791717597745,-0.32487532836964567,0.08411675552970016,-0.3606846499778531,958.8349904
NPL,-12.653901993534273,3.072018576153665,-0.33940302386607935,-3.0297246793330377,-1.9420122545257958,-4.9956954899702835,-2.0821459789056065,-5.944666064490635,-2.0502517270906604,-2.7589324273377507,4.071571972114635,0.29874746587409984,2.0609076107828987,-1.3420792062209979,-0.7075339187599374,-2.0273398404239895,1.0081453074124265,-0.7514656473048963,-0.9845408686401009,1.173299262728831,-3.527396864726911,50
