Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,NY.GNP.PCAP.CD
MDA,6.000239903134549,1.3064817424398851,3.3368656394760583,3.8357980929627287,7.550064122979315,5.545244463259245,-4.053321491903734,-13.583582409483338,-68.41316048799632,-2.060149609655144,12.084048796708077,-0.5228598911648056,-5.262104902244763,-5.228138313686184,13.14194352288215,0.1150280229688099,-2.6469462332716596,-2.4844998036188546,6.107171619922889,-2.493201951145213,-1.0028353077026424,0.4008497551809783,-2.1572600566763462,0.08325114927340926,-0.32480818108798026,2.578801449969226,-0.9281036412687041,-1.3304920135962572,-0.3311967916366969,-0.3092670785055625,-1.8514477665026887,1.2440791329723413,0.7661129203692907,-0.4420272207305454,-0.34930300772410117,-0.011619129435119058,-0.5568978154941413,-1.445612512243113,640.0
GNQ,-7.629038478286207,0.8792295891743106,-13.030425156998215,-8.964559479554419,0.10871645472769531,27.549230155648473,0.4236930472857591,-0.2297540917194676,-29.597728760405495,7.9776506450411215,-5.41172477286471,1.4773189017672772,-11.016907138722916,-5.07894407054386,-3.5848172898887514,6.161228225869924,0.4973737154920951,-1.621377432843566,0.07565291706901672,3.0414195802888138,0.7948622790169241,1.7410203068910142,-1.1375275043275423,-1.4249300936875557,0.08057050127328758,-0.6110452110923941,2.9695895525123253,0.764010686204987,-0.39452592827208094,0.6350698764971676,-1.2072356642560913,-1.2325898420397376,-1.1032969197327485,-0.8042907176779467,-2.5898240903246172,0.7022378808128039,-0.2800000606401357,-2.2620727869556645,410.0
TMP,-8.800023251295858,-0.2973483695528058,10.33579266986336,7.248406663724048,-6.244976856963624,-4.643897055982276,-13.670630828724494,5.674331087170404,7.116570521132881,2.5316718071108273,0.2533590925696112,2.874569765510223,-0.6129303354529875,-5.325704022177878,-1.7440447370054106,1.04627311793836,0.3939874136853154,0.01131446492122179,-10.140379013581528,0.17707677245935471,3.1896386002279358,0.07614620785518672,0.46361640300030516,-0.014018389318209312,0.6459140207503433,-2.3191217357811027,-1.7428446256058299,0.15530945589291462,-3.0433611670281118,2.5322422730563776,-0.8528831993657996,-1.6925646731820365,0.347382965946607,-1.1913589565491647,1.999834305349647,0.9555631999715194,-0.549306074670204,2.3662666221176214,8582.579123227877
TUN,-0.3560712774907126,0.2674082255911216,-2.0792757690600325,8.936607639555184,-2.490897929585467,-25.01307732016163,-9.622465778534448,-14.135398023495009,-31.350260682212546,-5.701494875947197,-2.9895485034410174,-2.0095294866706523,-0.5090457690144726,-7.232349343666619,-2.39328575922725,0.8722553199003685,-1.586750969808354,-1.4255244235914057,-3.147226948218327,-1.6483262393642546,-1.170633862104637,0.485688566855887,-2.132633542204446,-1.782457850856834,-1.0891043605249444,1.3706299611566402,-0.8011541393489514,-3.273576435208069,1.4877091797550024,-1.7436528629444812,-2.1227865590716397,-0.4675771666126789,-0.7585500959730294,0.5414558022007495,-0.22957157530828498,-1.9311394411828335,-0.21292576928748738,0.6392327933583791,1700.0
YEM,-0.2517663333035325,0.17168057404101997,-1.5937748969617673,3.6929036529828236,-5.621841344058556,-3.9897528886796594,-8.140038894536987,-13.307514584637545,-43.629073911754354,12.048042459631636,-2.2248212870112463,0.8219413880615654,4.63574859957797,-9.567354901018948,-8.476631904962199,-0.2990610699313667,-2.5274201782101176,-1.4450747969260467,-3.5532810161322406,-2.4336339684537287,0.010633474697521184,-0.25157043584091154,0.3218662268932122,1.1865191075085124,2.1268188728061213,-4.638819687632386,5.305507737095281,2.3105863345315143,-0.3455628549440094,1.6300236128515766,-0.017637242030320133,2.5311483028013626,-0.7345998841862753,0.4331710071899274,-0.25424503185881475,-0.18510031561697246,0.7040109384412964,0.3827678182678286,450.0
BDI,3.9214358739728996,-0.5686865341925879,2.4005819319980137,-69.45191315032964,-2.959078828605703,33.24360244253625,-2.1490434988541907,-11.113964656381988,-25.682073347890437,4.061396145910831,0.40584337222394085,1.231919768278276,9.73247338581029,-5.451169997037142,1.9776499153772167,19.264118728667054,-0.5445427978345061,-2.538594184322863,-3.534760355255392,-0.5327116325295241,-1.1786545009447331,-1.03559823297034,-1.5656308667141605,-0.3408375029840975,-0.28465925463035185,3.683918315215922,0.8511696244129001,-2.1709456444950015,-1.581401074815866,1.7843986374720697,0.2536712785819226,0.026279702067079358,-0.2581743124154056,0.31582662840822806,0.7112737648174496,-1.0817184619586087,-0.6622177900499888,-1.6453522115855195,170.0
CUW,-3.847988998118495,0.18113883896634803,7.917925476509379,8.536691798077081,7.95128992046127,-2.790646987765137,-1.8208465962915688,-7.397735747160586,4.0534036673717715,4.60773253601259,0.6326089846739966,-2.6610618722061403,3.8386811848370583,-2.1773043757667265,4.607958404654221,7.805062749052679,1.0932035640154611,-0.7352582251365671,4.209255796164027,0.6759192206990622,2.7982939191040206,-1.3202297589793215,1.2923304791912935,3.0466636885485654,0.3233824149372282,-3.0556964116083347,-1.351681158987124,-1.3595306887437064,-1.990718500718989,0.6943171674508407,1.3594743670088452,0.5675693164252554,-1.0249895630696797,-0.3554801079621775,-0.9803213803444765,0.5260696336583802,-0.007175407256761989,-1.099245589161156,1831.7407388041538
CRI,-1.5647330961988373,0.16698741935175784,-6.120256923433864,-0.6047080866873051,-5.566575195282743,-22.21443160353225,-4.762680697930019,-10.330735886229151,-53.530667572790605,0.5105599779406389,-4.595173864477111,2.130218114325036,-12.277986205478188,-4.856165733283379,-3.8591034370484816,-9.264143085512254,0.15740265198518727,-1.7407344575835433,-1.215221152907055,0.3540372011176668,-0.9000795799598105,-1.0324058273003276,-2.031954121622613,-1.7940411790686652,-3.064416783590875,-2.4698624932435225,-1.7424820720059473,-1.8741461436619336,0.974893948996626,-3.1304507740279095,3.465420307453871,-3.1356955333896215,-0.7476807300953019,-0.5256582950403664,-0.4989833040078511,-0.7674758069208388,-0.15922349867613825,-2.647411844515007,2760.0
WSM,-3.5728865848781934,0.5738690810723374,-7.3007385647832885,-5.815507619605267,-3.3163077003734376,-10.414966649800029,-4.7995571412805385,3.053095152064713,-38.89547335479324,-4.6085217724138925,-6.070808704165683,3.6646744235011663,5.649475867978743,-5.428031823596691,-4.963693740033131,-0.9287813138526171,-1.8438758219168854,-1.06625018785182,1.2309768903557612,1.3891988761367309,-0.8670372786845073,-1.6101264549039014,1.072033711582035,0.9094262928593941,1.2156306522932414,0.7481284165110592,2.5534700384308517,0.6400158680159809,-2.0887725582783614,-1.1340183745544876,-2.144674494537252,-0.8165500314564397,0.4101448346768801,-0.7712494658089271,-0.923304750839818,1.69247578151816,-1.1255581118629843,-1.3162832594428633,9217.28658634881
NPL,-0.816668482544529,-0.43051171302570934,-10.4645235403092,-13.347705526485177,-5.758888382903319,37.45078431648873,-4.875969474360326,-6.978480553281881,-40.2920795249336,4.303168421963396,-4.894025067046755,-1.437981265887033,14.033854770386787,-5.649198472007996,-5.541778098438972,-17.171645426102085,-1.9814972465053589,-2.5353994598447294,-3.352531830239722,0.6417772705988468,-0.8082537429403567,-0.7667726932666757,-1.5697260437296183,0.14759574899662053,1.4812257631411665,2.202344077555648,-1.5071239271302588,-2.693832887552114,-4.155280007940661,-1.4145277286937028,2.4207319810463646,0.5550446296529524,-0.712163925038626,0.16816767891128068,-0.06135086195256228,-0.8714163498775723,-0.6582544867882798,-1.5236360991152946,190.0
