Country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,NY.GNP.PCAP.CD
MDA,4.992273955419958,6.030529813649574,-1.9814633620592608,5.313135302109853,1.3141999683712675,-5.012769531949177,2.2613582122333176,11.12293654308147,-1.702157013306413,-4.020554276990537,-2.4125503254784,1.2858830067849685,1062.4065382069502
GNQ,12.933683455435855,-4.614262833671557,-3.3770059187780586,-0.5144533490341621,-0.5604479892938153,4.789450815734627,0.9347688798514365,6.031020347662392,0.6553339538722409,-4.729373689416108,-1.2486754126800959,4.5278901001091025,501.4271089343757
TMP,-6.973338259504551,-3.822245821431752,-0.7685030976528928,-7.152873550727542,1.437219549734727,1.598121327277437,9.034839183808131,-3.5420379709341607,3.525922866973227,0.06276666365938682,-0.10382911447607657,-3.505866908497942,1084.7183468848252
TUN,22.649228807552113,4.176886899272809,-1.5140518378504066,3.4970151308729505,1.7545007248528695,-2.0761166033838268,3.316079728115804,-3.533355993409921,0.4842757607561409,1.6716566878857306,6.190891378987281,-0.42875254042344385,220.0
YEM,4.496094416074505,-1.9365776855033148,0.0674610824312485,-10.871949953023577,2.7427038178806105,3.044961428822289,-0.9492086504912204,-6.386158212677356,6.794066769817426,2.1395990209716365,-5.093297808443754,-0.8753181351788738,-532.0073330714283
BDI,0.6422860682748371,-0.49572010822448137,4.214634649696775,1.1930647723984167,-3.5538435468251914,4.083211864995378,1.1916434551532884,-1.3285270278517116,2.788292951096147,1.6128182389552685,3.672902202795201,-0.1959384636604696,60.0
CUW,4.306102055724461,-2.292250000342184,-1.5322665053802476,5.974888076517487,-6.81357489467908,1.854985739935811,5.026795664845602,-1.0293808429771871,-1.0133074660198806,-2.513990762763398,-3.2369940702613738,1.8383969751714297,41.78528267172214
CRI,17.39124965658676,1.9519515204214972,-3.4005574056872536,0.8806625510845414,0.7059511115807989,0.32350364354032674,-1.7065878609137486,-3.0625319584331447,-0.8370046162055155,2.7591486989708636,-2.288559569342311,0.10197995772482256,410.0
WSM,4.824980880153434,0.6785030235506939,0.872992049201535,5.929118210094545,-6.962936303958017,11.80161502865933,-3.5310253401072056,0.7128349131188428,1.1309262502964077,-2.0519575065320423,2.155696865993644,0.31356779659591516,1004.1245551313895
NPL,17.198093733365027,-2.7981523005683786,-9.581719167462898,3.2987954822631633,3.127202919769975,2.6636842878535023,-2.5421420682690026,4.548087771289999,-2.4951301992838544,-5.020111698583055,2.359279349759971,-2.2585512850921283,80.0
EAP,-10.294734756582534,-0.2952475228720256,6.806038055479097,9.970469901516472,0.8767008330682042,-5.071038156244933,-4.4511488277496225,0.5832164450418033,1.096279513652806,3.4408061123544953,-4.086530574804203,0.38043305713731357,99.86458185538972
ERI,-2.9192884389247094,5.060370391654904,1.8383713815924791,-3.893000382351843,0.9961817681627136,13.237170682414975,4.890785686353443,1.0244366768557636,-4.245396099872475,4.260910092089364,-2.754259507079019,0.352711233604935,-150.7945860884123
QAT,11.592878651152173,4.199294173366748,-1.9247564345865935,-4.312994853190263,-0.45145795115108267,-2.5167541067488437,-2.884792072907854,-16.465313593441852,-3.888098538973344,-0.3225084556611493,-0.059227249659130614,-2.911853774630671,-129.52609958163248
LDC,0.584635327063208,15.417021585991908,-1.5934169118706103,-0.16738102423227427,9.113734475309426,-2.7969697391363746,2.4997357583071627,0.6780586663265415,0.3280806578174666,-0.8448206612439756,2.9374225661084825,0.3810485264456454,1285.0549000897274
UZB,5.716036983678652,6.126490266748029,2.1204259412102693,-9.054387874952205,3.6658588487064545,1.7880261191938653,-6.044177950738355,4.154855100837096,1.7083164083954838,-0.6080715980470419,2.0956488284663273,-1.9750975915367472,1392.0466589003813
CPV,-5.312718566233647,0.1157234346090408,5.136875942383913,5.557670915050653,13.694130989053683,4.223455621713226,-1.8403578705560453,-0.9186002674275554,3.588750832090113,0.16150890798649573,0.07680580619031423,-3.1965096523733854,1448.6179765395198
MEA,-0.9707840827298019,1.8986652890209537,8.52825101499462,-4.778201215932556,-2.2355019284724227,6.412775062032371,-2.139642495901062,-6.058560049574786,1.4696657070995542,-1.7933780638980994,1.656502656118435,-2.1253615782217894,574.5772044070703
GRC,10.291578946566654,0.7419873408571355,1.0290633570024583,-0.1623937237275372,-6.793575511555686,-2.186103601089524,4.081476888892946,-1.4055886651779734,-1.0892218795547393,-2.1891933924303886,-0.3019017811248454,-2.2244668910979137,1070.0
