Country,LEI,GDP,EI,HDI,IQ.CPA.GNDR.XQ
MDA,0.6650352720450278,1.2406470366647513,0.7975386141277938,0.9010736409458577,5.0
GNQ,0.46132795497185697,1.6787305905774956,0.871731211819923,1.003929919123092,4.499153410120195
TMP,0.6127373358348969,1.085784486867176,0.8995049190390814,0.8660089139137181,3.5
TUN,0.7584990619136969,1.3978583832863396,0.8730357615152993,1.0097977355717787,2.7272651550093854
YEM,0.5724825515947463,1.2038983395409006,0.8366019288777957,0.8709942733378142,2.0
BDI,0.4444772983114446,0.8649383838131433,0.9825610097249369,0.7639922306165083,4.0
CUW,0.7739962476547845,1.6620787214426713,1.0069863966448427,1.1476871219140996,2.9707041669872645
CRI,0.8224266416510322,1.4711866385606773,1.096311038321048,1.1299747728442524,2.983564938302079
WSM,0.7206814258911814,1.3557668353898056,0.9274151884852732,1.0012878165887533,3.5
NPL,0.6468517823639771,1.0276078478729551,0.9963649470085412,0.8902748590818246,3.5
EAP,0.7365308997314987,1.340071893269852,0.9002742503099607,0.9922923477704371,3.36363636363636
ERI,0.5423088180112571,0.9531268258877147,0.8397003245283916,0.7783786561424544,3.5
QAT,0.806903939962477,1.890426067193117,0.9031997215290607,1.2001765762282182,2.647604365395668
LDC,0.5419055572328123,1.0946957279524558,0.9582137383071585,0.8649383411641423,3.21428571428571
UZB,0.6558795497185737,1.1559945634629103,0.9011932709640658,0.9043557947151832,4.0
CPV,0.7278390243902447,1.371014824311429,0.8920118502498369,0.9969552329838369,4.5
MEA,0.7192642700906108,1.4809135711177965,0.7837348866467697,0.9946375759517256,2.25
GRC,0.8452157598499062,1.7297115554783618,0.985222266649258,1.186716527325842,2.353851873802599
BEL,0.8412382739212015,1.8005060060617515,0.8430019811852698,1.1615820870560742,3.857207106607027
WBG,0.7272318949343339,1.255686520807635,0.921931635538737,0.9682833504269021,3.7450319358188917
ECS,0.7717950828540509,1.6978082109786918,0.969315861273478,1.146306385035407,4.375
ARB,0.6852882865923569,1.456551172858588,0.8257263360380644,0.9891885984963364,2.7
AGO,0.38226754221388304,1.4023863132319427,1.025742890005294,0.9367989151503733,3.0
OSS,0.5326643230928846,1.3958501052113719,0.8921577037883276,0.9402240440308614,3.45
SLB,0.6394033771106937,1.1838821360437743,0.8130238271460284,0.8787697801001655,3.0
STP,0.6223159474671677,1.176886139898749,0.90058130900065,0.8999277987888554,3.0
BTN,0.6443849906191369,1.2515894271091392,0.9328602210575594,0.9429448795952784,4.0
COM,0.5548814258911815,1.1099745174301965,0.9765268792653159,0.8804609408622313,3.0
BEN,0.5108386491557232,1.1136456349240058,0.9478644773681253,0.8574495871492849,3.5
PNG,0.5628037523452155,1.1859297644190092,0.8290291883115222,0.859254235025249,2.5
UGA,0.45326116322701687,1.0213209139498627,0.8531976494841815,0.775926575553687,3.5
LSO,0.31906529080675383,1.1202629493129217,0.9404903532943439,0.7932728644713398,4.0
MNG,0.6393834896810506,1.2794278131645125,0.9566613273388985,0.9584908767281539,3.5
KSV,0.6830393996247647,1.3496681529395536,0.962510848543022,0.9984061337024468,3.019186916652081
COG,0.4917703564727955,1.3412022976781641,1.0062597459081533,0.9464108000197042,3.0
TGO,0.4770138836772985,1.0431528864793118,0.8894134289874299,0.8031933997146801,3.0
CHE,0.8768105065666046,1.866992059088398,0.9149334822289859,1.2195786826279962,3.2776136417925508
MNP,0.5217406070610244,1.568732130973526,0.8496109664098099,0.9800279014814535,3.501026954233426
LBR,0.509422514071294,0.9053272855659817,0.8977717378587455,0.7708405124986737,2.9699058276210097
PHL,0.6550889305816139,1.26220155697428,0.9865498097737613,0.9679467657765517,3.559146644787456
MNE,0.7554161350844275,1.4851987468585135,0.8410594633138546,1.0272247817522653,3.36858835133573
KOR,0.8435797373358355,1.656811846434308,0.9698863366198166,1.1567593067966533,3.381914635842297
PRI,0.8239834896810506,1.6894652903891496,0.9083378378641132,1.1405955393114378,3.6213039988830733
FRO,0.8490806754221386,1.8045949827167522,0.9123941849198917,1.1886899476862607,3.978025876563004
DZA,0.7418356472795492,1.418442814156267,1.0134161657035832,1.0578982090464666,4.1599290667554785
SYR,0.7694634146341461,1.6802503563649829,0.9084810788473574,1.119398283282162,3.838053597111746
CUB,0.8253924953095678,1.4338154942554617,0.8536737519541713,1.037627247173067,3.0115259393584592
MMR,0.605655534709194,1.662800531778254,0.8651109665922294,1.0445223443598923,2.336726342947934
SVN,0.8271669793621015,1.7060669499752037,0.8465301354940495,1.1265880216104516,1.8906237706892797
PRY,0.7215204502814262,1.3393485288613032,0.9630685933430995,1.0079791908286095,3.218632854251707
SDN,0.5561632270168861,1.1893396534258864,0.7747132823141795,0.8400720542523173,2.0
